Wavelength (nm),Sum,Li I (4.0e-02),Li II (9.6e-01),Li III (5.9e-34)
371.37,5.533e+5,5.533e+5,,
371.42,9.141e+5,9.141e+5,,
371.47,1.456e+6,1.456e+6,,
371.52,2.238e+6,2.238e+6,,
371.57,3.318e+6,3.318e+6,,
371.62,4.744e+6,4.744e+6,,
371.67,6.543e+6,6.543e+6,,
371.72,8.703e+6,8.703e+6,,
371.77,1.117e+7,1.117e+7,,
371.82,1.382e+7,1.382e+7,,
371.87,1.649e+7,1.649e+7,,
371.92,1.899e+7,1.899e+7,,
371.97,2.108e+7,2.108e+7,,
372.02,2.258e+7,2.258e+7,,
372.07,2.333e+7,2.333e+7,,
372.12,2.324e+7,2.324e+7,,
372.17,2.234e+7,2.234e+7,,
372.22,2.070e+7,2.070e+7,,
372.27,1.851e+7,1.851e+7,,
372.32,1.596e+7,1.596e+7,,
372.37,1.328e+7,1.328e+7,,
372.42,1.065e+7,1.065e+7,,
372.47,8.244e+6,8.244e+6,,
372.52,6.153e+6,6.153e+6,,
372.57,4.430e+6,4.430e+6,,
372.62,3.076e+6,3.076e+6,,
372.67,2.060e+6,2.060e+6,,
372.72,1.331e+6,1.331e+6,,
372.77,8.292e+5,8.292e+5,,
372.82,4.983e+5,4.983e+5,,
372.87,2.889e+5,2.889e+5,,
372.92,1.615e+5,1.615e+5,,
372.97,8.709e+4,8.709e+4,,
373.02,4.530e+4,4.530e+4,,
373.07,2.273e+4,2.273e+4,,
373.12,1.100e+4,1.100e+4,,
373.17,5.133e+3,5.133e+3,,
373.22,2.311e+3,2.311e+3,,
373.27,1.003e+3,1.003e+3,,
373.32,4.202e+2,4.202e+2,,
373.37,1.697e+2,1.697e+2,,
373.42,6.614e+1,6.614e+1,,
373.47,2.486e+1,2.486e+1,,
373.52,9.009e+0,9.009e+0,,
373.57,3.150e+0,3.150e+0,,
373.62,1.062e+0,1.062e+0,,
373.67,3.455e-1,3.455e-1,,
373.72,1.084e-1,1.084e-1,,
373.77,3.280e-2,3.280e-2,,
373.82,9.573e-3,9.573e-3,,
373.87,2.695e-3,2.695e-3,,
373.92,7.317e-4,7.317e-4,,
373.97,1.916e-4,1.916e-4,,
374.02,4.841e-5,4.841e-5,,
374.07,1.179e-5,1.179e-5,,
374.12,2.772e-6,2.772e-6,,
374.17,6.283e-7,6.283e-7,,
374.22,1.374e-7,1.374e-7,,
374.27,2.897e-8,2.897e-8,,
374.32,5.891e-9,5.891e-9,,
377.22,6.391e-9,6.391e-9,,
377.27,3.071e-8,3.071e-8,,
377.32,1.425e-7,1.425e-7,,
377.37,6.389e-7,6.389e-7,,
377.42,2.766e-6,2.766e-6,,
377.47,1.157e-5,1.157e-5,,
377.52,4.674e-5,4.674e-5,,
377.57,1.824e-4,1.824e-4,,
377.62,6.872e-4,6.872e-4,,
377.67,2.502e-3,2.502e-3,,
377.72,8.795e-3,8.795e-3,,
377.77,2.987e-2,2.987e-2,,
377.82,9.798e-2,9.798e-2,,
377.87,3.104e-1,3.104e-1,,
377.92,9.500e-1,9.500e-1,,
377.97,2.808e+0,2.808e+0,,
378.02,8.017e+0,8.017e+0,,
378.07,2.211e+1,2.211e+1,,
378.12,5.889e+1,5.889e+1,,
378.17,1.515e+2,1.515e+2,,
378.22,3.765e+2,3.765e+2,,
378.27,9.036e+2,9.036e+2,,
378.32,2.095e+3,2.095e+3,,
378.37,4.691e+3,4.691e+3,,
378.42,1.015e+4,1.015e+4,,
378.47,2.120e+4,2.120e+4,,
378.52,4.277e+4,4.277e+4,,
378.57,8.336e+4,8.336e+4,,
378.62,1.569e+5,1.569e+5,,
378.67,2.854e+5,2.854e+5,,
378.72,5.012e+5,5.012e+5,,
378.77,8.502e+5,8.502e+5,,
378.82,1.393e+6,1.393e+6,,
378.87,2.205e+6,2.205e+6,,
378.92,3.370e+6,3.370e+6,,
378.97,4.977e+6,4.977e+6,,
379.02,7.097e+6,7.097e+6,,
379.07,9.777e+6,9.777e+6,,
379.12,1.301e+7,1.301e+7,,
379.17,1.672e+7,1.672e+7,,
379.22,2.075e+7,2.075e+7,,
379.27,2.488e+7,2.488e+7,,
379.32,2.881e+7,2.881e+7,,
379.37,3.223e+7,3.223e+7,,
379.42,3.482e+7,3.482e+7,,
379.47,3.634e+7,3.634e+7,,
379.52,3.663e+7,3.663e+7,,
379.57,3.566e+7,3.566e+7,,
379.62,3.353e+7,3.353e+7,,
379.67,3.046e+7,3.046e+7,,
379.72,2.672e+7,2.672e+7,,
379.77,2.264e+7,2.264e+7,,
379.82,1.853e+7,1.853e+7,,
379.87,1.465e+7,1.465e+7,,
379.92,1.119e+7,1.119e+7,,
379.97,8.252e+6,8.252e+6,,
380.02,5.879e+6,5.879e+6,,
380.07,4.045e+6,4.045e+6,,
380.12,2.688e+6,2.688e+6,,
380.17,1.726e+6,1.726e+6,,
380.22,1.070e+6,1.070e+6,,
380.27,6.409e+5,6.409e+5,,
380.32,3.707e+5,3.707e+5,,
380.37,2.072e+5,2.072e+5,,
380.42,1.118e+5,1.118e+5,,
380.47,5.828e+4,5.828e+4,,
380.52,2.934e+4,2.934e+4,,
380.57,1.427e+4,1.427e+4,,
380.62,6.703e+3,6.703e+3,,
380.67,3.041e+3,3.041e+3,,
380.72,1.333e+3,1.333e+3,,
380.77,5.642e+2,5.642e+2,,
380.82,2.307e+2,2.307e+2,,
380.87,9.109e+1,9.109e+1,,
380.92,3.474e+1,3.474e+1,,
380.97,1.280e+1,1.280e+1,,
381.02,4.555e+0,4.555e+0,,
381.07,1.566e+0,1.566e+0,,
381.12,5.198e-1,5.198e-1,,
381.17,1.667e-1,1.667e-1,,
381.22,5.162e-2,5.162e-2,,
381.27,1.544e-2,1.544e-2,,
381.32,4.463e-3,4.463e-3,,
381.37,1.246e-3,1.246e-3,,
381.42,3.358e-4,3.358e-4,,
381.47,8.743e-5,8.743e-5,,
381.52,2.199e-5,2.199e-5,,
381.57,5.342e-6,5.342e-6,,
381.62,1.253e-6,1.253e-6,,
381.67,2.841e-7,2.841e-7,,
381.72,6.218e-8,6.218e-8,,
381.77,1.315e-8,1.315e-8,,
389.18,1.431e-8,1.431e-8,,
389.23,6.520e-8,6.520e-8,,
389.28,2.876e-7,2.876e-7,,
389.33,1.228e-6,1.228e-6,,
389.38,5.074e-6,5.074e-6,,
389.43,2.029e-5,2.029e-5,,
389.48,7.856e-5,7.856e-5,,
389.53,2.943e-4,2.943e-4,,
389.58,1.068e-3,1.068e-3,,
389.63,3.747e-3,3.747e-3,,
389.68,1.273e-2,1.273e-2,,
389.73,4.187e-2,4.187e-2,,
389.78,1.333e-1,1.333e-1,,
389.83,4.107e-1,4.107e-1,,
389.88,1.225e+0,1.225e+0,,
389.93,3.535e+0,3.535e+0,,
389.98,9.876e+0,9.876e+0,,
390.03,2.671e+1,2.671e+1,,
390.08,6.990e+1,6.990e+1,,
390.13,1.771e+2,1.771e+2,,
390.18,4.343e+2,4.343e+2,,
390.23,1.031e+3,1.031e+3,,
390.28,2.368e+3,2.368e+3,,
390.33,5.265e+3,5.265e+3,,
390.38,1.133e+4,1.133e+4,,
390.43,2.360e+4,2.360e+4,,
390.48,4.759e+4,4.759e+4,,
390.53,9.288e+4,9.288e+4,,
390.58,1.754e+5,1.754e+5,,
390.63,3.208e+5,3.208e+5,,
390.68,5.676e+5,5.676e+5,,
390.73,9.723e+5,9.723e+5,,
390.78,1.612e+6,1.612e+6,,
390.83,2.587e+6,2.587e+6,,
390.88,4.018e+6,4.018e+6,,
390.93,6.040e+6,6.040e+6,,
390.98,8.789e+6,8.789e+6,,
391.03,1.238e+7,1.238e+7,,
391.08,1.687e+7,1.687e+7,,
391.13,2.227e+7,2.227e+7,,
391.18,2.844e+7,2.844e+7,,
391.23,3.515e+7,3.515e+7,,
391.28,4.206e+7,4.206e+7,,
391.33,4.871e+7,4.871e+7,,
391.38,5.460e+7,5.460e+7,,
391.43,5.924e+7,5.924e+7,,
391.48,6.221e+7,6.221e+7,,
391.53,6.323e+7,6.323e+7,,
391.58,6.221e+7,6.221e+7,,
391.63,5.924e+7,5.924e+7,,
391.68,5.460e+7,5.460e+7,,
391.73,4.871e+7,4.871e+7,,
391.78,4.206e+7,4.206e+7,,
391.83,3.515e+7,3.515e+7,,
391.88,2.844e+7,2.844e+7,,
391.93,2.227e+7,2.227e+7,,
391.98,1.687e+7,1.687e+7,,
392.03,1.238e+7,1.238e+7,,
392.08,8.789e+6,8.789e+6,,
392.13,6.040e+6,6.040e+6,,
392.18,4.018e+6,4.018e+6,,
392.23,2.587e+6,2.587e+6,,
392.28,1.612e+6,1.612e+6,,
392.33,9.723e+5,9.723e+5,,
392.38,5.676e+5,5.676e+5,,
392.43,3.208e+5,3.208e+5,,
392.48,1.754e+5,1.754e+5,,
392.53,9.288e+4,9.288e+4,,
392.58,4.759e+4,4.759e+4,,
392.63,2.360e+4,2.360e+4,,
392.68,1.133e+4,1.133e+4,,
392.73,5.265e+3,5.265e+3,,
392.78,2.368e+3,2.368e+3,,
392.83,1.031e+3,1.031e+3,,
392.88,4.343e+2,4.343e+2,,
392.93,1.771e+2,1.771e+2,,
392.98,6.990e+1,6.990e+1,,
393.03,2.671e+1,2.671e+1,,
393.08,9.876e+0,9.876e+0,,
393.13,3.535e+0,3.535e+0,,
393.18,1.225e+0,1.225e+0,,
393.23,4.107e-1,4.107e-1,,
393.28,1.333e-1,1.333e-1,,
393.33,4.187e-2,4.187e-2,,
393.38,1.273e-2,1.273e-2,,
393.43,3.747e-3,3.747e-3,,
393.48,1.068e-3,1.068e-3,,
393.53,2.943e-4,2.943e-4,,
393.58,7.856e-5,7.856e-5,,
393.63,2.029e-5,2.029e-5,,
393.68,5.074e-6,5.074e-6,,
393.73,1.228e-6,1.228e-6,,
393.78,2.876e-7,2.876e-7,,
393.83,6.520e-8,6.520e-8,,
393.88,1.431e-8,1.431e-8,,
410.78,3.086e-8,3.086e-8,,
410.83,1.299e-7,1.299e-7,,
410.88,5.312e-7,5.312e-7,,
410.93,2.109e-6,2.109e-6,,
410.98,8.133e-6,8.133e-6,,
411.03,3.046e-5,3.046e-5,,
411.08,1.108e-4,1.108e-4,,
411.13,3.912e-4,3.912e-4,,
411.18,1.342e-3,1.342e-3,,
411.23,4.470e-3,4.470e-3,,
411.28,1.446e-2,1.446e-2,,
411.33,4.542e-2,4.542e-2,,
411.38,1.386e-1,1.386e-1,,
411.43,4.106e-1,4.106e-1,,
411.48,1.182e+0,1.182e+0,,
411.53,3.302e+0,3.302e+0,,
411.58,8.960e+0,8.960e+0,,
411.63,2.361e+1,2.361e+1,,
411.68,6.044e+1,6.044e+1,,
411.73,1.502e+2,1.502e+2,,
411.78,3.626e+2,3.626e+2,,
411.83,8.501e+2,8.501e+2,,
411.88,1.935e+3,1.935e+3,,
411.93,4.279e+3,4.279e+3,,
411.98,9.187e+3,9.187e+3,,
412.03,1.916e+4,1.916e+4,,
412.08,3.879e+4,3.879e+4,,
412.13,7.628e+4,7.628e+4,,
412.18,1.457e+5,1.457e+5,,
412.23,2.702e+5,2.702e+5,,
412.28,4.867e+5,4.867e+5,,
412.33,8.514e+5,8.514e+5,,
412.38,1.446e+6,1.446e+6,,
412.43,2.386e+6,2.386e+6,,
412.48,3.823e+6,3.823e+6,,
412.53,5.948e+6,5.948e+6,,
412.58,8.988e+6,8.988e+6,,
412.63,1.319e+7,1.319e+7,,
412.68,1.880e+7,1.880e+7,,
412.73,2.601e+7,2.601e+7,,
412.78,3.497e+7,3.497e+7,,
412.83,4.564e+7,4.564e+7,,
412.88,5.785e+7,5.785e+7,,
412.93,7.122e+7,7.122e+7,,
412.98,8.515e+7,8.515e+7,,
413.03,9.886e+7,9.886e+7,2.621e-40,
413.08,1.115e+8,1.115e+8,1.093e-39,
413.13,1.221e+8,1.221e+8,4.425e-39,
413.18,1.298e+8,1.298e+8,1.741e-38,
413.23,1.340e+8,1.340e+8,6.655e-38,
413.28,1.344e+8,1.344e+8,2.471e-37,
413.33,1.309e+8,1.309e+8,8.913e-37,
413.38,1.239e+8,1.239e+8,3.123e-36,
413.43,1.138e+8,1.138e+8,1.063e-35,
413.48,1.015e+8,1.015e+8,3.516e-35,
413.53,8.793e+7,8.793e+7,1.129e-34,
413.58,7.398e+7,7.398e+7,3.525e-34,
413.63,6.045e+7,6.045e+7,1.069e-33,
413.68,4.797e+7,4.797e+7,3.147e-33,
413.73,3.697e+7,3.697e+7,9.005e-33,
413.78,2.766e+7,2.766e+7,2.503e-32,
413.83,2.011e+7,2.011e+7,6.758e-32,
413.88,1.419e+7,1.419e+7,1.773e-31,
413.93,9.728e+6,9.728e+6,4.517e-31,
413.98,6.475e+6,6.475e+6,1.118e-30,
414.03,4.186e+6,4.186e+6,2.689e-30,
414.08,2.628e+6,2.628e+6,6.282e-30,
414.13,1.602e+6,1.602e+6,1.426e-29,
414.18,9.488e+5,9.488e+5,3.143e-29,
414.23,5.456e+5,5.456e+5,6.732e-29,
414.28,3.047e+5,3.047e+5,1.401e-28,
414.33,1.652e+5,1.652e+5,2.831e-28,
414.38,8.703e+4,8.703e+4,5.559e-28,
414.43,4.451e+4,4.451e+4,1.060e-27,
414.48,2.211e+4,2.211e+4,1.965e-27,
414.53,1.067e+4,1.067e+4,3.537e-27,
414.58,4.997e+3,4.997e+3,6.186e-27,
414.63,2.273e+3,2.273e+3,1.051e-26,
414.68,1.004e+3,1.004e+3,1.734e-26,
414.73,4.310e+2,4.310e+2,2.781e-26,
414.78,1.796e+2,1.796e+2,4.331e-26,
414.83,7.268e+1,7.268e+1,6.553e-26,
414.88,2.856e+1,2.856e+1,9.632e-26,
414.93,1.090e+1,1.090e+1,1.375e-25,
414.98,4.041e+0,4.041e+0,1.908e-25,
415.03,1.454e+0,1.454e+0,2.571e-25,
415.08,5.085e-1,5.085e-1,3.365e-25,
415.13,1.726e-1,1.726e-1,4.280e-25,
415.18,5.691e-2,5.691e-2,5.287e-25,
415.23,1.822e-2,1.822e-2,6.345e-25,
415.28,5.666e-3,5.666e-3,7.398e-25,
415.33,1.711e-3,1.711e-3,8.379e-25,
415.38,5.017e-4,5.017e-4,9.219e-25,
415.43,1.429e-4,1.429e-4,9.854e-25,
415.48,3.952e-5,3.952e-5,1.023e-24,
415.53,1.062e-5,1.062e-5,1.032e-24,
415.58,2.769e-6,2.769e-6,1.011e-24,
415.63,7.015e-7,7.015e-7,9.629e-25,
415.68,1.726e-7,1.726e-7,8.904e-25,
415.73,4.123e-8,4.123e-8,8.000e-25,
415.78,6.982e-25,,6.982e-25,
415.83,5.919e-25,,5.919e-25,
415.88,4.875e-25,,4.875e-25,
415.93,3.901e-25,,3.901e-25,
415.98,3.032e-25,,3.032e-25,
416.03,2.290e-25,,2.290e-25,
416.08,1.680e-25,,1.680e-25,
416.13,1.197e-25,,1.197e-25,
416.18,8.285e-26,,8.285e-26,
416.23,5.572e-26,,5.572e-26,
416.28,3.640e-26,,3.640e-26,
416.33,2.310e-26,,2.310e-26,
416.38,1.424e-26,,1.424e-26,
416.43,8.531e-27,,8.531e-27,
416.48,4.964e-27,,4.964e-27,
416.53,2.806e-27,,2.806e-27,
416.58,1.541e-27,,1.541e-27,
416.63,8.219e-28,,8.219e-28,
416.68,4.259e-28,,4.259e-28,
416.73,2.144e-28,,2.144e-28,
416.78,1.049e-28,,1.049e-28,
416.84,4.278e-29,,4.278e-29,
416.89,1.963e-29,,1.963e-29,
416.94,8.750e-30,,8.750e-30,
416.99,3.789e-30,,3.789e-30,
417.04,1.594e-30,,1.594e-30,
417.09,6.514e-31,,6.514e-31,
417.14,2.586e-31,,2.586e-31,
417.19,9.974e-32,,9.974e-32,
417.24,3.737e-32,,3.737e-32,
417.29,1.360e-32,,1.360e-32,
417.34,4.809e-33,,4.809e-33,
417.39,1.652e-33,,1.652e-33,
417.44,5.512e-34,,5.512e-34,
417.49,1.787e-34,,1.787e-34,
417.54,5.627e-35,,5.627e-35,
417.59,1.721e-35,,1.721e-35,
417.64,5.116e-36,,5.116e-36,
417.69,1.477e-36,,1.477e-36,
417.74,4.142e-37,,4.142e-37,
417.79,1.129e-37,,1.129e-37,
417.84,2.987e-38,,2.987e-38,
417.89,7.681e-39,,7.681e-39,
417.94,1.919e-39,,1.919e-39,
417.99,4.655e-40,,4.655e-40,
418.04,1.097e-40,,1.097e-40,
424.74,1.608e-9,1.608e-9,,
424.79,6.481e-9,6.481e-9,,
424.84,2.541e-8,2.541e-8,,
424.89,9.696e-8,9.696e-8,,
424.94,3.599e-7,3.599e-7,,
424.99,1.300e-6,1.300e-6,,
425.04,4.569e-6,4.569e-6,,
425.09,1.562e-5,1.562e-5,,
425.14,5.198e-5,5.198e-5,,
425.19,1.683e-4,1.683e-4,,
425.24,5.301e-4,5.301e-4,,
425.29,1.625e-3,1.625e-3,,
425.34,4.844e-3,4.844e-3,,
425.39,1.406e-2,1.406e-2,,
425.44,3.968e-2,3.968e-2,,
425.49,1.090e-1,1.090e-1,,
425.54,2.913e-1,2.913e-1,,
425.59,7.574e-1,7.574e-1,,
425.64,1.916e+0,1.916e+0,,
425.69,4.718e+0,4.718e+0,,
425.74,1.130e+1,1.130e+1,,
425.79,2.634e+1,2.634e+1,,
425.84,5.973e+1,5.973e+1,,
425.89,1.318e+2,1.318e+2,,
425.94,2.829e+2,2.829e+2,,
425.99,5.909e+2,5.909e+2,,
426.04,1.201e+3,1.201e+3,,
426.09,2.375e+3,2.375e+3,,
426.14,4.570e+3,4.570e+3,,
426.19,8.555e+3,8.555e+3,,
426.24,1.558e+4,1.558e+4,,
426.29,2.762e+4,2.762e+4,,
426.34,4.763e+4,4.763e+4,,
426.39,7.992e+4,7.992e+4,,
426.44,1.305e+5,1.305e+5,,
426.49,2.072e+5,2.072e+5,,
426.54,3.203e+5,3.203e+5,,
426.59,4.817e+5,4.817e+5,,
426.64,7.048e+5,7.048e+5,,
426.69,1.003e+6,1.003e+6,,
426.74,1.390e+6,1.390e+6,,
426.79,1.873e+6,1.873e+6,,
426.84,2.457e+6,2.457e+6,,
426.89,3.135e+6,3.135e+6,,
426.94,3.892e+6,3.892e+6,,
426.99,4.701e+6,4.701e+6,,
427.04,5.525e+6,5.525e+6,,
427.09,6.319e+6,6.319e+6,,
427.14,7.031e+6,7.031e+6,,
427.19,7.612e+6,7.612e+6,,
427.24,8.019e+6,8.019e+6,,
427.29,8.219e+6,8.219e+6,,
427.34,8.196e+6,8.196e+6,,
427.39,7.953e+6,7.953e+6,,
427.44,7.509e+6,7.509e+6,,
427.49,6.898e+6,6.898e+6,,
427.54,6.165e+6,6.165e+6,,
427.59,5.361e+6,5.361e+6,,
427.64,4.537e+6,4.537e+6,,
427.69,3.735e+6,3.735e+6,,
427.74,2.992e+6,2.992e+6,,
427.79,2.332e+6,2.332e+6,,
427.84,1.769e+6,1.769e+6,,
427.89,1.305e+6,1.305e+6,,
427.94,9.370e+5,9.370e+5,,
427.99,6.546e+5,6.546e+5,,
428.04,4.449e+5,4.449e+5,,
428.09,2.942e+5,2.942e+5,,
428.14,1.893e+5,1.893e+5,,
428.19,1.185e+5,1.185e+5,,
428.24,7.222e+4,7.222e+4,,
428.29,4.280e+4,4.280e+4,,
428.34,2.469e+4,2.469e+4,,
428.39,1.385e+4,1.385e+4,,
428.44,7.563e+3,7.563e+3,,
428.49,4.018e+3,4.018e+3,,
428.54,2.077e+3,2.077e+3,,
428.59,1.044e+3,1.044e+3,,
428.64,5.111e+2,5.111e+2,,
428.69,2.434e+2,2.434e+2,,
428.74,1.127e+2,1.127e+2,,
428.79,5.082e+1,5.082e+1,,
428.84,2.229e+1,2.229e+1,,
428.89,9.510e+0,9.510e+0,,
428.94,3.949e+0,3.949e+0,,
428.99,1.595e+0,1.595e+0,,
429.04,6.270e-1,6.270e-1,,
429.09,2.398e-1,2.398e-1,,
429.14,8.924e-2,8.924e-2,,
429.19,3.231e-2,3.231e-2,,
429.24,1.138e-2,1.138e-2,,
429.29,3.902e-3,3.902e-3,,
429.34,1.301e-3,1.301e-3,,
429.39,4.223e-4,4.223e-4,,
429.44,1.333e-4,1.333e-4,,
429.49,4.096e-5,4.096e-5,,
429.54,1.224e-5,1.224e-5,,
429.59,3.561e-6,3.561e-6,,
429.64,1.008e-6,1.008e-6,,
429.69,2.775e-7,2.775e-7,,
429.74,7.434e-8,7.434e-8,,
429.79,1.938e-8,1.938e-8,,
429.84,4.915e-9,4.915e-9,,
429.89,1.213e-9,1.213e-9,,
429.94,2.975e-39,,2.975e-39,
429.99,1.223e-38,,1.223e-38,
430.04,4.714e-38,,4.714e-38,
430.09,1.769e-37,,1.769e-37,
430.14,6.461e-37,,6.461e-37,
430.19,2.298e-36,,2.298e-36,
430.24,7.959e-36,,7.959e-36,
430.29,2.684e-35,,2.684e-35,
430.34,8.812e-35,,8.812e-35,
430.39,2.817e-34,,2.817e-34,
430.44,8.767e-34,,8.767e-34,
430.49,2.657e-33,,2.657e-33,
430.54,7.840e-33,,7.840e-33,
430.59,2.252e-32,,2.252e-32,
430.64,6.301e-32,,6.301e-32,
430.69,1.716e-31,,1.716e-31,
430.74,4.551e-31,,4.551e-31,
430.79,1.175e-30,,1.175e-30,
430.84,2.954e-30,,2.954e-30,
430.89,7.232e-30,,7.232e-30,
430.94,1.724e-29,,1.724e-29,
430.99,4.000e-29,,4.000e-29,
431.04,9.037e-29,,9.037e-29,
431.09,1.988e-28,,1.988e-28,
431.14,4.259e-28,,4.259e-28,
431.19,8.883e-28,,8.883e-28,
431.24,1.804e-27,,1.804e-27,
431.29,3.567e-27,,3.567e-27,
431.34,6.867e-27,,6.867e-27,
431.39,1.287e-26,,1.287e-26,
431.44,2.349e-26,,2.349e-26,
431.49,4.175e-26,,4.175e-26,
431.54,7.224e-26,,7.224e-26,
431.59,1.217e-25,,1.217e-25,
431.64,1.996e-25,,1.996e-25,
431.69,3.189e-25,,3.189e-25,
431.74,4.959e-25,,4.959e-25,
431.79,7.509e-25,,7.509e-25,
431.84,1.107e-24,,1.107e-24,
431.89,1.589e-24,,1.589e-24,
431.94,2.221e-24,,2.221e-24,
431.99,3.023e-24,,3.023e-24,
432.04,4.006e-24,,4.006e-24,
432.09,5.169e-24,,5.169e-24,
432.14,6.494e-24,,6.494e-24,
432.19,7.943e-24,,7.943e-24,
432.24,9.461e-24,,9.461e-24,
432.29,1.097e-23,,1.097e-23,
432.34,1.239e-23,,1.239e-23,
432.39,1.362e-23,,1.362e-23,
432.44,1.458e-23,,1.458e-23,
432.49,1.520e-23,,1.520e-23,
432.54,1.543e-23,,1.543e-23,
432.59,1.524e-23,,1.524e-23,
432.64,1.467e-23,,1.467e-23,
432.69,1.374e-23,,1.374e-23,
432.74,1.254e-23,,1.254e-23,
432.79,1.113e-23,,1.113e-23,
432.84,9.630e-24,,9.630e-24,
432.89,8.110e-24,,8.110e-24,
432.94,6.650e-24,,6.650e-24,
432.99,5.309e-24,,5.309e-24,
433.04,4.127e-24,,4.127e-24,
433.09,3.124e-24,,3.124e-24,
433.14,2.302e-24,,2.302e-24,
433.19,1.652e-24,,1.652e-24,
433.24,1.155e-24,,1.155e-24,
433.29,7.856e-25,,7.856e-25,
433.34,5.204e-25,,5.204e-25,
433.39,3.357e-25,,3.357e-25,
433.44,2.109e-25,,2.109e-25,
433.49,1.290e-25,,1.290e-25,
433.54,7.680e-26,,7.680e-26,
433.59,4.453e-26,,4.453e-26,
433.64,2.514e-26,,2.514e-26,
433.69,1.382e-26,,1.382e-26,
433.74,7.398e-27,,7.398e-27,
433.79,3.856e-27,,3.856e-27,
433.84,1.957e-27,,1.957e-27,
433.89,9.671e-28,,9.671e-28,
433.94,4.654e-28,,4.654e-28,
433.99,2.180e-28,,2.180e-28,
434.04,9.947e-29,,9.947e-29,
434.09,4.419e-29,,4.419e-29,
434.14,1.911e-29,,1.911e-29,
434.19,8.050e-30,,8.050e-30,
434.24,3.301e-30,,3.301e-30,
434.29,1.318e-30,,1.318e-30,
434.34,5.126e-31,,5.126e-31,
434.39,1.941e-31,,1.941e-31,
434.44,7.155e-32,,7.155e-32,
434.49,2.569e-32,,2.569e-32,
434.54,8.979e-33,,8.979e-33,
434.59,3.056e-33,,3.056e-33,
434.64,1.013e-33,,1.013e-33,
434.69,3.268e-34,,3.268e-34,
434.74,1.027e-34,,1.027e-34,
434.79,3.142e-35,,3.142e-35,
434.84,9.362e-36,,9.362e-36,
434.89,2.716e-36,,2.716e-36,
434.94,7.672e-37,,7.672e-37,
434.99,2.110e-37,,2.110e-37,
435.04,5.653e-38,,5.653e-38,
435.09,1.474e-38,,1.474e-38,
435.14,3.744e-39,,3.744e-39,
435.19,2.671e-40,,2.671e-40,
447.14,8.339e-96,,,8.339e-96
447.19,9.425e-95,,,9.425e-95
447.24,3.505e-94,,,3.505e-94
447.29,1.272e-93,,,1.272e-93
447.34,4.506e-93,,,4.506e-93
447.39,1.558e-92,,,1.558e-92
447.44,5.254e-92,,,5.254e-92
447.49,1.729e-91,,,1.729e-91
447.54,5.555e-91,,,5.555e-91
447.59,1.741e-90,,,1.741e-90
447.64,5.327e-90,,,5.327e-90
447.7,1.973e-89,,,1.973e-89
447.75,5.721e-89,,,5.721e-89
447.8,1.618e-88,,,1.618e-88
447.85,4.468e-88,,,4.468e-88
447.9,1.204e-87,,,1.204e-87
447.95,3.164e-87,,,3.164e-87
448,8.117e-87,,,8.117e-87
448.05,2.032e-86,,,2.032e-86
448.1,4.964e-86,,,4.964e-86
448.15,1.183e-85,,,1.183e-85
448.2,2.752e-85,,,2.752e-85
448.25,6.248e-85,,,6.248e-85
448.3,1.384e-84,,,1.384e-84
448.35,2.991e-84,,,2.991e-84
448.4,6.309e-84,,,6.309e-84
448.45,1.298e-83,,,1.298e-83
448.5,2.607e-83,,,2.607e-83
448.55,5.110e-83,,,5.110e-83
448.6,9.771e-83,,,9.771e-83
448.65,1.823e-82,,,1.823e-82
448.7,3.319e-82,,,3.319e-82
448.75,5.897e-82,,,5.897e-82
448.8,1.022e-81,,,1.022e-81
448.85,1.729e-81,,,1.729e-81
448.9,2.854e-81,,,2.854e-81
448.95,4.597e-81,,,4.597e-81
449,7.225e-81,,,7.225e-81
449.05,1.108e-80,,,1.108e-80
449.1,1.658e-80,,,1.658e-80
449.15,2.420e-80,,,2.420e-80
449.2,3.448e-80,,,3.448e-80
449.25,4.793e-80,,,4.793e-80
449.3,6.500e-80,,,6.500e-80
449.35,8.602e-80,,,8.602e-80
449.4,1.111e-79,,,1.111e-79
449.45,1.400e-79,,,1.400e-79
449.5,1.721e-79,,,1.721e-79
449.55,2.064e-79,,,2.064e-79
449.6,2.416e-79,,,2.416e-79
449.65,2.759e-79,,,2.759e-79
449.7,3.074e-79,,,3.074e-79
449.75,3.342e-79,,,3.342e-79
449.8,3.545e-79,,,3.545e-79
449.85,3.669e-79,,,3.669e-79
449.9,3.705e-79,,,3.705e-79
449.95,3.651e-79,,,3.651e-79
450,3.510e-79,,,3.510e-79
450.05,3.293e-79,,,3.293e-79
450.1,3.014e-79,,,3.014e-79
450.15,2.691e-79,,,2.691e-79
450.2,2.345e-79,,,2.345e-79
450.25,1.993e-79,,,1.993e-79
450.3,1.653e-79,,,1.653e-79
450.35,1.338e-79,,,1.338e-79
450.4,1.056e-79,,,1.056e-79
450.45,8.139e-80,,,8.139e-80
450.5,6.118e-80,,,6.118e-80
450.55,4.487e-80,,,4.487e-80
450.6,3.211e-80,,,3.211e-80
450.65,2.241e-80,,,2.241e-80
450.7,1.527e-80,,,1.527e-80
450.75,1.015e-80,,,1.015e-80
450.8,6.579e-81,,,6.579e-81
450.85,4.162e-81,,,4.162e-81
450.9,2.569e-81,,,2.569e-81
450.95,1.547e-81,,,1.547e-81
451,9.092e-82,,,9.092e-82
