Wavelength (nm),Sum,Li I (4.0e-02),Li II (9.6e-01),Li III (5.9e-34)
206.92,6.867e-94,,,6.867e-94
206.97,2.099e-92,,,2.099e-92
207.02,3.452e-91,,,3.452e-91
207.07,5.071e-90,,,5.071e-90
207.12,6.652e-89,,,6.652e-89
207.17,7.793e-88,,,7.793e-88
207.22,8.153e-87,,,8.153e-87
207.27,7.617e-86,,,7.617e-86
207.32,6.356e-85,,,6.356e-85
207.37,4.736e-84,,,4.736e-84
207.42,3.152e-83,,,3.152e-83
207.47,1.873e-82,,,1.873e-82
207.52,9.940e-82,,,9.940e-82
207.57,4.711e-81,,,4.711e-81
207.62,1.993e-80,,,1.993e-80
207.67,7.531e-80,,,7.531e-80
207.72,2.540e-79,,,2.540e-79
207.77,7.650e-79,,,7.650e-79
207.82,2.056e-78,,,2.056e-78
207.87,4.935e-78,,,4.935e-78
207.92,1.057e-77,,,1.057e-77
207.97,2.021e-77,,,2.021e-77
208.02,3.447e-77,,,3.447e-77
208.07,5.248e-77,,,5.248e-77
208.12,7.130e-77,,,7.130e-77
208.17,8.642e-77,,,8.642e-77
208.22,9.346e-77,,,9.346e-77
208.27,9.017e-77,,,9.017e-77
208.32,7.761e-77,,,7.761e-77
208.37,5.958e-77,,,5.958e-77
208.42,4.080e-77,,,4.080e-77
208.47,2.492e-77,,,2.492e-77
208.52,1.358e-77,,,1.358e-77
208.57,6.595e-78,,,6.595e-78
208.62,2.857e-78,,,2.857e-78
208.67,1.104e-78,,,1.104e-78
208.72,3.802e-79,,,3.802e-79
208.77,1.168e-79,,,1.168e-79
208.82,3.199e-80,,,3.199e-80
208.87,7.810e-81,,,7.810e-81
208.92,1.700e-81,,,1.700e-81
208.97,3.300e-82,,,3.300e-82
209.02,5.711e-83,,,5.711e-83
209.07,8.809e-84,,,8.809e-84
209.12,1.211e-84,,,1.211e-84
209.17,1.485e-85,,,1.485e-85
209.22,1.623e-86,,,1.623e-86
209.27,1.581e-87,,,1.581e-87
209.32,1.373e-88,,,1.373e-88
209.37,1.063e-89,,,1.063e-89
209.42,7.332e-91,,,7.332e-91
209.47,4.509e-92,,,4.509e-92
209.52,7.269e-95,,,7.269e-95
231.58,7.411e-41,,7.411e-41,
231.63,9.333e-40,,9.333e-40,
231.68,1.072e-38,,1.072e-38,
231.73,1.123e-37,,1.123e-37,
231.78,1.072e-36,,1.072e-36,
231.83,9.343e-36,,9.343e-36,
231.88,7.423e-35,,7.423e-35,
231.93,5.379e-34,,5.379e-34,
231.98,3.555e-33,,3.555e-33,
232.03,2.142e-32,,2.142e-32,
232.08,1.178e-31,,1.178e-31,
232.13,5.903e-31,,5.903e-31,
232.18,2.699e-30,,2.699e-30,
232.23,1.125e-29,,1.125e-29,
232.28,4.278e-29,,4.278e-29,
232.33,1.484e-28,,1.484e-28,
232.38,4.693e-28,,4.693e-28,
232.43,1.354e-27,,1.354e-27,
232.48,3.561e-27,,3.561e-27,
232.53,8.542e-27,,8.542e-27,
232.58,1.869e-26,,1.869e-26,
232.63,3.729e-26,,3.729e-26,
232.68,6.787e-26,,6.787e-26,
232.73,1.126e-25,,1.126e-25,
232.78,1.705e-25,,1.705e-25,
232.83,2.354e-25,,2.354e-25,
232.88,2.963e-25,,2.963e-25,
232.93,3.402e-25,,3.402e-25,
232.98,3.563e-25,,3.563e-25,
233.03,3.402e-25,,3.402e-25,
233.08,2.963e-25,,2.963e-25,
233.13,2.354e-25,,2.354e-25,
233.18,1.705e-25,,1.705e-25,
233.23,1.126e-25,,1.126e-25,
233.28,6.787e-26,,6.787e-26,
233.33,3.729e-26,,3.729e-26,
233.38,1.869e-26,,1.869e-26,
233.43,8.542e-27,,8.542e-27,
233.48,3.561e-27,,3.561e-27,
233.53,1.354e-27,,1.354e-27,
233.58,4.693e-28,,4.693e-28,
233.63,1.484e-28,,1.484e-28,
233.68,4.278e-29,,4.278e-29,
233.73,1.125e-29,,1.125e-29,
233.78,2.699e-30,,2.699e-30,
233.83,5.903e-31,,5.903e-31,
233.88,1.178e-31,,1.178e-31,
233.93,2.142e-32,,2.142e-32,
233.98,3.555e-33,,3.555e-33,
234.03,5.379e-34,,5.379e-34,
234.08,7.423e-35,,7.423e-35,
234.13,9.343e-36,,9.343e-36,
234.18,1.072e-36,,1.072e-36,
234.23,1.123e-37,,1.123e-37,
234.28,1.072e-38,,1.072e-38,
234.33,9.333e-40,,9.333e-40,
234.38,7.752e-41,,7.752e-41,
234.43,4.338e-41,,4.338e-41,
234.48,5.050e-40,,5.050e-40,
234.53,5.373e-39,,5.373e-39,
234.58,5.226e-38,,5.226e-38,
234.63,4.645e-37,,4.645e-37,
234.68,3.774e-36,,3.774e-36,
234.73,2.803e-35,,2.803e-35,
234.78,1.902e-34,,1.902e-34,
234.83,1.180e-33,,1.180e-33,
234.88,6.692e-33,,6.692e-33,
234.93,3.468e-32,,3.468e-32,
234.98,1.643e-31,,1.643e-31,
235.03,7.114e-31,,7.114e-31,
235.08,2.815e-30,,2.815e-30,
235.13,1.018e-29,,1.018e-29,
235.18,3.367e-29,,3.367e-29,
235.23,1.017e-28,,1.017e-28,
235.28,2.810e-28,,2.810e-28,
235.33,7.095e-28,,7.095e-28,
235.38,1.637e-27,,1.637e-27,
235.43,3.453e-27,,3.453e-27,
235.48,6.656e-27,,6.656e-27,
235.53,1.173e-26,,1.173e-26,
235.58,1.889e-26,,1.889e-26,
235.63,2.780e-26,,2.780e-26,
235.68,3.741e-26,,3.741e-26,
235.73,4.600e-26,,4.600e-26,
235.78,5.170e-26,,5.170e-26,
235.83,5.312e-26,,5.312e-26,
235.88,4.988e-26,,4.988e-26,
235.93,4.281e-26,,4.281e-26,
235.98,3.358e-26,,3.358e-26,
236.03,2.408e-26,,2.408e-26,
236.08,1.578e-26,,1.578e-26,
236.13,9.452e-27,,9.452e-27,
236.18,5.175e-27,,5.175e-27,
236.23,2.590e-27,,2.590e-27,
236.28,1.184e-27,,1.184e-27,
236.33,4.952e-28,,4.952e-28,
236.38,1.892e-28,,1.892e-28,
236.43,6.609e-29,,6.609e-29,
236.48,2.110e-29,,2.110e-29,
236.53,6.155e-30,,6.155e-30,
236.58,1.642e-30,,1.642e-30,
236.63,4.001e-31,,4.001e-31,
236.68,8.915e-32,,8.915e-32,
236.73,1.815e-32,,1.815e-32,
236.78,3.379e-33,,3.379e-33,
236.83,5.748e-34,,5.748e-34,
236.88,8.939e-35,,8.939e-35,
236.93,1.270e-35,,1.270e-35,
236.98,1.650e-36,,1.650e-36,
237.03,1.959e-37,,1.959e-37,
237.08,2.126e-38,,2.126e-38,
237.13,2.109e-39,,2.109e-39,
237.18,1.912e-40,,1.912e-40,
237.23,1.585e-41,,1.585e-41,
238.78,8.864e-41,,8.864e-41,
238.83,1.049e-39,,1.049e-39,
238.88,1.139e-38,,1.139e-38,
238.93,1.134e-37,,1.134e-37,
238.98,1.036e-36,,1.036e-36,
239.03,8.672e-36,,8.672e-36,
239.08,6.659e-35,,6.659e-35,
239.13,4.689e-34,,4.689e-34,
239.18,3.028e-33,,3.028e-33,
239.23,1.793e-32,,1.793e-32,
239.28,9.735e-32,,9.735e-32,
239.33,4.848e-31,,4.848e-31,
239.38,2.214e-30,,2.214e-30,
239.43,9.271e-30,,9.271e-30,
239.48,3.561e-29,,3.561e-29,
239.53,1.254e-28,,1.254e-28,
239.58,4.050e-28,,4.050e-28,
239.63,1.200e-27,,1.200e-27,
239.68,3.258e-27,,3.258e-27,
239.73,8.116e-27,,8.116e-27,
239.78,1.854e-26,,1.854e-26,
239.83,3.883e-26,,3.883e-26,
239.88,7.459e-26,,7.459e-26,
239.93,1.314e-25,,1.314e-25,
239.98,2.123e-25,,2.123e-25,
240.03,3.145e-25,,3.145e-25,
240.08,4.273e-25,,4.273e-25,
240.13,5.323e-25,,5.323e-25,
240.18,6.082e-25,,6.082e-25,
240.23,6.373e-25,,6.373e-25,
240.28,6.123e-25,,6.123e-25,
240.33,5.396e-25,,5.396e-25,
240.38,4.360e-25,,4.360e-25,
240.43,3.231e-25,,3.231e-25,
240.48,2.196e-25,,2.196e-25,
240.53,1.369e-25,,1.369e-25,
240.58,7.821e-26,,7.821e-26,
240.63,4.099e-26,,4.099e-26,
240.68,1.970e-26,,1.970e-26,
240.73,8.685e-27,,8.685e-27,
240.78,3.511e-27,,3.511e-27,
240.83,1.301e-27,,1.301e-27,
240.88,4.424e-28,,4.424e-28,
240.93,1.379e-28,,1.379e-28,
240.98,3.943e-29,,3.943e-29,
241.03,1.034e-29,,1.034e-29,
241.08,2.486e-30,,2.486e-30,
241.13,5.482e-31,,5.482e-31,
241.18,1.108e-31,,1.108e-31,
241.23,2.056e-32,,2.056e-32,
241.28,3.496e-33,,3.496e-33,
241.33,5.452e-34,,5.452e-34,
241.38,7.797e-35,,7.797e-35,
241.43,1.023e-35,,1.023e-35,
241.48,1.230e-36,,1.230e-36,
241.53,1.357e-37,,1.357e-37,
241.58,1.373e-38,,1.373e-38,
241.63,1.273e-39,,1.273e-39,
241.68,1.083e-40,,1.083e-40,
249.18,9.136e-41,,9.136e-41,
249.23,9.797e-40,,9.797e-40,
249.28,9.704e-39,,9.704e-39,
249.33,8.877e-38,,8.877e-38,
249.38,7.500e-37,,7.500e-37,
249.43,5.853e-36,,5.853e-36,
249.48,4.218e-35,,4.218e-35,
249.53,2.808e-34,,2.808e-34,
249.58,1.726e-33,,1.726e-33,
249.63,9.800e-33,,9.800e-33,
249.68,5.140e-32,,5.140e-32,
249.73,2.490e-31,,2.490e-31,
249.78,1.114e-30,,1.114e-30,
249.83,4.603e-30,,4.603e-30,
249.88,1.757e-29,,1.757e-29,
249.93,6.195e-29,,6.195e-29,
249.98,2.018e-28,,2.018e-28,
250.03,6.072e-28,,6.072e-28,
250.08,1.688e-27,,1.688e-27,
250.13,4.336e-27,,4.336e-27,
250.18,1.030e-26,,1.030e-26,
250.23,2.260e-26,,2.260e-26,
250.28,4.586e-26,,4.586e-26,
250.33,8.610e-26,,8.610e-26,
250.38,1.496e-25,,1.496e-25,
250.43,2.407e-25,,2.407e-25,
250.48,3.590e-25,,3.590e-25,
250.53,4.969e-25,,4.969e-25,
250.58,6.390e-25,,6.390e-25,
250.63,7.648e-25,,7.648e-25,
250.68,8.537e-25,,8.537e-25,
250.73,8.905e-25,,8.905e-25,
250.78,8.702e-25,,8.702e-25,
250.83,7.986e-25,,7.986e-25,
250.88,6.896e-25,,6.896e-25,
250.93,5.614e-25,,5.614e-25,
250.98,4.312e-25,,4.312e-25,
251.03,3.125e-25,,3.125e-25,
251.08,2.135e-25,,2.135e-25,
251.13,1.373e-25,,1.373e-25,
251.18,8.291e-26,,8.291e-26,
251.23,4.693e-26,,4.693e-26,
251.28,2.483e-26,,2.483e-26,
251.33,1.225e-26,,1.225e-26,
251.38,5.629e-27,,5.629e-27,
251.43,2.403e-27,,2.403e-27,
251.48,9.522e-28,,9.522e-28,
251.53,3.498e-28,,3.498e-28,
251.58,1.190e-28,,1.190e-28,
251.63,3.748e-29,,3.748e-29,
251.68,1.092e-29,,1.092e-29,
251.73,2.942e-30,,2.942e-30,
251.78,7.330e-31,,7.330e-31,
251.83,1.688e-31,,1.688e-31,
251.88,3.591e-32,,3.591e-32,
251.93,7.060e-33,,7.060e-33,
251.98,1.283e-33,,1.283e-33,
252.03,2.152e-34,,2.152e-34,
252.08,3.337e-35,,3.337e-35,
252.13,4.780e-36,,4.780e-36,
252.18,6.324e-37,,6.324e-37,
252.23,7.727e-38,,7.727e-38,
252.28,8.721e-39,,8.721e-39,
252.33,9.095e-40,,9.095e-40,
252.38,8.761e-41,,8.761e-41,
252.43,4.783e-41,,4.783e-41,
252.48,4.858e-40,,4.858e-40,
252.53,4.566e-39,,4.566e-39,
252.58,3.972e-38,,3.972e-38,
252.63,3.197e-37,,3.197e-37,
252.68,2.381e-36,,2.381e-36,
252.73,1.642e-35,,1.642e-35,
252.78,1.047e-34,,1.047e-34,
252.83,6.181e-34,,6.181e-34,
252.88,3.377e-33,,3.377e-33,
252.93,1.707e-32,,1.707e-32,
252.98,7.985e-32,,7.985e-32,
253.03,3.457e-31,,3.457e-31,
253.08,1.385e-30,,1.385e-30,
253.13,5.134e-30,,5.134e-30,
253.18,1.761e-29,,1.761e-29,
253.23,5.592e-29,,5.592e-29,
253.28,1.643e-28,,1.643e-28,
253.33,4.466e-28,,4.466e-28,
253.38,1.124e-27,,1.124e-27,
253.43,2.616e-27,,2.616e-27,
253.48,5.636e-27,,5.636e-27,
253.53,1.124e-26,,1.124e-26,
253.58,2.073e-26,,2.073e-26,
253.63,3.540e-26,,3.540e-26,
253.68,5.593e-26,,5.593e-26,
253.73,8.178e-26,,8.178e-26,
253.78,1.107e-25,,1.107e-25,
253.83,1.386e-25,,1.386e-25,
253.88,1.605e-25,,1.605e-25,
253.93,1.721e-25,,1.721e-25,
253.98,1.708e-25,,1.708e-25,
254.03,1.569e-25,,1.569e-25,
254.08,1.333e-25,,1.333e-25,
254.13,1.048e-25,,1.048e-25,
254.18,7.627e-26,,7.627e-26,
254.23,5.136e-26,,5.136e-26,
254.28,3.201e-26,,3.201e-26,
254.33,1.846e-26,,1.846e-26,
254.38,9.850e-27,,9.850e-27,
254.43,4.866e-27,,4.866e-27,
254.48,2.228e-27,,2.228e-27,
254.53,9.560e-28,,9.560e-28,
254.58,4.170e-28,,4.170e-28,
254.63,2.737e-28,,2.737e-28,
254.68,4.168e-28,,4.168e-28,
254.73,9.269e-28,,9.269e-28,
254.78,2.079e-27,,2.079e-27,
254.83,4.368e-27,,4.368e-27,
254.88,8.513e-27,,8.513e-27,
254.93,1.537e-26,,1.537e-26,
254.98,2.570e-26,,2.570e-26,
255.03,3.979e-26,,3.979e-26,
255.08,5.707e-26,,5.707e-26,
255.13,7.580e-26,,7.580e-26,
255.18,9.324e-26,,9.324e-26,
255.23,1.062e-25,,1.062e-25,
255.28,1.121e-25,,1.121e-25,
255.33,1.095e-25,,1.095e-25,
255.38,9.915e-26,,9.915e-26,
255.43,8.311e-26,,8.311e-26,
255.48,6.452e-26,,6.452e-26,
255.53,4.639e-26,,4.639e-26,
255.58,3.089e-26,,3.089e-26,
255.63,1.905e-26,,1.905e-26,
255.68,1.088e-26,,1.088e-26,
255.73,5.756e-27,,5.756e-27,
255.78,2.820e-27,,2.820e-27,
255.83,1.280e-27,,1.280e-27,
255.88,5.378e-28,,5.378e-28,
255.93,2.093e-28,,2.093e-28,
255.98,7.545e-29,,7.545e-29,
256.03,2.519e-29,,2.519e-29,
256.08,7.788e-30,,7.788e-30,
256.13,2.230e-30,,2.230e-30,
256.18,5.915e-31,,5.915e-31,
256.23,1.453e-31,,1.453e-31,
256.28,3.305e-32,,3.305e-32,
256.33,6.963e-33,,6.963e-33,
256.38,1.359e-33,,1.359e-33,
256.43,2.455e-34,,2.455e-34,
256.48,4.109e-35,,4.109e-35,
256.53,6.370e-36,,6.370e-36,
256.58,9.144e-37,,9.144e-37,
256.63,1.216e-37,,1.216e-37,
256.68,1.497e-38,,1.497e-38,
256.73,1.708e-39,,1.708e-39,
256.78,1.804e-40,,1.804e-40,
256.83,1.764e-41,,1.764e-41,
258.93,1.629e-40,,1.629e-40,
258.98,1.604e-39,,1.604e-39,
259.03,1.467e-38,,1.467e-38,
259.08,1.246e-37,,1.246e-37,
259.13,9.840e-37,,9.840e-37,
259.18,7.217e-36,,7.217e-36,
259.23,4.918e-35,,4.918e-35,
259.28,3.113e-34,,3.113e-34,
259.33,1.831e-33,,1.831e-33,
259.38,1.000e-32,,1.000e-32,
259.43,5.078e-32,,5.078e-32,
259.48,2.395e-31,,2.395e-31,
259.53,1.049e-30,,1.049e-30,
259.58,4.271e-30,,4.271e-30,
259.63,1.615e-29,,1.615e-29,
259.68,5.674e-29,,5.674e-29,
259.73,1.852e-28,,1.852e-28,
259.78,5.616e-28,,5.616e-28,
259.83,1.582e-27,,1.582e-27,
259.88,4.141e-27,,4.141e-27,
259.93,1.007e-26,,1.007e-26,
259.98,2.274e-26,,2.274e-26,
260.03,4.774e-26,,4.774e-26,
260.08,9.307e-26,,9.307e-26,
260.13,1.686e-25,,1.686e-25,
260.18,2.837e-25,,2.837e-25,
260.23,4.436e-25,,4.436e-25,
260.28,6.444e-25,,6.444e-25,
260.33,8.695e-25,,8.695e-25,
260.38,1.090e-24,,1.090e-24,
260.43,1.270e-24,,1.270e-24,
260.48,1.374e-24,,1.374e-24,
260.53,1.381e-24,,1.381e-24,
260.58,1.290e-24,,1.290e-24,
260.63,1.119e-24,,1.119e-24,
260.68,9.024e-25,,9.024e-25,
260.73,6.759e-25,,6.759e-25,
260.78,4.703e-25,,4.703e-25,
260.83,3.040e-25,,3.040e-25,
260.88,1.826e-25,,1.826e-25,
260.93,1.019e-25,,1.019e-25,
260.98,5.280e-26,,5.280e-26,
261.03,2.543e-26,,2.543e-26,
261.08,1.138e-26,,1.138e-26,
261.13,4.728e-27,,4.728e-27,
261.18,1.826e-27,,1.826e-27,
261.23,6.550e-28,,6.550e-28,
261.28,2.183e-28,,2.183e-28,
261.33,6.760e-29,,6.760e-29,
261.38,1.945e-29,,1.945e-29,
261.43,5.198e-30,,5.198e-30,
261.48,1.291e-30,,1.291e-30,
261.53,2.977e-31,,2.977e-31,
261.58,6.381e-32,,6.381e-32,
261.63,1.270e-32,,1.270e-32,
261.68,2.350e-33,,2.350e-33,
261.73,4.039e-34,,4.039e-34,
261.78,6.448e-35,,6.448e-35,
261.83,9.564e-36,,9.564e-36,
261.88,1.318e-36,,1.318e-36,
261.93,1.687e-37,,1.687e-37,
261.98,2.007e-38,,2.007e-38,
262.03,2.218e-39,,2.218e-39,
262.08,2.277e-40,,2.277e-40,
264.14,2.584e-41,,2.584e-41,
264.19,2.370e-40,,2.370e-40,
264.24,2.026e-39,,2.026e-39,
264.29,1.613e-38,,1.613e-38,
264.34,1.196e-37,,1.196e-37,
264.39,8.268e-37,,8.268e-37,
264.44,5.323e-36,,5.323e-36,
264.49,3.193e-35,,3.193e-35,
264.54,1.784e-34,,1.784e-34,
264.59,9.288e-34,,9.288e-34,
264.64,4.505e-33,,4.505e-33,
264.69,2.035e-32,,2.035e-32,
264.74,8.569e-32,,8.569e-32,
264.79,3.361e-31,,3.361e-31,
264.84,1.228e-30,,1.228e-30,
264.89,4.180e-30,,4.180e-30,
264.94,1.326e-29,,1.326e-29,
264.99,3.917e-29,,3.917e-29,
265.04,1.078e-28,,1.078e-28,
265.09,2.765e-28,,2.765e-28,
265.14,6.605e-28,,6.605e-28,
265.19,1.470e-27,,1.470e-27,
265.24,3.049e-27,,3.049e-27,
265.29,5.890e-27,,5.890e-27,
265.34,1.060e-26,,1.060e-26,
265.39,1.778e-26,,1.778e-26,
265.44,2.777e-26,,2.777e-26,
265.49,4.041e-26,,4.041e-26,
265.54,5.480e-26,,5.480e-26,
265.59,6.922e-26,,6.922e-26,
265.64,8.146e-26,,8.146e-26,
265.69,8.932e-26,,8.932e-26,
265.74,9.124e-26,,9.124e-26,
265.79,8.682e-26,,8.682e-26,
265.84,7.698e-26,,7.698e-26,
265.89,6.358e-26,,6.358e-26,
265.94,4.893e-26,,4.893e-26,
265.99,3.508e-26,,3.508e-26,
266.04,2.343e-26,,2.343e-26,
266.09,1.458e-26,,1.458e-26,
266.14,8.451e-27,,8.451e-27,
266.19,4.564e-27,,4.564e-27,
266.24,2.297e-27,,2.297e-27,
266.29,1.077e-27,,1.077e-27,
266.34,4.702e-28,,4.702e-28,
266.39,1.915e-28,,1.915e-28,
266.44,7.327e-29,,7.327e-29,
266.49,2.855e-29,,2.855e-29,
266.54,1.919e-29,,1.919e-29,
266.59,3.934e-29,,3.934e-29,
266.64,1.178e-28,,1.178e-28,
266.69,3.476e-28,,3.476e-28,
266.74,9.616e-28,,9.616e-28,
266.79,2.482e-27,,2.482e-27,
266.84,5.976e-27,,5.976e-27,
266.89,1.341e-26,,1.341e-26,
266.94,2.808e-26,,2.808e-26,
266.99,5.482e-26,,5.482e-26,
267.04,9.979e-26,,9.979e-26,
267.09,1.694e-25,,1.694e-25,
267.14,2.681e-25,,2.681e-25,
267.19,3.958e-25,,3.958e-25,
267.24,5.449e-25,,5.449e-25,
267.29,6.995e-25,,6.995e-25,
267.34,8.374e-25,,8.374e-25,
267.39,9.347e-25,,9.347e-25,
267.44,9.731e-25,,9.731e-25,
267.49,9.446e-25,,9.446e-25,
267.54,8.551e-25,,8.551e-25,
267.59,7.218e-25,,7.218e-25,
267.64,5.682e-25,,5.682e-25,
267.69,4.171e-25,,4.171e-25,
267.74,2.855e-25,,2.855e-25,
267.79,1.823e-25,,1.823e-25,
267.84,1.085e-25,,1.085e-25,
267.89,6.024e-26,,6.024e-26,
267.94,3.118e-26,,3.118e-26,
267.99,1.505e-26,,1.505e-26,
268.04,6.777e-27,,6.777e-27,
268.09,2.845e-27,,2.845e-27,
268.14,1.114e-27,,1.114e-27,
268.19,4.066e-28,,4.066e-28,
268.24,1.384e-28,,1.384e-28,
268.29,4.394e-29,,4.394e-29,
268.34,1.301e-29,,1.301e-29,
268.39,3.591e-30,,3.591e-30,
268.44,9.244e-31,,9.244e-31,
268.49,2.219e-31,,2.219e-31,
268.54,4.968e-32,,4.968e-32,
268.59,1.037e-32,,1.037e-32,
268.64,2.019e-33,,2.019e-33,
268.69,3.666e-34,,3.666e-34,
268.74,6.206e-35,,6.206e-35,
268.79,9.797e-36,,9.797e-36,
268.84,1.442e-36,,1.442e-36,
268.89,1.980e-37,,1.980e-37,
268.94,2.535e-38,,2.535e-38,
268.99,3.026e-39,,3.026e-39,
269.04,3.369e-40,,3.369e-40,
271.19,3.742e-40,,3.742e-40,
271.24,3.279e-39,,3.279e-39,
271.29,2.686e-38,,2.686e-38,
271.34,2.058e-37,,2.058e-37,
271.39,1.474e-36,,1.474e-36,
271.44,9.876e-36,,9.876e-36,
271.49,6.186e-35,,6.186e-35,
271.54,3.623e-34,,3.623e-34,
271.59,1.984e-33,,1.984e-33,
271.64,1.016e-32,,1.016e-32,
271.69,4.866e-32,,4.866e-32,
271.74,2.179e-31,,2.179e-31,
271.79,9.123e-31,,9.123e-31,
271.84,3.572e-30,,3.572e-30,
271.89,1.308e-29,,1.308e-29,
271.94,4.478e-29,,4.478e-29,
271.99,1.434e-28,,1.434e-28,
272.04,4.293e-28,,4.293e-28,
272.09,1.202e-27,,1.202e-27,
272.14,3.148e-27,,3.148e-27,
272.19,7.711e-27,,7.711e-27,
272.24,1.767e-26,,1.767e-26,
272.29,3.787e-26,,3.787e-26,
272.34,7.595e-26,,7.595e-26,
272.39,1.426e-25,,1.426e-25,
272.44,2.505e-25,,2.505e-25,
272.49,9.032e-9,9.032e-9,4.121e-25,
272.54,7.646e-8,7.646e-8,6.352e-25,
272.59,6.056e-7,6.056e-7,9.179e-25,
272.64,4.488e-6,4.488e-6,1.244e-24,
272.69,3.111e-5,3.111e-5,1.585e-24,
272.74,2.018e-4,2.018e-4,1.898e-24,
272.79,1.225e-3,1.225e-3,2.141e-24,
272.84,6.956e-3,6.956e-3,2.279e-24,
272.89,3.696e-2,3.696e-2,2.295e-24,
272.94,1.837e-1,1.837e-1,2.191e-24,
272.99,8.545e-1,8.545e-1,1.988e-24,
273.04,3.719e+0,3.719e+0,1.718e-24,
273.09,1.514e+1,1.514e+1,1.417e-24,
273.14,5.768e+1,5.768e+1,1.117e-24,
273.19,2.056e+2,2.056e+2,8.415e-25,
273.24,6.855e+2,6.855e+2,6.053e-25,
273.29,2.139e+3,2.139e+3,4.153e-25,
273.34,6.243e+3,6.243e+3,2.711e-25,
273.39,1.705e+4,1.705e+4,1.680e-25,
273.44,4.358e+4,4.358e+4,9.862e-26,
273.49,1.042e+5,1.042e+5,5.469e-26,
273.54,2.331e+5,2.331e+5,2.860e-26,
273.59,4.878e+5,4.878e+5,1.408e-26,
273.64,9.553e+5,9.553e+5,6.511e-27,
273.69,1.750e+6,1.750e+6,2.827e-27,
273.74,3.000e+6,3.000e+6,1.152e-27,
273.79,4.812e+6,4.812e+6,4.396e-28,
273.84,7.222e+6,7.222e+6,1.572e-28,
273.89,1.014e+7,1.014e+7,5.263e-29,
273.94,1.332e+7,1.332e+7,1.650e-29,
273.99,1.637e+7,1.637e+7,4.838e-30,
274.04,1.883e+7,1.883e+7,1.328e-30,
274.09,2.026e+7,2.026e+7,3.409e-31,
274.14,2.039e+7,2.039e+7,8.186e-32,
274.19,1.921e+7,1.921e+7,1.839e-32,
274.24,1.693e+7,1.693e+7,3.864e-33,
274.29,1.396e+7,1.396e+7,7.592e-34,
274.34,1.077e+7,1.077e+7,1.395e-34,
274.39,7.770e+6,7.770e+6,2.398e-35,
274.44,5.247e+6,5.247e+6,3.855e-36,
274.49,3.315e+6,3.315e+6,5.795e-37,
274.54,1.960e+6,1.960e+6,8.145e-38,
274.59,1.084e+6,1.084e+6,1.071e-38,
274.64,5.610e+5,5.610e+5,1.317e-39,
274.69,2.716e+5,2.716e+5,1.514e-40,
274.74,1.230e+5,1.230e+5,,
274.79,5.215e+4,5.215e+4,,
274.84,2.068e+4,2.068e+4,,
274.89,7.674e+3,7.674e+3,,
274.94,2.664e+3,2.664e+3,,
274.99,8.653e+2,8.653e+2,,
275.04,2.629e+2,2.629e+2,8.935e-41,
275.09,7.476e+1,7.476e+1,7.561e-40,
275.14,1.989e+1,1.989e+1,5.993e-39,
275.19,4.950e+0,4.950e+0,4.450e-38,
275.24,1.153e+0,1.153e+0,3.095e-37,
275.29,2.512e-1,2.512e-1,2.017e-36,
275.34,5.121e-2,5.121e-2,1.231e-35,
275.39,9.767e-3,9.767e-3,7.041e-35,
275.44,1.743e-3,1.743e-3,3.772e-34,
275.49,2.910e-4,2.910e-4,1.893e-33,
275.54,4.546e-5,4.546e-5,8.897e-33,
275.59,6.645e-6,6.645e-6,3.918e-32,
275.64,9.088e-7,9.088e-7,1.616e-31,
275.69,1.163e-7,1.163e-7,6.246e-31,
275.74,1.392e-8,1.392e-8,2.261e-30,
275.79,1.559e-9,1.559e-9,7.669e-30,
275.84,2.436e-29,,2.436e-29,
275.89,7.251e-29,,7.251e-29,
275.94,2.022e-28,,2.022e-28,
275.99,5.280e-28,,5.280e-28,
276.04,1.292e-27,,1.292e-27,
276.09,2.960e-27,,2.960e-27,
276.14,6.356e-27,,6.356e-27,
276.19,1.278e-26,,1.278e-26,
276.24,2.409e-26,,2.409e-26,
276.29,4.251e-26,,4.251e-26,
276.34,7.030e-26,,7.030e-26,
276.39,1.089e-25,,1.089e-25,
276.44,1.580e-25,,1.580e-25,
276.49,2.147e-25,,2.147e-25,
276.54,2.734e-25,,2.734e-25,
276.59,3.262e-25,,3.262e-25,
276.64,3.645e-25,,3.645e-25,
276.69,3.815e-25,,3.815e-25,
276.74,3.741e-25,,3.741e-25,
276.79,3.437e-25,,3.437e-25,
276.84,2.957e-25,,2.957e-25,
276.89,2.384e-25,,2.384e-25,
276.94,1.800e-25,,1.800e-25,
276.99,1.274e-25,,1.274e-25,
277.04,8.440e-26,,8.440e-26,
277.09,5.240e-26,,5.240e-26,
277.14,3.047e-26,,3.047e-26,
277.19,1.660e-26,,1.660e-26,
277.24,8.472e-27,,8.472e-27,
277.29,4.050e-27,,4.050e-27,
277.34,1.814e-27,,1.814e-27,
277.39,7.611e-28,,7.611e-28,
277.44,2.991e-28,,2.991e-28,
277.49,1.101e-28,,1.101e-28,
277.54,3.798e-29,,3.798e-29,
277.59,1.227e-29,,1.227e-29,
277.64,3.715e-30,,3.715e-30,
277.69,1.053e-30,,1.053e-30,
277.74,2.797e-31,,2.797e-31,
277.79,6.961e-32,,6.961e-32,
277.84,1.622e-32,,1.622e-32,
277.89,3.543e-33,,3.543e-33,
277.94,7.247e-34,,7.247e-34,
