Wavelength (nm),Sum,Al I (6.4e-02),Al II (4.4e-01),Al III (1.3e-05),Cr I (4.5e-02),Cr II (4.6e-01)
714.13,7.691e+1,,7.691e+1,,,
714.18,7.344e+1,,7.344e+1,,,
714.23,6.945e+1,,6.945e+1,,,
714.28,6.503e+1,,6.503e+1,,,
714.33,6.030e+1,,6.030e+1,,,
714.38,5.537e+1,,5.537e+1,,,
714.43,5.034e+1,,5.034e+1,,,
714.48,4.532e+1,,4.532e+1,,,
714.53,4.041e+1,,4.041e+1,,,
714.58,3.568e+1,,3.568e+1,,,
714.63,3.119e+1,,3.119e+1,,,
714.68,2.700e+1,,2.700e+1,,,
714.73,2.315e+1,,2.315e+1,,,
714.78,1.965e+1,,1.965e+1,,,
714.83,1.652e+1,,1.652e+1,,,
714.88,1.375e+1,,1.375e+1,,,
714.93,1.133e+1,,1.133e+1,,,
714.98,9.250e+0,,9.250e+0,,,
715.03,7.476e+0,,7.476e+0,,,
715.08,5.984e+0,,5.984e+0,,,
715.13,4.742e+0,,4.742e+0,,,
715.18,3.722e+0,,3.722e+0,,,
715.23,2.892e+0,,2.892e+0,,,
715.28,2.226e+0,,2.226e+0,,,
715.33,1.696e+0,,1.696e+0,,,
715.38,1.280e+0,,1.280e+0,,,
715.43,9.565e-1,,9.565e-1,,,
715.48,7.078e-1,,7.078e-1,,,
715.53,5.186e-1,,5.186e-1,,,
715.58,3.763e-1,,3.763e-1,,,
715.63,2.704e-1,,2.704e-1,,,
715.68,1.924e-1,,1.924e-1,,,
715.73,1.355e-1,,1.355e-1,,,
715.78,9.455e-2,,9.455e-2,,,
715.83,6.532e-2,,6.532e-2,,,
715.88,4.468e-2,,4.468e-2,,,
715.93,3.027e-2,,3.027e-2,,,
715.98,2.031e-2,,2.031e-2,,,
716.03,1.349e-2,,1.349e-2,,,
716.08,8.872e-3,,8.872e-3,,,
716.13,5.779e-3,,5.779e-3,,,
716.18,3.727e-3,,3.727e-3,,,
716.23,2.381e-3,,2.381e-3,,,
716.28,1.506e-3,,1.506e-3,,,
716.33,9.430e-4,,9.430e-4,,,
716.38,5.848e-4,,5.848e-4,,,
716.43,3.592e-4,,3.592e-4,,,
716.48,2.184e-4,,2.184e-4,,,
716.53,1.315e-4,,1.315e-4,,,
716.58,7.843e-5,,7.843e-5,,,
716.63,4.631e-5,,4.631e-5,,,
716.68,2.708e-5,,2.708e-5,,,
716.73,1.568e-5,,1.568e-5,,,
716.78,8.990e-6,,8.990e-6,,,
716.83,5.104e-6,,5.104e-6,,,
716.88,2.870e-6,,2.870e-6,,,
716.93,1.598e-6,,1.598e-6,,,
716.98,8.808e-7,,8.808e-7,,,
717.03,4.809e-7,,4.809e-7,,,
717.08,2.600e-7,,2.600e-7,,,
717.13,1.392e-7,,1.392e-7,,,
717.18,7.377e-8,,7.377e-8,,,
717.23,3.872e-8,,3.872e-8,,,
717.28,2.013e-8,,2.013e-8,,,
717.33,1.036e-8,,1.036e-8,,,
717.38,5.280e-9,,5.280e-9,,,
717.43,2.665e-9,,2.665e-9,,,
717.48,1.332e-9,,1.332e-9,,,
717.53,6.592e-10,,6.592e-10,,,
717.58,3.230e-10,,3.230e-10,,,
717.63,1.568e-10,,1.568e-10,,,
717.68,7.534e-11,,7.534e-11,,,
717.73,3.585e-11,,3.585e-11,,,
717.78,1.689e-11,,1.689e-11,,,
717.83,7.883e-12,,7.883e-12,,,
717.88,3.642e-12,,3.642e-12,,,
717.93,1.667e-12,,1.667e-12,,,
717.98,7.551e-13,,7.551e-13,,,
718.03,3.388e-13,,3.388e-13,,,
718.08,1.505e-13,,1.505e-13,,,
718.13,6.622e-14,,6.622e-14,,,
718.18,2.885e-14,,2.885e-14,,,
718.23,1.245e-14,,1.245e-14,,,
731.19,1.266e-9,,,,1.266e-9,
731.24,2.842e-9,,,,2.842e-9,
731.29,6.321e-9,,,,6.321e-9,
731.34,1.393e-8,,,,1.393e-8,
731.39,3.041e-8,,,,3.041e-8,
731.44,6.579e-8,,,,6.579e-8,
731.49,1.410e-7,,,,1.410e-7,
731.54,2.994e-7,,,,2.994e-7,
731.59,6.300e-7,,,,6.300e-7,
731.64,1.313e-6,,,,1.313e-6,
731.69,2.713e-6,,,,2.713e-6,
731.74,5.552e-6,3.847e-10,,,5.552e-6,
731.79,1.126e-5,1.265e-9,,,1.126e-5,
731.84,2.262e-5,2.832e-9,,,2.262e-5,
731.89,4.503e-5,6.282e-9,,,4.502e-5,
731.94,8.881e-5,1.381e-8,,,8.880e-5,
731.99,1.735e-4,3.007e-8,,,1.735e-4,
732.04,3.360e-4,6.488e-8,,,3.360e-4,
732.09,6.446e-4,1.387e-7,,,6.445e-4,
732.14,1.225e-3,2.938e-7,,,1.225e-3,
732.19,2.307e-3,6.168e-7,,,2.307e-3,
732.24,4.306e-3,1.283e-6,,,4.304e-3,
732.29,7.960e-3,2.644e-6,,,7.958e-3,
732.34,1.458e-2,5.398e-6,,,1.458e-2,
732.39,2.646e-2,1.092e-5,,,2.645e-2,
732.44,4.759e-2,2.190e-5,,,4.757e-2,
732.49,8.479e-2,4.350e-5,,,8.475e-2,
732.54,1.497e-1,8.562e-5,,,1.496e-1,
732.59,2.618e-1,1.670e-4,,,2.617e-1,
732.64,4.538e-1,3.227e-4,,,4.534e-1,
732.69,7.792e-1,6.178e-4,,,7.786e-1,
732.74,1.326e+0,1.172e-3,,,1.324e+0,
732.79,2.235e+0,2.204e-3,,,2.233e+0,
732.84,3.732e+0,4.105e-3,,,3.728e+0,
732.89,6.177e+0,7.576e-3,,,6.169e+0,
732.94,1.013e+1,1.386e-2,,,1.011e+1,
732.99,1.645e+1,2.511e-2,,,1.643e+1,
733.04,2.649e+1,4.508e-2,,,2.644e+1,
733.09,4.225e+1,8.020e-2,,,4.217e+1,
733.14,6.676e+1,1.414e-1,,,6.662e+1,
733.19,1.045e+2,2.470e-1,,,1.043e+2,
733.24,1.622e+2,4.274e-1,,,1.618e+2,
733.29,2.493e+2,7.330e-1,,,2.486e+2,
733.34,3.798e+2,1.245e+0,,,3.785e+2,
733.39,5.731e+2,2.097e+0,,,5.711e+2,
733.44,8.571e+2,3.498e+0,,,8.536e+2,
733.49,1.270e+3,5.783e+0,,,1.264e+3,
733.54,1.864e+3,9.472e+0,,,1.855e+3,
733.59,2.712e+3,1.537e+1,,,2.697e+3,
733.64,3.910e+3,2.472e+1,,,3.885e+3,
733.69,5.584e+3,3.939e+1,,,5.545e+3,
733.74,7.904e+3,6.219e+1,,,7.841e+3,
733.79,1.108e+4,9.729e+1,,,1.099e+4,
733.84,1.540e+4,1.508e+2,,,1.525e+4,
733.89,2.121e+4,2.316e+2,,,2.098e+4,
733.94,2.894e+4,3.525e+2,,,2.859e+4,
733.99,3.914e+4,5.316e+2,,,3.861e+4,
734.04,5.245e+4,7.943e+2,,,5.165e+4,
734.09,6.964e+4,1.176e+3,,,6.847e+4,
734.14,9.165e+4,1.725e+3,,,8.992e+4,
734.19,1.195e+5,2.508e+3,,,1.170e+5,
734.24,1.545e+5,3.612e+3,,,1.509e+5,
734.29,1.979e+5,5.154e+3,,,1.927e+5,
734.34,2.512e+5,7.289e+3,,,2.439e+5,
734.39,3.161e+5,1.021e+4,,,3.059e+5,
734.44,3.943e+5,1.418e+4,,,3.801e+5,
734.49,4.875e+5,1.950e+4,,,4.680e+5,
734.54,5.974e+5,2.659e+4,,,5.708e+5,
734.59,7.258e+5,3.591e+4,,,6.899e+5,
734.64,8.741e+5,4.805e+4,,,8.261e+5,
734.69,1.044e+6,6.372e+4,,,9.801e+5,
734.74,1.236e+6,8.372e+4,,,1.152e+6,
734.79,1.451e+6,1.090e+5,,,1.342e+6,
734.84,1.689e+6,1.406e+5,,,1.549e+6,
734.89,1.950e+6,1.797e+5,,,1.771e+6,
734.94,2.233e+6,2.276e+5,,,2.006e+6,
734.99,2.537e+6,2.856e+5,,,2.251e+6,
735.04,2.859e+6,3.552e+5,,,2.504e+6,
735.09,3.196e+6,4.376e+5,,,2.759e+6,
735.14,3.546e+6,5.342e+5,,,3.012e+6,
735.19,3.904e+6,6.462e+5,,,3.258e+6,
735.24,4.267e+6,7.746e+5,,,3.492e+6,
735.29,4.628e+6,9.199e+5,,,3.708e+6,
735.34,4.984e+6,1.083e+6,,,3.901e+6,
735.39,5.329e+6,1.262e+6,,,4.067e+6,
735.44,5.659e+6,1.458e+6,,,4.201e+6,
735.49,5.969e+6,1.670e+6,,,4.299e+6,
735.54,6.253e+6,1.894e+6,,,4.359e+6,
735.59,6.508e+6,2.129e+6,,,4.379e+6,
735.64,6.730e+6,2.371e+6,,,4.359e+6,
735.69,6.915e+6,2.616e+6,,,4.299e+6,
735.74,7.061e+6,2.860e+6,,,4.201e+6,
735.79,7.166e+6,3.099e+6,,,4.067e+6,
735.84,7.228e+6,3.327e+6,,,3.901e+6,
735.89,7.247e+6,3.539e+6,,,3.708e+6,
735.94,7.222e+6,3.730e+6,,,3.492e+6,
735.99,7.154e+6,3.895e+6,,,3.258e+6,
736.04,7.043e+6,4.031e+6,,,3.012e+6,
736.09,6.892e+6,4.133e+6,,,2.759e+6,
736.14,6.703e+6,4.199e+6,,,2.504e+6,
736.19,6.478e+6,4.227e+6,,,2.251e+6,
736.24,6.222e+6,4.216e+6,,,2.006e+6,
736.29,5.938e+6,4.167e+6,,,1.771e+6,
736.34,5.630e+6,4.081e+6,,,1.549e+6,
736.39,5.302e+6,3.960e+6,,,1.342e+6,
736.44,4.960e+6,3.808e+6,,,1.152e+6,
736.49,4.608e+6,3.628e+6,,,9.801e+5,
736.54,4.250e+6,3.424e+6,,,8.261e+5,
736.59,3.893e+6,3.203e+6,,,6.899e+5,
736.64,3.539e+6,2.969e+6,,,5.708e+5,
736.69,3.194e+6,2.726e+6,,,4.680e+5,
736.74,2.861e+6,2.481e+6,,,3.801e+5,
736.79,2.542e+6,2.237e+6,,,3.059e+5,
736.84,2.242e+6,1.998e+6,,,2.439e+5,
736.89,1.961e+6,1.769e+6,,,1.927e+5,
736.94,1.702e+6,1.551e+6,,,1.509e+5,
736.99,1.465e+6,1.348e+6,,,1.170e+5,
737.04,1.251e+6,1.161e+6,,,8.992e+4,
737.09,1.059e+6,9.906e+5,,,6.847e+4,
737.14,8.892e+5,8.376e+5,,,5.165e+4,
737.19,7.403e+5,7.016e+5,,,3.861e+4,
737.24,6.110e+5,5.824e+5,,,2.860e+4,
737.29,5.000e+5,4.790e+5,,,2.099e+4,
737.34,4.056e+5,3.904e+5,,,1.527e+4,
737.39,3.262e+5,3.152e+5,,,1.101e+4,
737.44,2.601e+5,2.522e+5,,,7.875e+3,
737.49,2.056e+5,2.000e+5,,,5.599e+3,
737.54,1.611e+5,1.571e+5,,,3.970e+3,
737.59,1.251e+5,1.223e+5,,,2.830e+3,
737.64,9.636e+4,9.430e+4,,,2.061e+3,
737.69,7.364e+4,7.206e+4,,,1.581e+3,
737.74,5.590e+4,5.456e+4,,,1.336e+3,
737.79,4.224e+4,4.094e+4,,,1.299e+3,
737.84,3.190e+4,3.043e+4,,,1.467e+3,
737.89,2.428e+4,2.242e+4,,,1.861e+3,
737.94,1.889e+4,1.636e+4,,,2.531e+3,
737.99,1.539e+4,1.183e+4,,,3.552e+3,
738.04,1.352e+4,8.480e+3,,,5.038e+3,
738.09,1.317e+4,6.021e+3,,,7.147e+3,
738.14,1.432e+4,4.236e+3,,,1.009e+4,
738.19,1.709e+4,2.953e+3,,,1.413e+4,
738.24,2.168e+4,2.040e+3,,,1.964e+4,
738.29,2.844e+4,1.396e+3,,,2.705e+4,
738.34,3.787e+4,9.466e+2,,,3.692e+4,
738.39,5.059e+4,6.361e+2,,,4.995e+4,
738.44,6.738e+4,4.235e+2,,,6.696e+4,
738.49,8.922e+4,2.794e+2,,,8.894e+4,
738.54,1.173e+5,1.826e+2,,,1.171e+5,
738.59,1.528e+5,1.183e+2,,,1.527e+5,
738.64,1.974e+5,7.591e+1,,,1.974e+5,
738.69,2.528e+5,4.827e+1,,,2.528e+5,
738.74,3.208e+5,3.041e+1,,,3.208e+5,
738.79,4.034e+5,1.899e+1,,,4.034e+5,
738.84,5.027e+5,1.174e+1,,,5.027e+5,
738.89,6.208e+5,7.199e+0,,,6.208e+5,
738.94,7.595e+5,4.372e+0,,,7.595e+5,
738.99,9.209e+5,2.631e+0,,,9.209e+5,
739.04,1.106e+6,1.569e+0,,,1.106e+6,
739.09,1.317e+6,9.268e-1,,,1.317e+6,
739.14,1.554e+6,5.425e-1,,,1.554e+6,
739.19,1.816e+6,3.147e-1,,,1.816e+6,
739.24,2.104e+6,1.809e-1,,,2.104e+6,
739.29,2.415e+6,1.030e-1,,,2.415e+6,
739.34,2.747e+6,5.812e-2,,,2.747e+6,
739.39,3.096e+6,3.249e-2,,,3.096e+6,
739.44,3.458e+6,1.800e-2,,,3.458e+6,
739.49,3.826e+6,9.880e-3,,,3.826e+6,
739.54,4.196e+6,5.374e-3,,,4.196e+6,
739.59,4.560e+6,2.896e-3,,,4.560e+6,
739.64,4.910e+6,1.546e-3,,,4.910e+6,
739.69,5.238e+6,8.181e-4,,,5.238e+6,
739.74,5.538e+6,4.289e-4,,,5.538e+6,
739.79,5.802e+6,2.228e-4,,,5.802e+6,
739.84,6.024e+6,1.147e-4,,,6.024e+6,
739.89,6.197e+6,5.848e-5,,,6.197e+6,
739.94,6.317e+6,2.955e-5,,,6.317e+6,
739.99,6.380e+6,1.479e-5,,,6.380e+6,
740.04,6.386e+6,7.340e-6,,,6.386e+6,
740.09,6.334e+6,3.608e-6,,,6.334e+6,
740.14,6.225e+6,1.757e-6,,,6.225e+6,
740.19,6.062e+6,8.480e-7,,,6.062e+6,
740.24,5.850e+6,4.055e-7,,,5.850e+6,
740.29,5.594e+6,1.921e-7,,,5.594e+6,
740.34,5.301e+6,9.020e-8,,,5.301e+6,
740.39,4.977e+6,4.196e-8,,,4.977e+6,
740.44,4.631e+6,1.934e-8,,,4.631e+6,
740.49,4.270e+6,8.831e-9,1.492e-13,,4.270e+6,
740.54,3.901e+6,3.996e-9,3.312e-13,,3.901e+6,
740.59,3.531e+6,1.792e-9,7.285e-13,,3.531e+6,
740.64,3.167e+6,6.524e-10,1.588e-12,,3.167e+6,
740.69,2.816e+6,,3.431e-12,,2.816e+6,
740.74,2.480e+6,,7.347e-12,,2.480e+6,
740.79,2.165e+6,,1.559e-11,,2.165e+6,
740.84,1.872e+6,,3.279e-11,,1.872e+6,
740.89,1.604e+6,,6.833e-11,,1.604e+6,
740.94,1.362e+6,,1.411e-10,,1.362e+6,
740.99,1.147e+6,,2.888e-10,,1.147e+6,
741.04,9.560e+5,,5.859e-10,,9.560e+5,
741.09,7.900e+5,,1.178e-9,,7.900e+5,
741.14,6.468e+5,,2.347e-9,,6.468e+5,
741.19,5.248e+5,,4.633e-9,,5.248e+5,
741.24,4.219e+5,,9.065e-9,,4.219e+5,
741.29,3.361e+5,,1.758e-8,,3.361e+5,
741.34,2.653e+5,,3.378e-8,,2.653e+5,
741.39,2.075e+5,,6.434e-8,,2.075e+5,
741.44,1.609e+5,,1.214e-7,,1.609e+5,
741.49,1.236e+5,,2.271e-7,,1.236e+5,
741.54,9.404e+4,,4.210e-7,,9.404e+4,
741.59,7.092e+4,,7.734e-7,,7.092e+4,
741.64,5.300e+4,,1.408e-6,,5.300e+4,
741.69,3.925e+4,,2.541e-6,,3.925e+4,
741.74,2.880e+4,,4.543e-6,,2.880e+4,
741.79,2.094e+4,,8.050e-6,,2.094e+4,
741.84,1.509e+4,,1.414e-5,,1.509e+4,
741.89,1.077e+4,,2.460e-5,,1.077e+4,
741.94,7.622e+3,,4.244e-5,,7.622e+3,
741.99,5.343e+3,,7.254e-5,,5.343e+3,
742.04,3.712e+3,,1.229e-4,,3.712e+3,
742.09,2.555e+3,,2.063e-4,,2.555e+3,
742.14,1.743e+3,,3.432e-4,,1.743e+3,
742.19,1.178e+3,,5.659e-4,,1.178e+3,
742.24,7.890e+2,,9.247e-4,,7.890e+2,
742.29,5.237e+2,,1.497e-3,,5.237e+2,
742.34,3.444e+2,,2.403e-3,,3.444e+2,
742.39,2.244e+2,,3.822e-3,,2.244e+2,
742.44,1.449e+2,,6.024e-3,,1.449e+2,
742.49,9.275e+1,,9.410e-3,,9.274e+1,
742.54,5.882e+1,,1.457e-2,,5.880e+1,
742.59,3.697e+1,,2.235e-2,,3.695e+1,
742.64,2.304e+1,,3.398e-2,,2.300e+1,
742.69,1.424e+1,,5.119e-2,,1.419e+1,
742.74,8.752e+0,,7.644e-2,,8.675e+0,
742.79,5.368e+0,,1.131e-1,,5.255e+0,
742.84,3.320e+0,,1.659e-1,,3.154e+0,
742.89,2.117e+0,,2.411e-1,,1.876e+0,
742.94,1.453e+0,,3.473e-1,,1.106e+0,
742.99,1.142e+0,,4.958e-1,,6.459e-1,
743.04,1.075e+0,,7.013e-1,,3.738e-1,
743.09,1.198e+0,,9.833e-1,,2.144e-1,
743.14,1.488e+0,,1.366e+0,,1.218e-1,
743.19,1.950e+0,,1.881e+0,,6.860e-2,
743.24,2.605e+0,,2.567e+0,,3.828e-2,
743.29,3.492e+0,,3.471e+0,,2.116e-2,
743.34,4.664e+0,,4.652e+0,,1.159e-2,
743.39,6.185e+0,,6.179e+0,,6.295e-3,
743.44,8.137e+0,,8.133e+0,,3.386e-3,
743.49,1.061e+1,,1.061e+1,,1.805e-3,
743.54,1.372e+1,,1.372e+1,,9.536e-4,
743.59,1.757e+1,,1.757e+1,,4.992e-4,
743.64,2.231e+1,,2.231e+1,,2.589e-4,
743.69,2.807e+1,,2.807e+1,,1.331e-4,
743.74,3.501e+1,,3.501e+1,,6.777e-5,
743.79,4.326e+1,,4.326e+1,,3.420e-5,
743.84,5.299e+1,,5.299e+1,,1.710e-5,
743.89,6.431e+1,,6.431e+1,,8.475e-6,
743.94,7.736e+1,,7.736e+1,,4.162e-6,
743.99,9.222e+1,,9.222e+1,,2.025e-6,
744.04,1.089e+2,,1.089e+2,,9.763e-7,
744.09,1.276e+2,,1.276e+2,,4.664e-7,
744.14,1.480e+2,,1.480e+2,,2.208e-7,
744.19,1.702e+2,,1.702e+2,,1.036e-7,
744.24,1.939e+2,,1.939e+2,,4.815e-8,
744.29,2.190e+2,,2.190e+2,,2.218e-8,
744.34,2.451e+2,,2.451e+2,,1.012e-8,
744.39,2.719e+2,,2.719e+2,,4.579e-9,
744.44,2.989e+2,,2.989e+2,,2.052e-9,
744.49,3.257e+2,,3.257e+2,,,
744.54,3.516e+2,,3.516e+2,,,
744.59,3.763e+2,,3.763e+2,,,
744.64,3.991e+2,,3.991e+2,,,
744.69,4.196e+2,,4.196e+2,,,
744.74,4.373e+2,,4.373e+2,,,
744.79,4.518e+2,,4.518e+2,,,
744.84,4.629e+2,,4.629e+2,,,
744.89,4.703e+2,,4.703e+2,,,
744.94,4.742e+2,,4.742e+2,,,
744.99,4.746e+2,,4.746e+2,,,
745.04,4.719e+2,,4.719e+2,,,
745.09,4.668e+2,,4.668e+2,,,
745.14,4.600e+2,,4.600e+2,,,
745.19,4.527e+2,,4.527e+2,,,
745.24,4.464e+2,,4.464e+2,,,
745.29,4.427e+2,,4.427e+2,,,
745.34,4.439e+2,,4.439e+2,,,
745.39,4.526e+2,,4.526e+2,,,
745.44,4.719e+2,,4.719e+2,,,
745.49,5.054e+2,,5.054e+2,,,
745.54,5.576e+2,,5.576e+2,,,
745.59,6.333e+2,,6.333e+2,,,
745.64,7.384e+2,,7.384e+2,,,
745.69,8.793e+2,,8.793e+2,,,
745.74,1.063e+3,,1.063e+3,,,
745.79,1.299e+3,,1.299e+3,,,
745.84,1.594e+3,,1.594e+3,,,
745.89,1.958e+3,,1.958e+3,,,
745.94,2.401e+3,,2.401e+3,,,
745.99,2.932e+3,,2.932e+3,,,
746.04,3.561e+3,,3.561e+3,,,
746.09,4.297e+3,,4.297e+3,,,
746.14,5.146e+3,,5.146e+3,,,
746.19,6.114e+3,,6.114e+3,,,
746.24,7.205e+3,,7.205e+3,,,
746.29,8.420e+3,,8.420e+3,,,
746.34,9.754e+3,,9.754e+3,,,
746.39,1.120e+4,,1.120e+4,,,
746.44,1.275e+4,,1.275e+4,,,
746.49,1.439e+4,,1.439e+4,,,
746.54,1.609e+4,,1.609e+4,,,
746.59,1.783e+4,,1.783e+4,,,
746.64,1.959e+4,,1.959e+4,,,
746.69,2.133e+4,,2.133e+4,,,
746.74,2.302e+4,,2.302e+4,,,
746.79,2.462e+4,,2.462e+4,,,
746.84,2.609e+4,,2.609e+4,,,
746.89,2.741e+4,,2.741e+4,,,
746.94,2.854e+4,,2.854e+4,,,
746.99,2.944e+4,,2.944e+4,,,
747.04,3.011e+4,,3.011e+4,,,
747.09,3.052e+4,,3.052e+4,,,
747.14,3.065e+4,,3.065e+4,,,
747.19,3.052e+4,,3.052e+4,,,
747.24,3.011e+4,,3.011e+4,,,
747.29,2.944e+4,,2.944e+4,,,
747.34,2.853e+4,,2.853e+4,,,
747.39,2.741e+4,,2.741e+4,,,
747.44,2.609e+4,,2.609e+4,,,
747.49,2.461e+4,,2.461e+4,,,
747.54,2.302e+4,,2.302e+4,,,
747.59,2.133e+4,,2.133e+4,,,
747.64,1.959e+4,,1.959e+4,,,
747.69,1.783e+4,,1.783e+4,,,
747.74,1.608e+4,,1.608e+4,,,
747.79,1.438e+4,,1.438e+4,,,
747.84,1.274e+4,,1.274e+4,,,
747.89,1.119e+4,,1.119e+4,,,
747.94,9.740e+3,,9.740e+3,,,
747.99,8.402e+3,,8.402e+3,,,
748.04,7.183e+3,,7.183e+3,,,
748.09,6.086e+3,,6.086e+3,,,
748.14,5.111e+3,,5.111e+3,,,
748.19,4.254e+3,,4.254e+3,,,
748.24,3.508e+3,,3.508e+3,,,
748.29,2.868e+3,,2.868e+3,,,
748.34,2.324e+3,,2.324e+3,,,
748.39,1.866e+3,,1.866e+3,,,
748.44,1.485e+3,,1.485e+3,,,
748.49,1.171e+3,,1.171e+3,,,
748.54,9.154e+2,,9.154e+2,,,
748.59,7.092e+2,,7.092e+2,,,
748.64,5.445e+2,,5.445e+2,,,
748.69,4.143e+2,,4.143e+2,,,
748.74,3.125e+2,,3.125e+2,,,
748.79,2.336e+2,,2.336e+2,,,
748.84,1.730e+2,,1.730e+2,,,
748.89,1.270e+2,,1.270e+2,,,
748.94,9.242e+1,,9.242e+1,,,
748.99,6.665e+1,,6.665e+1,,,
749.04,4.763e+1,,4.763e+1,,,
749.09,3.374e+1,,3.374e+1,,,
749.14,2.369e+1,,2.369e+1,,,
749.19,1.648e+1,,1.648e+1,,,
749.24,1.136e+1,,1.136e+1,,,
749.29,7.766e+0,,7.766e+0,,,
749.34,5.260e+0,,5.260e+0,,,
749.39,3.531e+0,,3.531e+0,,,
749.44,2.349e+0,,2.349e+0,,,
749.49,1.549e+0,,1.549e+0,,,
749.54,1.012e+0,,1.012e+0,,,
749.59,6.555e-1,,6.555e-1,,,
749.64,4.207e-1,,4.207e-1,,,
749.69,2.676e-1,,2.676e-1,,,
749.74,1.687e-1,,1.687e-1,,,
749.79,1.054e-1,,1.054e-1,,,
749.84,6.529e-2,,6.529e-2,,,
749.89,4.008e-2,,4.008e-2,,,
749.94,2.438e-2,,2.438e-2,,,
749.99,1.470e-2,,1.470e-2,,,
750.04,8.781e-3,,8.781e-3,,,
750.09,5.199e-3,,5.199e-3,,,
750.14,3.051e-3,,3.051e-3,,,
750.19,1.775e-3,,1.775e-3,,,
750.24,1.023e-3,,1.023e-3,,,
750.29,5.845e-4,,5.845e-4,,,
750.34,3.310e-4,,3.310e-4,,,
750.39,1.857e-4,,1.857e-4,,,
750.44,1.033e-4,,1.033e-4,,,
750.49,5.694e-5,,5.694e-5,,,
750.54,3.110e-5,,3.110e-5,3.086e-23,,
750.59,1.684e-5,,1.684e-5,6.801e-23,,
750.64,9.037e-6,,9.037e-6,1.486e-22,,
750.69,4.806e-6,,4.806e-6,3.217e-22,,
750.74,2.533e-6,,2.533e-6,6.905e-22,,
750.79,1.323e-6,,1.323e-6,1.469e-21,,
750.84,6.850e-7,,6.850e-7,3.099e-21,,
750.89,3.515e-7,,3.515e-7,6.479e-21,,
750.94,1.787e-7,,1.787e-7,1.343e-20,,
750.99,9.007e-8,,9.007e-8,2.759e-20,,
751.04,4.499e-8,,4.499e-8,5.619e-20,,
751.09,2.227e-8,,2.227e-8,1.134e-19,,
751.14,1.093e-8,,1.093e-8,2.270e-19,,
751.19,5.313e-9,,5.313e-9,4.502e-19,,
751.24,2.561e-9,,2.561e-9,8.853e-19,,
751.29,1.223e-9,,1.223e-9,1.725e-18,,
751.34,5.789e-10,,5.789e-10,3.334e-18,,
751.39,2.716e-10,,2.716e-10,6.385e-18,,
751.44,1.263e-10,,1.263e-10,1.212e-17,,
751.49,5.818e-11,,5.818e-11,2.281e-17,,
751.54,2.657e-11,,2.657e-11,4.256e-17,,
751.59,1.203e-11,,1.203e-11,7.870e-17,,
751.64,5.395e-12,,5.395e-12,1.443e-16,,
751.69,2.621e-16,,,2.621e-16,,
751.74,4.722e-16,,,4.722e-16,,
751.79,8.430e-16,,,8.430e-16,,
751.84,1.492e-15,,,1.492e-15,,
751.89,2.618e-15,,,2.618e-15,,
751.94,4.553e-15,,,4.553e-15,,
751.99,7.848e-15,,,7.848e-15,,
752.04,1.341e-14,,,1.341e-14,,
752.09,2.272e-14,,,2.272e-14,,
752.14,3.815e-14,,,3.815e-14,,
752.19,6.350e-14,,,6.350e-14,,
752.24,1.048e-13,,,1.048e-13,,
752.29,1.714e-13,,,1.714e-13,,
752.34,2.778e-13,,,2.778e-13,,
752.39,4.465e-13,,,4.465e-13,,
752.44,7.113e-13,,,7.113e-13,,
752.49,1.123e-12,,,1.123e-12,,
752.54,1.758e-12,,,1.758e-12,,
752.59,2.729e-12,,,2.729e-12,,
752.64,4.197e-12,,,4.197e-12,,
752.69,6.399e-12,,,6.399e-12,,
752.74,9.672e-12,,,9.672e-12,,
752.79,1.449e-11,,,1.449e-11,,
752.84,2.152e-11,,,2.152e-11,,
752.89,3.168e-11,,,3.168e-11,,
752.94,4.624e-11,,,4.624e-11,,
752.99,6.689e-11,,,6.689e-11,,
753.04,9.591e-11,,,9.591e-11,,
753.09,1.363e-10,,,1.363e-10,,
753.14,1.921e-10,,,1.921e-10,,
753.19,2.683e-10,,,2.683e-10,,
753.24,3.715e-10,,,3.715e-10,,
753.29,5.098e-10,,,5.098e-10,,
753.34,6.936e-10,,,6.936e-10,,
753.39,9.354e-10,,,9.354e-10,,
753.44,1.250e-9,,,1.250e-9,,
753.49,1.657e-9,,,1.657e-9,,
753.54,2.177e-9,,,2.177e-9,,
753.59,2.834e-9,,,2.834e-9,,
753.64,3.658e-9,,,3.658e-9,,
753.69,4.680e-9,,,4.680e-9,,
753.74,5.936e-9,,,5.936e-9,,
753.79,7.463e-9,,,7.463e-9,,
753.84,9.300e-9,,,9.300e-9,,
753.89,1.149e-8,,,1.149e-8,,
753.94,1.407e-8,,,1.407e-8,,
753.99,1.708e-8,,,1.708e-8,,
754.04,2.055e-8,,,2.055e-8,,
754.09,2.451e-8,,,2.451e-8,,
754.14,2.898e-8,,,2.898e-8,,
754.19,3.397e-8,,,3.397e-8,,
754.24,3.946e-8,,,3.946e-8,,
754.29,4.544e-8,,,4.544e-8,,
754.34,5.188e-8,,,5.188e-8,,
754.39,5.871e-8,,,5.871e-8,,
754.44,6.585e-8,,,6.585e-8,,
754.49,7.323e-8,,,7.323e-8,,
754.54,8.071e-8,,,8.071e-8,,
754.59,8.819e-8,,,8.819e-8,,
754.64,9.552e-8,,,9.552e-8,,
754.69,1.025e-7,,,1.025e-7,,
754.74,1.091e-7,,,1.091e-7,,
754.79,1.151e-7,,,1.151e-7,,
