Wavelength (nm),Sum,Al I (6.4e-02),Al II (4.4e-01),Al III (1.3e-05),Cr I (4.5e-02),Cr II (4.6e-01)
754.84,1.204e-7,,,1.204e-7,,
754.89,1.248e-7,,,1.248e-7,,
754.94,1.282e-7,,,1.282e-7,,
754.99,1.306e-7,,,1.306e-7,,
755.04,1.319e-7,,,1.319e-7,,
755.09,1.320e-7,,,1.320e-7,,
755.14,1.310e-7,,,1.310e-7,,
755.19,1.288e-7,,,1.288e-7,,
755.24,1.256e-7,,,1.256e-7,,
755.29,1.214e-7,,,1.214e-7,,
755.34,1.162e-7,,,1.162e-7,,
755.39,1.104e-7,,,1.104e-7,,
755.44,1.039e-7,,,1.039e-7,,
755.49,9.695e-8,,,9.695e-8,,
755.54,8.967e-8,,,8.967e-8,,
755.59,8.221e-8,,,8.221e-8,,
755.64,7.472e-8,,,7.472e-8,,
755.69,6.731e-8,,,6.731e-8,,
755.74,6.011e-8,,,6.011e-8,,
755.79,5.322e-8,,,5.322e-8,,
755.84,4.670e-8,,,4.670e-8,,
755.89,4.062e-8,,,4.062e-8,,
755.94,3.502e-8,,,3.502e-8,,
755.99,2.994e-8,,,2.994e-8,,
756.04,2.536e-8,,,2.536e-8,,
756.09,2.130e-8,,,2.130e-8,,
756.14,1.773e-8,,,1.773e-8,,
756.19,1.464e-8,,,1.464e-8,,
756.24,1.197e-8,,,1.197e-8,,
756.29,9.708e-9,,,9.708e-9,,
756.34,7.804e-9,,,7.804e-9,,
756.39,6.218e-9,,,6.218e-9,,
756.45,4.680e-9,,,4.680e-9,,
756.5,3.658e-9,,,3.658e-9,,
756.55,2.834e-9,,,2.834e-9,,
756.6,2.177e-9,,,2.177e-9,,
756.65,1.657e-9,,,1.657e-9,,
756.7,1.250e-9,,,1.250e-9,,
756.75,9.354e-10,,,9.354e-10,,
756.8,6.936e-10,,,6.936e-10,,
756.85,5.098e-10,,,5.098e-10,,
756.9,3.715e-10,,,3.715e-10,,
756.95,2.683e-10,,,2.683e-10,,
757,1.921e-10,,,1.921e-10,,
757.05,1.363e-10,,,1.363e-10,,
757.1,9.591e-11,,,9.591e-11,,
757.15,6.689e-11,,,6.689e-11,,
757.2,4.624e-11,,,4.624e-11,,
757.25,3.168e-11,,,3.168e-11,,
757.3,2.152e-11,,,2.152e-11,,
757.35,1.449e-11,,,1.449e-11,,
757.4,9.672e-12,,,9.672e-12,,
757.45,6.399e-12,,,6.399e-12,,
757.5,4.197e-12,,,4.197e-12,,
757.55,2.729e-12,,,2.729e-12,,
757.6,1.758e-12,,,1.758e-12,,
757.65,1.123e-12,,,1.123e-12,,
757.7,7.113e-13,,,7.113e-13,,
757.75,4.465e-13,,,4.465e-13,,
757.8,2.778e-13,,,2.778e-13,,
757.85,1.714e-13,,,1.714e-13,,
757.9,1.048e-13,,,1.048e-13,,
757.95,6.350e-14,,,6.350e-14,,
758,3.815e-14,,,3.815e-14,,
758.05,2.272e-14,,,2.272e-14,,
758.1,1.341e-14,,,1.341e-14,,
758.15,7.848e-15,,,7.848e-15,,
758.2,4.572e-14,,4.116e-14,4.553e-15,,
758.25,9.298e-14,,9.037e-14,2.618e-15,,
758.3,1.982e-13,,1.967e-13,1.492e-15,,
758.35,4.252e-13,,4.244e-13,8.430e-16,,
758.4,9.084e-13,,9.079e-13,4.722e-16,,
758.45,1.926e-12,,1.926e-12,2.621e-16,,
758.5,4.050e-12,,4.049e-12,1.443e-16,,
758.55,8.443e-12,,8.443e-12,7.870e-17,,
758.6,1.745e-11,,1.745e-11,4.256e-17,,
758.65,3.576e-11,,3.576e-11,2.281e-17,,
758.7,7.267e-11,,7.267e-11,1.212e-17,,
758.75,1.464e-10,,1.464e-10,6.385e-18,,
758.8,2.924e-10,,2.924e-10,3.334e-18,,
758.85,5.789e-10,,5.789e-10,1.725e-18,,
758.9,1.136e-9,,1.136e-9,8.853e-19,,
758.95,2.212e-9,,2.212e-9,4.525e-19,,
759,4.269e-9,,4.269e-9,2.320e-19,,
759.05,8.167e-9,,8.167e-9,1.243e-19,,
759.1,1.549e-8,,1.549e-8,7.951e-20,,
759.15,2.913e-8,,2.913e-8,7.726e-20,,
759.2,5.432e-8,,5.432e-8,1.183e-19,,
759.25,1.004e-7,,1.004e-7,2.259e-19,,
759.3,1.840e-7,,1.840e-7,4.585e-19,,
759.35,3.344e-7,,3.344e-7,9.383e-19,,
759.4,6.025e-7,,6.025e-7,1.912e-18,,
759.45,1.076e-6,,1.076e-6,3.865e-18,,
759.5,1.906e-6,,1.906e-6,7.750e-18,,
759.55,3.346e-6,,3.346e-6,1.541e-17,,
759.6,5.824e-6,,5.824e-6,3.037e-17,,
759.65,1.005e-5,,1.005e-5,5.936e-17,,
759.7,1.720e-5,,1.720e-5,1.150e-16,,
759.75,2.918e-5,,2.918e-5,2.209e-16,,
759.8,4.907e-5,,4.907e-5,4.208e-16,,
759.85,8.183e-5,,8.183e-5,7.948e-16,,
759.9,1.353e-4,,1.353e-4,1.488e-15,,
759.95,2.217e-4,,2.217e-4,2.762e-15,,
760,3.604e-4,,3.604e-4,5.085e-15,,
760.05,5.807e-4,,5.807e-4,9.279e-15,,
760.1,9.276e-4,,9.276e-4,1.679e-14,,
760.15,1.469e-3,,1.469e-3,3.011e-14,,
760.2,2.307e-3,,2.307e-3,5.356e-14,,
760.25,3.592e-3,,3.592e-3,9.445e-14,,
760.3,5.544e-3,,5.544e-3,1.651e-13,,
760.35,8.485e-3,,8.485e-3,2.862e-13,,
760.4,1.288e-2,,1.288e-2,4.919e-13,,
760.45,1.937e-2,,1.937e-2,8.383e-13,,
760.5,2.889e-2,,2.889e-2,1.416e-12,,
760.55,4.273e-2,,4.273e-2,2.372e-12,,
760.6,6.266e-2,,6.266e-2,3.940e-12,,
760.65,9.109e-2,,9.109e-2,6.487e-12,,
760.7,1.313e-1,,1.313e-1,1.059e-11,,
760.75,1.877e-1,,1.877e-1,1.714e-11,,
760.8,2.659e-1,,2.659e-1,2.751e-11,,
760.85,3.737e-1,,3.737e-1,4.377e-11,,
760.9,5.206e-1,,5.206e-1,6.905e-11,,
760.95,7.191e-1,,7.191e-1,1.080e-10,,
761,9.850e-1,,9.850e-1,1.675e-10,,
761.05,1.338e+0,,1.338e+0,2.575e-10,,
761.1,1.802e+0,,1.802e+0,3.925e-10,,
761.15,2.406e+0,,2.406e+0,5.933e-10,,
761.2,3.186e+0,,3.186e+0,8.890e-10,,
761.25,4.184e+0,,4.184e+0,1.321e-9,,
761.3,5.449e+0,,5.449e+0,1.946e-9,,
761.35,7.038e+0,,7.038e+0,2.842e-9,,
761.4,9.014e+0,,9.014e+0,4.115e-9,,
761.45,1.145e+1,,1.145e+1,5.908e-9,,
761.5,1.443e+1,,1.443e+1,8.409e-9,,
761.55,1.803e+1,,1.803e+1,1.187e-8,,
761.6,2.234e+1,,2.234e+1,1.661e-8,,
761.65,2.747e+1,,2.747e+1,2.304e-8,,
761.7,3.351e+1,,3.351e+1,3.169e-8,,
761.75,4.056e+1,,4.056e+1,4.322e-8,,
761.8,4.870e+1,,4.870e+1,5.843e-8,,
761.85,5.803e+1,,5.803e+1,7.833e-8,,
761.9,6.861e+1,,6.861e+1,1.041e-7,,
761.95,8.052e+1,,8.052e+1,1.372e-7,,
762,9.379e+1,,9.379e+1,1.793e-7,,
762.05,1.085e+2,,1.085e+2,2.322e-7,,
762.1,1.245e+2,,1.245e+2,2.983e-7,,
762.15,1.420e+2,,1.420e+2,3.798e-7,,
762.2,1.608e+2,,1.608e+2,4.796e-7,,
762.25,1.808e+2,,1.808e+2,6.003e-7,,
762.3,2.021e+2,,2.021e+2,7.451e-7,,
762.35,2.244e+2,,2.244e+2,9.169e-7,,
762.4,2.477e+2,,2.477e+2,1.119e-6,,
762.45,2.717e+2,,2.717e+2,1.353e-6,,
762.5,2.964e+2,,2.964e+2,1.623e-6,,
762.55,3.215e+2,,3.215e+2,1.930e-6,,
762.6,3.469e+2,,3.469e+2,2.275e-6,,
762.65,3.723e+2,,3.723e+2,2.659e-6,,
762.7,3.976e+2,,3.976e+2,3.082e-6,,
762.75,4.225e+2,,4.225e+2,3.541e-6,,
762.8,4.467e+2,,4.467e+2,4.034e-6,,
762.85,4.701e+2,,4.701e+2,4.557e-6,,
762.9,4.925e+2,,4.925e+2,5.103e-6,,
762.95,5.135e+2,,5.135e+2,5.666e-6,,
763,5.329e+2,,5.329e+2,6.238e-6,,
763.05,5.504e+2,,5.504e+2,6.808e-6,,
763.1,5.658e+2,,5.658e+2,7.368e-6,,
763.15,5.788e+2,,5.788e+2,7.905e-6,,
763.2,5.892e+2,,5.892e+2,8.410e-6,,
763.25,5.967e+2,,5.967e+2,8.870e-6,,
763.3,6.012e+2,,6.012e+2,9.275e-6,,
763.35,6.023e+2,,6.023e+2,9.617e-6,,
763.4,6.001e+2,,6.001e+2,9.886e-6,,
763.45,5.945e+2,,5.945e+2,1.008e-5,,
763.5,5.854e+2,,5.854e+2,1.018e-5,,
763.55,5.729e+2,,5.729e+2,1.020e-5,,
763.6,5.571e+2,,5.571e+2,1.013e-5,,
763.65,5.382e+2,,5.382e+2,9.979e-6,,
763.7,5.165e+2,,5.165e+2,9.745e-6,,
763.75,4.922e+2,,4.922e+2,9.434e-6,,
763.8,4.658e+2,,4.658e+2,9.056e-6,,
763.85,4.377e+2,,4.377e+2,8.619e-6,,
763.9,4.083e+2,,4.083e+2,8.134e-6,,
763.95,3.780e+2,,3.780e+2,7.610e-6,,
764,3.473e+2,,3.473e+2,7.060e-6,,
764.05,3.167e+2,,3.167e+2,6.495e-6,,
764.1,2.866e+2,,2.866e+2,5.925e-6,,
764.15,2.573e+2,,2.573e+2,5.360e-6,,
764.2,2.292e+2,,2.292e+2,4.810e-6,,
764.25,2.025e+2,,2.025e+2,4.282e-6,,
764.3,1.775e+2,,1.775e+2,3.783e-6,,
764.35,1.543e+2,,1.543e+2,3.318e-6,,
764.4,1.331e+2,,1.331e+2,2.891e-6,,
764.45,1.138e+2,,1.138e+2,2.506e-6,,
764.5,9.653e+1,,9.653e+1,2.164e-6,,
764.55,8.121e+1,,8.121e+1,1.865e-6,,
764.6,6.775e+1,,6.775e+1,1.611e-6,,
764.65,5.605e+1,,5.605e+1,1.400e-6,,
764.7,4.599e+1,,4.599e+1,1.232e-6,,
764.75,3.741e+1,,3.741e+1,1.104e-6,,
764.8,3.018e+1,,3.018e+1,1.017e-6,,
764.85,2.415e+1,,2.415e+1,9.669e-7,,
764.9,1.915e+1,,1.915e+1,9.533e-7,,
764.95,1.507e+1,,1.507e+1,9.743e-7,,
765,1.175e+1,,1.175e+1,1.028e-6,,
765.05,9.086e+0,,9.086e+0,1.113e-6,,
765.1,6.967e+0,,6.967e+0,1.228e-6,,
765.15,5.297e+0,,5.297e+0,1.370e-6,,
765.2,3.993e+0,,3.993e+0,1.538e-6,,
765.25,2.984e+0,,2.984e+0,1.729e-6,,
765.3,2.212e+0,,2.212e+0,1.940e-6,,
765.35,1.625e+0,,1.625e+0,2.168e-6,,
765.4,1.184e+0,,1.184e+0,2.410e-6,,
765.45,8.552e-1,,8.551e-1,2.662e-6,,
765.5,6.124e-1,,6.124e-1,2.918e-6,,
765.55,4.349e-1,,4.349e-1,3.175e-6,,
765.6,3.062e-1,,3.062e-1,3.428e-6,,
765.65,2.137e-1,,2.137e-1,3.670e-6,,
765.7,1.479e-1,,1.479e-1,3.897e-6,,
765.75,1.015e-1,,1.015e-1,4.104e-6,,
765.8,6.905e-2,,6.904e-2,4.286e-6,,
765.85,4.658e-2,,4.657e-2,4.438e-6,,
765.9,3.115e-2,,3.115e-2,4.556e-6,,
765.95,2.066e-2,,2.065e-2,4.639e-6,,
766,1.358e-2,,1.358e-2,4.683e-6,,
766.05,8.854e-3,,8.849e-3,4.688e-6,,
766.1,5.723e-3,,5.719e-3,4.654e-6,,
766.15,3.669e-3,,3.664e-3,4.582e-6,,
766.2,2.332e-3,,2.328e-3,4.473e-6,,
766.25,1.470e-3,,1.466e-3,4.331e-6,,
766.3,9.196e-4,,9.154e-4,4.161e-6,,
766.35,5.707e-4,,5.668e-4,3.965e-6,,
766.4,3.516e-4,,3.479e-4,3.751e-6,,
766.45,2.153e-4,,2.117e-4,3.523e-6,,
766.5,1.310e-4,,1.278e-4,3.287e-6,,
766.55,7.949e-5,,7.644e-5,3.049e-6,,
766.6,4.816e-5,,4.535e-5,2.816e-6,,
766.65,2.928e-5,,2.668e-5,2.594e-6,,
766.7,1.797e-5,,1.559e-5,2.387e-6,,
766.75,1.126e-5,,9.063e-6,2.202e-6,,
766.8,7.332e-6,,5.289e-6,2.043e-6,,
766.85,5.089e-6,,3.174e-6,1.915e-6,,
766.9,3.909e-6,,2.087e-6,1.822e-6,,
766.95,3.457e-6,,1.689e-6,1.768e-6,,
767,3.602e-6,,1.846e-6,1.756e-6,,
767.05,4.373e-6,,2.586e-6,1.787e-6,,
767.1,5.963e-6,,4.097e-6,1.866e-6,,
767.15,8.768e-6,,6.776e-6,1.992e-6,,
767.2,1.347e-5,,1.131e-5,2.167e-6,,
767.25,2.121e-5,,1.882e-5,2.391e-6,,
767.3,3.378e-5,,3.112e-5,2.663e-6,,
767.35,5.404e-5,,5.106e-5,2.981e-6,,
767.4,8.646e-5,,8.311e-5,3.343e-6,,
767.45,1.379e-4,,1.342e-4,3.745e-6,,
767.5,2.190e-4,,2.148e-4,4.182e-6,,
767.55,3.457e-4,,3.411e-4,4.647e-6,,
767.6,5.423e-4,,5.371e-4,5.135e-6,,
767.65,8.445e-4,,8.389e-4,5.637e-6,,
767.7,1.306e-3,,1.299e-3,6.143e-6,,
767.75,2.003e-3,,1.996e-3,6.645e-6,,
767.8,3.049e-3,,3.042e-3,7.131e-6,,
767.85,4.605e-3,,4.597e-3,7.591e-6,,
767.9,6.899e-3,,6.891e-3,8.016e-6,,
767.95,1.025e-2,,1.024e-2,8.394e-6,,
768,1.512e-2,,1.511e-2,8.718e-6,,
768.05,2.210e-2,,2.210e-2,8.978e-6,,
768.1,3.206e-2,,3.206e-2,9.169e-6,,
768.15,4.614e-2,,4.613e-2,9.285e-6,,
768.2,6.585e-2,,6.584e-2,9.324e-6,,
768.25,9.323e-2,,9.322e-2,9.284e-6,,
768.3,1.309e-1,,1.309e-1,9.166e-6,,
768.35,1.824e-1,,1.824e-1,8.974e-6,,
768.4,2.521e-1,,2.521e-1,8.712e-6,,
768.45,3.456e-1,,3.456e-1,8.386e-6,,
768.5,4.701e-1,,4.701e-1,8.004e-6,,
768.55,6.342e-1,,6.342e-1,7.575e-6,,
768.6,8.490e-1,,8.490e-1,7.108e-6,,
768.65,1.127e+0,,1.127e+0,6.615e-6,,
768.7,1.485e+0,,1.485e+0,6.103e-6,,
768.75,1.942e+0,,1.942e+0,5.583e-6,,
768.8,2.519e+0,,2.519e+0,5.065e-6,,
768.85,3.241e+0,,3.241e+0,4.556e-6,,
768.9,4.139e+0,,4.139e+0,4.064e-6,,
768.95,5.245e+0,,5.245e+0,3.594e-6,,
769,6.596e+0,,6.596e+0,3.152e-6,,
769.05,8.230e+0,,8.230e+0,2.740e-6,,
769.1,1.019e+1,,1.019e+1,2.363e-6,,
769.15,1.253e+1,,1.253e+1,2.020e-6,,
769.2,1.528e+1,,1.528e+1,1.712e-6,,
769.25,1.850e+1,,1.850e+1,1.439e-6,,
769.3,2.224e+1,,2.224e+1,1.200e-6,,
769.35,2.653e+1,,2.653e+1,9.914e-7,,
769.4,3.142e+1,,3.142e+1,8.124e-7,,
769.45,3.694e+1,,3.694e+1,6.601e-7,,
769.5,4.312e+1,,4.312e+1,5.319e-7,,
769.55,4.998e+1,,4.998e+1,4.249e-7,,
769.6,5.752e+1,,5.752e+1,3.366e-7,,
769.65,6.574e+1,,6.574e+1,2.644e-7,,
769.7,7.461e+1,,7.461e+1,2.059e-7,,
769.75,8.410e+1,,8.410e+1,1.590e-7,,
769.8,9.415e+1,,9.415e+1,1.218e-7,,
769.85,1.047e+2,,1.047e+2,9.246e-8,,
769.9,1.157e+2,,1.157e+2,6.961e-8,,
769.95,1.269e+2,,1.269e+2,5.197e-8,,
770,1.384e+2,,1.384e+2,3.847e-8,,
770.05,1.499e+2,,1.499e+2,2.824e-8,,
770.1,1.614e+2,,1.614e+2,2.055e-8,,
770.15,1.726e+2,,1.726e+2,1.483e-8,,
770.2,1.835e+2,,1.835e+2,1.061e-8,,
770.25,1.938e+2,,1.938e+2,7.529e-9,,
770.3,2.035e+2,,2.035e+2,5.297e-9,,
770.35,2.123e+2,,2.123e+2,3.695e-9,,
770.4,2.202e+2,,2.202e+2,2.556e-9,,
770.45,2.270e+2,,2.270e+2,1.753e-9,,
770.5,2.326e+2,,2.326e+2,1.192e-9,,
770.55,2.369e+2,,2.369e+2,8.041e-10,,
770.6,2.399e+2,,2.399e+2,5.377e-10,,
770.65,2.414e+2,,2.414e+2,3.565e-10,,
770.7,2.414e+2,,2.414e+2,2.344e-10,,
770.75,2.400e+2,,2.400e+2,1.528e-10,,
770.8,2.372e+2,,2.372e+2,9.877e-11,,
770.85,2.330e+2,,2.330e+2,6.330e-11,,
770.9,2.274e+2,,2.274e+2,4.023e-11,,
770.95,2.206e+2,,2.206e+2,2.535e-11,,
771,2.127e+2,,2.127e+2,1.584e-11,,
771.05,2.037e+2,,2.037e+2,9.815e-12,,
771.1,1.939e+2,,1.939e+2,6.030e-12,,
771.15,1.834e+2,,1.834e+2,3.673e-12,,
771.2,1.724e+2,,1.724e+2,2.219e-12,,
771.25,1.609e+2,,1.609e+2,1.329e-12,,
771.3,1.492e+2,,1.492e+2,7.892e-13,,
771.35,1.374e+2,,1.374e+2,4.647e-13,,
771.4,1.257e+2,,1.257e+2,2.714e-13,,
771.45,1.142e+2,,1.142e+2,1.571e-13,,
771.5,1.030e+2,,1.030e+2,9.020e-14,,
771.55,9.227e+1,,9.227e+1,5.135e-14,,
771.6,8.207e+1,,8.207e+1,2.898e-14,,
771.65,7.248e+1,,7.248e+1,1.622e-14,,
771.7,6.354e+1,,6.354e+1,9.002e-15,,
771.75,5.530e+1,,5.530e+1,4.953e-15,,
771.8,4.777e+1,,4.777e+1,2.703e-15,,
771.85,4.096e+1,,4.096e+1,1.462e-15,,
771.9,3.486e+1,,3.486e+1,7.845e-16,,
771.95,2.944e+1,,2.944e+1,4.173e-16,,
772,2.468e+1,,2.468e+1,2.201e-16,,
772.05,2.053e+1,,2.053e+1,1.151e-16,,
772.1,1.694e+1,,1.694e+1,5.970e-17,,
772.15,1.388e+1,,1.388e+1,3.070e-17,,
772.2,1.128e+1,,1.128e+1,1.565e-17,,
772.25,9.093e+0,,9.093e+0,7.913e-18,,
772.3,7.274e+0,,7.274e+0,3.967e-18,,
772.35,5.773e+0,,5.773e+0,1.972e-18,,
772.4,4.545e+0,,4.545e+0,9.719e-19,,
772.45,3.550e+0,,3.550e+0,4.750e-19,,
772.5,2.751e+0,,2.751e+0,2.302e-19,,
772.55,2.115e+0,,2.115e+0,1.106e-19,,
772.6,1.612e+0,,1.612e+0,5.270e-20,,
772.65,1.219e+0,,1.219e+0,2.490e-20,,
772.7,9.148e-1,,9.148e-1,1.166e-20,,
772.75,6.807e-1,,6.807e-1,5.418e-21,,
772.8,5.025e-1,,5.025e-1,2.495e-21,,
772.85,3.678e-1,,3.678e-1,,,
772.9,2.671e-1,,2.671e-1,,,
772.95,1.923e-1,,1.923e-1,,,
773,1.374e-1,,1.374e-1,,,
773.05,9.733e-2,,9.733e-2,,,
773.1,6.838e-2,,6.838e-2,,,
773.15,4.765e-2,,4.765e-2,,,
773.2,3.293e-2,,3.293e-2,,,
773.25,2.257e-2,,2.257e-2,,,
773.3,1.534e-2,,1.534e-2,,,
773.35,1.034e-2,,1.034e-2,,,
773.4,6.914e-3,,6.914e-3,,,
773.45,4.584e-3,,4.584e-3,,,
773.5,3.014e-3,,3.014e-3,,,
773.55,1.966e-3,,1.966e-3,,,
773.6,1.271e-3,,1.271e-3,,,
773.65,8.151e-4,,8.151e-4,,,
773.7,5.184e-4,,5.184e-4,,,
773.75,3.269e-4,,3.269e-4,,,
773.8,2.045e-4,,2.045e-4,,,
773.85,1.268e-4,,1.268e-4,,,
773.9,7.800e-5,,7.800e-5,,,
773.95,4.757e-5,,4.757e-5,,,
774,2.877e-5,,2.877e-5,,,
774.05,1.726e-5,,1.726e-5,,,
774.1,1.027e-5,,1.027e-5,,,
774.15,6.055e-6,,6.055e-6,,,
774.2,3.542e-6,,3.542e-6,,,
774.25,2.054e-6,,2.054e-6,,,
774.3,1.182e-6,,1.182e-6,,,
774.35,6.741e-7,,6.741e-7,,,
774.4,3.813e-7,,3.813e-7,,,
774.45,2.139e-7,,2.139e-7,,,
774.5,1.190e-7,,1.190e-7,,,
774.55,6.562e-8,,6.562e-8,,,
774.6,3.589e-8,,3.589e-8,,,
774.65,1.947e-8,,1.947e-8,,,
774.7,1.047e-8,,1.047e-8,,,
774.75,5.584e-9,,5.584e-9,,,
774.8,2.954e-9,,2.954e-9,,,
774.85,1.549e-9,,1.549e-9,,,
774.9,8.057e-10,,8.057e-10,,,
774.95,4.155e-10,,4.155e-10,,,
775,2.125e-10,,2.125e-10,,,
775.05,1.078e-10,,1.078e-10,,,
775.1,5.420e-11,,5.420e-11,,,
775.15,2.703e-11,,2.703e-11,,,
775.2,1.337e-11,,1.337e-11,,,
775.25,6.547e-12,,6.547e-12,,,
775.3,3.184e-12,,3.184e-12,,,
775.35,1.535e-12,,1.535e-12,,,
775.4,7.342e-13,,7.342e-13,,,
775.45,3.482e-13,,3.482e-13,,,
775.5,1.637e-13,,1.637e-13,,,
775.55,7.635e-14,,7.635e-14,,,
775.6,3.530e-14,,3.530e-14,,,
778.8,4.127e-10,4.127e-10,,,,
778.85,8.881e-10,8.881e-10,,,,
778.9,2.702e-9,2.702e-9,,,,
778.95,5.744e-9,5.744e-9,,,,
779,1.211e-8,1.211e-8,,,,
779.05,2.532e-8,2.532e-8,,,,
779.1,5.253e-8,5.253e-8,,,,
779.15,1.081e-7,1.081e-7,,,,
779.2,2.206e-7,2.206e-7,,,,
779.25,4.466e-7,4.466e-7,,,,
779.3,8.968e-7,8.968e-7,,,,
779.35,1.786e-6,1.786e-6,,,,
779.4,3.529e-6,3.529e-6,,,,
779.45,6.917e-6,6.917e-6,,,,
779.5,1.345e-5,1.345e-5,,,,
779.55,2.593e-5,2.593e-5,,,,
779.6,4.960e-5,4.960e-5,,,,
779.65,9.410e-5,9.410e-5,,,,
779.7,1.771e-4,1.771e-4,,,,
779.75,3.306e-4,3.306e-4,,,,
779.8,6.122e-4,6.122e-4,,,,
779.85,1.125e-3,1.125e-3,,,,
779.9,2.049e-3,2.049e-3,,,,
779.95,3.703e-3,3.703e-3,,,,
780,6.638e-3,6.638e-3,,,,
780.05,1.180e-2,1.180e-2,,,,
780.1,2.082e-2,2.082e-2,,,,
780.15,3.643e-2,3.643e-2,,,,
780.2,6.322e-2,6.322e-2,,,,
780.25,1.088e-1,1.088e-1,,,,
780.3,1.858e-1,1.858e-1,,,,
780.35,3.148e-1,3.148e-1,,,,
780.4,5.288e-1,5.288e-1,,,,
780.45,8.813e-1,8.813e-1,,,,
780.5,1.457e+0,1.457e+0,,,,
780.55,2.389e+0,2.389e+0,,,,
780.6,3.886e+0,3.886e+0,,,,
780.65,6.270e+0,6.270e+0,,,,
780.7,1.003e+1,1.003e+1,,,,
780.75,1.593e+1,1.593e+1,,,,
780.8,2.508e+1,2.508e+1,,,,
780.85,3.918e+1,3.918e+1,,,,
780.9,6.070e+1,6.070e+1,,,,
780.95,9.328e+1,9.328e+1,,,,
781,1.422e+2,1.422e+2,,,,
781.05,2.150e+2,2.150e+2,,,,
781.1,3.225e+2,3.225e+2,,,,
781.15,4.799e+2,4.799e+2,,,,
781.2,7.082e+2,7.082e+2,,,,
781.25,1.037e+3,1.037e+3,,,,
781.3,1.505e+3,1.505e+3,,,,
781.35,2.168e+3,2.168e+3,,,,
781.4,3.098e+3,3.098e+3,,,,
781.45,4.391e+3,4.391e+3,,,,
781.5,6.173e+3,6.173e+3,,,,
781.55,8.607e+3,8.607e+3,,,,
781.6,1.191e+4,1.191e+4,,,,
781.65,1.633e+4,1.633e+4,,,,
781.7,2.223e+4,2.223e+4,,,,
781.75,3.001e+4,3.001e+4,,,,
781.8,4.019e+4,4.019e+4,,,,
781.85,5.338e+4,5.338e+4,,,,
781.9,7.033e+4,7.033e+4,,,,
781.95,9.192e+4,9.192e+4,,,,
782,1.192e+5,1.192e+5,,,,
782.05,1.532e+5,1.532e+5,,,,
782.1,1.955e+5,1.955e+5,,,,
782.15,2.473e+5,2.473e+5,,,,
782.2,3.104e+5,3.104e+5,,,,
782.25,3.864e+5,3.864e+5,,,,
782.3,4.772e+5,4.772e+5,,,,
782.35,5.845e+5,5.845e+5,,,,
782.4,7.102e+5,7.102e+5,,,,
782.45,8.560e+5,8.560e+5,,,,
782.5,1.023e+6,1.023e+6,,,,
782.55,1.213e+6,1.213e+6,,,,
782.6,1.427e+6,1.427e+6,,,,
782.65,1.666e+6,1.666e+6,,,,
782.7,1.928e+6,1.928e+6,,,,
782.75,2.213e+6,2.213e+6,,,,
782.8,2.520e+6,2.520e+6,,,,
782.85,2.847e+6,2.847e+6,,,,
782.9,3.190e+6,3.190e+6,,,,
782.95,3.545e+6,3.545e+6,,,,
783,3.909e+6,3.909e+6,,,,
783.05,4.274e+6,4.274e+6,,,,
783.1,4.637e+6,4.637e+6,,,,
783.15,4.989e+6,4.989e+6,,,,
783.2,5.325e+6,5.325e+6,,,,
783.25,5.637e+6,5.637e+6,,,,
783.3,5.920e+6,5.920e+6,,,,
783.35,6.167e+6,6.167e+6,,,,
783.4,6.372e+6,6.372e+6,,,,
783.45,6.531e+6,6.531e+6,,1.924e-20,,
783.5,6.640e+6,6.640e+6,,4.262e-20,,
783.55,6.696e+6,6.696e+6,,9.020e-20,,
783.6,6.699e+6,6.699e+6,,1.894e-19,,
783.65,6.647e+6,6.647e+6,,3.944e-19,,
783.7,6.542e+6,6.542e+6,,8.148e-19,,
783.75,6.387e+6,6.387e+6,,1.670e-18,,
783.8,6.186e+6,6.186e+6,,3.395e-18,,
783.85,5.942e+6,5.942e+6,,6.847e-18,,
783.9,5.662e+6,5.662e+6,,1.370e-17,,
783.95,5.351e+6,5.351e+6,,2.718e-17,,
784,5.017e+6,5.017e+6,,5.352e-17,,
784.05,4.666e+6,4.666e+6,,1.045e-16,,
784.1,4.304e+6,4.304e+6,,2.025e-16,,
784.15,3.939e+6,3.939e+6,,3.891e-16,,
784.2,3.575e+6,3.575e+6,,7.417e-16,,
784.25,3.218e+6,3.218e+6,,1.403e-15,,
784.3,2.874e+6,2.874e+6,,2.631e-15,,
784.35,2.546e+6,2.546e+6,,4.896e-15,,
784.4,2.237e+6,2.237e+6,,9.038e-15,,
784.45,1.950e+6,1.950e+6,,1.655e-14,,
784.5,1.686e+6,1.686e+6,,3.006e-14,,
784.55,1.446e+6,1.446e+6,,5.417e-14,,
784.6,1.230e+6,1.230e+6,,9.683e-14,,
784.65,1.038e+6,1.038e+6,,1.717e-13,,
784.7,8.687e+5,8.687e+5,,3.020e-13,,
784.75,7.212e+5,7.212e+5,,5.270e-13,,
784.8,5.939e+5,5.939e+5,,9.122e-13,,
784.85,4.852e+5,4.852e+5,,1.566e-12,,
784.9,3.931e+5,3.931e+5,,2.668e-12,,
784.95,3.160e+5,3.160e+5,,4.508e-12,,
785,2.519e+5,2.519e+5,,7.556e-12,,
785.05,1.992e+5,1.992e+5,,1.256e-11,,
785.1,1.563e+5,1.563e+5,,2.072e-11,,
785.15,1.216e+5,1.216e+5,,3.390e-11,,
785.2,9.386e+4,9.386e+4,,5.503e-11,,
