Wavelength (nm),Sum,Ca I (3.8e-02),Ca II (9.5e-01),Ca III (1.3e-02)
729.04,1.810e-14,,,1.810e-14
729.09,2.537e-14,,,2.537e-14
729.14,3.524e-14,,,3.524e-14
729.19,4.850e-14,,,4.850e-14
729.24,6.611e-14,,,6.611e-14
729.29,8.928e-14,,,8.928e-14
729.34,1.194e-13,,,1.194e-13
729.39,1.583e-13,,,1.583e-13
729.44,2.079e-13,,,2.079e-13
729.49,2.704e-13,,,2.704e-13
729.54,3.485e-13,,,3.485e-13
729.59,4.450e-13,,,4.450e-13
729.64,5.628e-13,,,5.628e-13
729.69,7.052e-13,,,7.052e-13
729.74,8.755e-13,,,8.755e-13
729.79,1.077e-12,,,1.077e-12
729.84,1.312e-12,,,1.312e-12
729.89,1.583e-12,,,1.583e-12
729.94,1.893e-12,,,1.893e-12
729.99,2.243e-12,,,2.243e-12
730.04,2.632e-12,,,2.632e-12
730.09,3.060e-12,,,3.060e-12
730.14,3.525e-12,,,3.525e-12
730.19,4.022e-12,,,4.022e-12
730.24,4.547e-12,,,4.547e-12
730.29,5.092e-12,,,5.092e-12
730.34,5.650e-12,,,5.650e-12
730.39,6.210e-12,,,6.210e-12
730.44,6.762e-12,,,6.762e-12
730.49,7.295e-12,,,7.295e-12
730.54,7.796e-12,,,7.796e-12
730.59,8.254e-12,,,8.254e-12
730.64,8.657e-12,,,8.657e-12
730.69,8.996e-12,,,8.996e-12
730.74,9.261e-12,,,9.261e-12
730.79,9.445e-12,,,9.445e-12
730.84,9.543e-12,,,9.543e-12
730.89,9.552e-12,,,9.552e-12
730.94,9.471e-12,,,9.471e-12
730.99,9.304e-12,,,9.304e-12
731.04,9.055e-12,,,9.055e-12
731.09,8.731e-12,,,8.731e-12
731.14,8.339e-12,,,8.339e-12
731.19,7.891e-12,,,7.891e-12
731.24,7.398e-12,,,7.398e-12
731.29,6.870e-12,,,6.870e-12
731.34,6.321e-12,,,6.321e-12
731.39,5.762e-12,,,5.762e-12
731.44,5.203e-12,,,5.203e-12
731.49,4.654e-12,,,4.654e-12
731.54,4.125e-12,,,4.125e-12
731.59,3.622e-12,,,3.622e-12
731.64,3.150e-12,,,3.150e-12
731.69,2.715e-12,,,2.715e-12
731.74,2.317e-12,,,2.317e-12
731.79,1.960e-12,,,1.960e-12
731.84,1.642e-12,,,1.642e-12
731.89,1.363e-12,,,1.363e-12
731.94,1.121e-12,,,1.121e-12
731.99,9.131e-13,,,9.131e-13
732.04,7.370e-13,,,7.370e-13
732.09,5.892e-13,,,5.892e-13
732.14,4.667e-13,,,4.667e-13
732.19,3.662e-13,,,3.662e-13
732.24,2.847e-13,,,2.847e-13
732.29,2.193e-13,,,2.193e-13
732.34,1.673e-13,,,1.673e-13
732.39,1.265e-13,,,1.265e-13
732.44,9.470e-14,,,9.470e-14
732.49,7.026e-14,,,7.026e-14
732.54,5.163e-14,,,5.163e-14
732.59,3.760e-14,,,3.760e-14
732.64,2.712e-14,,,2.712e-14
732.69,1.938e-14,,,1.938e-14
732.74,1.372e-14,,,1.372e-14
732.79,9.622e-15,,,9.622e-15
732.84,6.685e-15,,,6.685e-15
732.89,4.602e-15,,,4.602e-15
732.94,3.138e-15,,,3.138e-15
732.99,2.120e-15,,,2.120e-15
733.04,1.419e-15,,,1.419e-15
733.09,9.407e-16,,,9.407e-16
733.14,6.179e-16,,,6.179e-16
733.19,4.021e-16,,,4.021e-16
733.24,2.592e-16,,,2.592e-16
733.29,1.656e-16,,,1.656e-16
733.34,1.048e-16,,,1.048e-16
733.39,6.567e-17,,,6.567e-17
733.44,4.078e-17,,,4.078e-17
733.49,2.509e-17,,,2.509e-17
733.54,1.529e-17,,,1.529e-17
733.59,9.232e-18,,,9.232e-18
733.64,5.522e-18,,,5.522e-18
733.69,3.272e-18,,,3.272e-18
733.74,1.921e-18,,,1.921e-18
733.79,1.117e-18,,,1.117e-18
733.84,6.438e-19,,,6.438e-19
733.89,3.675e-19,,,3.675e-19
733.94,2.078e-19,,,2.078e-19
733.99,1.164e-19,,,1.164e-19
734.04,6.462e-20,,,6.462e-20
734.09,3.553e-20,,,3.553e-20
734.14,1.935e-20,,,1.935e-20
734.19,1.044e-20,,,1.044e-20
734.24,5.583e-21,,,5.583e-21
734.29,2.957e-21,,,2.957e-21
734.34,1.552e-21,,,1.552e-21
734.39,8.066e-22,,,8.066e-22
734.44,4.154e-22,,,4.154e-22
734.49,2.119e-22,,,2.119e-22
734.54,1.071e-22,,,1.071e-22
734.59,5.363e-23,,,5.363e-23
734.64,2.660e-23,,,2.660e-23
734.69,1.307e-23,,,1.307e-23
734.74,6.364e-24,,,6.364e-24
734.79,3.069e-24,,,3.069e-24
734.84,1.467e-24,,,1.467e-24
734.89,6.942e-25,,,6.942e-25
734.94,3.256e-25,,,3.256e-25
734.99,1.513e-25,,,1.513e-25
735.04,6.962e-26,,,6.962e-26
735.09,3.174e-26,,,3.174e-26
735.14,1.434e-26,,,1.434e-26
735.19,6.417e-27,,,6.417e-27
735.24,2.845e-27,,,2.845e-27
778.35,1.269e-27,,,1.269e-27
778.4,2.728e-27,,,2.728e-27
778.45,5.819e-27,,,5.819e-27
778.5,1.231e-26,,,1.231e-26
778.55,2.583e-26,,,2.583e-26
778.6,5.377e-26,,,5.377e-26
778.65,1.110e-25,,,1.110e-25
778.7,2.273e-25,,,2.273e-25
778.75,4.617e-25,,,4.617e-25
778.8,9.302e-25,,,9.302e-25
778.85,1.859e-24,,,1.859e-24
778.9,3.684e-24,,,3.684e-24
778.95,7.242e-24,,,7.242e-24
779,1.412e-23,,,1.412e-23
779.05,2.731e-23,,,2.731e-23
779.1,5.240e-23,,,5.240e-23
779.15,9.971e-23,,,9.971e-23
779.2,1.882e-22,,,1.882e-22
779.25,3.523e-22,,,3.523e-22
779.3,6.542e-22,,,6.542e-22
779.35,1.205e-21,,,1.205e-21
779.4,2.201e-21,,,2.201e-21
779.45,3.988e-21,,,3.988e-21
779.5,7.168e-21,,,7.168e-21
779.55,1.278e-20,,,1.278e-20
779.6,2.259e-20,,,2.259e-20
779.65,3.963e-20,,,3.963e-20
779.7,6.894e-20,,,6.894e-20
779.75,1.189e-19,,,1.189e-19
779.8,2.036e-19,,,2.036e-19
779.85,3.456e-19,,,3.456e-19
779.9,5.819e-19,,,5.819e-19
779.95,9.718e-19,,,9.718e-19
780,1.610e-18,,,1.610e-18
780.05,2.645e-18,,,2.645e-18
780.1,4.311e-18,,,4.311e-18
780.15,6.968e-18,,,6.968e-18
780.2,1.117e-17,,,1.117e-17
780.25,1.777e-17,,,1.777e-17
780.3,2.803e-17,,,2.803e-17
780.35,4.386e-17,,,4.386e-17
780.4,6.806e-17,,,6.806e-17
780.45,1.048e-16,,,1.048e-16
780.5,1.600e-16,,,1.600e-16
780.55,2.423e-16,,,2.423e-16
780.6,3.639e-16,,,3.639e-16
780.65,5.422e-16,,,5.422e-16
780.7,8.013e-16,,,8.013e-16
780.75,1.175e-15,,,1.175e-15
780.8,1.708e-15,,,1.708e-15
780.85,2.463e-15,,,2.463e-15
780.9,3.523e-15,,,3.523e-15
780.95,4.998e-15,,,4.998e-15
781,7.033e-15,,,7.033e-15
781.05,9.818e-15,,,9.818e-15
781.1,1.359e-14,,,1.359e-14
781.15,1.867e-14,,,1.867e-14
781.2,2.543e-14,,,2.543e-14
781.25,3.435e-14,,,3.435e-14
781.3,4.603e-14,,,4.603e-14
781.35,6.119e-14,,,6.119e-14
781.4,8.067e-14,,,8.067e-14
781.45,1.055e-13,,,1.055e-13
781.5,1.368e-13,,,1.368e-13
781.55,1.761e-13,,,1.761e-13
781.6,2.247e-13,,,2.247e-13
781.65,2.844e-13,,,2.844e-13
781.7,3.571e-13,,,3.571e-13
781.75,4.447e-13,,,4.447e-13
781.8,5.493e-13,,,5.493e-13
781.85,6.731e-13,,,6.731e-13
781.9,8.180e-13,,,8.180e-13
781.95,9.861e-13,,,9.861e-13
782,1.179e-12,,,1.179e-12
782.05,1.399e-12,,,1.399e-12
782.1,1.646e-12,,,1.646e-12
782.15,1.921e-12,,,1.921e-12
782.2,2.224e-12,,,2.224e-12
782.25,2.554e-12,,,2.554e-12
782.3,2.909e-12,,,2.909e-12
782.35,3.288e-12,,,3.288e-12
782.4,3.687e-12,,,3.687e-12
782.45,4.102e-12,,,4.102e-12
782.5,4.527e-12,,,4.527e-12
782.55,4.958e-12,,,4.958e-12
782.6,5.389e-12,,,5.389e-12
782.65,5.812e-12,,,5.812e-12
782.7,6.222e-12,,,6.222e-12
782.75,6.612e-12,,,6.612e-12
782.8,6.977e-12,,,6.977e-12
782.85,7.311e-12,,,7.311e-12
782.9,7.609e-12,,,7.609e-12
782.95,7.869e-12,,,7.869e-12
783,8.088e-12,,,8.088e-12
783.05,8.267e-12,,,8.267e-12
783.1,8.406e-12,,,8.406e-12
783.15,8.508e-12,,,8.508e-12
783.2,8.576e-12,,,8.576e-12
783.25,8.615e-12,,,8.615e-12
783.3,8.632e-12,,,8.632e-12
783.35,8.632e-12,,,8.632e-12
783.4,8.623e-12,,,8.623e-12
783.45,8.612e-12,,,8.612e-12
783.5,8.604e-12,,,8.604e-12
783.55,8.604e-12,,,8.604e-12
783.6,8.619e-12,,,8.619e-12
783.65,8.649e-12,,,8.649e-12
783.7,8.698e-12,,,8.698e-12
783.75,8.763e-12,,,8.763e-12
783.8,8.845e-12,,,8.845e-12
783.85,8.938e-12,,,8.938e-12
783.9,9.038e-12,,,9.038e-12
783.95,9.140e-12,,,9.140e-12
784,9.235e-12,,,9.235e-12
784.05,9.316e-12,,,9.316e-12
784.1,9.377e-12,,,9.377e-12
784.15,9.408e-12,,,9.408e-12
784.2,9.404e-12,,,9.404e-12
784.25,9.359e-12,,,9.359e-12
784.3,9.267e-12,,,9.267e-12
784.35,9.127e-12,,,9.127e-12
784.4,8.936e-12,,,8.936e-12
784.45,8.694e-12,,,8.694e-12
784.5,8.403e-12,,,8.403e-12
784.55,8.066e-12,,,8.066e-12
784.6,7.688e-12,,,7.688e-12
784.65,7.275e-12,,,7.275e-12
784.7,6.834e-12,,,6.834e-12
784.75,6.371e-12,,,6.371e-12
784.8,5.894e-12,,,5.894e-12
784.85,5.411e-12,,,5.411e-12
784.9,4.929e-12,,,4.929e-12
784.95,4.454e-12,,,4.454e-12
785,3.994e-12,,,3.994e-12
785.05,3.553e-12,,,3.553e-12
785.1,3.135e-12,,,3.135e-12
785.15,2.745e-12,,,2.745e-12
785.2,2.384e-12,,,2.384e-12
785.25,2.054e-12,,,2.054e-12
785.3,1.755e-12,,,1.755e-12
785.35,1.488e-12,,,1.488e-12
785.4,1.251e-12,,,1.251e-12
785.45,1.043e-12,,,1.043e-12
785.5,8.632e-13,,,8.632e-13
785.55,7.084e-13,,,7.084e-13
785.6,5.767e-13,,,5.767e-13
785.65,4.657e-13,,,4.657e-13
785.7,3.730e-13,,,3.730e-13
785.75,2.963e-13,,,2.963e-13
785.8,2.335e-13,,,2.335e-13
785.85,1.825e-13,,,1.825e-13
785.9,1.415e-13,,,1.415e-13
785.95,1.088e-13,,,1.088e-13
786,8.303e-14,,,8.303e-14
786.05,6.283e-14,,,6.283e-14
786.1,4.716e-14,,,4.716e-14
786.15,3.511e-14,,,3.511e-14
786.2,2.592e-14,,,2.592e-14
786.25,1.899e-14,,,1.899e-14
786.3,1.380e-14,,,1.380e-14
786.35,9.943e-15,,,9.943e-15
786.4,7.108e-15,,,7.108e-15
786.45,5.040e-15,,,5.040e-15
786.5,3.545e-15,,,3.545e-15
786.55,2.473e-15,,,2.473e-15
786.6,1.712e-15,,,1.712e-15
786.65,1.176e-15,,,1.176e-15
786.7,8.023e-16,,,8.023e-16
786.75,5.445e-16,,,5.445e-16
786.8,3.691e-16,,,3.691e-16
786.85,2.524e-16,,,2.524e-16
786.9,1.779e-16,,,1.779e-16
786.95,1.347e-16,,,1.347e-16
787,1.164e-16,,,1.164e-16
787.05,1.206e-16,,,1.206e-16
787.1,1.481e-16,,,1.481e-16
787.15,2.037e-16,,,2.037e-16
787.2,2.965e-16,,,2.965e-16
787.25,4.411e-16,,,4.411e-16
787.31,7.144e-16,,,7.144e-16
787.36,1.064e-15,,,1.064e-15
787.41,1.575e-15,,,1.575e-15
787.46,2.315e-15,,,2.315e-15
787.51,3.375e-15,,,3.375e-15
787.56,4.884e-15,,,4.884e-15
787.61,7.010e-15,,,7.010e-15
787.66,9.982e-15,,,9.982e-15
787.71,1.410e-14,,,1.410e-14
787.76,1.976e-14,,,1.976e-14
787.81,2.747e-14,,,2.747e-14
787.86,3.788e-14,,,3.788e-14
787.91,5.182e-14,,,5.182e-14
787.96,7.033e-14,,,7.033e-14
788.01,9.468e-14,,,9.468e-14
788.06,1.264e-13,,,1.264e-13
788.11,1.675e-13,,,1.675e-13
788.16,2.202e-13,,,2.202e-13
788.21,2.871e-13,,,2.871e-13
788.26,3.713e-13,,,3.713e-13
788.31,4.764e-13,,,4.764e-13
788.36,6.064e-13,,,6.064e-13
788.41,7.657e-13,,,7.657e-13
788.46,9.591e-13,,,9.591e-13
788.51,1.192e-12,,,1.192e-12
788.56,1.469e-12,,,1.469e-12
788.61,1.796e-12,,,1.796e-12
788.66,2.179e-12,,,2.179e-12
788.71,2.622e-12,,,2.622e-12
788.76,3.130e-12,,,3.130e-12
788.81,3.707e-12,,,3.707e-12
788.86,4.355e-12,,,4.355e-12
788.91,5.076e-12,,,5.076e-12
788.96,5.868e-12,,,5.868e-12
789.01,6.730e-12,,,6.730e-12
789.06,7.657e-12,,,7.657e-12
789.11,8.642e-12,,,8.642e-12
789.16,9.676e-12,,,9.676e-12
789.21,1.075e-11,,,1.075e-11
789.26,1.184e-11,,,1.184e-11
789.31,1.294e-11,,,1.294e-11
789.36,1.403e-11,,,1.403e-11
789.41,1.510e-11,,,1.510e-11
789.46,1.611e-11,,,1.611e-11
789.51,1.705e-11,,,1.705e-11
789.56,1.791e-11,,,1.791e-11
789.61,1.865e-11,,,1.865e-11
789.66,1.928e-11,,,1.928e-11
789.71,1.976e-11,,,1.976e-11
789.76,2.010e-11,,,2.010e-11
789.81,2.028e-11,,,2.028e-11
789.86,2.029e-11,,,2.029e-11
789.91,2.015e-11,,,2.015e-11
789.96,1.984e-11,,,1.984e-11
790.01,1.939e-11,,,1.939e-11
790.06,1.879e-11,,,1.879e-11
790.11,1.807e-11,,,1.807e-11
790.16,1.723e-11,,,1.723e-11
790.21,1.630e-11,,,1.630e-11
790.26,1.530e-11,,,1.530e-11
790.31,1.425e-11,,,1.425e-11
790.36,1.316e-11,,,1.316e-11
790.41,1.206e-11,,,1.206e-11
790.46,1.096e-11,,,1.096e-11
790.51,9.888e-12,,,9.888e-12
790.56,8.845e-12,,,8.845e-12
790.61,7.850e-12,,,7.850e-12
790.66,6.910e-12,,,6.910e-12
790.71,6.035e-12,,,6.035e-12
790.76,5.228e-12,,,5.228e-12
790.81,4.493e-12,,,4.493e-12
790.86,3.831e-12,,,3.831e-12
790.91,3.240e-12,,,3.240e-12
790.96,2.719e-12,,,2.719e-12
791.01,2.263e-12,,,2.263e-12
791.06,1.868e-12,,,1.868e-12
791.11,1.530e-12,,,1.530e-12
791.16,1.243e-12,,,1.243e-12
791.21,1.002e-12,,,1.002e-12
791.26,8.014e-13,,,8.014e-13
791.31,6.357e-13,,,6.357e-13
791.36,5.003e-13,,,5.003e-13
791.41,3.905e-13,,,3.905e-13
791.46,3.024e-13,,,3.024e-13
791.51,2.323e-13,,,2.323e-13
791.56,1.771e-13,,,1.771e-13
791.61,1.339e-13,,,1.339e-13
791.66,1.004e-13,,,1.004e-13
791.71,7.468e-14,,,7.468e-14
791.76,5.512e-14,,,5.512e-14
791.81,4.036e-14,,,4.036e-14
791.86,2.931e-14,,,2.931e-14
791.91,2.112e-14,,,2.112e-14
791.96,1.509e-14,,,1.509e-14
792.01,1.070e-14,,,1.070e-14
792.06,7.528e-15,,,7.528e-15
792.11,5.253e-15,,,5.253e-15
792.16,3.636e-15,,,3.636e-15
792.21,2.497e-15,,,2.497e-15
792.26,1.701e-15,,,1.701e-15
792.31,1.149e-15,,,1.149e-15
792.36,7.705e-16,,,7.705e-16
792.41,5.124e-16,,,5.124e-16
792.46,3.380e-16,,,3.380e-16
792.51,2.212e-16,,,2.212e-16
792.56,1.436e-16,,,1.436e-16
792.61,9.249e-17,,,9.249e-17
792.66,5.909e-17,,,5.909e-17
792.71,3.745e-17,,,3.745e-17
792.76,2.355e-17,,,2.355e-17
792.81,1.469e-17,,,1.469e-17
792.86,9.087e-18,,,9.087e-18
792.91,5.577e-18,,,5.577e-18
792.96,3.396e-18,,,3.396e-18
793.01,2.051e-18,,,2.051e-18
793.06,1.229e-18,,,1.229e-18
793.11,7.307e-19,,,7.307e-19
793.16,4.309e-19,,,4.309e-19
793.21,2.520e-19,,,2.520e-19
793.26,1.463e-19,,,1.463e-19
793.31,8.420e-20,,,8.420e-20
793.36,4.808e-20,,,4.808e-20
793.41,2.724e-20,,,2.724e-20
793.46,1.531e-20,,,1.531e-20
793.51,8.535e-21,,,8.535e-21
793.56,4.720e-21,,,4.720e-21
793.61,2.590e-21,,,2.590e-21
793.66,1.410e-21,,,1.410e-21
793.71,7.610e-22,,,7.610e-22
793.76,4.076e-22,,,4.076e-22
793.81,2.166e-22,,,2.166e-22
793.86,1.142e-22,,,1.142e-22
793.91,5.969e-23,,,5.969e-23
793.96,3.096e-23,,,3.096e-23
794.01,1.593e-23,,,1.593e-23
794.06,8.133e-24,,,8.133e-24
794.11,4.118e-24,,,4.118e-24
794.16,2.069e-24,,,2.069e-24
794.21,1.031e-24,,,1.031e-24
794.26,5.097e-25,,,5.097e-25
794.31,2.499e-25,,,2.499e-25
794.36,1.216e-25,,,1.216e-25
794.41,5.869e-26,,,5.869e-26
794.46,2.810e-26,,,2.810e-26
794.51,1.334e-26,,,1.334e-26
794.56,6.305e-27,,,6.305e-27
794.61,2.976e-27,,,2.976e-27
794.66,7.914e-29,,,7.914e-29
794.71,1.642e-28,,,1.642e-28
794.76,3.382e-28,,,3.382e-28
794.81,6.909e-28,,,6.909e-28
794.86,1.400e-27,,,1.400e-27
794.91,2.817e-27,,,2.817e-27
794.96,5.621e-27,,,5.621e-27
795.01,1.113e-26,,,1.113e-26
795.06,2.187e-26,,,2.187e-26
795.11,4.263e-26,,,4.263e-26
795.16,8.245e-26,,,8.245e-26
795.21,1.582e-25,,,1.582e-25
795.26,3.013e-25,,,3.013e-25
795.31,5.692e-25,,,5.692e-25
795.36,1.067e-24,,,1.067e-24
795.41,1.984e-24,,,1.984e-24
795.46,3.662e-24,,,3.662e-24
795.51,6.705e-24,,,6.705e-24
795.56,1.218e-23,,,1.218e-23
795.61,2.196e-23,,,2.196e-23
795.66,3.928e-23,,,3.928e-23
795.71,6.970e-23,,,6.970e-23
795.76,1.227e-22,,,1.227e-22
795.81,2.144e-22,,,2.144e-22
795.86,3.717e-22,,,3.717e-22
795.91,6.392e-22,,,6.392e-22
795.96,1.091e-21,,,1.091e-21
796.01,1.847e-21,,,1.847e-21
796.06,3.103e-21,,,3.103e-21
796.11,5.173e-21,,,5.173e-21
796.16,8.555e-21,,,8.555e-21
796.21,1.404e-20,,,1.404e-20
796.26,2.286e-20,,,2.286e-20
796.31,3.693e-20,,,3.693e-20
796.36,5.920e-20,,,5.920e-20
796.41,9.416e-20,,,9.416e-20
796.46,1.486e-19,,,1.486e-19
796.51,2.327e-19,,,2.327e-19
796.56,3.614e-19,,,3.614e-19
796.61,5.572e-19,,,5.572e-19
796.66,8.521e-19,,,8.521e-19
796.71,1.293e-18,,,1.293e-18
796.76,1.947e-18,,,1.947e-18
796.81,2.909e-18,,,2.909e-18
796.86,4.312e-18,,,4.312e-18
796.91,6.342e-18,,,6.342e-18
796.96,9.254e-18,,,9.254e-18
797.01,1.340e-17,,,1.340e-17
797.06,1.925e-17,,,1.925e-17
797.11,2.744e-17,,,2.744e-17
797.16,3.881e-17,,,3.881e-17
797.21,5.446e-17,,,5.446e-17
797.26,7.583e-17,,,7.583e-17
797.31,1.048e-16,,,1.048e-16
797.36,1.436e-16,,,1.436e-16
797.41,1.953e-16,,,1.953e-16
797.46,2.636e-16,,,2.636e-16
797.51,3.529e-16,,,3.529e-16
797.56,4.688e-16,,,4.688e-16
797.61,6.180e-16,,,6.180e-16
797.66,8.082e-16,,,8.082e-16
797.71,1.049e-15,,,1.049e-15
797.76,1.350e-15,,,1.350e-15
797.81,1.725e-15,,,1.725e-15
797.86,2.187e-15,,,2.187e-15
797.91,2.750e-15,,,2.750e-15
797.96,3.432e-15,,,3.432e-15
798.01,4.249e-15,,,4.249e-15
798.06,5.220e-15,,,5.220e-15
798.11,6.363e-15,,,6.363e-15
798.16,7.696e-15,,,7.696e-15
798.21,9.235e-15,,,9.235e-15
798.26,1.100e-14,,,1.100e-14
798.31,1.299e-14,,,1.299e-14
798.36,1.523e-14,,,1.523e-14
798.41,1.771e-14,,,1.771e-14
798.46,2.044e-14,,,2.044e-14
798.51,2.340e-14,,,2.340e-14
798.56,2.658e-14,,,2.658e-14
798.61,2.996e-14,,,2.996e-14
798.66,3.351e-14,,,3.351e-14
798.71,3.719e-14,,,3.719e-14
798.76,4.094e-14,,,4.094e-14
798.81,4.473e-14,,,4.473e-14
798.86,4.848e-14,,,4.848e-14
798.91,5.214e-14,,,5.214e-14
798.96,5.564e-14,,,5.564e-14
799.01,5.891e-14,,,5.891e-14
799.06,6.189e-14,,,6.189e-14
799.11,6.451e-14,,,6.451e-14
799.16,6.672e-14,,,6.672e-14
799.21,6.846e-14,,,6.846e-14
799.26,6.971e-14,,,6.971e-14
799.31,7.042e-14,,,7.042e-14
799.36,7.058e-14,,,7.058e-14
799.41,7.020e-14,,,7.020e-14
799.46,6.927e-14,,,6.927e-14
799.51,6.782e-14,,,6.782e-14
799.56,6.589e-14,,,6.589e-14
799.61,6.351e-14,,,6.351e-14
799.66,6.074e-14,,,6.074e-14
799.71,5.763e-14,,,5.763e-14
799.76,5.426e-14,,,5.426e-14
799.81,5.069e-14,,,5.069e-14
799.86,4.699e-14,,,4.699e-14
799.91,4.321e-14,,,4.321e-14
799.96,3.943e-14,,,3.943e-14
800.01,3.570e-14,,,3.570e-14
800.06,3.207e-14,,,3.207e-14
800.11,2.859e-14,,,2.859e-14
800.16,2.528e-14,,,2.528e-14
800.21,2.219e-14,,,2.219e-14
800.26,1.932e-14,,,1.932e-14
800.31,1.669e-14,,,1.669e-14
800.36,1.430e-14,,,1.430e-14
800.41,1.216e-14,,,1.216e-14
800.46,1.026e-14,,,1.026e-14
800.51,8.594e-15,,,8.594e-15
800.56,7.139e-15,,,7.139e-15
800.61,5.884e-15,,,5.884e-15
800.66,4.812e-15,,,4.812e-15
800.71,3.905e-15,,,3.905e-15
800.76,3.144e-15,,,3.144e-15
800.81,2.512e-15,,,2.512e-15
800.86,1.991e-15,,,1.991e-15
800.91,1.566e-15,,,1.566e-15
800.96,1.222e-15,,,1.222e-15
801.01,9.459e-16,,,9.459e-16
801.06,7.266e-16,,,7.266e-16
801.11,5.538e-16,,,5.538e-16
801.16,4.188e-16,,,4.188e-16
801.21,3.143e-16,,,3.143e-16
801.26,2.340e-16,,,2.340e-16
801.31,1.729e-16,,,1.729e-16
801.36,1.267e-16,,,1.267e-16
801.41,9.214e-17,,,9.214e-17
801.46,6.649e-17,,,6.649e-17
801.51,4.760e-17,,,4.760e-17
801.56,3.382e-17,,,3.382e-17
801.61,2.384e-17,,,2.384e-17
801.66,1.667e-17,,,1.667e-17
801.71,1.157e-17,,,1.157e-17
801.76,7.975e-18,,,7.975e-18
801.81,5.459e-18,,,5.459e-18
801.86,3.718e-18,,,3.718e-18
801.91,2.531e-18,,,2.531e-18
801.96,1.738e-18,,,1.738e-18
802.01,1.231e-18,,,1.231e-18
802.06,9.377e-19,,,9.377e-19
802.11,8.174e-19,,,8.174e-19
802.16,8.554e-19,,,8.554e-19
802.21,1.063e-18,,,1.063e-18
802.26,1.479e-18,,,1.479e-18
802.31,2.177e-18,,,2.177e-18
802.36,3.273e-18,,,3.273e-18
802.41,4.947e-18,,,4.947e-18
802.46,7.459e-18,,,7.459e-18
802.51,1.118e-17,,,1.118e-17
802.56,1.665e-17,,,1.665e-17
802.61,2.462e-17,,,2.462e-17
802.66,3.611e-17,,,3.611e-17
802.71,5.258e-17,,,5.258e-17
802.76,7.596e-17,,,7.596e-17
802.81,1.089e-16,,,1.089e-16
802.86,1.549e-16,,,1.549e-16
802.91,2.187e-16,,,2.187e-16
802.96,3.064e-16,,,3.064e-16
803.01,4.259e-16,,,4.259e-16
803.06,5.874e-16,,,5.874e-16
803.11,8.041e-16,,,8.041e-16
803.16,1.092e-15,,,1.092e-15
803.21,1.472e-15,,,1.472e-15
803.26,1.969e-15,,,1.969e-15
803.31,2.613e-15,,,2.613e-15
803.36,3.442e-15,,,3.442e-15
803.41,4.498e-15,,,4.498e-15
803.46,5.833e-15,,,5.833e-15
803.51,7.506e-15,,,7.506e-15
803.56,9.586e-15,,,9.586e-15
803.61,1.215e-14,,,1.215e-14
803.66,1.527e-14,,,1.527e-14
803.71,1.906e-14,,,1.906e-14
803.76,2.360e-14,,,2.360e-14
803.81,2.900e-14,,,2.900e-14
803.86,3.535e-14,,,3.535e-14
803.91,4.277e-14,,,4.277e-14
803.96,5.135e-14,,,5.135e-14
804.01,6.118e-14,,,6.118e-14
804.06,7.233e-14,,,7.233e-14
804.11,8.485e-14,,,8.485e-14
804.16,9.877e-14,,,9.877e-14
804.21,1.141e-13,,,1.141e-13
804.26,1.308e-13,,,1.308e-13
804.31,1.488e-13,,,1.488e-13
804.36,1.679e-13,,,1.679e-13
804.41,1.881e-13,,,1.881e-13
804.46,2.090e-13,,,2.090e-13
804.51,2.306e-13,,,2.306e-13
804.56,2.523e-13,,,2.523e-13
804.61,2.740e-13,,,2.740e-13
804.66,2.953e-13,,,2.953e-13
804.71,3.158e-13,,,3.158e-13
804.76,3.352e-13,,,3.352e-13
804.81,3.529e-13,,,3.529e-13
804.86,3.688e-13,,,3.688e-13
804.91,3.824e-13,,,3.824e-13
804.96,3.935e-13,,,3.935e-13
805.01,4.018e-13,,,4.018e-13
805.06,4.071e-13,,,4.071e-13
805.11,4.093e-13,,,4.093e-13
805.16,4.083e-13,,,4.083e-13
805.21,4.043e-13,,,4.043e-13
805.26,3.971e-13,,,3.971e-13
805.31,3.872e-13,,,3.872e-13
805.36,3.745e-13,,,3.745e-13
805.41,3.595e-13,,,3.595e-13
805.46,3.425e-13,,,3.425e-13
805.51,3.237e-13,,,3.237e-13
805.56,3.037e-13,,,3.037e-13
805.61,2.826e-13,,,2.826e-13
805.66,2.610e-13,,,2.610e-13
805.71,2.393e-13,,,2.393e-13
805.76,2.176e-13,,,2.176e-13
805.81,1.964e-13,,,1.964e-13
805.86,1.759e-13,,,1.759e-13
805.91,1.563e-13,,,1.563e-13
805.96,1.378e-13,,,1.378e-13
806.01,1.206e-13,,,1.206e-13
806.06,1.047e-13,,,1.047e-13
806.11,9.025e-14,,,9.025e-14
806.16,7.717e-14,,,7.717e-14
806.21,6.548e-14,,,6.548e-14
806.26,5.513e-14,,,5.513e-14
806.31,4.606e-14,,,4.606e-14
806.36,3.819e-14,,,3.819e-14
806.41,3.142e-14,,,3.142e-14
806.46,2.565e-14,,,2.565e-14
806.51,2.078e-14,,,2.078e-14
806.56,1.670e-14,,,1.670e-14
806.61,1.332e-14,,,1.332e-14
806.66,1.055e-14,,,1.055e-14
806.71,8.285e-15,,,8.285e-15
806.76,6.458e-15,,,6.458e-15
806.81,4.995e-15,,,4.995e-15
806.86,3.834e-15,,,3.834e-15
806.91,2.920e-15,,,2.920e-15
806.96,2.207e-15,,,2.207e-15
