Wavelength (nm),Sum,Ca I (3.8e-02),Ca II (9.5e-01),Ca III (1.3e-02)
370.27,4.731e+8,,4.731e+8,
370.32,5.908e+8,,5.908e+8,
370.37,7.113e+8,,7.113e+8,
370.42,8.258e+8,,8.258e+8,
370.47,9.244e+8,,9.244e+8,
370.52,9.979e+8,,9.979e+8,
370.57,1.039e+9,,1.039e+9,
370.62,1.042e+9,,1.042e+9,
370.67,1.009e+9,,1.009e+9,
370.72,9.414e+8,,9.414e+8,
370.77,8.471e+8,,8.471e+8,
370.82,7.350e+8,,7.350e+8,
370.87,6.149e+8,,6.149e+8,
370.92,4.960e+8,,4.960e+8,
370.97,3.859e+8,,3.859e+8,
371.02,2.894e+8,,2.894e+8,
371.07,2.093e+8,,2.093e+8,
371.12,1.460e+8,,1.460e+8,
371.17,9.817e+7,,9.817e+7,
371.22,6.365e+7,,6.365e+7,
371.27,3.980e+7,,3.980e+7,
371.32,2.399e+7,,2.399e+7,
371.37,1.395e+7,,1.395e+7,
371.42,7.819e+6,,7.819e+6,
371.47,4.226e+6,,4.226e+6,
371.52,2.203e+6,,2.203e+6,
371.57,1.107e+6,,1.107e+6,
371.62,5.364e+5,,5.364e+5,
371.67,2.507e+5,,2.507e+5,
371.72,1.129e+5,,1.129e+5,
371.77,4.907e+4,,4.907e+4,
371.82,2.056e+4,,2.056e+4,
371.87,8.303e+3,,8.303e+3,
371.92,3.235e+3,,3.235e+3,
371.97,1.216e+3,,1.216e+3,
372.02,4.441e+2,,4.441e+2,
372.07,1.673e+2,,1.673e+2,
372.12,9.460e+1,,9.460e+1,
372.17,1.464e+2,,1.464e+2,
372.22,3.834e+2,,3.834e+2,
372.27,1.066e+3,,1.066e+3,
372.32,2.891e+3,,2.891e+3,
372.37,7.572e+3,,7.572e+3,
372.42,1.914e+4,,1.914e+4,
372.47,4.668e+4,,4.668e+4,
372.52,1.098e+5,,1.098e+5,
372.57,2.494e+5,8.587e-10,2.494e+5,
372.62,5.463e+5,4.214e-9,5.463e+5,
372.67,1.155e+6,1.996e-8,1.155e+6,
372.72,2.354e+6,9.120e-8,2.354e+6,
372.77,4.632e+6,4.035e-7,4.632e+6,
372.82,8.792e+6,1.718e-6,8.792e+6,
372.87,1.610e+7,7.061e-6,1.610e+7,
372.92,2.845e+7,2.801e-5,2.845e+7,
372.97,4.851e+7,1.072e-4,4.851e+7,
373.02,7.980e+7,3.961e-4,7.980e+7,
373.07,1.266e+8,1.412e-3,1.266e+8,
373.12,1.939e+8,4.861e-3,1.939e+8,
373.17,2.865e+8,1.615e-2,2.865e+8,
373.22,4.084e+8,5.177e-2,4.084e+8,
373.27,5.616e+8,1.602e-1,5.616e+8,
373.32,7.453e+8,4.787e-1,7.453e+8,
373.37,9.541e+8,1.380e+0,9.541e+8,
373.42,1.179e+9,3.843e+0,1.179e+9,
373.47,1.405e+9,1.033e+1,1.405e+9,
373.52,1.615e+9,2.680e+1,1.615e+9,
373.57,1.792e+9,6.714e+1,1.792e+9,
373.62,1.918e+9,1.624e+2,1.918e+9,
373.67,1.981e+9,3.794e+2,1.981e+9,
373.72,1.974e+9,8.558e+2,1.974e+9,
373.77,1.897e+9,1.865e+3,1.897e+9,
373.82,1.760e+9,3.925e+3,1.760e+9,
373.87,1.575e+9,7.982e+3,1.575e+9,
373.92,1.360e+9,1.568e+4,1.360e+9,
373.97,1.133e+9,2.978e+4,1.133e+9,
374.02,9.108e+8,5.466e+4,9.107e+8,
374.07,7.064e+8,9.700e+4,7.063e+8,
374.12,5.286e+8,1.665e+5,5.285e+8,
374.17,3.818e+8,2.764e+5,3.815e+8,
374.22,2.662e+8,4.440e+5,2.657e+8,
374.27,1.793e+8,6.905e+5,1.786e+8,
374.32,1.168e+8,1.040e+6,1.158e+8,
374.37,7.396e+7,1.518e+6,7.244e+7,
374.42,4.587e+7,2.147e+6,4.373e+7,
374.47,2.841e+7,2.946e+6,2.547e+7,
374.52,1.823e+7,3.925e+6,1.431e+7,
374.57,1.284e+7,5.081e+6,7.757e+6,
374.62,1.045e+7,6.396e+6,4.057e+6,
374.67,9.887e+6,7.839e+6,2.047e+6,
374.72,1.036e+7,9.365e+6,9.969e+5,
374.77,1.139e+7,1.092e+7,4.683e+5,
374.82,1.266e+7,1.245e+7,2.123e+5,
374.87,1.398e+7,1.389e+7,9.283e+4,
374.92,1.523e+7,1.519e+7,3.917e+4,
374.97,1.632e+7,1.631e+7,1.595e+4,
375.02,1.721e+7,1.720e+7,6.263e+3,
375.07,1.784e+7,1.784e+7,2.373e+3,
375.12,1.819e+7,1.819e+7,8.678e+2,
375.17,1.823e+7,1.823e+7,3.061e+2,
375.22,1.795e+7,1.795e+7,1.042e+2,
375.27,1.733e+7,1.733e+7,3.422e+1,
375.32,1.640e+7,1.640e+7,1.084e+1,
375.37,1.517e+7,1.517e+7,3.314e+0,
375.42,1.371e+7,1.371e+7,9.776e-1,
375.47,1.207e+7,1.207e+7,2.782e-1,
375.52,1.034e+7,1.034e+7,7.638e-2,
375.57,8.610e+6,8.610e+6,2.023e-2,
375.62,6.959e+6,6.959e+6,5.172e-3,
375.67,5.454e+6,5.454e+6,1.275e-3,
375.72,4.142e+6,4.142e+6,3.034e-4,
375.77,3.045e+6,3.045e+6,6.965e-5,
375.82,2.166e+6,2.166e+6,1.543e-5,
375.87,1.490e+6,1.490e+6,3.297e-6,
375.92,9.911e+5,9.911e+5,6.797e-7,
375.97,6.370e+5,6.370e+5,,
376.02,3.956e+5,3.956e+5,,
376.07,2.373e+5,2.373e+5,,
376.12,1.375e+5,1.375e+5,,
376.17,7.690e+4,7.690e+4,,
376.22,4.154e+4,4.154e+4,,
376.27,2.166e+4,2.166e+4,,
376.32,1.091e+4,1.091e+4,,
376.37,5.301e+3,5.301e+3,,
376.42,2.487e+3,2.487e+3,,
376.47,1.126e+3,1.126e+3,,
376.52,4.924e+2,4.924e+2,,
376.57,2.078e+2,2.078e+2,,
376.62,8.462e+1,8.462e+1,,
376.67,3.326e+1,3.326e+1,,
376.72,1.262e+1,1.262e+1,,
376.77,4.621e+0,4.621e+0,,
376.82,1.633e+0,1.633e+0,,
376.87,5.572e-1,5.572e-1,,
376.92,1.834e-1,1.834e-1,,
376.97,5.829e-2,5.829e-2,,
377.02,1.788e-2,1.788e-2,,
377.07,5.291e-3,5.291e-3,,
377.12,1.511e-3,1.511e-3,,
377.17,4.167e-4,4.167e-4,,
377.22,1.109e-4,1.109e-4,,
377.27,2.848e-5,2.848e-5,,
377.32,7.058e-6,7.058e-6,,
377.37,1.689e-6,1.689e-6,,
377.42,3.899e-7,3.899e-7,,
377.47,8.687e-8,8.687e-8,,
377.52,1.868e-8,1.868e-8,,
377.57,3.878e-9,3.878e-9,,
384.72,2.156e-9,2.156e-9,,
384.77,1.004e-8,1.004e-8,,
384.82,4.525e-8,4.525e-8,,
384.87,1.972e-7,1.972e-7,,
384.92,8.334e-7,8.334e-7,,
384.97,3.398e-6,3.398e-6,,
385.02,1.340e-5,1.340e-5,,
385.07,5.113e-5,5.113e-5,,
385.12,1.887e-4,1.887e-4,,
385.17,6.734e-4,6.734e-4,,
385.22,2.325e-3,2.325e-3,,
385.27,7.763e-3,7.763e-3,,
385.32,2.508e-2,2.508e-2,,
385.37,7.835e-2,7.835e-2,,
385.42,2.368e-1,2.368e-1,,
385.47,6.924e-1,6.924e-1,,
385.52,1.958e+0,1.958e+0,,
385.57,5.358e+0,5.358e+0,,
385.62,1.418e+1,1.418e+1,,
385.67,3.632e+1,3.632e+1,,
385.72,9.000e+1,9.000e+1,,
385.77,2.158e+2,2.158e+2,,
385.82,5.005e+2,5.005e+2,,
385.87,1.124e+3,1.124e+3,,
385.93,2.839e+3,2.839e+3,,
385.98,5.930e+3,5.930e+3,,
386.03,1.199e+4,1.199e+4,,
386.08,2.346e+4,2.346e+4,,
386.13,4.445e+4,4.445e+4,,
386.18,8.155e+4,8.155e+4,,
386.23,1.449e+5,1.449e+5,,
386.28,2.493e+5,2.493e+5,,
386.33,4.156e+5,4.156e+5,,
386.38,6.713e+5,6.713e+5,,
386.43,1.051e+6,1.051e+6,,
386.48,1.595e+6,1.595e+6,,
386.53,2.348e+6,2.348e+6,,
386.58,3.354e+6,3.354e+6,,
386.63,4.650e+6,4.650e+6,,
386.68,6.261e+6,6.261e+6,,
386.73,8.194e+6,8.194e+6,,
386.78,1.043e+7,1.043e+7,,
386.83,1.292e+7,1.292e+7,,
386.88,1.560e+7,1.560e+7,,
386.93,1.838e+7,1.838e+7,,
386.98,2.117e+7,2.117e+7,,
387.03,2.386e+7,2.386e+7,,
387.08,2.636e+7,2.636e+7,,
387.13,2.861e+7,2.861e+7,,
387.18,3.056e+7,3.056e+7,,
387.23,3.216e+7,3.216e+7,,
387.28,3.339e+7,3.339e+7,,
387.33,3.421e+7,3.421e+7,,
387.38,3.460e+7,3.460e+7,,
387.43,3.451e+7,3.451e+7,,
387.48,3.391e+7,3.391e+7,,
387.53,3.276e+7,3.276e+7,,
387.58,3.107e+7,3.107e+7,,
387.63,2.886e+7,2.886e+7,,
387.68,2.621e+7,2.621e+7,,
387.73,2.323e+7,2.323e+7,,
387.78,2.006e+7,2.006e+7,,
387.83,1.686e+7,1.686e+7,,
387.88,1.378e+7,1.378e+7,,
387.93,1.093e+7,1.093e+7,,
387.98,8.410e+6,8.410e+6,,
388.03,6.276e+6,6.276e+6,,
388.08,4.540e+6,4.540e+6,,
388.13,3.181e+6,3.181e+6,,
388.18,2.159e+6,2.159e+6,,
388.23,1.418e+6,1.418e+6,,
388.28,9.022e+5,9.022e+5,,
388.33,5.555e+5,5.555e+5,,
388.38,3.309e+5,3.309e+5,,
388.43,1.908e+5,1.908e+5,,
388.48,1.064e+5,1.064e+5,,
388.53,5.743e+4,5.743e+4,,
388.58,2.999e+4,2.999e+4,,
388.63,1.515e+4,1.515e+4,,
388.68,7.401e+3,7.401e+3,,
388.73,3.498e+3,3.498e+3,,
388.78,1.600e+3,1.600e+3,,
388.83,7.075e+2,7.075e+2,,
388.88,3.027e+2,3.027e+2,,
388.93,1.253e+2,1.253e+2,,
388.98,5.015e+1,5.015e+1,,
389.03,1.942e+1,1.942e+1,,
389.08,7.274e+0,7.274e+0,,
389.13,2.635e+0,2.635e+0,,
389.18,9.236e-1,9.236e-1,,
389.23,3.131e-1,3.131e-1,,
389.28,1.027e-1,1.027e-1,,
389.33,3.256e-2,3.256e-2,,
389.38,9.987e-3,9.987e-3,,
389.43,2.964e-3,2.964e-3,,
389.48,8.506e-4,8.506e-4,,
389.53,2.361e-4,2.361e-4,,
389.58,6.341e-5,6.341e-5,,
389.63,1.647e-5,1.647e-5,,
389.68,4.138e-6,4.138e-6,,
389.73,1.006e-6,1.006e-6,,
389.78,2.364e-7,2.364e-7,,
389.83,5.375e-8,5.375e-8,,
389.88,1.182e-8,1.182e-8,,
389.93,2.514e-9,2.514e-9,,
390.98,1.363e-5,,1.363e-5,
391.03,6.284e-5,,6.284e-5,
391.08,2.805e-4,,2.805e-4,
391.13,1.213e-3,,1.213e-3,
391.18,5.074e-3,,5.074e-3,
391.23,2.056e-2,,2.056e-2,
391.28,8.065e-2,,8.065e-2,
391.33,3.063e-1,,3.063e-1,
391.38,1.127e+0,,1.127e+0,
391.43,4.011e+0,,4.011e+0,
391.48,1.383e+1,,1.383e+1,
391.53,4.615e+1,,4.615e+1,
391.58,1.491e+2,,1.491e+2,
391.63,4.666e+2,,4.666e+2,
391.68,1.414e+3,,1.414e+3,
391.73,4.146e+3,,4.146e+3,
391.78,1.177e+4,,1.177e+4,
391.83,3.237e+4,,3.237e+4,
391.88,8.617e+4,,8.617e+4,
391.93,2.221e+5,,2.221e+5,
391.98,5.542e+5,,5.542e+5,
392.03,1.339e+6,,1.339e+6,
392.08,3.132e+6,,3.132e+6,
392.13,7.094e+6,,7.094e+6,
392.18,1.556e+7,,1.556e+7,
392.23,3.303e+7,,3.303e+7,
392.28,6.789e+7,,6.789e+7,
392.33,1.351e+8,,1.351e+8,
392.38,2.604e+8,,2.604e+8,
392.43,4.858e+8,,4.858e+8,
392.48,8.775e+8,,8.775e+8,
392.53,1.535e+9,2.209e-9,1.535e+9,
392.58,2.599e+9,9.873e-9,2.599e+9,
392.63,4.261e+9,4.274e-8,4.261e+9,
392.68,6.763e+9,1.792e-7,6.763e+9,
392.73,1.039e+10,7.275e-7,1.039e+10,
392.78,1.547e+10,2.860e-6,1.547e+10,
392.83,2.228e+10,1.089e-5,2.228e+10,
392.88,3.108e+10,4.017e-5,3.108e+10,
392.93,4.198e+10,1.435e-4,4.198e+10,
392.98,5.489e+10,4.961e-4,5.489e+10,
393.03,6.950e+10,1.662e-3,6.950e+10,
393.08,8.519e+10,5.391e-3,8.519e+10,
393.13,1.011e+11,1.693e-2,1.011e+11,
393.18,1.162e+11,5.152e-2,1.162e+11,
393.23,1.292e+11,1.518e-1,1.292e+11,
393.28,1.392e+11,4.331e-1,1.392e+11,
393.33,1.452e+11,1.197e+0,1.452e+11,
393.38,1.466e+11,3.203e+0,1.466e+11,
393.43,1.433e+11,8.301e+0,1.433e+11,
393.48,1.357e+11,2.083e+1,1.357e+11,
393.53,1.243e+11,5.064e+1,1.243e+11,
393.58,1.103e+11,1.192e+2,1.103e+11,
393.63,9.477e+10,2.718e+2,9.477e+10,
393.68,7.883e+10,6.000e+2,7.883e+10,
393.73,6.348e+10,1.283e+3,6.348e+10,
393.78,4.950e+10,2.656e+3,4.950e+10,
393.83,3.737e+10,5.327e+3,3.737e+10,
393.88,2.731e+10,1.034e+4,2.731e+10,
393.93,1.933e+10,1.946e+4,1.933e+10,
393.98,1.324e+10,3.544e+4,1.324e+10,
394.03,8.787e+9,6.250e+4,8.787e+9,
394.08,5.644e+9,1.068e+5,5.644e+9,
394.13,3.510e+9,1.766e+5,3.510e+9,
394.18,2.114e+9,2.830e+5,2.113e+9,
394.23,1.232e+9,4.391e+5,1.232e+9,
394.28,6.960e+8,6.598e+5,6.954e+8,
394.33,3.810e+8,9.603e+5,3.800e+8,
394.38,2.024e+8,1.353e+6,2.011e+8,
394.43,1.048e+8,1.847e+6,1.030e+8,
394.48,5.353e+7,2.442e+6,5.109e+7,
394.53,2.766e+7,3.127e+6,2.453e+7,
394.58,1.529e+7,3.879e+6,1.141e+7,
394.63,9.797e+6,4.662e+6,5.135e+6,
394.68,7.669e+6,5.430e+6,2.238e+6,
394.73,7.077e+6,6.133e+6,9.445e+5,
394.78,7.107e+6,6.722e+6,3.859e+5,
394.83,7.312e+6,7.159e+6,1.527e+5,
394.88,7.485e+6,7.426e+6,5.847e+4,
394.93,7.552e+6,7.531e+6,2.169e+4,
394.98,7.515e+6,7.508e+6,7.801e+3,
395.03,7.423e+6,7.420e+6,2.758e+3,
395.08,7.354e+6,7.353e+6,1.073e+3,
395.13,7.404e+6,7.404e+6,7.892e+2,
395.18,7.671e+6,7.669e+6,1.538e+3,
395.23,8.235e+6,8.231e+6,4.134e+3,
395.28,9.152e+6,9.140e+6,1.131e+4,
395.33,1.044e+7,1.041e+7,3.015e+4,
395.38,1.207e+7,1.199e+7,7.789e+4,
395.43,1.401e+7,1.381e+7,1.950e+5,
395.48,1.619e+7,1.572e+7,4.728e+5,
395.53,1.867e+7,1.756e+7,1.111e+6,
395.58,2.168e+7,1.916e+7,2.527e+6,
395.63,2.591e+7,2.034e+7,5.572e+6,
395.68,3.287e+7,2.097e+7,1.190e+7,
395.73,4.561e+7,2.099e+7,2.462e+7,
395.78,6.971e+7,2.036e+7,4.935e+7,
395.83,1.150e+8,1.914e+7,9.582e+7,
395.88,1.977e+8,1.744e+7,1.802e+8,
395.93,3.438e+8,1.539e+7,3.284e+8,
395.98,5.929e+8,1.316e+7,5.797e+8,
396.03,1.002e+9,1.090e+7,9.914e+8,
396.08,1.651e+9,8.746e+6,1.642e+9,
396.13,2.643e+9,6.797e+6,2.636e+9,
396.18,4.103e+9,5.119e+6,4.098e+9,
396.23,6.176e+9,3.738e+6,6.172e+9,
396.28,9.009e+9,2.652e+6,9.006e+9,
396.33,1.273e+10,1.839e+6,1.273e+10,
396.38,1.743e+10,1.267e+6,1.743e+10,
396.43,2.312e+10,9.027e+5,2.312e+10,
396.48,2.972e+10,7.213e+5,2.971e+10,
396.53,3.699e+10,7.116e+5,3.699e+10,
396.58,4.461e+10,8.797e+5,4.461e+10,
396.63,5.212e+10,1.252e+6,5.212e+10,
396.68,5.899e+10,1.872e+6,5.899e+10,
396.73,6.468e+10,2.801e+6,6.468e+10,
396.78,6.871e+10,4.108e+6,6.870e+10,
396.83,7.070e+10,5.863e+6,7.069e+10,
396.88,7.048e+10,8.117e+6,7.047e+10,
396.93,6.806e+10,1.089e+7,6.805e+10,
396.98,6.368e+10,1.417e+7,6.366e+10,
397.03,5.771e+10,1.785e+7,5.770e+10,
397.08,5.068e+10,2.179e+7,5.065e+10,
397.13,4.311e+10,2.577e+7,4.308e+10,
397.18,3.553e+10,2.953e+7,3.550e+10,
397.23,2.837e+10,3.278e+7,2.833e+10,
397.28,2.194e+10,3.526e+7,2.191e+10,
397.33,1.645e+10,3.674e+7,1.641e+10,
397.38,1.195e+10,3.709e+7,1.191e+10,
397.43,8.408e+9,3.628e+7,8.372e+9,
397.48,5.736e+9,3.438e+7,5.701e+9,
397.53,3.793e+9,3.156e+7,3.761e+9,
397.58,2.432e+9,2.807e+7,2.404e+9,
397.63,1.513e+9,2.419e+7,1.488e+9,
397.68,9.130e+8,2.020e+7,8.928e+8,
397.73,5.351e+8,1.634e+7,5.188e+8,
397.78,3.048e+8,1.280e+7,2.920e+8,
397.83,1.690e+8,9.719e+6,1.592e+8,
397.88,9.127e+7,7.148e+6,8.412e+7,
397.93,4.814e+7,5.094e+6,4.305e+7,
397.98,2.486e+7,3.517e+6,2.134e+7,
398.03,1.260e+7,2.352e+6,1.025e+7,
398.08,6.294e+6,1.524e+6,4.769e+6,
398.13,3.107e+6,9.571e+5,2.150e+6,
398.18,1.521e+6,5.822e+5,9.386e+5,
398.23,7.401e+5,3.431e+5,3.970e+5,
398.28,3.586e+5,1.959e+5,1.627e+5,
398.33,1.729e+5,1.084e+5,6.459e+4,
398.38,8.290e+4,5.807e+4,2.484e+4,
398.43,3.940e+4,3.015e+4,9.254e+3,
398.48,1.850e+4,1.516e+4,3.340e+3,
398.53,8.558e+3,7.390e+3,1.168e+3,
398.58,3.885e+3,3.489e+3,3.955e+2,
398.63,1.726e+3,1.596e+3,1.298e+2,
398.68,7.486e+2,7.074e+2,4.125e+1,
398.73,3.164e+2,3.037e+2,1.270e+1,
398.78,1.301e+2,1.263e+2,3.789e+0,
398.83,5.201e+1,5.092e+1,1.095e+0,
398.88,2.019e+1,1.988e+1,3.066e-1,
398.93,7.604e+0,7.521e+0,8.314e-2,
398.98,2.778e+0,2.756e+0,2.184e-2,
399.03,9.842e-1,9.787e-1,5.560e-3,
399.08,3.380e-1,3.367e-1,1.371e-3,
399.13,1.125e-1,1.122e-1,3.275e-4,
399.18,3.631e-2,3.623e-2,7.577e-5,
399.23,1.135e-2,1.133e-2,1.699e-5,
399.28,3.435e-3,3.435e-3,,
399.33,1.009e-3,1.009e-3,,
399.38,2.869e-4,2.869e-4,,
399.43,7.908e-5,7.908e-5,,
399.48,2.112e-5,2.112e-5,,
399.53,5.463e-6,5.463e-6,,
399.58,1.369e-6,1.369e-6,,
399.63,3.325e-7,3.325e-7,,
399.68,7.821e-8,7.821e-8,,
399.73,1.783e-8,1.783e-8,,
399.78,3.936e-9,3.936e-9,,
401.43,1.697e-27,,,1.697e-27
401.48,7.368e-27,,,7.368e-27
401.53,3.103e-26,,,3.103e-26
401.58,1.267e-25,,,1.267e-25
401.63,5.020e-25,,,5.020e-25
401.68,1.928e-24,,,1.928e-24
401.73,7.184e-24,,,7.184e-24
401.78,2.595e-23,,,2.595e-23
401.83,9.094e-23,,,9.094e-23
401.88,3.090e-22,,,3.090e-22
401.93,1.018e-21,,,1.018e-21
401.98,3.255e-21,,,3.255e-21
402.03,1.009e-20,,,1.009e-20
402.08,3.032e-20,,,3.032e-20
402.13,8.840e-20,,,8.840e-20
402.18,2.499e-19,,,2.499e-19
402.23,6.852e-19,,,6.852e-19
402.28,1.822e-18,,,1.822e-18
402.33,4.699e-18,,,4.699e-18
402.38,1.175e-17,,,1.175e-17
402.43,2.850e-17,,,2.850e-17
402.48,6.704e-17,,,6.704e-17
402.53,1.529e-16,,,1.529e-16
402.58,3.383e-16,,,3.383e-16
402.63,7.258e-16,,,7.258e-16
402.68,1.510e-15,,,1.510e-15
402.73,3.047e-15,,,3.047e-15
402.78,5.964e-15,,,5.964e-15
402.83,1.132e-14,,,1.132e-14
402.88,2.083e-14,,,2.083e-14
402.93,3.718e-14,,,3.718e-14
402.98,6.437e-14,,,6.437e-14
403.03,1.081e-13,,,1.081e-13
403.08,1.760e-13,,,1.760e-13
403.13,2.778e-13,,,2.778e-13
403.18,4.254e-13,,,4.254e-13
403.23,6.318e-13,,,6.318e-13
403.28,9.100e-13,,,9.100e-13
403.33,1.271e-12,,,1.271e-12
403.38,1.722e-12,,,1.722e-12
403.43,2.262e-12,,,2.262e-12
403.48,2.882e-12,,,2.882e-12
403.53,3.560e-12,,,3.560e-12
403.58,4.266e-12,,,4.266e-12
403.63,4.958e-12,,,4.958e-12
403.68,5.588e-12,,,5.588e-12
403.73,6.107e-12,,,6.107e-12
403.78,6.473e-12,,,6.473e-12
403.83,6.655e-12,,,6.655e-12
403.88,6.634e-12,,,6.634e-12
403.93,6.414e-12,,,6.414e-12
403.98,6.014e-12,,,6.014e-12
404.03,5.469e-12,,,5.469e-12
404.08,4.823e-12,,,4.823e-12
404.13,4.125e-12,,,4.125e-12
404.18,3.421e-12,,,3.421e-12
404.23,2.752e-12,,,2.752e-12
404.28,2.147e-12,,,2.147e-12
404.33,1.624e-12,,,1.624e-12
404.38,1.192e-12,,,1.192e-12
404.43,8.480e-13,,,8.480e-13
404.48,5.852e-13,,,5.852e-13
404.53,3.916e-13,,,3.916e-13
404.58,2.542e-13,,,2.542e-13
404.63,1.600e-13,,,1.600e-13
404.68,9.767e-14,,,9.767e-14
404.73,5.782e-14,,,5.782e-14
404.78,3.320e-14,,,3.320e-14
404.83,1.848e-14,,,1.848e-14
404.88,9.981e-15,,,9.981e-15
404.93,5.227e-15,,,5.227e-15
404.98,2.655e-15,,,2.655e-15
405.03,1.308e-15,,,1.308e-15
405.08,6.246e-16,,,6.246e-16
405.13,2.893e-16,,,2.893e-16
405.18,1.300e-16,,,1.300e-16
405.23,5.664e-17,,,5.664e-17
405.28,2.393e-17,,,2.393e-17
405.33,9.807e-18,,,9.807e-18
405.38,3.897e-18,,,3.897e-18
405.43,1.502e-18,,,1.502e-18
405.48,5.614e-19,,,5.614e-19
405.53,2.035e-19,,,2.035e-19
405.58,7.155e-20,,,7.155e-20
405.63,2.439e-20,,,2.439e-20
405.68,8.065e-21,,,8.065e-21
405.73,2.586e-21,,,2.586e-21
405.78,8.043e-22,,,8.043e-22
405.83,2.426e-22,,,2.426e-22
405.88,7.094e-23,,,7.094e-23
405.93,2.012e-23,,,2.012e-23
405.98,5.536e-24,,,5.536e-24
406.03,1.477e-24,,,1.477e-24
406.08,3.821e-25,,,3.821e-25
406.13,9.588e-26,,,9.588e-26
406.18,2.333e-26,,,2.333e-26
406.23,5.506e-27,,,5.506e-27
406.28,1.260e-27,,,1.260e-27
406.78,2.231e-9,2.231e-9,,
406.83,9.663e-9,9.663e-9,,
406.88,4.061e-8,4.061e-8,,
406.93,1.657e-7,1.657e-7,,
406.98,6.561e-7,6.561e-7,,
407.03,2.528e-6,2.528e-6,,
407.08,9.435e-6,9.435e-6,,
407.13,3.417e-5,3.417e-5,,
407.18,1.202e-4,1.202e-4,,
407.23,4.100e-4,4.100e-4,2.091e-10,
407.28,1.358e-3,1.358e-3,9.028e-10,
407.33,4.368e-3,4.368e-3,3.783e-9,
407.38,1.363e-2,1.363e-2,1.538e-8,
407.43,4.131e-2,4.131e-2,6.074e-8,
407.48,1.215e-1,1.215e-1,2.327e-7,
407.53,3.469e-1,3.469e-1,8.656e-7,
407.58,9.615e-1,9.615e-1,3.125e-6,
407.63,2.587e+0,2.587e+0,1.095e-5,
407.68,6.759e+0,6.759e+0,3.725e-5,
407.73,1.714e+1,1.714e+1,1.230e-4,
407.78,4.222e+1,4.222e+1,3.942e-4,
407.83,1.009e+2,1.009e+2,1.226e-3,
407.88,2.344e+2,2.344e+2,3.702e-3,
407.93,5.285e+2,5.284e+2,1.085e-2,
407.98,1.157e+3,1.157e+3,3.087e-2,
408.03,2.461e+3,2.461e+3,8.524e-2,
408.08,5.083e+3,5.083e+3,2.285e-1,
408.13,1.020e+4,1.020e+4,5.944e-1,
408.18,1.988e+4,1.988e+4,1.501e+0,
408.23,3.766e+4,3.765e+4,3.679e+0,
408.28,6.932e+4,6.931e+4,8.754e+0,
408.33,1.240e+5,1.240e+5,2.022e+1,
408.38,2.157e+5,2.156e+5,4.532e+1,
408.43,3.647e+5,3.646e+5,9.861e+1,
408.48,5.998e+5,5.996e+5,2.083e+2,
408.53,9.595e+5,9.591e+5,4.269e+2,
408.58,1.494e+6,1.493e+6,8.495e+2,
408.63,2.263e+6,2.261e+6,1.641e+3,
408.68,3.338e+6,3.335e+6,3.076e+3,
408.73,4.796e+6,4.790e+6,5.598e+3,
408.78,6.714e+6,6.704e+6,9.888e+3,
408.83,9.162e+6,9.145e+6,1.695e+4,
408.88,1.219e+7,1.217e+7,2.821e+4,
408.93,1.584e+7,1.579e+7,4.558e+4,
408.98,2.008e+7,2.001e+7,7.146e+4,
409.03,2.488e+7,2.477e+7,1.088e+5,
409.08,3.014e+7,2.998e+7,1.607e+5,
409.13,3.574e+7,3.551e+7,2.304e+5,
409.18,4.150e+7,4.118e+7,3.207e+5,
409.23,4.726e+7,4.683e+7,4.332e+5,
409.28,5.283e+7,5.226e+7,5.681e+5,
409.33,5.803e+7,5.731e+7,7.231e+5,
409.38,6.272e+7,6.183e+7,8.934e+5,
409.43,6.676e+7,6.569e+7,1.071e+6,
409.48,7.006e+7,6.881e+7,1.247e+6,
409.53,7.254e+7,7.113e+7,1.409e+6,
409.58,7.412e+7,7.258e+7,1.546e+6,
409.63,7.477e+7,7.312e+7,1.645e+6,
409.68,7.443e+7,7.273e+7,1.700e+6,
409.73,7.308e+7,7.137e+7,1.705e+6,
409.78,7.072e+7,6.906e+7,1.661e+6,
409.83,6.743e+7,6.586e+7,1.570e+6,
409.88,6.331e+7,6.187e+7,1.441e+6,
409.93,5.859e+7,5.730e+7,1.286e+6,
409.98,5.357e+7,5.245e+7,1.115e+6,
410.03,4.864e+7,4.770e+7,9.434e+5,
410.08,4.428e+7,4.350e+7,7.817e+5,
410.13,4.102e+7,4.038e+7,6.404e+5,
410.18,3.942e+7,3.889e+7,5.283e+5,
410.23,4.000e+7,3.955e+7,4.518e+5,
410.28,4.324e+7,4.282e+7,4.164e+5,
410.33,4.947e+7,4.904e+7,4.261e+5,
410.38,5.886e+7,5.837e+7,4.842e+5,
410.43,7.132e+7,7.073e+7,5.929e+5,
410.48,8.650e+7,8.574e+7,7.527e+5,
410.53,1.037e+8,1.027e+8,9.620e+5,
410.58,1.220e+8,1.208e+8,1.216e+6,
410.63,1.401e+8,1.386e+8,1.506e+6,
410.68,1.568e+8,1.550e+8,1.818e+6,
410.73,1.706e+8,1.685e+8,2.136e+6,
410.78,1.804e+8,1.780e+8,2.438e+6,
410.83,1.854e+8,1.827e+8,2.703e+6,
410.88,1.850e+8,1.821e+8,2.910e+6,
410.93,1.793e+8,1.762e+8,3.042e+6,
410.98,1.687e+8,1.656e+8,3.087e+6,
411.03,1.541e+8,1.510e+8,3.042e+6,
