Wavelength (nm),Sum,Mg I (1.1e-01),Mg II (8.9e-01),Mg III (5.4e-04)
200.11,3.519e-22,,,3.519e-22
200.16,8.510e-22,,,8.510e-22
200.21,1.818e-21,,,1.818e-21
200.26,3.428e-21,,,3.428e-21
200.31,5.708e-21,,,5.708e-21
200.36,8.394e-21,,,8.394e-21
200.41,1.090e-20,,,1.090e-20
200.46,1.250e-20,,,1.250e-20
200.51,1.265e-20,,,1.265e-20
200.56,1.131e-20,,,1.131e-20
200.61,8.933e-21,,,8.933e-21
200.66,6.227e-21,,,6.227e-21
200.72,3.428e-21,,,3.428e-21
200.77,1.818e-21,,,1.818e-21
200.82,8.510e-22,,,8.510e-22
200.87,3.519e-22,,,3.519e-22
200.92,1.285e-22,,,1.285e-22
200.97,4.141e-23,,,4.141e-23
201.02,1.179e-23,,,1.179e-23
201.07,2.964e-24,,,2.964e-24
201.12,6.579e-25,,,6.579e-25
201.17,1.290e-25,,,1.290e-25
201.22,2.232e-26,,,2.232e-26
201.27,3.412e-27,,,3.412e-27
201.32,4.604e-28,,,4.604e-28
201.37,4.350e-7,4.350e-7,,5.487e-29
201.42,7.806e-6,7.806e-6,,5.775e-30
201.47,1.240e-4,1.240e-4,,5.366e-31
201.52,1.745e-3,1.745e-3,,4.403e-32
201.57,2.173e-2,2.173e-2,,3.191e-33
201.62,2.395e-1,2.395e-1,,2.042e-34
201.67,2.338e+0,2.338e+0,,1.153e-35
201.72,2.020e+1,2.020e+1,,
201.77,1.545e+2,1.545e+2,,
201.82,1.046e+3,1.046e+3,,
201.87,6.273e+3,6.273e+3,,
201.92,3.329e+4,3.329e+4,,
201.97,1.564e+5,1.564e+5,,
202.02,6.507e+5,6.507e+5,,
202.07,2.396e+6,2.396e+6,,
202.12,7.813e+6,7.813e+6,,
202.17,2.255e+7,2.255e+7,,
202.22,5.762e+7,5.762e+7,,
202.27,1.303e+8,1.303e+8,,
202.32,2.610e+8,2.610e+8,,
202.37,4.627e+8,4.627e+8,,
202.42,7.263e+8,7.263e+8,,
202.47,1.009e+9,1.009e+9,,
202.52,1.241e+9,1.241e+9,,
202.57,1.352e+9,1.352e+9,,
202.62,1.303e+9,1.303e+9,,
202.67,1.113e+9,1.113e+9,,
202.72,8.406e+8,8.406e+8,,1.724e-35
202.77,5.623e+8,5.623e+8,,3.123e-34
202.82,3.330e+8,3.330e+8,,5.016e-33
202.87,1.746e+8,1.746e+8,,7.146e-32
202.92,8.104e+7,8.104e+7,,9.026e-31
202.97,3.330e+7,3.330e+7,,1.011e-29
203.02,1.211e+7,1.211e+7,,1.004e-28
203.07,3.901e+6,3.901e+6,,8.844e-28
203.12,1.112e+6,1.112e+6,,6.907e-27
203.17,2.807e+5,2.807e+5,,4.784e-26
203.22,6.273e+4,6.273e+4,,2.938e-25
203.27,1.241e+4,1.241e+4,,1.600e-24
203.32,2.173e+3,2.173e+3,,7.725e-24
203.37,3.370e+2,3.370e+2,,3.308e-23
203.42,4.625e+1,4.625e+1,,1.256e-22
203.47,5.620e+0,5.620e+0,,4.229e-22
203.52,6.046e-1,6.046e-1,,1.263e-21
203.57,5.758e-2,5.758e-2,,3.343e-21
203.62,4.855e-3,4.855e-3,,7.847e-21
203.67,3.624e-4,3.624e-4,,1.634e-20
203.72,2.395e-5,2.395e-5,,3.016e-20
203.77,1.401e-6,1.401e-6,,4.936e-20
203.82,7.255e-8,7.255e-8,,7.165e-20
203.87,9.223e-20,,,9.223e-20
203.92,1.053e-19,,,1.053e-19
203.97,1.065e-19,,,1.065e-19
204.02,9.562e-20,,,9.562e-20
204.07,7.609e-20,,,7.609e-20
204.12,5.370e-20,,,5.370e-20
204.17,3.360e-20,,,3.360e-20
204.22,1.865e-20,,,1.865e-20
204.27,9.175e-21,,,9.175e-21
204.32,4.003e-21,,,4.003e-21
204.37,1.549e-21,,,1.549e-21
204.42,5.314e-22,,,5.314e-22
204.47,1.617e-22,,,1.617e-22
204.52,4.361e-23,,,4.361e-23
204.57,1.043e-23,,,1.043e-23
204.62,2.213e-24,,,2.213e-24
204.67,4.172e-25,,,4.172e-25
204.72,7.655e-26,,,7.655e-26
204.77,5.810e-26,,,5.810e-26
204.82,2.870e-25,,,2.870e-25
204.87,1.515e-24,,,1.515e-24
204.92,7.141e-24,,,7.141e-24
204.97,2.990e-23,,,2.990e-23
205.02,1.112e-22,,,1.112e-22
205.07,3.675e-22,,,3.675e-22
205.12,1.079e-21,,,1.079e-21
205.17,2.813e-21,,,2.813e-21
205.22,6.518e-21,,,6.518e-21
205.27,1.342e-20,,,1.342e-20
205.32,2.453e-20,,,2.453e-20
205.37,3.986e-20,,,3.986e-20
205.42,5.752e-20,,,5.752e-20
205.47,7.375e-20,,,7.375e-20
205.52,8.400e-20,,,8.400e-20
205.57,8.500e-20,,,8.500e-20
205.62,7.641e-20,,,7.641e-20
205.67,6.103e-20,,,6.103e-20
205.72,4.330e-20,,,4.330e-20
205.77,2.729e-20,,,2.729e-20
205.82,1.529e-20,,,1.529e-20
205.87,7.656e-21,,,7.656e-21
205.92,3.575e-21,,,3.575e-21
205.97,2.091e-21,,,2.091e-21
206.02,2.924e-21,,,2.924e-21
206.07,7.138e-21,,,7.138e-21
206.12,1.770e-20,,,1.770e-20
206.17,3.969e-20,,,3.969e-20
206.22,7.925e-20,,,7.925e-20
206.27,1.408e-19,,,1.408e-19
206.32,2.224e-19,,,2.224e-19
206.37,3.125e-19,,,3.125e-19
206.42,3.905e-19,,,3.905e-19
206.47,4.340e-19,,,4.340e-19
206.52,4.289e-19,,,4.289e-19
206.57,3.770e-19,,,3.770e-19
206.62,2.947e-19,,,2.947e-19
206.67,2.049e-19,,,2.049e-19
206.72,1.267e-19,,,1.267e-19
206.77,6.966e-20,,,6.966e-20
206.82,3.407e-20,,,3.407e-20
206.87,1.482e-20,,,1.482e-20
206.92,5.731e-21,,,5.731e-21
206.97,1.971e-21,,,1.971e-21
207.02,6.031e-22,,,6.031e-22
207.07,1.641e-22,,,1.641e-22
207.12,3.971e-23,,,3.971e-23
207.17,8.545e-24,,,8.545e-24
207.22,1.635e-24,,,1.635e-24
207.27,2.784e-25,,,2.784e-25
207.32,4.214e-26,,,4.214e-26
207.37,5.673e-27,,,5.673e-27
207.42,6.793e-28,,,6.793e-28
207.47,7.234e-29,,,7.234e-29
207.52,6.970e-30,,,6.970e-30
207.57,1.908e-30,,,1.908e-30
207.62,1.314e-29,,,1.314e-29
207.67,1.150e-28,,,1.150e-28
207.72,8.993e-28,,,8.993e-28
207.77,6.271e-27,,,6.271e-27
207.82,3.899e-26,,,3.899e-26
207.87,2.160e-25,,,2.160e-25
207.92,1.067e-24,,,1.067e-24
207.97,4.700e-24,,,4.700e-24
208.02,1.845e-23,,,1.845e-23
208.07,6.456e-23,,,6.456e-23
208.12,2.014e-22,,,2.014e-22
208.17,5.601e-22,,,5.601e-22
208.22,1.388e-21,,,1.388e-21
208.27,3.068e-21,,,3.068e-21
208.32,6.045e-21,,,6.045e-21
208.37,1.062e-20,,,1.062e-20
208.42,1.662e-20,,,1.662e-20
208.47,2.319e-20,,,2.319e-20
208.52,2.885e-20,,,2.885e-20
208.57,3.201e-20,,,3.201e-20
208.62,3.170e-20,,,3.170e-20
208.67,2.815e-20,,,2.815e-20
208.72,2.278e-20,,,2.278e-20
208.77,1.783e-20,,,1.783e-20
208.82,1.587e-20,,,1.587e-20
208.87,1.950e-20,,,1.950e-20
208.92,3.109e-20,,,3.109e-20
208.97,5.211e-20,,,5.211e-20
209.02,8.184e-20,,,8.184e-20
209.07,1.161e-19,,,1.161e-19
209.12,1.475e-19,,,1.475e-19
209.17,1.672e-19,,,1.672e-19
209.22,1.691e-19,,,1.691e-19
209.27,1.527e-19,,,1.527e-19
209.32,1.231e-19,,,1.231e-19
209.37,8.911e-20,,,8.911e-20
209.42,5.881e-20,,,5.881e-20
209.47,3.739e-20,,,3.739e-20
209.52,2.647e-20,,,2.647e-20
209.57,2.498e-20,,,2.498e-20
209.62,3.030e-20,,,3.030e-20
209.67,3.900e-20,,,3.900e-20
209.72,4.739e-20,,,4.739e-20
209.77,5.220e-20,,,5.220e-20
209.82,5.154e-20,,,5.154e-20
209.87,4.547e-20,,,4.547e-20
209.92,3.581e-20,,,3.581e-20
209.97,2.518e-20,,,2.518e-20
210.02,1.581e-20,,,1.581e-20
210.07,8.855e-21,,,8.855e-21
210.12,4.428e-21,,,4.428e-21
210.17,1.977e-21,,,1.977e-21
210.22,7.876e-22,,,7.876e-22
210.27,2.801e-22,,,2.801e-22
210.32,8.893e-23,,,8.893e-23
210.37,2.520e-23,,,2.520e-23
210.42,6.378e-24,,,6.378e-24
210.47,1.464e-24,,,1.464e-24
210.52,4.344e-25,,,4.344e-25
210.57,8.012e-25,,,8.012e-25
210.62,3.483e-24,,,3.483e-24
210.67,1.441e-23,,,1.441e-23
210.72,5.345e-23,,,5.345e-23
210.77,1.772e-22,,,1.772e-22
210.82,5.252e-22,,,5.252e-22
210.87,1.392e-21,,,1.392e-21
210.92,3.297e-21,,,3.297e-21
210.97,6.983e-21,,,6.983e-21
211.02,1.322e-20,,,1.322e-20
211.07,2.238e-20,,,2.238e-20
211.12,3.388e-20,,,3.388e-20
211.17,4.584e-20,,,4.584e-20
211.22,5.546e-20,,,5.546e-20
211.27,5.998e-20,,,5.998e-20
211.32,5.800e-20,,,5.800e-20
211.37,5.014e-20,,,5.014e-20
211.42,3.875e-20,,,3.875e-20
211.47,2.678e-20,,,2.678e-20
211.52,1.654e-20,,,1.654e-20
211.57,9.136e-21,,,9.136e-21
211.62,4.511e-21,,,4.511e-21
211.67,1.992e-21,,,1.992e-21
211.72,7.860e-22,,,7.860e-22
211.77,2.773e-22,,,2.773e-22
211.82,8.749e-23,,,8.749e-23
211.87,2.468e-23,,,2.468e-23
211.92,6.222e-24,,,6.222e-24
211.97,1.403e-24,,,1.403e-24
212.02,2.827e-25,,,2.827e-25
212.07,5.093e-26,,,5.093e-26
212.12,8.205e-27,,,8.205e-27
212.17,1.182e-27,,,1.182e-27
212.22,1.522e-28,,,1.522e-28
212.27,1.755e-29,,,1.755e-29
212.32,2.201e-30,,,2.201e-30
212.37,4.203e-30,,,4.203e-30
212.42,3.669e-29,,,3.669e-29
212.47,2.986e-28,,,2.986e-28
212.52,2.179e-27,,,2.179e-27
212.57,1.424e-26,,,1.424e-26
212.62,8.340e-26,,,8.340e-26
212.67,4.377e-25,,,4.377e-25
212.72,2.058e-24,,,2.058e-24
212.77,8.671e-24,,,8.671e-24
212.82,3.274e-23,,,3.274e-23
212.87,1.107e-22,,,1.107e-22
212.92,3.356e-22,,,3.356e-22
212.97,9.115e-22,,,9.115e-22
213.02,2.218e-21,,,2.218e-21
213.07,4.836e-21,,,4.836e-21
213.12,9.449e-21,,,9.449e-21
213.17,1.654e-20,,,1.654e-20
213.22,2.594e-20,,,2.594e-20
213.27,3.646e-20,,,3.646e-20
213.32,4.592e-20,,,4.592e-20
213.37,5.181e-20,,,5.181e-20
213.42,5.238e-20,,,5.238e-20
213.47,4.745e-20,,,4.745e-20
213.52,3.852e-20,,,3.852e-20
213.57,2.802e-20,,,2.802e-20
213.62,1.826e-20,,,1.826e-20
213.67,1.066e-20,,,1.066e-20
213.72,5.578e-21,,,5.578e-21
213.77,2.615e-21,,,2.615e-21
213.82,1.099e-21,,,1.099e-21
213.87,4.135e-22,,,4.135e-22
213.92,1.394e-22,,,1.394e-22
213.97,4.214e-23,,,4.214e-23
214.02,1.141e-23,,,1.141e-23
214.07,2.768e-24,,,2.768e-24
214.12,6.018e-25,,,6.018e-25
214.17,1.172e-25,,,1.172e-25
214.22,2.046e-26,,,2.046e-26
214.27,3.199e-27,,,3.199e-27
214.32,4.483e-28,,,4.483e-28
214.37,5.628e-29,,,5.628e-29
214.42,6.332e-30,,,6.332e-30
214.47,6.383e-31,,,6.383e-31
214.52,5.765e-32,,,5.765e-32
214.57,4.665e-33,,,4.665e-33
214.62,3.383e-34,,,3.383e-34
214.67,2.198e-35,,,2.198e-35
216.47,2.903e-35,,,2.903e-35
216.52,4.270e-34,,,4.270e-34
216.57,5.653e-33,,,5.653e-33
216.62,6.735e-32,,,6.735e-32
216.67,7.221e-31,,,7.221e-31
216.72,6.967e-30,,,6.967e-30
216.77,6.049e-29,,,6.049e-29
216.82,4.727e-28,,,4.727e-28
216.87,3.324e-27,,,3.324e-27
216.92,2.104e-26,,,2.104e-26
216.97,1.198e-25,,,1.198e-25
217.02,6.141e-25,,,6.141e-25
217.07,2.832e-24,,,2.832e-24
217.12,1.176e-23,,,1.176e-23
217.17,4.392e-23,,,4.392e-23
217.22,1.477e-22,,,1.477e-22
217.27,4.467e-22,,,4.467e-22
217.32,1.216e-21,,,1.216e-21
217.37,2.980e-21,,,2.980e-21
217.42,6.571e-21,,,6.571e-21
217.47,1.304e-20,,,1.304e-20
217.52,2.329e-20,,,2.329e-20
217.57,3.743e-20,,,3.743e-20
217.62,5.413e-20,,,5.413e-20
217.67,7.045e-20,,,7.045e-20
217.72,8.252e-20,,,8.252e-20
217.77,8.699e-20,,,8.699e-20
217.82,8.252e-20,,,8.252e-20
217.87,7.045e-20,,,7.045e-20
217.92,5.413e-20,,,5.413e-20
217.97,3.743e-20,,,3.743e-20
218.02,2.329e-20,,,2.329e-20
218.07,1.304e-20,,,1.304e-20
218.12,6.571e-21,,,6.571e-21
218.17,2.980e-21,,,2.980e-21
218.22,1.216e-21,,,1.216e-21
218.27,4.467e-22,,,4.467e-22
218.32,1.477e-22,,,1.477e-22
218.37,4.392e-23,,,4.392e-23
218.42,1.176e-23,,,1.176e-23
218.47,2.832e-24,,,2.832e-24
218.52,6.141e-25,,,6.141e-25
218.57,1.198e-25,,,1.198e-25
218.62,2.104e-26,,,2.104e-26
218.67,3.324e-27,,,3.324e-27
218.72,4.727e-28,,,4.727e-28
218.77,6.049e-29,,,6.049e-29
218.82,6.967e-30,,,6.967e-30
218.87,7.221e-31,,,7.221e-31
218.92,6.735e-32,,,6.735e-32
218.97,5.653e-33,,,5.653e-33
219.02,4.270e-34,,,4.270e-34
219.07,2.903e-35,,,2.903e-35
224.02,3.557e-11,,3.557e-11,
224.07,5.022e-10,,5.022e-10,
224.12,6.427e-9,,6.427e-9,
224.17,7.454e-8,,7.454e-8,
224.22,7.834e-7,,7.834e-7,
224.27,7.462e-6,,7.462e-6,
224.32,6.441e-5,,6.441e-5,
224.37,5.039e-4,,5.039e-4,
224.42,3.573e-3,,3.573e-3,
224.47,2.296e-2,,2.296e-2,
224.52,1.337e-1,,1.337e-1,
224.57,7.054e-1,,7.054e-1,
224.62,3.374e+0,,3.374e+0,
224.67,1.462e+1,,1.462e+1,
224.72,5.743e+1,,5.743e+1,
224.77,2.044e+2,,2.044e+2,
224.82,6.595e+2,,6.595e+2,
224.87,1.928e+3,,1.928e+3,
224.92,5.109e+3,,5.109e+3,
224.97,1.227e+4,,1.227e+4,
225.02,2.670e+4,,2.670e+4,
225.07,5.265e+4,,5.265e+4,
225.12,9.410e+4,,9.410e+4,
225.17,1.524e+5,,1.524e+5,
225.22,2.238e+5,,2.238e+5,
225.27,2.977e+5,,2.977e+5,
225.32,3.589e+5,,3.589e+5,
225.37,3.921e+5,,3.921e+5,
225.42,3.883e+5,,3.883e+5,
225.47,3.484e+5,,3.484e+5,
225.52,2.834e+5,,2.834e+5,
225.57,2.089e+5,,2.089e+5,
225.62,1.395e+5,,1.395e+5,
225.67,8.445e+4,,8.445e+4,
225.72,4.633e+4,,4.633e+4,
225.77,2.303e+4,,2.303e+4,
225.82,1.038e+4,,1.038e+4,
225.87,4.238e+3,,4.238e+3,
225.92,1.568e+3,,1.568e+3,
225.97,5.259e+2,,5.259e+2,
226.02,1.598e+2,,1.598e+2,
226.07,4.403e+1,,4.403e+1,
226.12,1.099e+1,,1.099e+1,
226.17,2.486e+0,,2.486e+0,
226.22,5.098e-1,,5.098e-1,
226.27,9.472e-2,,9.472e-2,
226.32,1.595e-2,,1.595e-2,
226.37,2.434e-3,,2.434e-3,
226.42,3.366e-4,,3.366e-4,
226.47,4.219e-5,,4.219e-5,
226.52,4.792e-6,,4.792e-6,
226.57,4.933e-7,,4.933e-7,
226.62,4.602e-8,,4.602e-8,
226.67,3.891e-9,,3.891e-9,
226.72,2.981e-10,,2.981e-10,
226.77,8.537e-12,,8.537e-12,
231.58,3.329e-10,,3.329e-10,
231.63,4.043e-9,,4.043e-9,
231.68,4.477e-8,,4.477e-8,
231.73,4.522e-7,,4.522e-7,
231.78,4.165e-6,,4.165e-6,
231.83,3.499e-5,,3.499e-5,
231.88,2.680e-4,,2.680e-4,
231.93,1.873e-3,,1.873e-3,
231.98,1.193e-2,,1.193e-2,
232.03,6.934e-2,,6.934e-2,
232.08,3.675e-1,,3.675e-1,
232.13,1.776e+0,,1.776e+0,
232.18,7.828e+0,,7.828e+0,
232.23,3.146e+1,,3.146e+1,
232.28,1.153e+2,,1.153e+2,
232.33,3.856e+2,,3.856e+2,
232.38,1.176e+3,,1.176e+3,
232.43,3.269e+3,,3.269e+3,
232.48,8.291e+3,,8.291e+3,
232.53,1.917e+4,,1.917e+4,
232.58,4.044e+4,,4.044e+4,
232.63,7.779e+4,,7.779e+4,
232.68,1.365e+5,,1.365e+5,
232.73,2.183e+5,,2.183e+5,
232.78,3.185e+5,,3.185e+5,
232.83,4.238e+5,,4.238e+5,
232.88,5.142e+5,,5.142e+5,
232.93,5.691e+5,,5.691e+5,
232.98,5.744e+5,,5.744e+5,
233.03,5.287e+5,,5.287e+5,
233.08,4.438e+5,,4.438e+5,
233.13,3.397e+5,,3.397e+5,
233.18,2.372e+5,,2.372e+5,
233.23,1.510e+5,,1.510e+5,
233.28,8.768e+4,,8.768e+4,
233.33,4.643e+4,,4.643e+4,
233.38,2.243e+4,,2.243e+4,
233.43,9.877e+3,,9.877e+3,
233.48,3.967e+3,,3.967e+3,
233.53,1.453e+3,,1.453e+3,
233.58,4.855e+2,,4.855e+2,
233.63,1.479e+2,,1.479e+2,
233.68,4.110e+1,,4.110e+1,
233.73,1.042e+1,,1.042e+1,
233.78,2.407e+0,,2.407e+0,
233.83,5.073e-1,,5.073e-1,
233.88,9.750e-2,,9.750e-2,
233.93,1.709e-2,,1.709e-2,
233.98,2.732e-3,,2.732e-3,
234.03,3.983e-4,,3.983e-4,
234.08,5.296e-5,,5.296e-5,
234.13,6.422e-6,,6.422e-6,
234.18,7.102e-7,,7.102e-7,
234.23,7.163e-8,,7.163e-8,
234.28,6.588e-9,,6.588e-9,
234.33,5.526e-10,,5.526e-10,
234.38,4.227e-11,,4.227e-11,
238.08,2.905e-35,,,2.905e-35
238.13,3.423e-34,,,3.423e-34
238.18,3.696e-33,,,3.696e-33
238.23,3.658e-32,,,3.658e-32
238.28,3.318e-31,,,3.318e-31
238.33,2.758e-30,,,2.758e-30
238.38,2.102e-29,,,2.102e-29
238.43,1.468e-28,,,1.468e-28
238.48,9.396e-28,,,9.396e-28
238.53,5.512e-27,,,5.512e-27
238.58,2.964e-26,,,2.964e-26
238.63,1.461e-25,,,1.461e-25
238.68,6.598e-25,,,6.598e-25
238.73,2.731e-24,,,2.731e-24
238.78,1.036e-23,,,1.036e-23
238.83,3.604e-23,,,3.604e-23
238.88,1.149e-22,,,1.149e-22
238.93,3.356e-22,,,3.356e-22
238.98,8.985e-22,,,8.985e-22
239.03,2.205e-21,,,2.205e-21
239.08,4.959e-21,,,4.959e-21
239.13,1.022e-20,,,1.022e-20
239.18,1.932e-20,,,1.932e-20
239.23,3.345e-20,,,3.345e-20
239.28,5.309e-20,,,5.309e-20
239.33,7.722e-20,,,7.722e-20
239.38,1.030e-19,,,1.030e-19
239.43,1.258e-19,,,1.258e-19
239.48,1.409e-19,,,1.409e-19
239.53,1.446e-19,,,1.446e-19
239.58,1.361e-19,,,1.361e-19
239.63,1.173e-19,,,1.173e-19
239.68,9.273e-20,,,9.273e-20
239.73,6.717e-20,,,6.717e-20
239.78,4.459e-20,,,4.459e-20
239.83,2.713e-20,,,2.713e-20
239.88,1.513e-20,,,1.513e-20
239.93,7.735e-21,,,7.735e-21
239.98,3.624e-21,,,3.624e-21
240.03,1.556e-21,,,1.556e-21
240.08,6.123e-22,,,6.123e-22
240.13,2.209e-22,,,2.209e-22
240.18,7.301e-23,,,7.301e-23
240.23,2.212e-23,,,2.212e-23
240.28,6.143e-24,,,6.143e-24
240.33,1.564e-24,,,1.564e-24
240.38,3.647e-25,,,3.647e-25
240.43,7.799e-26,,,7.799e-26
240.48,1.528e-26,,,1.528e-26
240.53,2.745e-27,,,2.745e-27
240.58,4.518e-28,,,4.518e-28
240.63,6.817e-29,,,6.817e-29
240.68,9.427e-30,,,9.427e-30
240.73,1.195e-30,,,1.195e-30
240.78,1.388e-31,,,1.388e-31
240.83,1.478e-32,,,1.478e-32
240.88,1.442e-33,,,1.442e-33
240.93,1.289e-34,,,1.289e-34
240.98,1.057e-35,,,1.057e-35
243.48,1.578e-10,,1.578e-10,
243.53,1.783e-9,,1.783e-9,
243.58,1.854e-8,,1.854e-8,
243.63,1.773e-7,,1.773e-7,
243.68,1.561e-6,,1.561e-6,
243.73,1.264e-5,,1.264e-5,
243.78,9.414e-5,,9.414e-5,
243.83,6.453e-4,,6.453e-4,
243.88,4.069e-3,,4.069e-3,
243.93,2.361e-2,,2.361e-2,
243.98,1.260e-1,,1.260e-1,
244.03,6.190e-1,,6.190e-1,
244.08,2.797e+0,,2.797e+0,
244.13,1.163e+1,,1.163e+1,
244.18,4.448e+1,,4.448e+1,
244.23,1.565e+2,,1.565e+2,
244.28,5.068e+2,,5.068e+2,
244.33,1.510e+3,,1.510e+3,
244.38,4.138e+3,,4.138e+3,
244.43,1.043e+4,,1.043e+4,
244.48,2.421e+4,,2.421e+4,
244.53,5.168e+4,,5.168e+4,
244.58,1.015e+5,,1.015e+5,
244.63,1.834e+5,,1.834e+5,
244.68,3.049e+5,,3.049e+5,
244.73,4.663e+5,,4.663e+5,
244.78,6.562e+5,,6.562e+5,
244.83,8.496e+5,,8.496e+5,
244.88,1.012e+6,,1.012e+6,
244.93,1.109e+6,,1.109e+6,
244.98,1.119e+6,,1.119e+6,
245.03,1.038e+6,,1.038e+6,
245.08,8.858e+5,,8.858e+5,
245.13,6.956e+5,,6.956e+5,
245.18,5.026e+5,,5.026e+5,
245.23,3.341e+5,,3.341e+5,
245.28,2.044e+5,,2.044e+5,5.082e-36
245.33,1.150e+5,,1.150e+5,5.727e-35
245.38,5.954e+4,,5.954e+4,5.945e-34
245.43,2.836e+4,,2.836e+4,5.685e-33
245.48,1.243e+4,,1.243e+4,5.008e-32
245.53,5.012e+3,,5.012e+3,4.064e-31
245.58,1.859e+3,,1.859e+3,3.038e-30
245.63,6.347e+2,,6.347e+2,2.092e-29
245.68,1.993e+2,,1.993e+2,1.327e-28
245.73,5.759e+1,,5.759e+1,7.752e-28
245.78,1.531e+1,,1.531e+1,4.172e-27
245.83,3.744e+0,,3.744e+0,2.069e-26
245.88,8.425e-1,,8.425e-1,9.448e-26
245.93,1.744e-1,,1.744e-1,3.975e-25
245.98,3.322e-2,,3.322e-2,1.541e-24
246.03,5.823e-3,,5.823e-3,5.500e-24
246.08,9.388e-4,,9.388e-4,1.809e-23
246.13,1.393e-4,,1.393e-4,5.480e-23
246.18,1.901e-5,,1.901e-5,1.529e-22
246.23,2.387e-6,,2.387e-6,3.932e-22
246.28,2.758e-7,,2.758e-7,9.311e-22
246.33,2.932e-8,,2.932e-8,2.031e-21
246.38,2.867e-9,,2.867e-9,4.081e-21
246.43,2.580e-10,,2.580e-10,7.555e-21
246.48,1.288e-20,,,1.288e-20
246.53,2.024e-20,,,2.024e-20
246.58,2.928e-20,,,2.928e-20
246.63,3.903e-20,,,3.903e-20
246.68,4.792e-20,,,4.792e-20
246.73,5.420e-20,,,5.420e-20
246.78,5.647e-20,,,5.647e-20
246.83,5.420e-20,,,5.420e-20
246.88,4.792e-20,,,4.792e-20
246.93,3.903e-20,,,3.903e-20
246.98,2.928e-20,,,2.928e-20
247.03,2.024e-20,,,2.024e-20
247.08,1.288e-20,,,1.288e-20
247.13,7.555e-21,,,7.555e-21
247.18,4.081e-21,,,4.081e-21
247.23,2.031e-21,,,2.031e-21
247.28,9.311e-22,,,9.311e-22
247.33,3.932e-22,,,3.932e-22
247.38,1.529e-22,,,1.529e-22
247.43,5.480e-23,,,5.480e-23
247.48,1.809e-23,,,1.809e-23
247.53,5.500e-24,,,5.500e-24
247.58,1.541e-24,,,1.541e-24
247.63,3.975e-25,,,3.975e-25
247.68,9.448e-26,,,9.448e-26
247.73,2.069e-26,,,2.069e-26
247.78,4.172e-27,,,4.172e-27
247.83,7.752e-28,,,7.752e-28
247.88,1.327e-28,,,1.327e-28
247.93,2.093e-29,,,2.093e-29
247.98,3.099e-30,,,3.099e-30
248.03,7.381e-31,,,7.381e-31
248.08,1.700e-30,,,1.700e-30
248.13,7.575e-30,,,7.575e-30
248.18,3.204e-29,,,3.204e-29
248.23,1.251e-28,,,1.251e-28
248.28,4.508e-28,,,4.508e-28
248.33,1.498e-27,,,1.498e-27
248.38,4.594e-27,,,4.594e-27
248.43,1.300e-26,,,1.300e-26
248.48,3.392e-26,,,3.392e-26
248.53,8.166e-26,,,8.166e-26
248.58,1.814e-25,,,1.814e-25
248.63,3.717e-25,,,3.717e-25
248.68,7.026e-25,,,7.026e-25
248.73,1.225e-24,,,1.225e-24
248.78,1.972e-24,,,1.972e-24
248.83,2.927e-24,,,2.927e-24
248.88,4.008e-24,,,4.008e-24
248.93,5.063e-24,,,5.063e-24
248.98,5.901e-24,,,5.901e-24
249.03,6.345e-24,,,6.345e-24
249.08,6.294e-24,,,6.294e-24
249.13,5.760e-24,,,5.760e-24
249.18,4.863e-24,,,4.863e-24
249.23,3.788e-24,,,3.788e-24
249.28,2.722e-24,,,2.722e-24
249.33,1.804e-24,,,1.804e-24
249.38,1.103e-24,,,1.103e-24
249.43,6.226e-25,,,6.226e-25
249.48,3.241e-25,,,3.241e-25
249.53,1.556e-25,,,1.556e-25
249.58,6.894e-26,,,6.894e-26
249.63,2.818e-26,,,2.818e-26
249.68,1.062e-26,,,1.062e-26
249.73,3.696e-27,,,3.696e-27
249.78,1.186e-27,,,1.186e-27
249.83,3.511e-28,,,3.511e-28
249.88,9.590e-29,,,9.590e-29
249.93,2.416e-29,,,2.416e-29
249.98,5.617e-30,,,5.617e-30
250.03,1.205e-30,,,1.205e-30
250.08,2.383e-31,,,2.383e-31
250.13,4.350e-32,,,4.350e-32
250.18,7.326e-33,,,7.326e-33
250.23,1.138e-33,,,1.138e-33
250.28,1.631e-34,,,1.631e-34
250.33,2.157e-35,,,2.157e-35
250.38,2.631e-36,,,2.631e-36
250.43,2.960e-37,,,2.960e-37
250.48,3.073e-38,,,3.073e-38
250.53,2.944e-39,,,2.944e-39
251.38,1.165e-36,,,1.165e-36
251.43,1.244e-35,,,1.244e-35
251.48,1.228e-34,,,1.228e-34
251.53,1.122e-33,,,1.122e-33
251.58,9.479e-33,,,9.479e-33
251.63,7.405e-32,,,7.405e-32
251.68,5.350e-31,,,5.350e-31
251.73,3.575e-30,,,3.575e-30
251.78,2.209e-29,,,2.209e-29
251.83,1.262e-28,,,1.262e-28
251.88,6.672e-28,,,6.672e-28
251.93,3.261e-27,,,3.261e-27
251.98,1.474e-26,,,1.474e-26
252.03,6.162e-26,,,6.162e-26
252.08,2.382e-25,,,2.382e-25
252.13,8.518e-25,,,8.518e-25
252.18,2.816e-24,,,2.816e-24
252.23,8.613e-24,,,8.613e-24
252.28,2.436e-23,,,2.436e-23
252.33,6.370e-23,,,6.370e-23
252.38,1.541e-22,,,1.541e-22
252.43,3.447e-22,,,3.447e-22
