Wavelength (nm),Sum,Mg I (1.1e-01),Mg II (8.9e-01),Mg III (5.4e-04)
399.48,2.622e+5,2.622e+5,,
399.53,1.561e+5,1.561e+5,,
399.58,8.999e+4,8.999e+4,,
399.63,5.029e+4,5.029e+4,,
399.68,2.723e+4,2.723e+4,,
399.73,1.429e+4,1.429e+4,,
399.78,7.265e+3,7.265e+3,,
399.83,3.580e+3,3.580e+3,,
399.88,1.709e+3,1.709e+3,,
399.93,7.908e+2,7.908e+2,,
399.98,3.545e+2,3.545e+2,,
400.03,1.540e+2,1.540e+2,,
400.08,6.485e+1,6.485e+1,,
400.13,2.646e+1,2.646e+1,,
400.18,1.046e+1,1.046e+1,,
400.23,4.007e+0,4.007e+0,,
400.28,1.488e+0,1.488e+0,,
400.33,5.351e-1,5.351e-1,,
400.38,1.865e-1,1.865e-1,,
400.43,6.301e-2,6.301e-2,,
400.48,2.063e-2,2.063e-2,,
400.53,6.543e-3,6.543e-3,,
400.58,2.011e-3,2.011e-3,,
400.63,5.990e-4,5.990e-4,,
400.68,1.729e-4,1.729e-4,,
400.73,4.836e-5,4.836e-5,,
400.78,1.311e-5,1.311e-5,,
400.83,3.443e-6,3.443e-6,,
400.88,8.762e-7,8.762e-7,,
400.93,2.161e-7,2.161e-7,,
400.98,5.164e-8,5.164e-8,,
401.03,1.196e-8,1.196e-8,,
401.08,2.684e-9,2.684e-9,,
403.33,7.515e-9,7.515e-9,,
403.38,3.219e-8,3.219e-8,,
403.43,1.338e-7,1.338e-7,,
403.48,5.392e-7,5.392e-7,,
403.53,2.108e-6,2.108e-6,,
403.58,7.998e-6,7.998e-6,,
403.63,2.943e-5,2.943e-5,,
403.68,1.051e-4,1.051e-4,,
403.73,3.639e-4,3.639e-4,,
403.78,1.222e-3,1.222e-3,,
403.83,3.984e-3,3.984e-3,,
403.88,1.259e-2,1.259e-2,,
403.93,3.863e-2,3.863e-2,,
403.98,1.149e-1,1.149e-1,,
404.03,3.317e-1,3.317e-1,,
404.08,9.286e-1,9.286e-1,,
404.13,2.522e+0,2.522e+0,,
404.18,6.646e+0,6.646e+0,,
404.23,1.699e+1,1.699e+1,,
404.28,4.212e+1,4.212e+1,,
404.33,1.013e+2,1.013e+2,,
404.38,2.364e+2,2.364e+2,,
404.43,5.351e+2,5.351e+2,,
404.48,1.175e+3,1.175e+3,,
404.53,2.503e+3,2.503e+3,,
404.58,5.173e+3,5.173e+3,,
404.63,1.037e+4,1.037e+4,,
404.68,2.017e+4,2.017e+4,,
404.73,3.804e+4,3.804e+4,,
404.78,6.963e+4,6.963e+4,,
404.83,1.236e+5,1.236e+5,,
404.88,2.129e+5,2.129e+5,,
404.93,3.557e+5,3.557e+5,,
404.98,5.765e+5,5.765e+5,,
405.03,9.064e+5,9.064e+5,,
405.08,1.382e+6,1.382e+6,,
405.13,2.045e+6,2.045e+6,,
405.18,2.936e+6,2.936e+6,,
405.23,4.088e+6,4.088e+6,,
405.28,5.522e+6,5.522e+6,,
405.33,7.236e+6,7.236e+6,,
405.38,9.198e+6,9.198e+6,,
405.43,1.134e+7,1.134e+7,,
405.48,1.357e+7,1.357e+7,,
405.53,1.574e+7,1.574e+7,,
405.58,1.772e+7,1.772e+7,,
405.63,1.936e+7,1.936e+7,,
405.68,2.051e+7,2.051e+7,,
405.73,2.107e+7,2.107e+7,,
405.78,2.101e+7,2.101e+7,,
405.83,2.032e+7,2.032e+7,,
405.88,1.906e+7,1.906e+7,,
405.93,1.735e+7,1.735e+7,,
405.98,1.532e+7,1.532e+7,,
406.03,1.312e+7,1.312e+7,,
406.08,1.090e+7,1.090e+7,,
406.13,8.788e+6,8.788e+6,,
406.18,6.872e+6,6.872e+6,,
406.23,5.212e+6,5.212e+6,,
406.28,3.835e+6,3.835e+6,,
406.33,2.738e+6,2.738e+6,,
406.38,1.896e+6,1.896e+6,,
406.43,1.274e+6,1.274e+6,,
406.48,8.299e+5,8.299e+5,,
406.53,5.247e+5,5.247e+5,,
406.58,3.218e+5,3.218e+5,,
406.63,1.914e+5,1.914e+5,,
406.68,1.105e+5,1.105e+5,,
406.73,6.185e+4,6.185e+4,,
406.78,3.359e+4,3.359e+4,,
406.83,1.770e+4,1.770e+4,,
406.88,9.045e+3,9.045e+3,,
406.93,4.485e+3,4.485e+3,,
406.98,2.157e+3,2.157e+3,,
407.03,1.006e+3,1.006e+3,,
407.08,4.556e+2,4.556e+2,,
407.13,2.000e+2,2.000e+2,,
407.18,8.521e+1,8.521e+1,,
407.23,3.521e+1,3.521e+1,,
407.28,1.411e+1,1.411e+1,,
407.33,5.488e+0,5.488e+0,,
407.38,2.070e+0,2.070e+0,,
407.43,7.577e-1,7.577e-1,,
407.48,2.690e-1,2.690e-1,,
407.53,9.263e-2,9.263e-2,,
407.58,3.095e-2,3.095e-2,,
407.63,1.003e-2,1.003e-2,,
407.68,3.153e-3,3.153e-3,,
407.73,9.616e-4,9.616e-4,,
407.78,2.845e-4,2.845e-4,,
407.83,8.166e-5,8.166e-5,,
407.88,2.274e-5,2.274e-5,,
407.93,6.141e-6,6.141e-6,,
407.98,1.609e-6,1.609e-6,,
408.03,4.090e-7,4.090e-7,,
408.08,1.008e-7,1.008e-7,,
408.13,2.412e-8,2.412e-8,,
408.18,5.598e-9,5.598e-9,,
414.23,6.974e-9,6.974e-9,,
414.28,2.900e-8,2.900e-8,,
414.33,1.172e-7,1.172e-7,,
414.38,4.601e-7,4.601e-7,,
414.43,1.755e-6,1.755e-6,,
414.48,6.504e-6,6.504e-6,,
414.53,2.342e-5,2.342e-5,,
414.58,8.195e-5,8.195e-5,,
414.63,2.786e-4,2.786e-4,,
414.68,9.202e-4,9.202e-4,,
414.73,2.953e-3,2.953e-3,,
414.78,9.209e-3,9.209e-3,,
414.83,2.790e-2,2.790e-2,,
414.88,8.213e-2,8.213e-2,,
414.93,2.349e-1,2.349e-1,,
414.98,6.528e-1,6.528e-1,,
415.03,1.763e+0,1.763e+0,,
415.08,4.625e+0,4.625e+0,,
415.13,1.179e+1,1.179e+1,,
415.18,2.920e+1,2.920e+1,,
415.23,7.026e+1,7.026e+1,,
415.28,1.643e+2,1.643e+2,,
415.33,3.732e+2,3.732e+2,,
415.38,8.238e+2,8.238e+2,,
415.43,1.767e+3,1.767e+3,,
415.48,3.681e+3,3.681e+3,,
415.53,7.454e+3,7.454e+3,,
415.58,1.466e+4,1.466e+4,,
415.63,2.803e+4,2.803e+4,,
415.68,5.205e+4,5.205e+4,,
415.73,9.391e+4,9.391e+4,,
415.78,1.646e+5,1.646e+5,,
415.83,2.805e+5,2.805e+5,,
415.88,4.642e+5,4.642e+5,,
415.93,7.465e+5,7.465e+5,,
415.98,1.166e+6,1.166e+6,,
416.03,1.771e+6,1.771e+6,,
416.08,2.612e+6,2.612e+6,,
416.13,3.743e+6,3.743e+6,,
416.18,5.212e+6,5.212e+6,,
416.23,7.052e+6,7.052e+6,,
416.28,9.271e+6,9.271e+6,,
416.33,1.184e+7,1.184e+7,,
416.38,1.470e+7,1.470e+7,,
416.43,1.772e+7,1.772e+7,,
416.48,2.076e+7,2.076e+7,,
416.53,2.363e+7,2.363e+7,,
416.58,2.614e+7,2.614e+7,,
416.63,2.809e+7,2.809e+7,,
416.68,2.933e+7,2.933e+7,,
416.73,2.975e+7,2.975e+7,,
416.78,2.933e+7,2.933e+7,,
416.84,2.775e+7,2.775e+7,,
416.89,2.568e+7,2.568e+7,,
416.94,2.308e+7,2.308e+7,,
416.99,2.016e+7,2.016e+7,,
417.04,1.711e+7,1.711e+7,,
417.09,1.411e+7,1.411e+7,,
417.14,1.130e+7,1.130e+7,,
417.19,8.798e+6,8.798e+6,,
417.24,6.654e+6,6.654e+6,,
417.29,4.890e+6,4.890e+6,,
417.34,3.491e+6,3.491e+6,,
417.39,2.422e+6,2.422e+6,,
417.44,1.633e+6,1.633e+6,,
417.49,1.069e+6,1.069e+6,,
417.54,6.804e+5,6.804e+5,,
417.59,4.207e+5,4.207e+5,,
417.64,2.527e+5,2.527e+5,,
417.69,1.475e+5,1.475e+5,,
417.74,8.365e+4,8.365e+4,,
417.79,4.609e+4,4.609e+4,,
417.84,2.468e+4,2.468e+4,,
417.89,1.284e+4,1.284e+4,,
417.94,6.488e+3,6.488e+3,,
417.99,3.186e+3,3.186e+3,,
418.04,1.520e+3,1.520e+3,,
418.09,7.048e+2,7.048e+2,,
418.14,3.175e+2,3.175e+2,,
418.19,1.389e+2,1.389e+2,,
418.24,5.908e+1,5.908e+1,,
418.29,2.441e+1,2.441e+1,,
418.34,9.799e+0,9.799e+0,,
418.39,3.822e+0,3.822e+0,,
418.44,1.449e+0,1.449e+0,,
418.49,5.334e-1,5.334e-1,,
418.54,1.908e-1,1.908e-1,,
418.59,6.633e-2,6.633e-2,,
418.64,2.240e-2,2.240e-2,,
418.69,7.352e-3,7.352e-3,,
418.74,2.344e-3,2.344e-3,,
418.79,7.263e-4,7.263e-4,,
418.84,2.186e-4,2.186e-4,,
418.89,6.394e-5,6.394e-5,,
418.94,1.817e-5,1.817e-5,,
418.99,5.017e-6,5.017e-6,,
419.04,1.346e-6,1.346e-6,,
419.09,3.508e-7,3.508e-7,,
419.14,8.883e-8,8.883e-8,,
419.19,2.186e-8,2.186e-8,,
419.24,5.226e-9,5.226e-9,,
432.59,1.328e-8,1.328e-8,,
432.64,5.171e-8,5.171e-8,,
432.69,1.962e-7,1.962e-7,,
432.74,7.247e-7,7.247e-7,,
432.79,2.607e-6,2.607e-6,,
432.84,9.138e-6,9.138e-6,,
432.89,3.119e-5,3.119e-5,,
432.94,1.037e-4,1.037e-4,,
432.99,3.356e-4,3.356e-4,,
433.04,1.058e-3,1.058e-3,,
433.09,3.250e-3,3.250e-3,,
433.14,9.722e-3,9.722e-3,,
433.19,2.832e-2,2.832e-2,,
433.24,8.035e-2,8.035e-2,,
433.29,2.220e-1,2.220e-1,,
433.34,5.975e-1,5.975e-1,,
433.39,1.566e+0,1.566e+0,,
433.44,3.998e+0,3.998e+0,,
433.49,9.942e+0,9.942e+0,,
433.54,2.407e+1,2.407e+1,,
433.59,5.678e+1,5.678e+1,,
433.64,1.304e+2,1.304e+2,,
433.69,2.918e+2,2.918e+2,,
433.74,6.357e+2,6.357e+2,,
433.79,1.349e+3,1.349e+3,,
433.84,2.788e+3,2.788e+3,,
433.89,5.613e+3,5.613e+3,,
433.94,1.100e+4,1.100e+4,,
433.99,2.101e+4,2.101e+4,,
434.04,3.908e+4,3.908e+4,,
434.09,7.078e+4,7.078e+4,,
434.14,1.249e+5,1.249e+5,,
434.19,2.145e+5,2.145e+5,,
434.24,3.589e+5,3.589e+5,,
434.29,5.850e+5,5.850e+5,,
434.34,9.285e+5,9.285e+5,,
434.39,1.435e+6,1.435e+6,,
434.44,2.161e+6,2.161e+6,,
434.49,3.169e+6,3.169e+6,,
434.54,4.526e+6,4.526e+6,,
434.59,6.295e+6,6.295e+6,,
434.64,8.529e+6,8.529e+6,,
434.69,1.125e+7,1.125e+7,,
434.74,1.446e+7,1.446e+7,,
434.79,1.810e+7,1.810e+7,,
434.84,2.206e+7,2.206e+7,,
434.89,2.619e+7,2.619e+7,,
434.94,3.029e+7,3.029e+7,,
434.99,3.411e+7,3.411e+7,,
435.04,3.741e+7,3.741e+7,,
435.09,3.996e+7,3.996e+7,,
435.14,4.157e+7,4.157e+7,,
435.19,4.213e+7,4.213e+7,,
435.24,4.157e+7,4.157e+7,,
435.29,3.996e+7,3.996e+7,,
435.34,3.741e+7,3.741e+7,,
435.39,3.411e+7,3.411e+7,,
435.44,3.029e+7,3.029e+7,,
435.49,2.619e+7,2.619e+7,,
435.54,2.206e+7,2.206e+7,,
435.59,1.810e+7,1.810e+7,,
435.64,1.446e+7,1.446e+7,,
435.69,1.125e+7,1.125e+7,,
435.74,8.529e+6,8.529e+6,,
435.79,6.295e+6,6.295e+6,,
435.84,4.526e+6,4.526e+6,7.768e-11,
435.89,3.169e+6,3.169e+6,2.996e-10,
435.94,2.161e+6,2.161e+6,1.126e-9,
435.99,1.435e+6,1.435e+6,4.122e-9,
436.04,9.285e+5,9.285e+5,1.470e-8,
436.09,5.850e+5,5.850e+5,5.110e-8,
436.14,3.589e+5,3.589e+5,1.730e-7,
436.19,2.145e+5,2.145e+5,5.710e-7,
436.24,1.249e+5,1.249e+5,1.836e-6,
436.29,7.078e+4,7.078e+4,5.749e-6,
436.34,3.908e+4,3.908e+4,1.755e-5,
436.39,2.101e+4,2.101e+4,5.217e-5,
436.44,1.100e+4,1.100e+4,1.511e-4,
436.49,5.613e+3,5.613e+3,4.266e-4,
436.54,2.788e+3,2.788e+3,1.173e-3,
436.59,1.349e+3,1.349e+3,3.144e-3,
436.64,6.357e+2,6.357e+2,8.209e-3,
436.69,2.918e+2,2.918e+2,2.088e-2,
436.74,1.305e+2,1.304e+2,5.176e-2,
436.79,5.690e+1,5.678e+1,1.250e-1,
436.84,2.437e+1,2.407e+1,2.941e-1,
436.89,1.062e+1,9.942e+0,6.743e-1,
436.94,5.504e+0,3.998e+0,1.506e+0,
436.99,4.844e+0,1.566e+0,3.278e+0,
437.04,7.548e+0,5.975e-1,6.950e+0,
437.09,1.458e+1,2.220e-1,1.436e+1,
437.14,2.899e+1,8.035e-2,2.891e+1,
437.19,5.672e+1,2.832e-2,5.669e+1,
437.24,1.084e+2,9.722e-3,1.083e+2,
437.29,2.017e+2,3.250e-3,2.017e+2,
437.34,3.660e+2,1.058e-3,3.660e+2,
437.39,6.469e+2,3.356e-4,6.469e+2,
437.44,1.114e+3,1.037e-4,1.114e+3,
437.49,1.870e+3,3.119e-5,1.870e+3,
437.54,3.058e+3,9.138e-6,3.058e+3,
437.59,4.872e+3,2.607e-6,4.872e+3,
437.64,7.565e+3,7.247e-7,7.565e+3,
437.69,1.145e+4,1.962e-7,1.145e+4,
437.74,1.688e+4,5.171e-8,1.688e+4,
437.79,2.426e+4,1.328e-8,2.426e+4,
437.84,3.398e+4,,3.398e+4,
437.89,4.640e+4,,4.640e+4,
437.94,6.179e+4,,6.179e+4,
437.99,8.024e+4,,8.024e+4,
438.04,1.017e+5,,1.017e+5,
438.09,1.258e+5,,1.258e+5,
438.14,1.520e+5,,1.520e+5,
438.19,1.795e+5,,1.795e+5,
438.24,2.076e+5,,2.076e+5,
438.29,2.352e+5,,2.352e+5,
438.34,2.617e+5,,2.617e+5,
438.39,2.866e+5,,2.866e+5,
438.44,3.096e+5,,3.096e+5,
438.49,3.309e+5,,3.309e+5,
438.54,3.508e+5,,3.508e+5,
438.59,3.701e+5,,3.701e+5,
438.64,3.891e+5,,3.891e+5,
438.69,4.084e+5,,4.084e+5,
438.74,4.277e+5,,4.277e+5,
438.79,4.467e+5,,4.467e+5,
438.84,4.641e+5,,4.641e+5,
438.89,4.787e+5,,4.787e+5,
438.94,4.885e+5,,4.885e+5,
438.99,4.920e+5,,4.920e+5,
439.04,4.877e+5,,4.877e+5,
439.09,4.749e+5,,4.749e+5,
439.14,4.533e+5,,4.533e+5,
439.19,4.235e+5,,4.235e+5,
439.24,3.869e+5,,3.869e+5,
439.29,3.454e+5,,3.454e+5,
439.34,3.009e+5,,3.009e+5,
439.39,2.559e+5,,2.559e+5,
439.44,2.122e+5,,2.122e+5,
439.49,1.716e+5,,1.716e+5,
439.54,1.353e+5,,1.353e+5,
439.59,1.040e+5,,1.040e+5,
439.64,7.794e+4,,7.794e+4,
439.69,5.691e+4,,5.691e+4,
439.74,4.050e+4,,4.050e+4,
439.79,2.808e+4,,2.808e+4,
439.84,1.898e+4,,1.898e+4,
439.89,1.250e+4,,1.250e+4,
439.94,8.020e+3,,8.020e+3,
439.99,5.014e+3,,5.014e+3,
440.04,3.055e+3,,3.055e+3,
440.09,1.814e+3,,1.814e+3,
440.14,1.049e+3,,1.049e+3,
440.19,5.915e+2,,5.915e+2,
440.24,3.249e+2,,3.249e+2,
440.29,1.739e+2,,1.739e+2,
440.34,9.068e+1,,9.068e+1,
440.39,4.608e+1,,4.608e+1,
440.44,2.282e+1,,2.282e+1,
440.49,1.101e+1,,1.101e+1,
440.54,5.175e+0,,5.175e+0,
440.59,2.370e+0,,2.370e+0,
440.64,1.058e+0,,1.058e+0,
440.69,4.602e-1,,4.602e-1,
440.74,1.950e-1,,1.950e-1,
440.79,8.053e-2,,8.053e-2,
440.84,3.240e-2,,3.240e-2,
440.89,1.270e-2,,1.270e-2,
440.94,4.853e-3,,4.853e-3,
440.99,1.806e-3,,1.806e-3,
441.04,6.553e-4,,6.553e-4,
441.09,2.319e-4,,2.319e-4,
441.14,8.070e-5,,8.070e-5,
441.19,2.973e-5,,2.973e-5,
441.24,1.777e-5,,1.777e-5,
441.29,2.951e-5,,2.951e-5,
441.34,7.805e-5,,7.805e-5,
441.39,2.176e-4,,2.176e-4,
441.44,5.967e-4,,5.967e-4,
441.49,1.597e-3,,1.597e-3,
441.54,4.166e-3,,4.166e-3,
441.59,1.060e-2,,1.060e-2,
441.64,2.628e-2,,2.628e-2,
441.69,6.354e-2,,6.354e-2,
441.74,1.498e-1,,1.498e-1,
441.79,3.442e-1,,3.442e-1,
441.84,7.712e-1,,7.712e-1,
441.89,1.685e+0,,1.685e+0,
441.94,3.588e+0,,3.588e+0,
441.99,7.450e+0,,7.450e+0,
442.04,1.508e+1,,1.508e+1,
442.09,2.977e+1,,2.977e+1,
442.14,5.730e+1,,5.730e+1,
442.19,1.075e+2,,1.075e+2,
442.24,1.968e+2,,1.968e+2,
442.29,3.510e+2,,3.510e+2,
442.34,6.107e+2,,6.107e+2,
442.39,1.036e+3,,1.036e+3,
442.44,1.714e+3,,1.714e+3,
442.49,2.765e+3,,2.765e+3,
442.54,4.351e+3,,4.351e+3,
442.59,6.676e+3,,6.676e+3,
442.64,9.992e+3,,9.992e+3,
442.69,1.459e+4,,1.459e+4,
442.74,2.077e+4,,2.077e+4,
442.79,2.886e+4,,2.886e+4,
442.84,3.911e+4,,3.911e+4,
442.89,5.172e+4,,5.172e+4,
442.94,6.674e+4,,6.674e+4,
442.99,8.405e+4,,8.405e+4,
443.04,1.033e+5,,1.033e+5,
443.09,1.240e+5,,1.240e+5,
443.14,1.452e+5,,1.452e+5,
443.19,1.661e+5,,1.661e+5,
443.24,1.856e+5,,1.856e+5,
443.29,2.025e+5,,2.025e+5,
443.34,2.159e+5,,2.159e+5,
443.39,2.250e+5,,2.250e+5,
443.44,2.291e+5,,2.291e+5,
443.49,2.281e+5,,2.281e+5,
443.54,2.220e+5,,2.220e+5,
443.59,2.113e+5,,2.113e+5,
443.64,1.968e+5,,1.968e+5,
443.69,1.793e+5,,1.793e+5,
443.74,1.599e+5,,1.599e+5,
443.79,1.395e+5,,1.395e+5,
443.84,1.191e+5,,1.191e+5,
443.89,9.960e+4,,9.960e+4,
443.94,8.152e+4,,8.152e+4,
443.99,6.532e+4,,6.532e+4,
444.04,5.124e+4,,5.124e+4,
444.09,3.934e+4,,3.934e+4,
444.14,2.957e+4,,2.957e+4,
444.19,2.176e+4,,2.176e+4,
444.24,1.567e+4,,1.567e+4,
444.29,1.104e+4,,1.104e+4,
444.34,7.609e+3,,7.609e+3,
444.39,5.130e+3,,5.130e+3,
444.44,3.382e+3,,3.382e+3,
444.49,2.180e+3,,2.180e+3,
444.54,1.374e+3,,1.374e+3,
444.59,8.462e+2,,8.462e+2,
444.64,5.093e+2,,5.093e+2,
444.69,2.994e+2,,2.994e+2,
444.74,1.720e+2,,1.720e+2,
444.79,9.644e+1,,9.644e+1,
444.84,5.281e+1,,5.281e+1,
444.89,2.823e+1,,2.823e+1,
444.94,1.473e+1,,1.473e+1,
444.99,7.505e+0,,7.505e+0,
445.04,3.731e+0,,3.731e+0,
445.09,1.810e+0,,1.810e+0,
445.14,8.565e-1,,8.565e-1,
445.19,3.954e-1,,3.954e-1,
445.24,1.781e-1,,1.781e-1,
445.29,7.826e-2,,7.826e-2,
445.34,3.354e-2,,3.354e-2,
445.39,1.402e-2,,1.402e-2,
445.44,5.716e-3,,5.716e-3,
445.49,2.273e-3,,2.273e-3,
445.54,8.815e-4,,8.815e-4,
445.59,3.341e-4,,3.341e-4,
445.64,1.257e-4,,1.257e-4,
445.69,5.393e-5,,5.393e-5,
445.74,4.772e-5,,4.772e-5,
445.79,1.092e-4,,1.092e-4,
445.84,3.287e-4,,3.287e-4,
445.89,1.004e-3,,1.004e-3,
445.94,3.002e-3,,3.002e-3,
445.99,8.764e-3,,8.764e-3,
446.04,2.496e-2,,2.496e-2,
446.09,6.932e-2,,6.932e-2,
446.14,1.878e-1,,1.878e-1,
446.19,4.963e-1,,4.963e-1,
446.24,1.279e+0,,1.279e+0,
446.29,3.217e+0,,3.217e+0,
446.34,7.891e+0,,7.891e+0,
446.39,1.888e+1,,1.888e+1,
446.44,4.406e+1,,4.406e+1,
446.49,1.003e+2,,1.003e+2,
446.54,2.227e+2,,2.227e+2,
446.59,4.823e+2,,4.823e+2,
446.64,1.019e+3,,1.019e+3,
446.69,2.100e+3,,2.100e+3,
446.74,4.220e+3,,4.220e+3,
446.79,8.275e+3,,8.275e+3,
446.84,1.583e+4,,1.583e+4,
446.89,2.952e+4,,2.952e+4,
446.94,5.372e+4,,5.372e+4,
446.99,9.535e+4,,9.535e+4,
447.04,1.651e+5,,1.651e+5,
447.09,2.788e+5,,2.788e+5,
447.14,4.593e+5,,4.593e+5,
447.19,7.380e+5,,7.380e+5,
447.24,1.157e+6,,1.157e+6,
447.29,1.768e+6,,1.768e+6,
447.34,2.637e+6,,2.637e+6,
447.39,3.836e+6,,3.836e+6,
447.44,5.443e+6,,5.443e+6,
447.49,7.534e+6,,7.534e+6,
447.54,1.017e+7,,1.017e+7,
447.59,1.339e+7,,1.339e+7,
447.64,1.721e+7,,1.721e+7,
447.7,2.248e+7,,2.248e+7,
447.75,2.734e+7,,2.734e+7,
447.8,3.244e+7,,3.244e+7,
447.85,3.753e+7,,3.753e+7,
447.9,4.236e+7,,4.236e+7,
447.95,4.664e+7,,4.664e+7,
448,5.008e+7,,5.008e+7,
448.05,5.246e+7,,5.246e+7,
448.1,5.360e+7,,5.360e+7,
448.15,5.342e+7,,5.342e+7,
448.2,5.194e+7,,5.194e+7,
448.25,4.925e+7,,4.925e+7,
448.3,4.556e+7,,4.556e+7,
448.35,4.110e+7,,4.110e+7,
448.4,3.618e+7,,3.618e+7,
448.45,3.106e+7,,3.106e+7,
448.5,2.601e+7,,2.601e+7,
448.55,2.124e+7,,2.124e+7,
448.6,1.692e+7,,1.692e+7,
448.65,1.315e+7,,1.315e+7,
448.7,9.971e+6,,9.971e+6,
448.75,7.373e+6,,7.373e+6,
448.8,5.318e+6,,5.318e+6,
448.85,3.741e+6,,3.741e+6,
448.9,2.568e+6,,2.568e+6,
448.95,1.719e+6,,1.719e+6,
449,1.122e+6,,1.122e+6,
449.05,7.149e+5,,7.149e+5,
449.1,4.441e+5,,4.441e+5,
449.15,2.692e+5,,2.692e+5,
449.2,1.591e+5,,1.591e+5,
449.25,9.174e+4,,9.174e+4,
449.3,5.160e+4,,5.160e+4,
449.35,2.831e+4,,2.831e+4,
449.4,1.515e+4,,1.515e+4,
449.45,7.908e+3,,7.908e+3,
449.5,4.026e+3,,4.026e+3,
449.55,2.000e+3,,2.000e+3,
449.6,9.688e+2,,9.688e+2,
449.65,4.578e+2,,4.578e+2,
449.7,2.110e+2,,2.110e+2,
449.75,9.488e+1,,9.488e+1,
449.8,4.161e+1,,4.161e+1,
449.85,1.780e+1,,1.780e+1,
449.9,7.429e+0,,7.429e+0,
449.95,3.024e+0,,3.024e+0,
450,1.201e+0,,1.201e+0,
450.05,4.650e-1,,4.650e-1,
450.1,1.757e-1,,1.757e-1,
450.15,6.473e-2,,6.473e-2,
450.2,2.327e-2,,2.327e-2,
450.25,8.157e-3,,8.157e-3,
450.3,2.790e-3,,2.790e-3,
450.35,9.306e-4,,9.306e-4,
450.4,3.028e-4,,3.028e-4,
450.45,9.612e-5,,9.612e-5,
450.5,2.976e-5,,2.976e-5,
450.55,8.987e-6,,8.987e-6,
450.6,2.647e-6,,2.647e-6,
450.65,7.607e-7,,7.607e-7,
450.7,2.132e-7,,2.132e-7,
450.75,5.829e-8,,5.829e-8,
450.8,1.555e-8,,1.555e-8,
450.85,2.148e-9,,2.148e-9,
467.45,6.186e-9,6.186e-9,,
467.5,2.219e-8,2.219e-8,,
467.55,7.781e-8,7.781e-8,,
467.6,2.667e-7,2.667e-7,,
467.65,8.939e-7,8.939e-7,,
467.7,2.929e-6,2.929e-6,,
467.75,9.383e-6,9.383e-6,,
467.8,2.939e-5,2.939e-5,,
467.85,8.997e-5,8.997e-5,,
467.9,2.693e-4,2.693e-4,,
467.95,7.881e-4,7.881e-4,,
468,2.255e-3,2.255e-3,,
468.05,6.307e-3,6.307e-3,,
468.1,1.725e-2,1.725e-2,,
468.15,4.611e-2,4.611e-2,,
468.2,1.205e-1,1.205e-1,,
468.25,3.079e-1,3.079e-1,,
468.3,7.692e-1,7.692e-1,,
468.35,1.879e+0,1.879e+0,,
468.4,4.486e+0,4.486e+0,,
468.45,1.047e+1,1.047e+1,,
468.5,2.390e+1,2.390e+1,,
468.55,5.332e+1,5.332e+1,,
468.6,1.163e+2,1.163e+2,,
468.65,2.480e+2,2.480e+2,,
468.7,5.171e+2,5.171e+2,,
468.75,1.054e+3,1.054e+3,,
468.8,2.100e+3,2.100e+3,,
468.85,4.091e+3,4.091e+3,,
468.9,7.792e+3,7.792e+3,,
468.95,1.451e+4,1.451e+4,,
469,2.641e+4,2.641e+4,,
469.05,4.701e+4,4.701e+4,,
469.1,8.179e+4,8.179e+4,,
469.15,1.391e+5,1.391e+5,,
469.2,2.314e+5,2.314e+5,,
469.25,3.762e+5,3.762e+5,,
469.3,5.979e+5,5.979e+5,,
