Wavelength (nm),Sum,K I (3.1e-02),K II (9.7e-01),K III (2.7e-11)
429.44,5.005e-2,,5.005e-2,
429.49,8.780e-2,,8.780e-2,
429.54,1.500e-1,,1.500e-1,
429.59,2.499e-1,,2.499e-1,
429.64,4.056e-1,,4.056e-1,
429.69,6.418e-1,,6.418e-1,
429.74,9.905e-1,,9.905e-1,
429.79,1.492e+0,,1.492e+0,
429.84,2.193e+0,,2.193e+0,
429.89,3.149e+0,,3.149e+0,
429.94,4.420e+0,,4.420e+0,
429.99,6.069e+0,,6.069e+0,
430.04,8.161e+0,,8.161e+0,
430.09,1.076e+1,,1.076e+1,
430.14,1.391e+1,,1.391e+1,
430.19,1.766e+1,,1.766e+1,
430.24,2.205e+1,,2.205e+1,
430.29,2.709e+1,,2.709e+1,
430.34,3.276e+1,,3.276e+1,
430.39,3.904e+1,,3.904e+1,
430.44,4.584e+1,,4.584e+1,
430.49,5.302e+1,,5.302e+1,
430.54,6.039e+1,,6.039e+1,
430.59,6.771e+1,,6.771e+1,
430.64,7.466e+1,,7.466e+1,
430.69,8.088e+1,,8.088e+1,
430.74,8.599e+1,,8.599e+1,
430.79,8.965e+1,,8.965e+1,
430.84,9.154e+1,,9.154e+1,
430.89,9.148e+1,,9.148e+1,
430.94,8.939e+1,,8.939e+1,
430.99,8.534e+1,,8.534e+1,
431.04,7.956e+1,,7.956e+1,
431.09,7.239e+1,,7.239e+1,
431.14,6.425e+1,,6.425e+1,
431.19,5.560e+1,,5.560e+1,
431.24,4.690e+1,,4.690e+1,
431.29,3.856e+1,,3.856e+1,
431.34,3.089e+1,,3.089e+1,
431.39,2.410e+1,,2.410e+1,
431.44,1.832e+1,,1.832e+1,
431.49,1.356e+1,,1.356e+1,
431.54,9.773e+0,,9.773e+0,
431.59,6.859e+0,,6.859e+0,
431.64,4.688e+0,,4.688e+0,
431.69,3.119e+0,,3.119e+0,
431.74,2.020e+0,,2.020e+0,
431.79,1.274e+0,,1.274e+0,
431.84,7.823e-1,,7.823e-1,
431.89,4.676e-1,,4.676e-1,
431.94,2.721e-1,,2.721e-1,
431.99,1.541e-1,,1.541e-1,
432.04,8.499e-2,,8.499e-2,
432.09,4.562e-2,,4.562e-2,
432.14,2.384e-2,,2.384e-2,
432.19,1.213e-2,,1.213e-2,
432.24,6.005e-3,,6.005e-3,
432.29,2.896e-3,,2.896e-3,
432.34,1.362e-3,,1.362e-3,
432.39,6.311e-4,,6.311e-4,
432.44,3.010e-4,,3.010e-4,
432.49,1.763e-4,,1.763e-4,
432.54,1.756e-4,,1.756e-4,
432.59,2.891e-4,,2.891e-4,
432.64,5.684e-4,,5.684e-4,
432.69,1.141e-3,,1.141e-3,
432.74,2.252e-3,,2.252e-3,
432.79,4.337e-3,,4.337e-3,
432.84,8.135e-3,,8.135e-3,
432.89,1.486e-2,,1.486e-2,
432.94,2.644e-2,,2.644e-2,
432.99,4.580e-2,,4.580e-2,
433.04,7.727e-2,,7.727e-2,
433.09,1.269e-1,,1.269e-1,
433.14,2.031e-1,,2.031e-1,
433.19,3.163e-1,,3.163e-1,
433.24,4.799e-1,,4.799e-1,
433.29,7.090e-1,,7.090e-1,
433.34,1.020e+0,,1.020e+0,
433.39,1.429e+0,,1.429e+0,
433.44,1.949e+0,,1.949e+0,
433.49,2.590e+0,,2.590e+0,
433.54,3.350e+0,,3.350e+0,
433.59,4.220e+0,,4.220e+0,
433.64,5.177e+0,,5.177e+0,
433.69,6.185e+0,,6.185e+0,
433.74,7.196e+0,,7.196e+0,
433.79,8.152e+0,,8.152e+0,
433.84,8.993e+0,,8.993e+0,
433.89,9.661e+0,,9.661e+0,
433.94,1.011e+1,,1.011e+1,
433.99,1.030e+1,,1.030e+1,
434.04,1.022e+1,,1.022e+1,
434.09,9.869e+0,,9.869e+0,
434.14,9.284e+0,,9.284e+0,
434.19,8.506e+0,,8.506e+0,
434.24,7.588e+0,,7.588e+0,
434.29,6.592e+0,,6.592e+0,
434.34,5.577e+0,,5.577e+0,
434.39,4.595e+0,,4.595e+0,
434.44,3.686e+0,,3.686e+0,
434.49,2.880e+0,,2.880e+0,
434.54,2.191e+0,,2.191e+0,
434.59,1.623e+0,,1.623e+0,
434.64,1.171e+0,,1.171e+0,
434.69,8.226e-1,,8.226e-1,
434.74,5.628e-1,,5.628e-1,
434.79,3.749e-1,,3.749e-1,
434.84,2.432e-1,,2.432e-1,
434.89,1.537e-1,,1.537e-1,
434.94,9.456e-2,,9.456e-2,
434.99,5.669e-2,,5.669e-2,
435.04,3.314e-2,,3.314e-2,
435.09,1.896e-2,,1.896e-2,
435.14,1.074e-2,,1.074e-2,
435.19,6.235e-3,,6.235e-3,
435.24,4.067e-3,,4.067e-3,
435.29,3.449e-3,,3.449e-3,
435.34,4.017e-3,,4.017e-3,
435.39,5.707e-3,,5.707e-3,
435.44,8.680e-3,,8.680e-3,
435.49,1.327e-2,,1.327e-2,
435.54,1.996e-2,,1.996e-2,
435.59,2.934e-2,,2.934e-2,
435.64,4.203e-2,,4.203e-2,
435.69,5.866e-2,,5.866e-2,
435.74,7.976e-2,,7.976e-2,
435.79,1.056e-1,,1.056e-1,
435.84,1.363e-1,,1.363e-1,
435.89,1.713e-1,,1.713e-1,
435.94,2.097e-1,,2.097e-1,
435.99,2.501e-1,,2.501e-1,
436.04,2.904e-1,,2.904e-1,
436.09,3.286e-1,,3.286e-1,
436.14,3.621e-1,,3.621e-1,
436.19,3.888e-1,,3.888e-1,
436.24,4.065e-1,,4.065e-1,
436.29,4.141e-1,,4.141e-1,
436.34,4.108e-1,,4.108e-1,
436.39,3.970e-1,,3.970e-1,
436.44,3.737e-1,,3.737e-1,
436.49,3.427e-1,,3.427e-1,
436.54,3.061e-1,,3.061e-1,
436.59,2.663e-1,,2.663e-1,
436.64,2.257e-1,,2.257e-1,
436.69,1.863e-1,,1.863e-1,
436.74,1.498e-1,,1.498e-1,
436.79,1.174e-1,,1.174e-1,
436.84,8.954e-2,,8.954e-2,
436.89,6.654e-2,,6.654e-2,
436.94,4.817e-2,,4.817e-2,
436.99,3.397e-2,,3.397e-2,
437.04,2.333e-2,,2.333e-2,
437.09,1.561e-2,,1.561e-2,
437.14,1.018e-2,,1.018e-2,
437.19,6.480e-3,,6.480e-3,
437.24,4.044e-3,,4.044e-3,
437.29,2.520e-3,,2.520e-3,
437.34,1.661e-3,,1.661e-3,
437.39,1.338e-3,,1.338e-3,
437.44,1.551e-3,,1.551e-3,
437.49,2.470e-3,,2.470e-3,
437.54,4.513e-3,,4.513e-3,
437.59,8.480e-3,,8.480e-3,
437.64,1.576e-2,,1.576e-2,
437.69,2.868e-2,,2.868e-2,
437.74,5.088e-2,,5.088e-2,
437.79,8.799e-2,,8.799e-2,
437.84,1.483e-1,,1.483e-1,
437.89,2.435e-1,,2.435e-1,
437.94,3.896e-1,,3.896e-1,
437.99,6.073e-1,,6.073e-1,
438.04,9.225e-1,,9.225e-1,
438.09,1.365e+0,,1.365e+0,
438.14,1.969e+0,,1.969e+0,
438.19,2.767e+0,,2.767e+0,
438.24,3.788e+0,,3.788e+0,
438.29,5.054e+0,,5.054e+0,
438.34,6.569e+0,,6.569e+0,
438.39,8.320e+0,,8.320e+0,
438.44,1.027e+1,,1.027e+1,
438.49,1.235e+1,,1.235e+1,
438.54,1.447e+1,,1.447e+1,
438.59,1.651e+1,,1.651e+1,
438.64,1.837e+1,,1.837e+1,
438.69,1.991e+1,,1.991e+1,
438.74,2.102e+1,,2.102e+1,
438.79,2.163e+1,,2.163e+1,
438.84,2.169e+1,,2.169e+1,
438.89,2.119e+1,,2.119e+1,
438.94,2.017e+1,,2.017e+1,
438.99,1.871e+1,,1.871e+1,
439.04,1.690e+1,,1.690e+1,
439.09,1.488e+1,,1.488e+1,
439.14,1.277e+1,,1.277e+1,
439.19,1.068e+1,,1.068e+1,
439.24,8.696e+0,,8.696e+0,
439.29,6.901e+0,,6.901e+0,
439.34,5.337e+0,,5.337e+0,
439.39,4.021e+0,,4.021e+0,
439.44,2.952e+0,,2.952e+0,
439.49,2.112e+0,,2.112e+0,
439.54,1.472e+0,,1.472e+0,
439.59,9.999e-1,,9.999e-1,
439.64,6.617e-1,,6.617e-1,
439.69,4.266e-1,,4.266e-1,
439.74,2.680e-1,,2.680e-1,
439.79,1.641e-1,,1.641e-1,
439.84,9.787e-2,,9.787e-2,
439.89,5.688e-2,,5.688e-2,
439.94,3.221e-2,,3.221e-2,
439.99,1.777e-2,,1.777e-2,
440.04,9.555e-3,,9.555e-3,
440.09,5.006e-3,,5.006e-3,
440.14,2.555e-3,,2.555e-3,
440.19,1.271e-3,,1.271e-3,
440.24,6.158e-4,,6.158e-4,
440.29,2.907e-4,,2.907e-4,
440.34,1.338e-4,,1.338e-4,
440.39,5.996e-5,,5.996e-5,
440.44,2.619e-5,,2.619e-5,
440.49,1.115e-5,,1.115e-5,
440.54,4.622e-6,,4.622e-6,
440.59,1.868e-6,,1.868e-6,
440.64,7.353e-7,,7.353e-7,
440.69,2.820e-7,,2.820e-7,
440.74,1.054e-7,,1.054e-7,
440.79,3.839e-8,,3.839e-8,
440.84,1.362e-8,,1.362e-8,
440.89,4.711e-9,,4.711e-9,
440.94,1.587e-9,,1.587e-9,
440.99,5.210e-10,,5.210e-10,
441.04,1.666e-10,,1.666e-10,
441.09,5.193e-11,,5.193e-11,
441.14,1.577e-11,,1.577e-11,
441.19,4.666e-12,,4.666e-12,
441.24,1.345e-12,,1.345e-12,
441.29,3.778e-13,,3.778e-13,
441.34,1.034e-13,,1.034e-13,
441.39,2.758e-14,,2.758e-14,
441.44,7.167e-15,,7.167e-15,
443.99,1.800e-15,,1.800e-15,
444.04,6.812e-15,,6.812e-15,
444.09,2.514e-14,,2.514e-14,
444.14,9.046e-14,,9.046e-14,
444.19,3.175e-13,,3.175e-13,
444.24,1.087e-12,,1.087e-12,
444.29,3.628e-12,,3.628e-12,
444.34,1.181e-11,,1.181e-11,
444.39,3.750e-11,,3.750e-11,
444.44,1.161e-10,,1.161e-10,
444.49,3.506e-10,,3.506e-10,
444.54,1.033e-9,,1.033e-9,
444.59,2.966e-9,,2.966e-9,
444.64,8.308e-9,,8.308e-9,
444.69,2.269e-8,,2.269e-8,
444.74,6.046e-8,,6.046e-8,
444.79,1.571e-7,,1.571e-7,
444.84,3.981e-7,,3.981e-7,
444.89,9.837e-7,,9.837e-7,
444.94,2.371e-6,,2.371e-6,
444.99,5.572e-6,,5.572e-6,
445.04,1.277e-5,,1.277e-5,
445.09,2.855e-5,,2.855e-5,
445.14,6.225e-5,,6.225e-5,
445.19,1.323e-4,,1.323e-4,
445.24,2.744e-4,,2.744e-4,
445.29,5.550e-4,,5.550e-4,
445.34,1.095e-3,,1.095e-3,
445.39,2.105e-3,,2.105e-3,
445.44,3.949e-3,,3.949e-3,
445.49,7.224e-3,,7.224e-3,
445.54,1.289e-2,,1.289e-2,
445.59,2.242e-2,,2.242e-2,
445.64,3.805e-2,,3.805e-2,
445.69,6.297e-2,,6.297e-2,
445.74,1.016e-1,,1.016e-1,
445.79,1.600e-1,,1.600e-1,
445.84,2.455e-1,,2.455e-1,
445.89,3.676e-1,,3.676e-1,
445.94,5.367e-1,,5.367e-1,
445.99,7.641e-1,,7.641e-1,
446.04,1.061e+0,,1.061e+0,
446.09,1.437e+0,,1.437e+0,
446.14,1.898e+0,,1.898e+0,
446.19,2.444e+0,,2.444e+0,
446.24,3.071e+0,,3.071e+0,
446.29,3.762e+0,,3.762e+0,
446.34,4.494e+0,,4.494e+0,
446.39,5.237e+0,,5.237e+0,
446.44,5.950e+0,,5.950e+0,
446.49,6.594e+0,,6.594e+0,
446.54,7.127e+0,,7.127e+0,
446.59,7.512e+0,,7.512e+0,
446.64,7.722e+0,,7.722e+0,
446.69,7.742e+0,,7.742e+0,
446.74,7.569e+0,,7.569e+0,
446.79,7.217e+0,,7.217e+0,
446.84,6.711e+0,,6.711e+0,
446.89,6.086e+0,,6.086e+0,
446.94,5.383e+0,,5.383e+0,
446.99,4.643e+0,,4.643e+0,
447.04,3.906e+0,,3.906e+0,
447.09,3.204e+0,,3.204e+0,
447.14,2.564e+0,,2.564e+0,
447.19,2.000e+0,,2.000e+0,
447.24,1.522e+0,,1.522e+0,
447.29,1.130e+0,,1.130e+0,
447.34,8.176e-1,,8.176e-1,
447.39,5.771e-1,,5.771e-1,
447.44,3.973e-1,,3.973e-1,
447.49,2.667e-1,,2.667e-1,
447.54,1.746e-1,,1.746e-1,
447.59,1.115e-1,,1.115e-1,
447.64,6.944e-2,,6.944e-2,
447.7,3.805e-2,,3.805e-2,
447.75,2.242e-2,,2.242e-2,
447.8,1.289e-2,,1.289e-2,
447.85,7.224e-3,,7.224e-3,
447.9,3.949e-3,,3.949e-3,
447.95,2.105e-3,,2.105e-3,
448,1.095e-3,,1.095e-3,
448.05,5.550e-4,,5.550e-4,
448.1,2.744e-4,,2.744e-4,
448.15,1.323e-4,,1.323e-4,
448.2,6.225e-5,,6.225e-5,
448.25,2.855e-5,,2.855e-5,
448.3,1.277e-5,,1.277e-5,
448.35,5.573e-6,,5.573e-6,
448.4,2.373e-6,,2.373e-6,
448.45,9.913e-7,,9.913e-7,
448.5,4.193e-7,,4.193e-7,
448.55,2.143e-7,,2.143e-7,
448.6,2.112e-7,,2.112e-7,
448.65,4.099e-7,,4.099e-7,
448.7,9.787e-7,,9.787e-7,
448.75,2.376e-6,,2.376e-6,
448.8,5.662e-6,,5.662e-6,
448.85,1.318e-5,,1.318e-5,
448.9,2.993e-5,,2.993e-5,
448.95,6.632e-5,,6.632e-5,
449,1.434e-4,,1.434e-4,
449.05,3.024e-4,,3.024e-4,
449.1,6.224e-4,,6.224e-4,
449.15,1.250e-3,,1.250e-3,
449.2,2.448e-3,,2.448e-3,
449.25,4.679e-3,,4.679e-3,
449.3,8.726e-3,,8.726e-3,
449.35,1.588e-2,,1.588e-2,
449.4,2.819e-2,,2.819e-2,
449.45,4.882e-2,,4.882e-2,
449.5,8.250e-2,,8.250e-2,
449.55,1.360e-1,,1.360e-1,
449.6,2.188e-1,,2.188e-1,
449.65,3.434e-1,,3.434e-1,
449.7,5.259e-1,,5.259e-1,
449.75,7.858e-1,,7.858e-1,
449.8,1.145e+0,,1.145e+0,
449.85,1.629e+0,,1.629e+0,
449.9,2.261e+0,,2.261e+0,
449.95,3.061e+0,,3.061e+0,
450,4.043e+0,,4.043e+0,
450.05,5.210e+0,,5.210e+0,
450.1,6.552e+0,,6.552e+0,
450.15,8.038e+0,,8.038e+0,
450.2,9.622e+0,,9.622e+0,
450.25,1.124e+1,,1.124e+1,
450.3,1.280e+1,,1.280e+1,
450.35,1.423e+1,,1.423e+1,
450.4,1.544e+1,,1.544e+1,
450.45,1.634e+1,,1.634e+1,
450.5,1.687e+1,,1.687e+1,
450.55,1.700e+1,,1.700e+1,
450.6,1.671e+1,,1.671e+1,
450.65,1.602e+1,,1.602e+1,
450.7,1.499e+1,,1.499e+1,
450.75,1.368e+1,,1.368e+1,
450.8,1.219e+1,,1.219e+1,
450.85,1.059e+1,,1.059e+1,
450.9,8.980e+0,,8.980e+0,
450.95,7.429e+0,,7.429e+0,
451,5.996e+0,,5.996e+0,
451.05,4.722e+0,,4.722e+0,
451.1,3.628e+0,,3.628e+0,
451.15,2.719e+0,,2.719e+0,
451.2,1.989e+0,,1.989e+0,
451.25,1.419e+0,,1.419e+0,
451.3,9.881e-1,,9.881e-1,
451.35,6.712e-1,,6.712e-1,
451.4,4.448e-1,,4.448e-1,
451.45,2.876e-1,,2.876e-1,
451.5,1.815e-1,,1.815e-1,
451.55,1.117e-1,,1.117e-1,
451.6,6.708e-2,,6.708e-2,
451.65,3.931e-2,,3.931e-2,
451.7,2.247e-2,,2.247e-2,
451.75,1.253e-2,,1.253e-2,
451.8,6.821e-3,,6.821e-3,
451.85,3.622e-3,,3.622e-3,
451.9,1.876e-3,,1.876e-3,
451.95,9.483e-4,,9.483e-4,
452,4.677e-4,,4.677e-4,
452.05,2.250e-4,,2.250e-4,
452.1,1.056e-4,,1.056e-4,
452.15,4.838e-5,,4.838e-5,
452.2,2.162e-5,,2.162e-5,
452.25,9.427e-6,,9.427e-6,
452.3,4.010e-6,,4.010e-6,
452.35,1.664e-6,,1.664e-6,
452.4,6.740e-7,,6.740e-7,
452.45,2.663e-7,,2.663e-7,
452.5,1.026e-7,,1.026e-7,
452.55,3.860e-8,,3.860e-8,
452.6,1.417e-8,,1.417e-8,
452.65,5.072e-9,,5.072e-9,
452.7,1.772e-9,,1.772e-9,
452.75,6.038e-10,,6.038e-10,
452.8,2.008e-10,,2.008e-10,
452.85,6.513e-11,,6.513e-11,
452.9,2.062e-11,,2.062e-11,
452.95,6.367e-12,,6.367e-12,
453,1.919e-12,,1.919e-12,
453.05,5.640e-13,,5.640e-13,
453.1,1.618e-13,,1.618e-13,
453.15,4.527e-14,,4.527e-14,
453.2,1.236e-14,,1.236e-14,
453.25,3.293e-15,,3.293e-15,
458.1,1.539e-14,,1.539e-14,
458.15,5.552e-14,,5.552e-14,
458.2,1.956e-13,,1.956e-13,
458.25,6.733e-13,,6.733e-13,
458.3,2.264e-12,,2.264e-12,
458.35,7.432e-12,,7.432e-12,
458.4,2.384e-11,,2.384e-11,
458.45,7.466e-11,,7.466e-11,
458.5,2.284e-10,,2.284e-10,
458.55,6.827e-10,,6.827e-10,
458.6,1.993e-9,,1.993e-9,
458.65,5.681e-9,,5.681e-9,
458.7,1.582e-8,,1.582e-8,
458.75,4.302e-8,,4.302e-8,
458.8,1.143e-7,,1.143e-7,
458.85,2.965e-7,,2.965e-7,
458.9,7.515e-7,,7.515e-7,
458.95,1.860e-6,,1.860e-6,
459,4.498e-6,,4.498e-6,
459.05,1.062e-5,,1.062e-5,
459.1,2.450e-5,,2.450e-5,
459.15,5.520e-5,,5.520e-5,
459.2,1.215e-4,,1.215e-4,
459.25,2.610e-4,,2.610e-4,
459.3,5.480e-4,,5.480e-4,
459.35,1.124e-3,,1.124e-3,
459.4,2.250e-3,,2.250e-3,
459.45,4.402e-3,,4.402e-3,
459.5,8.410e-3,,8.410e-3,
459.55,1.569e-2,,1.569e-2,
459.6,2.861e-2,,2.861e-2,
459.65,5.093e-2,,5.093e-2,
459.7,8.856e-2,,8.856e-2,
459.75,1.504e-1,,1.504e-1,
459.8,2.495e-1,,2.495e-1,
459.85,4.043e-1,,4.043e-1,
459.9,6.399e-1,,6.399e-1,
459.95,9.891e-1,,9.891e-1,
460,1.493e+0,,1.493e+0,
460.05,2.202e+0,,2.202e+0,
460.1,3.172e+0,,3.172e+0,
460.15,4.463e+0,,4.463e+0,
460.2,6.132e+0,,6.132e+0,
460.25,8.231e+0,,8.231e+0,
460.3,1.079e+1,,1.079e+1,
460.35,1.382e+1,,1.382e+1,
460.4,1.728e+1,,1.728e+1,
460.45,2.111e+1,,2.111e+1,
460.5,2.518e+1,,2.518e+1,
460.55,2.935e+1,,2.935e+1,
460.6,3.340e+1,,3.340e+1,
460.65,3.714e+1,,3.714e+1,
460.7,4.033e+1,,4.033e+1,
460.75,4.277e+1,,4.277e+1,
460.8,4.431e+1,,4.431e+1,
460.85,4.483e+1,,4.483e+1,
460.9,4.431e+1,,4.431e+1,
460.95,4.277e+1,,4.277e+1,
461,4.033e+1,,4.033e+1,
461.05,3.714e+1,,3.714e+1,
461.1,3.340e+1,,3.340e+1,
461.15,2.935e+1,,2.935e+1,
461.2,2.518e+1,,2.518e+1,
461.25,2.111e+1,,2.111e+1,
461.3,1.728e+1,,1.728e+1,
461.35,1.382e+1,,1.382e+1,
461.4,1.079e+1,,1.079e+1,
461.45,8.231e+0,,8.231e+0,
461.5,6.132e+0,,6.132e+0,
461.55,4.463e+0,,4.463e+0,
461.6,3.172e+0,,3.172e+0,
461.65,2.202e+0,,2.202e+0,
461.7,1.493e+0,,1.493e+0,
461.75,9.891e-1,,9.891e-1,
461.8,6.399e-1,,6.399e-1,
461.85,4.043e-1,,4.043e-1,
461.9,2.495e-1,,2.495e-1,
461.95,1.504e-1,,1.504e-1,
462,8.856e-2,,8.856e-2,
462.05,5.093e-2,,5.093e-2,
462.1,2.861e-2,,2.861e-2,
462.15,1.569e-2,,1.569e-2,
462.2,8.410e-3,,8.410e-3,
462.25,4.402e-3,,4.402e-3,
462.3,2.250e-3,,2.250e-3,
462.35,1.124e-3,,1.124e-3,
462.4,5.480e-4,,5.480e-4,
462.45,2.610e-4,,2.610e-4,
462.5,1.215e-4,,1.215e-4,
462.55,5.520e-5,,5.520e-5,
462.6,2.450e-5,,2.450e-5,
462.65,1.062e-5,,1.062e-5,
462.7,4.498e-6,,4.498e-6,
462.75,1.860e-6,,1.860e-6,
462.8,7.515e-7,,7.515e-7,
462.85,2.965e-7,,2.965e-7,
462.9,1.143e-7,,1.143e-7,
462.95,4.302e-8,,4.302e-8,
463,1.582e-8,,1.582e-8,
463.05,5.681e-9,,5.681e-9,
463.1,1.993e-9,,1.993e-9,
463.15,6.827e-10,,6.827e-10,
463.2,2.284e-10,,2.284e-10,
463.25,7.468e-11,,7.468e-11,
463.3,2.390e-11,,2.390e-11,
463.35,7.646e-12,,7.646e-12,
463.4,2.962e-12,,2.962e-12,
463.45,2.896e-12,,2.896e-12,
463.5,7.115e-12,,7.115e-12,
463.55,2.110e-11,,2.110e-11,
463.6,6.257e-11,,6.257e-11,
463.65,1.817e-10,,1.817e-10,
463.7,5.158e-10,,5.158e-10,
463.75,1.431e-9,,1.431e-9,
463.8,3.878e-9,,3.878e-9,
463.85,1.027e-8,,1.027e-8,
463.9,2.660e-8,,2.660e-8,
463.95,6.728e-8,,6.728e-8,
464,1.663e-7,,1.663e-7,
464.05,4.018e-7,,4.018e-7,
464.1,9.487e-7,,9.487e-7,
464.15,2.189e-6,,2.189e-6,
464.2,4.935e-6,,4.935e-6,
464.25,1.087e-5,,1.087e-5,
464.3,2.341e-5,,2.341e-5,
464.35,4.926e-5,,4.926e-5,
464.4,1.013e-4,,1.013e-4,
464.45,2.035e-4,,2.035e-4,
464.5,3.997e-4,,3.997e-4,
464.55,7.669e-4,,7.669e-4,
464.6,1.438e-3,,1.438e-3,
464.65,2.635e-3,,2.635e-3,
464.7,4.720e-3,,4.720e-3,
464.75,8.260e-3,,8.260e-3,
464.8,1.413e-2,,1.413e-2,
464.85,2.361e-2,,2.361e-2,
464.9,3.856e-2,,3.856e-2,
464.95,6.154e-2,,6.154e-2,
465,9.598e-2,,9.598e-2,
465.05,1.463e-1,,1.463e-1,
465.1,2.179e-1,,2.179e-1,
465.15,3.172e-1,,3.172e-1,
465.2,4.511e-1,,4.511e-1,
465.25,6.271e-1,,6.271e-1,
465.3,8.519e-1,,8.519e-1,
465.35,1.131e+0,,1.131e+0,
465.4,1.467e+0,,1.467e+0,
465.45,1.860e+0,,1.860e+0,
465.5,2.304e+0,,2.304e+0,
465.55,2.789e+0,,2.789e+0,
465.6,3.300e+0,,3.300e+0,
465.65,3.815e+0,,3.815e+0,
465.7,4.310e+0,,4.310e+0,
465.75,4.759e+0,,4.759e+0,
465.8,5.135e+0,,5.135e+0,
465.85,5.414e+0,,5.414e+0,
465.9,5.579e+0,,5.579e+0,
465.95,5.618e+0,,5.618e+0,
466,5.528e+0,,5.528e+0,
466.05,5.315e+0,,5.315e+0,
466.1,4.995e+0,,4.995e+0,
466.15,4.587e+0,,4.587e+0,
466.2,4.116e+0,,4.116e+0,
466.25,3.610e+0,,3.610e+0,
466.3,3.094e+0,,3.094e+0,
466.35,2.591e+0,,2.591e+0,
466.4,2.121e+0,,2.121e+0,
466.45,1.696e+0,,1.696e+0,
466.5,1.326e+0,,1.326e+0,
466.55,1.012e+0,,1.012e+0,
466.6,7.557e-1,,7.557e-1,
466.65,5.512e-1,,5.512e-1,
466.7,3.929e-1,,3.929e-1,
466.75,2.737e-1,,2.737e-1,
466.8,1.863e-1,,1.863e-1,
466.85,1.239e-1,,1.239e-1,
466.9,8.057e-2,,8.057e-2,
466.95,5.118e-2,,5.118e-2,
467,3.177e-2,,3.177e-2,
467.05,1.928e-2,,1.928e-2,
467.1,1.143e-2,,1.143e-2,
467.15,6.621e-3,,6.621e-3,
467.2,3.749e-3,,3.749e-3,
467.25,2.074e-3,,2.074e-3,
467.3,1.121e-3,,1.121e-3,
467.35,5.925e-4,,5.925e-4,
467.4,3.060e-4,,3.060e-4,
467.45,1.544e-4,,1.544e-4,
467.5,7.613e-5,,7.613e-5,
467.55,3.668e-5,,3.668e-5,
467.6,1.727e-5,,1.727e-5,
467.65,7.949e-6,,7.949e-6,
467.7,3.575e-6,,3.575e-6,
467.75,1.571e-6,,1.571e-6,
467.8,6.747e-7,,6.747e-7,
467.85,2.832e-7,,2.832e-7,
467.9,1.161e-7,,1.161e-7,
467.95,4.654e-8,,4.654e-8,
468,1.823e-8,,1.823e-8,
468.05,6.977e-9,,6.977e-9,
468.1,2.610e-9,,2.610e-9,
468.15,9.539e-10,,9.539e-10,
468.2,3.407e-10,,3.407e-10,
468.25,1.189e-10,,1.189e-10,
468.3,4.057e-11,,4.057e-11,
468.35,1.352e-11,,1.352e-11,
468.4,4.406e-12,,4.406e-12,
468.45,1.403e-12,,1.403e-12,
468.5,4.363e-13,,4.363e-13,
468.55,1.326e-13,,1.326e-13,
468.6,3.941e-14,,3.941e-14,
468.65,1.144e-14,,1.144e-14,
468.7,3.246e-15,,3.246e-15,
468.75,9.000e-16,,9.000e-16,
480.01,1.020e-14,,1.020e-14,
480.06,3.515e-14,,3.515e-14,
480.11,1.185e-13,,1.185e-13,
480.16,3.913e-13,,3.913e-13,
480.21,1.264e-12,,1.264e-12,
480.26,3.997e-12,,3.997e-12,
480.31,1.237e-11,,1.237e-11,
480.36,3.748e-11,,3.748e-11,
480.41,1.112e-10,,1.112e-10,
480.46,3.226e-10,,3.226e-10,
480.51,9.165e-10,,9.165e-10,
480.56,2.548e-9,,2.548e-9,
480.61,6.936e-9,,6.936e-9,
480.66,1.848e-8,,1.848e-8,
480.71,4.817e-8,,4.817e-8,
480.76,1.229e-7,,1.229e-7,
480.81,3.071e-7,,3.071e-7,
480.86,7.508e-7,,7.508e-7,
480.91,1.797e-6,,1.797e-6,
480.96,4.209e-6,,4.209e-6,
481.01,9.649e-6,,9.649e-6,
481.06,2.165e-5,,2.165e-5,
481.11,4.756e-5,,4.756e-5,
481.16,1.022e-4,,1.022e-4,
481.21,2.151e-4,,2.151e-4,
481.26,4.431e-4,,4.431e-4,
481.31,8.932e-4,,8.932e-4,
481.36,1.762e-3,,1.762e-3,
481.41,3.404e-3,,3.404e-3,
481.46,6.434e-3,,6.434e-3,
481.51,1.191e-2,,1.191e-2,
481.56,2.156e-2,,2.156e-2,
481.61,3.822e-2,,3.822e-2,
481.66,6.630e-2,,6.630e-2,
481.71,1.126e-1,,1.126e-1,
481.76,1.872e-1,,1.872e-1,
481.81,3.045e-1,,3.045e-1,
481.86,4.848e-1,,4.848e-1,
481.91,7.557e-1,,7.557e-1,
481.96,1.153e+0,,1.153e+0,
482.01,1.721e+0,,1.721e+0,
482.06,2.516e+0,,2.516e+0,
482.11,3.599e+0,,3.599e+0,
482.16,5.039e+0,,5.039e+0,
482.21,6.906e+0,,6.906e+0,
482.26,9.264e+0,,9.264e+0,
482.31,1.216e+1,,1.216e+1,
482.36,1.563e+1,,1.563e+1,
482.41,1.966e+1,,1.966e+1,
482.46,2.421e+1,,2.421e+1,
482.51,2.917e+1,,2.917e+1,
482.56,3.441e+1,,3.441e+1,
482.61,3.972e+1,,3.972e+1,
482.66,4.488e+1,,4.488e+1,
482.71,4.964e+1,,4.964e+1,
482.76,5.374e+1,,5.374e+1,
482.81,5.694e+1,,5.694e+1,
482.86,5.906e+1,,5.906e+1,
