Wavelength (nm),Sum,K I (3.1e-02),K II (9.7e-01),K III (2.7e-11)
632.4,1.132e-2,,1.132e-2,
632.45,7.396e-3,,7.396e-3,
632.5,4.770e-3,,4.770e-3,
632.55,3.038e-3,,3.038e-3,
632.6,1.910e-3,,1.910e-3,
632.65,1.186e-3,,1.186e-3,
632.7,7.276e-4,,7.276e-4,
632.75,4.407e-4,,4.407e-4,
632.8,2.636e-4,,2.636e-4,
632.85,1.557e-4,,1.557e-4,
632.9,9.078e-5,,9.078e-5,
632.96,4.675e-5,,4.675e-5,
633.01,2.652e-5,,2.652e-5,
633.06,1.486e-5,,1.486e-5,
633.11,8.220e-6,,8.220e-6,
633.16,4.491e-6,,4.491e-6,
633.21,2.423e-6,,2.423e-6,
633.26,1.291e-6,,1.291e-6,
633.31,6.791e-7,,6.791e-7,
633.36,3.528e-7,,3.528e-7,
633.41,1.810e-7,,1.810e-7,
633.46,9.170e-8,,9.170e-8,
633.51,4.588e-8,,4.588e-8,
633.56,2.267e-8,,2.267e-8,
633.61,1.106e-8,,1.106e-8,
633.66,5.328e-9,,5.328e-9,
633.71,2.535e-9,,2.535e-9,
633.76,1.191e-9,,1.191e-9,
633.81,5.526e-10,,5.526e-10,
633.86,2.532e-10,,2.532e-10,
633.91,1.146e-10,,1.146e-10,
633.96,5.119e-11,,5.119e-11,
634.01,2.258e-11,,2.258e-11,
634.06,9.840e-12,,9.840e-12,
634.11,4.234e-12,,4.234e-12,
634.16,1.799e-12,,1.799e-12,
634.21,7.548e-13,,7.548e-13,
634.26,3.127e-13,,3.127e-13,
634.31,1.280e-13,,1.280e-13,
634.36,5.171e-14,,5.171e-14,
634.41,2.063e-14,,2.063e-14,
634.46,8.129e-15,,8.129e-15,
634.51,3.163e-15,,3.163e-15,
638.96,9.804e-16,,9.804e-16,
639.01,2.468e-15,,2.468e-15,
639.06,6.139e-15,,6.139e-15,
639.11,1.509e-14,,1.509e-14,
639.16,3.663e-14,,3.663e-14,
639.21,8.786e-14,,8.786e-14,
639.26,2.082e-13,,2.082e-13,
639.31,4.875e-13,,4.875e-13,
639.36,1.128e-12,,1.128e-12,
639.41,2.577e-12,,2.577e-12,
639.46,5.818e-12,,5.818e-12,
639.51,1.298e-11,,1.298e-11,
639.56,2.860e-11,,2.860e-11,
639.61,6.228e-11,,6.228e-11,
639.66,1.340e-10,,1.340e-10,
639.71,2.847e-10,,2.847e-10,
639.76,5.978e-10,,5.978e-10,
639.81,1.240e-9,,1.240e-9,
639.86,2.542e-9,,2.542e-9,
639.91,5.146e-9,,5.146e-9,
639.96,1.029e-8,,1.029e-8,
640.01,2.035e-8,,2.035e-8,
640.06,3.973e-8,,3.973e-8,
640.11,7.665e-8,,7.665e-8,
640.16,1.461e-7,,1.461e-7,
640.21,2.751e-7,,2.751e-7,
640.26,5.118e-7,,5.118e-7,
640.31,9.406e-7,,9.406e-7,
640.36,1.708e-6,,1.708e-6,
640.41,3.064e-6,,3.064e-6,
640.46,5.431e-6,,5.431e-6,
640.51,9.511e-6,,9.511e-6,
640.56,1.646e-5,,1.646e-5,
640.61,2.813e-5,,2.813e-5,
640.66,4.750e-5,,4.750e-5,
640.71,7.925e-5,,7.925e-5,
640.76,1.306e-4,,1.306e-4,
640.81,2.127e-4,,2.127e-4,
640.86,3.423e-4,,3.423e-4,
640.91,5.441e-4,,5.441e-4,
640.96,8.544e-4,,8.544e-4,
641.01,1.326e-3,,1.326e-3,
641.06,2.032e-3,,2.032e-3,
641.11,3.078e-3,,3.078e-3,
641.16,4.605e-3,,4.605e-3,
641.21,6.807e-3,,6.807e-3,
641.26,9.942e-3,,9.942e-3,
641.31,1.435e-2,,1.435e-2,
641.36,2.045e-2,,2.045e-2,
641.41,2.880e-2,,2.880e-2,
641.46,4.008e-2,,4.008e-2,
641.51,5.509e-2,,5.509e-2,
641.56,7.483e-2,,7.483e-2,
641.61,1.004e-1,,1.004e-1,
641.66,1.331e-1,,1.331e-1,
641.71,1.743e-1,,1.743e-1,
641.76,2.256e-1,,2.256e-1,
641.81,2.884e-1,,2.884e-1,
641.86,3.643e-1,,3.643e-1,
641.91,4.546e-1,,4.546e-1,
641.96,5.605e-1,,5.605e-1,
642.01,6.827e-1,,6.827e-1,
642.06,8.215e-1,,8.215e-1,
642.11,9.767e-1,,9.767e-1,
642.16,1.147e+0,,1.147e+0,
642.21,1.331e+0,,1.331e+0,
642.26,1.527e+0,,1.527e+0,
642.31,1.729e+0,,1.729e+0,
642.36,1.935e+0,,1.935e+0,
642.41,2.140e+0,,2.140e+0,
642.46,2.337e+0,,2.337e+0,
642.51,2.522e+0,,2.522e+0,
642.56,2.689e+0,,2.689e+0,
642.61,2.833e+0,,2.833e+0,
642.66,2.948e+0,,2.948e+0,
642.71,3.032e+0,,3.032e+0,
642.76,3.080e+0,,3.080e+0,
642.81,3.091e+0,,3.091e+0,
642.86,3.065e+0,,3.065e+0,
642.91,3.003e+0,,3.003e+0,
642.96,2.906e+0,,2.906e+0,
643.01,2.779e+0,,2.779e+0,
643.06,2.625e+0,,2.625e+0,
643.11,2.450e+0,,2.450e+0,
643.16,2.259e+0,,2.259e+0,
643.21,2.058e+0,,2.058e+0,
643.26,1.853e+0,,1.853e+0,
643.31,1.647e+0,,1.647e+0,
643.36,1.447e+0,,1.447e+0,
643.41,1.256e+0,,1.256e+0,
643.46,1.077e+0,,1.077e+0,
643.51,9.128e-1,,9.128e-1,
643.56,7.640e-1,,7.640e-1,
643.61,6.318e-1,,6.318e-1,
643.66,5.162e-1,,5.162e-1,
643.71,4.167e-1,,4.167e-1,
643.76,3.323e-1,,3.323e-1,
643.81,2.618e-1,,2.618e-1,
643.86,2.038e-1,,2.038e-1,
643.91,1.567e-1,,1.567e-1,
643.96,1.191e-1,,1.191e-1,
644.01,8.940e-2,,8.940e-2,
644.06,6.630e-2,,6.630e-2,
644.11,4.858e-2,,4.858e-2,
644.16,3.517e-2,,3.517e-2,
644.21,2.515e-2,,2.515e-2,
644.26,1.777e-2,,1.777e-2,
644.31,1.241e-2,,1.241e-2,
644.36,8.556e-3,,8.556e-3,
644.41,5.830e-3,,5.830e-3,
644.46,3.925e-3,,3.925e-3,
644.51,2.611e-3,,2.611e-3,
644.56,1.715e-3,,1.715e-3,
644.61,1.114e-3,,1.114e-3,
644.66,7.143e-4,,7.143e-4,
644.71,4.526e-4,,4.526e-4,
644.76,2.834e-4,,2.834e-4,
644.81,1.753e-4,,1.753e-4,
644.86,1.071e-4,,1.071e-4,
644.91,6.467e-5,,6.467e-5,
644.96,3.857e-5,,3.857e-5,
645.01,2.273e-5,,2.273e-5,
645.06,1.323e-5,,1.323e-5,
645.11,7.613e-6,,7.613e-6,
645.16,4.326e-6,,4.326e-6,
645.21,2.429e-6,,2.429e-6,
645.26,1.347e-6,,1.347e-6,
645.31,7.384e-7,,7.384e-7,
645.36,3.998e-7,,3.998e-7,
645.41,2.139e-7,,2.139e-7,
645.46,1.130e-7,,1.130e-7,
645.51,5.902e-8,,5.902e-8,
645.56,3.044e-8,,3.044e-8,
645.61,1.552e-8,,1.552e-8,
645.66,7.813e-9,,7.813e-9,
645.71,3.887e-9,,3.887e-9,
645.76,1.910e-9,,1.910e-9,
645.81,9.275e-10,,9.275e-10,
645.86,4.450e-10,,4.450e-10,
645.91,2.109e-10,,2.109e-10,
645.96,9.875e-11,,9.875e-11,
646.01,4.569e-11,,4.569e-11,
646.06,2.088e-11,,2.088e-11,
646.11,9.429e-12,,9.429e-12,
646.16,4.207e-12,,4.207e-12,
646.21,1.854e-12,,1.854e-12,
646.26,8.074e-13,,8.074e-13,
646.31,3.474e-13,,3.474e-13,
646.36,1.477e-13,,1.477e-13,
646.41,6.201e-14,,6.201e-14,
646.46,2.573e-14,,2.573e-14,
646.51,1.055e-14,,1.055e-14,
646.56,4.270e-15,,4.270e-15,
646.61,1.709e-15,,1.709e-15,
646.66,6.754e-16,,6.754e-16,
686.97,9.194e-10,9.194e-10,,
687.02,2.176e-9,2.176e-9,,
687.07,5.097e-9,5.097e-9,,
687.12,1.181e-8,1.181e-8,,
687.17,2.709e-8,2.709e-8,,
687.22,6.150e-8,6.150e-8,,
687.27,1.381e-7,1.381e-7,,
687.32,3.070e-7,3.070e-7,,
687.37,6.753e-7,6.753e-7,,
687.42,1.470e-6,1.470e-6,,
687.47,3.166e-6,3.166e-6,,
687.52,6.749e-6,6.749e-6,,
687.57,1.424e-5,1.424e-5,,
687.62,2.972e-5,2.972e-5,,
687.67,6.139e-5,6.139e-5,,
687.72,1.255e-4,1.255e-4,,
687.77,2.538e-4,2.538e-4,,
687.82,5.081e-4,5.081e-4,,
687.87,1.007e-3,1.007e-3,,
687.92,1.973e-3,1.973e-3,,
687.97,3.828e-3,3.828e-3,,
688.02,7.349e-3,7.349e-3,,
688.07,1.396e-2,1.396e-2,,
688.12,2.625e-2,2.625e-2,,
688.17,4.883e-2,4.883e-2,,
688.22,8.989e-2,8.989e-2,,
688.27,1.638e-1,1.638e-1,,
688.32,2.952e-1,2.952e-1,,
688.37,5.267e-1,5.267e-1,,
688.42,9.299e-1,9.299e-1,,
688.47,1.625e+0,1.625e+0,,
688.52,2.809e+0,2.809e+0,,
688.57,4.806e+0,4.806e+0,,
688.62,8.137e+0,8.137e+0,,
688.67,1.363e+1,1.363e+1,,
688.72,2.260e+1,2.260e+1,,
688.77,3.709e+1,3.709e+1,,
688.82,6.022e+1,6.022e+1,,
688.87,9.675e+1,9.675e+1,,
688.92,1.538e+2,1.538e+2,,
688.97,2.421e+2,2.421e+2,,
689.02,3.769e+2,3.769e+2,,
689.07,5.808e+2,5.808e+2,,
689.12,8.855e+2,8.855e+2,,
689.17,1.336e+3,1.336e+3,,
689.22,1.995e+3,1.995e+3,,
689.27,2.948e+3,2.948e+3,,
689.32,4.311e+3,4.311e+3,,
689.37,6.239e+3,6.239e+3,,
689.42,8.934e+3,8.934e+3,,
689.47,1.266e+4,1.266e+4,,
689.52,1.775e+4,1.775e+4,,
689.57,2.464e+4,2.464e+4,,
689.62,3.383e+4,3.383e+4,,
689.67,4.598e+4,4.598e+4,,
689.72,6.183e+4,6.183e+4,,
689.77,8.229e+4,8.229e+4,,
689.82,1.084e+5,1.084e+5,,
689.87,1.412e+5,1.412e+5,,
689.92,1.821e+5,1.821e+5,,
689.97,2.324e+5,2.324e+5,,
690.02,2.936e+5,2.936e+5,,
690.07,3.669e+5,3.669e+5,,
690.12,4.538e+5,4.538e+5,,
690.17,5.554e+5,5.554e+5,,
690.22,6.726e+5,6.726e+5,,
690.27,8.062e+5,8.062e+5,,
690.32,9.562e+5,9.562e+5,,
690.37,1.122e+6,1.122e+6,,
690.42,1.303e+6,1.303e+6,,
690.47,1.498e+6,1.498e+6,,
690.52,1.704e+6,1.704e+6,,
690.57,1.918e+6,1.918e+6,,
690.62,2.136e+6,2.136e+6,,
690.67,2.355e+6,2.355e+6,,
690.72,2.569e+6,2.569e+6,,
690.77,2.773e+6,2.773e+6,,
690.82,2.962e+6,2.962e+6,,
690.87,3.131e+6,3.131e+6,,
690.92,3.275e+6,3.275e+6,,
690.97,3.390e+6,3.390e+6,,
691.02,3.473e+6,3.473e+6,,
691.07,3.520e+6,3.520e+6,,
691.12,3.531e+6,3.531e+6,,
691.17,3.505e+6,3.505e+6,,
691.22,3.444e+6,3.444e+6,,
691.27,3.348e+6,3.348e+6,,
691.32,3.220e+6,3.220e+6,,
691.37,3.066e+6,3.066e+6,,
691.42,2.888e+6,2.888e+6,,
691.47,2.693e+6,2.693e+6,,
691.52,2.484e+6,2.484e+6,,
691.57,2.268e+6,2.268e+6,,
691.62,2.049e+6,2.049e+6,,
691.67,1.832e+6,1.832e+6,,
691.72,1.621e+6,1.621e+6,,
691.77,1.420e+6,1.420e+6,,
691.82,1.230e+6,1.230e+6,,
691.87,1.056e+6,1.056e+6,,
691.92,8.966e+5,8.966e+5,,
691.97,7.543e+5,7.543e+5,,
692.02,6.291e+5,6.291e+5,,
692.07,5.206e+5,5.206e+5,,
692.12,4.285e+5,4.285e+5,,
692.17,3.520e+5,3.520e+5,,
692.22,2.904e+5,2.904e+5,,
692.27,2.430e+5,2.430e+5,,
692.32,2.090e+5,2.090e+5,,
692.37,1.881e+5,1.881e+5,,
692.42,1.802e+5,1.802e+5,,
692.47,1.853e+5,1.853e+5,,
692.52,2.040e+5,2.040e+5,,
692.57,2.374e+5,2.374e+5,,
692.62,2.867e+5,2.867e+5,,
692.67,3.536e+5,3.536e+5,,
692.72,4.401e+5,4.401e+5,,
692.77,5.485e+5,5.485e+5,,
692.82,6.810e+5,6.810e+5,,
692.87,8.402e+5,8.402e+5,,
692.92,1.028e+6,1.028e+6,,
692.97,1.246e+6,1.246e+6,,
693.02,1.497e+6,1.497e+6,,
693.07,1.779e+6,1.779e+6,,
693.12,2.093e+6,2.093e+6,,
693.17,2.438e+6,2.438e+6,,
693.22,2.811e+6,2.811e+6,,
693.27,3.207e+6,3.207e+6,,
693.32,3.621e+6,3.621e+6,,
693.37,4.047e+6,4.047e+6,,
693.42,4.476e+6,4.476e+6,,
693.47,4.899e+6,4.899e+6,,
693.52,5.307e+6,5.307e+6,,
693.57,5.689e+6,5.689e+6,,
693.62,6.036e+6,6.036e+6,,
693.67,6.338e+6,6.338e+6,,
693.72,6.586e+6,6.586e+6,,
693.77,6.773e+6,6.773e+6,,
693.82,6.894e+6,6.894e+6,,
693.87,6.944e+6,6.944e+6,,
693.92,6.923e+6,6.923e+6,,
693.97,6.830e+6,6.830e+6,,
694.02,6.669e+6,6.669e+6,,
694.07,6.444e+6,6.444e+6,,
694.12,6.163e+6,6.163e+6,,
694.17,5.833e+6,5.833e+6,,
694.22,5.463e+6,5.463e+6,,
694.27,5.064e+6,5.064e+6,,
694.32,4.646e+6,4.646e+6,,
694.37,4.218e+6,4.218e+6,,
694.42,3.790e+6,3.790e+6,,
694.47,3.371e+6,3.371e+6,,
694.52,2.967e+6,2.967e+6,,
694.57,2.584e+6,2.584e+6,,
694.62,2.227e+6,2.227e+6,,
694.68,1.838e+6,1.838e+6,,
694.73,1.549e+6,1.549e+6,,
694.78,1.291e+6,1.291e+6,,
694.83,1.066e+6,1.066e+6,,
694.88,8.704e+5,8.704e+5,,
694.93,7.035e+5,7.035e+5,,
694.98,5.627e+5,5.627e+5,,
695.03,4.454e+5,4.454e+5,,
695.08,3.490e+5,3.490e+5,,
695.13,2.706e+5,2.706e+5,,
695.18,2.076e+5,2.076e+5,,
695.23,1.577e+5,1.577e+5,,
695.28,1.185e+5,1.185e+5,,
695.33,8.815e+4,8.815e+4,,
695.38,6.489e+4,6.489e+4,,
695.43,4.727e+4,4.727e+4,,
695.48,3.408e+4,3.408e+4,,
695.53,2.432e+4,2.432e+4,,
695.58,1.717e+4,1.717e+4,,
695.63,1.200e+4,1.200e+4,,
695.68,8.301e+3,8.301e+3,,
695.73,5.682e+3,5.682e+3,,
695.78,3.850e+3,3.850e+3,,
695.83,2.581e+3,2.581e+3,,
695.88,1.712e+3,1.712e+3,,
695.93,1.124e+3,1.124e+3,,
695.98,7.308e+2,7.308e+2,,
696.03,4.700e+2,4.700e+2,,
696.08,2.992e+2,2.992e+2,,
696.13,1.885e+2,1.885e+2,,
696.18,1.175e+2,1.175e+2,,
696.23,7.249e+1,7.249e+1,,
696.28,4.426e+1,4.426e+1,,
696.33,2.675e+1,2.675e+1,,
696.38,1.600e+1,1.600e+1,,
696.43,9.469e+0,9.469e+0,,
696.48,5.546e+0,5.546e+0,,
696.53,3.215e+0,3.215e+0,,
696.58,1.845e+0,1.845e+0,,
696.63,1.047e+0,1.047e+0,,
696.68,5.886e-1,5.886e-1,,
696.73,3.273e-1,3.273e-1,,
696.78,1.802e-1,1.802e-1,,
696.83,9.814e-2,9.814e-2,,
696.88,5.290e-2,5.290e-2,,
696.93,2.822e-2,2.822e-2,,
696.98,1.490e-2,1.490e-2,,
697.03,7.787e-3,7.787e-3,,
697.08,4.027e-3,4.027e-3,,
697.13,2.061e-3,2.061e-3,,
697.18,1.044e-3,1.044e-3,,
697.23,5.233e-4,5.233e-4,,
697.28,2.596e-4,2.596e-4,,
697.33,1.274e-4,1.274e-4,,
697.38,6.193e-5,6.193e-5,,
697.43,2.978e-5,2.978e-5,,
697.48,1.417e-5,1.417e-5,,
697.53,6.675e-6,6.675e-6,,
697.58,3.111e-6,3.111e-6,,
697.63,1.435e-6,1.435e-6,,
697.68,6.553e-7,6.553e-7,,
697.73,2.961e-7,2.961e-7,,
697.78,1.324e-7,1.324e-7,,
697.83,5.859e-8,5.859e-8,,
697.88,2.566e-8,2.566e-8,,
697.93,1.112e-8,1.112e-8,,
697.98,4.771e-9,4.771e-9,,
698.03,2.026e-9,2.026e-9,,
761.9,1.848e-7,1.848e-7,,
761.95,4.020e-7,4.020e-7,,
762,8.669e-7,8.669e-7,,
762.05,1.854e-6,1.854e-6,,
762.1,3.930e-6,3.930e-6,,
762.15,8.262e-6,8.262e-6,,
762.2,1.722e-5,1.722e-5,,
762.25,3.559e-5,3.559e-5,,
762.3,7.293e-5,7.293e-5,,
762.35,1.482e-4,1.482e-4,,
762.4,2.985e-4,2.985e-4,,
762.45,5.963e-4,5.963e-4,,
762.5,1.181e-3,1.181e-3,,
762.55,2.319e-3,2.319e-3,,
762.6,4.516e-3,4.516e-3,,
762.65,8.719e-3,8.719e-3,,
762.7,1.669e-2,1.669e-2,,
762.75,3.168e-2,3.168e-2,,
762.8,5.962e-2,5.962e-2,,
762.85,1.113e-1,1.113e-1,,
762.9,2.059e-1,2.059e-1,,
762.95,3.776e-1,3.776e-1,,
763,6.869e-1,6.869e-1,,
763.05,1.239e+0,1.239e+0,,
763.1,2.216e+0,2.216e+0,,
763.15,3.929e+0,3.929e+0,,
763.2,6.907e+0,6.907e+0,,
763.25,1.204e+1,1.204e+1,,
763.3,2.081e+1,2.081e+1,,
763.35,3.567e+1,3.567e+1,,
763.4,6.061e+1,6.061e+1,,
763.45,1.021e+2,1.021e+2,,
763.5,1.706e+2,1.706e+2,,
763.55,2.826e+2,2.826e+2,,
763.6,4.641e+2,4.641e+2,,
763.65,7.558e+2,7.558e+2,,
763.7,1.220e+3,1.220e+3,,
763.75,1.954e+3,1.954e+3,,
763.8,3.102e+3,3.102e+3,,
763.85,4.882e+3,4.882e+3,,
763.9,7.619e+3,7.619e+3,,
763.95,1.179e+4,1.179e+4,,
764,1.809e+4,1.809e+4,,
764.05,2.752e+4,2.752e+4,,
764.1,4.151e+4,4.151e+4,,
764.15,6.209e+4,6.209e+4,,
764.2,9.207e+4,9.207e+4,,
764.25,1.354e+5,1.354e+5,,
764.3,1.974e+5,1.974e+5,,
764.35,2.853e+5,2.853e+5,,
764.4,4.090e+5,4.090e+5,,
764.45,5.812e+5,5.812e+5,,
764.5,8.190e+5,8.190e+5,,
764.55,1.144e+6,1.144e+6,,
764.6,1.585e+6,1.585e+6,,
764.65,2.177e+6,2.177e+6,,
764.7,2.966e+6,2.966e+6,,
764.75,4.005e+6,4.005e+6,,
764.8,5.363e+6,5.363e+6,,
764.85,7.120e+6,7.120e+6,,
764.9,9.372e+6,9.372e+6,,
764.95,1.223e+7,1.223e+7,,
765,1.583e+7,1.583e+7,,
765.05,2.031e+7,2.031e+7,,
765.1,2.585e+7,2.585e+7,,
765.15,3.261e+7,3.261e+7,,
765.2,4.079e+7,4.079e+7,,
765.25,5.059e+7,5.059e+7,,
765.3,6.221e+7,6.221e+7,,
765.35,7.585e+7,7.585e+7,,
765.4,9.170e+7,9.170e+7,,
765.45,1.099e+8,1.099e+8,,
765.5,1.307e+8,1.307e+8,,
765.55,1.540e+8,1.540e+8,,
765.6,1.799e+8,1.799e+8,,
765.65,2.085e+8,2.085e+8,,
765.7,2.395e+8,2.395e+8,,
765.75,2.728e+8,2.728e+8,,
765.8,3.081e+8,3.081e+8,,
765.85,3.450e+8,3.450e+8,,
765.9,3.831e+8,3.831e+8,,
765.95,4.218e+8,4.218e+8,,
766,4.604e+8,4.604e+8,,
766.05,4.983e+8,4.983e+8,,
766.1,5.348e+8,5.348e+8,,
766.15,5.691e+8,5.691e+8,,
766.2,6.005e+8,6.005e+8,,
766.25,6.282e+8,6.282e+8,,
766.3,6.516e+8,6.516e+8,,
766.35,6.701e+8,6.701e+8,,
766.4,6.834e+8,6.834e+8,,
766.45,6.910e+8,6.910e+8,,
766.5,6.927e+8,6.927e+8,,
766.55,6.886e+8,6.886e+8,,
766.6,6.787e+8,6.787e+8,,
766.65,6.633e+8,6.633e+8,,
766.7,6.428e+8,6.428e+8,,
766.75,6.176e+8,6.176e+8,,
766.8,5.883e+8,5.883e+8,,
766.85,5.557e+8,5.557e+8,,
766.9,5.205e+8,5.205e+8,,
766.95,4.833e+8,4.833e+8,,
767,4.450e+8,4.450e+8,,
767.05,4.063e+8,4.063e+8,,
767.1,3.678e+8,3.678e+8,,
767.15,3.301e+8,3.301e+8,,
767.2,2.938e+8,2.938e+8,,
767.25,2.592e+8,2.592e+8,,
767.3,2.268e+8,2.268e+8,,
767.35,1.968e+8,1.968e+8,,
767.4,1.692e+8,1.692e+8,,
767.45,1.444e+8,1.444e+8,,
767.5,1.221e+8,1.221e+8,,
767.55,1.024e+8,1.024e+8,,
767.6,8.513e+7,8.513e+7,,
767.65,7.021e+7,7.021e+7,,
767.7,5.742e+7,5.742e+7,,
767.75,4.660e+7,4.660e+7,,
767.8,3.753e+7,3.753e+7,,
767.85,3.003e+7,3.003e+7,,
767.9,2.390e+7,2.390e+7,,
767.95,1.896e+7,1.896e+7,,
768,1.507e+7,1.507e+7,,
768.05,1.207e+7,1.207e+7,,
768.1,9.851e+6,9.851e+6,,
768.15,8.314e+6,8.314e+6,,
768.2,7.387e+6,7.387e+6,,
768.25,7.018e+6,7.018e+6,,
768.3,7.179e+6,7.179e+6,,
768.35,7.861e+6,7.861e+6,,
768.4,9.078e+6,9.078e+6,,
768.45,1.086e+7,1.086e+7,,
768.5,1.325e+7,1.325e+7,,
768.55,1.631e+7,1.631e+7,,
768.6,2.012e+7,2.012e+7,,
768.65,2.476e+7,2.476e+7,,
768.7,3.031e+7,3.031e+7,,
768.75,3.686e+7,3.686e+7,,
768.8,4.450e+7,4.450e+7,,
768.85,5.331e+7,5.331e+7,,
768.9,6.335e+7,6.335e+7,,
768.95,7.465e+7,7.465e+7,,
769,8.725e+7,8.725e+7,,
769.05,1.011e+8,1.011e+8,,
769.1,1.162e+8,1.162e+8,,
769.15,1.324e+8,1.324e+8,,
769.2,1.497e+8,1.497e+8,,
769.25,1.677e+8,1.677e+8,,
769.3,1.864e+8,1.864e+8,,
769.35,2.054e+8,2.054e+8,,
769.4,2.244e+8,2.244e+8,,
769.45,2.431e+8,2.431e+8,,
769.5,2.612e+8,2.612e+8,,
769.55,2.782e+8,2.782e+8,,
769.6,2.939e+8,2.939e+8,,
769.65,3.079e+8,3.079e+8,,
769.7,3.198e+8,3.198e+8,,
769.75,3.294e+8,3.294e+8,,
769.8,3.364e+8,3.364e+8,,
769.85,3.407e+8,3.407e+8,,
769.9,3.421e+8,3.421e+8,,
769.95,3.407e+8,3.407e+8,,
770,3.364e+8,3.364e+8,,
770.05,3.294e+8,3.294e+8,,
770.1,3.198e+8,3.198e+8,,
770.15,3.079e+8,3.079e+8,,
770.2,2.939e+8,2.939e+8,,
770.25,2.782e+8,2.782e+8,,
770.3,2.612e+8,2.612e+8,,
770.35,2.431e+8,2.431e+8,,
770.4,2.244e+8,2.244e+8,,
770.45,2.054e+8,2.054e+8,,
770.5,1.864e+8,1.864e+8,,
770.55,1.677e+8,1.677e+8,,
770.6,1.497e+8,1.497e+8,,
770.65,1.324e+8,1.324e+8,,
770.7,1.162e+8,1.162e+8,,
770.75,1.011e+8,1.011e+8,,
770.8,8.724e+7,8.724e+7,,
770.85,7.463e+7,7.463e+7,,
770.9,6.331e+7,6.331e+7,,
770.95,5.326e+7,5.326e+7,,
771,4.442e+7,4.442e+7,,
771.05,3.674e+7,3.674e+7,,
771.1,3.014e+7,3.014e+7,,
771.15,2.451e+7,2.451e+7,,
771.2,1.977e+7,1.977e+7,,
771.25,1.581e+7,1.581e+7,,
771.3,1.253e+7,1.253e+7,,
771.35,9.856e+6,9.856e+6,,
771.4,7.685e+6,7.685e+6,,
771.45,5.941e+6,5.941e+6,,
771.5,4.555e+6,4.555e+6,,
771.55,3.463e+6,3.463e+6,,
771.6,2.610e+6,2.610e+6,,
771.65,1.951e+6,1.951e+6,,
771.7,1.446e+6,1.446e+6,,
771.75,1.063e+6,1.063e+6,,
771.8,7.748e+5,7.748e+5,,
771.85,5.599e+5,5.599e+5,,
771.9,4.013e+5,4.013e+5,,
771.95,2.851e+5,2.851e+5,,
772,2.009e+5,2.009e+5,,
772.05,1.404e+5,1.404e+5,,
772.1,9.727e+4,9.727e+4,,
772.15,6.682e+4,6.682e+4,,
772.2,4.552e+4,4.552e+4,,
772.25,3.075e+4,3.075e+4,,
772.3,2.060e+4,2.060e+4,,
772.35,1.368e+4,1.368e+4,,
772.4,9.013e+3,9.013e+3,,
772.45,5.887e+3,5.887e+3,,
772.5,3.812e+3,3.812e+3,,
772.55,2.448e+3,2.448e+3,,
772.6,1.559e+3,1.559e+3,,
772.65,9.845e+2,9.845e+2,,
772.7,6.164e+2,6.164e+2,,
772.75,3.827e+2,3.827e+2,,
772.8,2.356e+2,2.356e+2,,
772.85,1.439e+2,1.439e+2,,
772.9,8.709e+1,8.709e+1,,
772.95,5.228e+1,5.228e+1,,
773,3.112e+1,3.112e+1,,
773.05,1.837e+1,1.837e+1,,
773.1,1.075e+1,1.075e+1,,
773.15,6.239e+0,6.239e+0,,
773.2,3.591e+0,3.591e+0,,
773.25,2.049e+0,2.049e+0,,
773.3,1.160e+0,1.160e+0,,
773.35,6.506e-1,6.506e-1,,
773.4,3.620e-1,3.620e-1,,
773.45,1.997e-1,1.997e-1,,
773.5,1.093e-1,1.093e-1,,
773.55,5.928e-2,5.928e-2,,
773.6,3.189e-2,3.189e-2,,
773.65,1.701e-2,1.701e-2,,
773.7,8.998e-3,8.998e-3,,
773.75,4.719e-3,4.719e-3,,
773.8,2.455e-3,2.455e-3,,
773.85,1.266e-3,1.266e-3,,
773.9,6.474e-4,6.474e-4,,
773.95,3.283e-4,3.283e-4,,
774,1.651e-4,1.651e-4,,
774.05,8.231e-5,8.231e-5,,
774.1,4.069e-5,4.069e-5,,
774.15,1.995e-5,1.995e-5,,
774.2,9.700e-6,9.700e-6,,
774.25,4.676e-6,4.676e-6,,
774.3,2.235e-6,2.235e-6,,
774.35,1.059e-6,1.059e-6,,
774.4,4.980e-7,4.980e-7,,
774.45,2.321e-7,2.321e-7,,
774.5,1.073e-7,1.073e-7,,
820.07,3.616e-10,3.616e-10,,
820.12,7.456e-10,7.456e-10,,
820.17,1.526e-9,1.526e-9,,
820.22,3.355e-9,3.355e-9,,
820.27,6.779e-9,6.779e-9,,
820.32,1.359e-8,1.359e-8,,
820.37,2.707e-8,2.707e-8,,
820.42,5.349e-8,5.349e-8,,
820.47,1.049e-7,1.049e-7,,
820.52,2.044e-7,2.044e-7,,
820.57,3.952e-7,3.952e-7,,
820.62,7.586e-7,7.586e-7,,
820.67,1.446e-6,1.446e-6,,
820.72,2.734e-6,2.734e-6,,
820.77,5.135e-6,5.135e-6,,
820.82,9.572e-6,9.572e-6,,
820.87,1.771e-5,1.771e-5,,
820.92,3.254e-5,3.254e-5,,
820.97,5.935e-5,5.935e-5,,
821.02,1.075e-4,1.075e-4,,
821.07,1.931e-4,1.931e-4,,
821.12,3.446e-4,3.446e-4,,
821.17,6.103e-4,6.103e-4,,
821.22,1.073e-3,1.073e-3,,
821.27,1.873e-3,1.873e-3,,
821.32,3.246e-3,3.246e-3,,
