Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
527.461,1.321e-3,1.321e-3,
527.466,5.120e-4,5.120e-4,
527.471,1.948e-4,1.948e-4,
527.476,7.283e-5,7.283e-5,
527.481,2.674e-5,2.674e-5,
527.487,7.846e-6,7.846e-6,
527.492,2.769e-6,2.769e-6,
527.497,9.597e-7,9.597e-7,
527.502,3.267e-7,3.267e-7,
527.507,1.092e-7,1.092e-7,
527.512,3.587e-8,3.587e-8,
527.517,1.157e-8,1.157e-8,
527.522,3.665e-9,3.665e-9,
527.527,1.140e-9,1.140e-9,
527.532,3.485e-10,3.485e-10,
527.538,8.204e-11,8.204e-11,
527.543,2.410e-11,2.410e-11,
527.548,6.952e-12,6.952e-12,
527.553,1.970e-12,1.970e-12,
527.558,5.482e-13,5.482e-13,
529.378,3.730e-12,3.730e-12,
529.383,1.334e-11,1.334e-11,
529.388,4.683e-11,4.683e-11,
529.393,1.616e-10,1.616e-10,
529.398,5.475e-10,5.475e-10,
529.403,1.823e-9,1.823e-9,
529.408,5.961e-9,5.961e-9,
529.413,1.915e-8,1.915e-8,
529.418,6.043e-8,6.043e-8,
529.423,1.873e-7,1.873e-7,
529.428,5.705e-7,5.705e-7,
529.434,2.120e-6,2.120e-6,
529.439,6.209e-6,6.209e-6,
529.444,1.786e-5,1.786e-5,
529.449,5.047e-5,5.047e-5,
529.454,1.401e-4,1.401e-4,
529.459,3.820e-4,3.820e-4,
529.464,1.023e-3,1.023e-3,
529.469,2.692e-3,2.692e-3,
529.474,6.960e-3,6.960e-3,
529.479,1.767e-2,1.767e-2,
529.485,5.281e-2,5.281e-2,
529.490,1.289e-1,1.289e-1,
529.495,3.093e-1,3.093e-1,
529.500,7.287e-1,7.287e-1,
529.505,1.687e+0,1.687e+0,
529.510,3.835e+0,3.835e+0,
529.515,8.565e+0,8.565e+0,
529.520,1.879e+1,1.879e+1,
529.525,4.050e+1,4.050e+1,
529.530,8.575e+1,8.575e+1,
529.536,2.060e+2,2.060e+2,
529.541,4.195e+2,4.195e+2,
529.546,8.389e+2,8.389e+2,
529.551,1.648e+3,1.648e+3,
529.556,3.181e+3,3.181e+3,
529.561,6.030e+3,6.030e+3,
529.566,1.123e+4,1.123e+4,
529.571,2.055e+4,2.055e+4,
529.576,3.693e+4,3.693e+4,
529.581,6.519e+4,6.519e+4,
529.586,1.131e+5,1.131e+5,
529.592,2.138e+5,2.138e+5,
529.597,3.566e+5,3.566e+5,
529.602,5.841e+5,5.841e+5,
529.607,9.401e+5,9.401e+5,
529.612,1.486e+6,1.486e+6,
529.617,2.308e+6,2.308e+6,
529.622,3.521e+6,3.521e+6,
529.627,5.278e+6,5.278e+6,
529.632,7.771e+6,7.771e+6,
529.637,1.124e+7,1.124e+7,
529.643,1.710e+7,1.710e+7,
529.648,2.379e+7,2.379e+7,
529.653,3.252e+7,3.252e+7,
529.658,4.367e+7,4.367e+7,
529.663,5.762e+7,5.762e+7,
529.668,7.471e+7,7.471e+7,
529.673,9.519e+7,9.519e+7,
529.678,1.192e+8,1.192e+8,
529.683,1.467e+8,1.467e+8,
529.688,1.775e+8,1.775e+8,
529.694,2.181e+8,2.181e+8,
529.699,2.543e+8,2.543e+8,
529.704,2.916e+8,2.916e+8,
529.709,3.291e+8,3.291e+8,
529.714,3.657e+8,3.657e+8,
529.719,4.003e+8,4.003e+8,
529.724,4.320e+8,4.320e+8,
529.729,4.598e+8,4.598e+8,
529.734,4.833e+8,4.833e+8,
529.739,5.022e+8,5.022e+8,
529.744,5.165e+8,5.165e+8,
529.750,5.280e+8,5.280e+8,
529.755,5.337e+8,5.337e+8,
529.760,5.364e+8,5.364e+8,
529.765,5.368e+8,5.368e+8,
529.770,5.357e+8,5.357e+8,
529.775,5.336e+8,5.336e+8,
529.780,5.306e+8,5.306e+8,
529.785,5.268e+8,5.268e+8,
529.790,5.221e+8,5.221e+8,
529.795,5.159e+8,5.159e+8,
529.801,5.061e+8,5.061e+8,
529.806,4.951e+8,4.951e+8,
529.811,4.811e+8,4.811e+8,
529.816,4.637e+8,4.637e+8,
529.821,4.428e+8,4.428e+8,
529.826,4.184e+8,4.184e+8,
529.831,3.909e+8,3.909e+8,
529.836,3.607e+8,3.607e+8,
529.841,3.285e+8,3.285e+8,
529.846,2.952e+8,2.952e+8,
529.852,2.549e+8,2.549e+8,
529.857,2.220e+8,2.220e+8,
529.862,1.904e+8,1.904e+8,
529.867,1.609e+8,1.609e+8,
529.872,1.339e+8,1.339e+8,
529.877,1.098e+8,1.098e+8,
529.882,8.854e+7,8.854e+7,
529.887,7.030e+7,7.030e+7,
529.892,5.493e+7,5.493e+7,
529.897,4.224e+7,4.224e+7,
529.902,3.196e+7,3.196e+7,
529.908,2.238e+7,2.238e+7,
529.913,1.634e+7,1.634e+7,
529.918,1.173e+7,1.173e+7,
529.923,8.281e+6,8.281e+6,
529.928,5.751e+6,5.751e+6,
529.933,3.927e+6,3.927e+6,
529.938,2.637e+6,2.637e+6,
529.943,1.741e+6,1.741e+6,
529.948,1.130e+6,1.130e+6,
529.953,7.213e+5,7.213e+5,
529.959,4.114e+5,4.114e+5,
529.964,2.529e+5,2.529e+5,
529.969,1.528e+5,1.528e+5,
529.974,9.073e+4,9.073e+4,
529.979,5.296e+4,5.296e+4,
529.984,3.038e+4,3.038e+4,
529.989,1.713e+4,1.713e+4,
529.994,9.489e+3,9.489e+3,
529.999,5.166e+3,5.166e+3,
530.004,2.764e+3,2.764e+3,
530.010,1.275e+3,1.275e+3,
530.015,6.566e+2,6.566e+2,
530.020,3.321e+2,3.321e+2,
530.025,1.651e+2,1.651e+2,
530.030,8.064e+1,8.064e+1,
530.035,3.870e+1,3.870e+1,
530.040,1.824e+1,1.824e+1,
530.045,8.452e+0,8.452e+0,
530.050,3.847e+0,3.847e+0,
530.055,1.720e+0,1.720e+0,
530.060,7.558e-1,7.558e-1,
530.066,2.752e-1,2.752e-1,
530.071,1.163e-1,1.163e-1,
530.076,4.827e-2,4.827e-2,
530.081,1.969e-2,1.969e-2,
530.086,7.889e-3,7.889e-3,
530.091,3.105e-3,3.105e-3,
530.096,1.201e-3,1.201e-3,
530.101,4.562e-4,4.562e-4,
530.106,1.703e-4,1.703e-4,
530.111,6.252e-5,6.252e-5,
530.117,1.861e-5,1.861e-5,
530.122,7.361e-6,7.361e-6,
530.127,4.818e-6,4.818e-6,
530.132,7.964e-6,7.964e-6,
530.137,1.999e-5,1.999e-5,
530.142,5.318e-5,5.318e-5,
530.147,1.404e-4,1.404e-4,
530.152,3.645e-4,3.645e-4,
530.157,9.300e-4,9.300e-4,
530.162,2.331e-3,2.331e-3,
530.168,6.857e-3,6.857e-3,
530.173,1.653e-2,1.653e-2,
530.178,3.913e-2,3.913e-2,
530.183,9.103e-2,9.103e-2,
530.188,2.080e-1,2.080e-1,
530.193,4.669e-1,4.669e-1,
530.198,1.030e+0,1.030e+0,
530.203,2.231e+0,2.231e+0,
530.208,4.748e+0,4.748e+0,
530.213,9.926e+0,9.926e+0,
530.218,2.039e+1,2.039e+1,
530.224,4.724e+1,4.724e+1,
530.229,9.330e+1,9.330e+1,
530.234,1.810e+2,1.810e+2,
530.239,3.451e+2,3.451e+2,
530.244,6.463e+2,6.463e+2,
530.249,1.189e+3,1.189e+3,
530.254,2.149e+3,2.149e+3,
530.259,3.815e+3,3.815e+3,
530.264,6.653e+3,6.653e+3,
530.269,1.140e+4,1.140e+4,
530.275,2.125e+4,2.125e+4,
530.280,3.501e+4,3.501e+4,
530.285,5.668e+4,5.668e+4,
530.290,9.012e+4,9.012e+4,
530.295,1.408e+5,1.408e+5,
530.300,2.161e+5,2.161e+5,
530.305,3.257e+5,3.257e+5,
530.310,4.824e+5,4.824e+5,
530.315,7.019e+5,7.019e+5,
530.320,1.003e+6,1.003e+6,
530.326,1.505e+6,1.505e+6,
530.331,2.068e+6,2.068e+6,
530.336,2.793e+6,2.793e+6,
530.341,3.704e+6,3.704e+6,
530.346,4.828e+6,4.828e+6,
530.351,6.180e+6,6.180e+6,
530.356,7.773e+6,7.773e+6,
530.361,9.603e+6,9.603e+6,
530.366,1.166e+7,1.166e+7,
530.371,1.390e+7,1.390e+7,
530.376,1.628e+7,1.628e+7,
530.382,1.923e+7,1.923e+7,
530.387,2.166e+7,2.166e+7,
530.392,2.397e+7,2.397e+7,
530.397,2.605e+7,2.605e+7,
530.402,2.782e+7,2.782e+7,
530.407,2.919e+7,2.919e+7,
530.412,3.009e+7,3.009e+7,
530.417,3.046e+7,3.046e+7,
530.422,3.030e+7,3.030e+7,
530.427,2.961e+7,2.961e+7,
530.433,2.813e+7,2.813e+7,
530.438,2.644e+7,2.644e+7,
530.443,2.440e+7,2.440e+7,
530.448,2.213e+7,2.213e+7,
530.453,1.972e+7,1.972e+7,
530.458,1.726e+7,1.726e+7,
530.463,1.484e+7,1.484e+7,
530.468,1.253e+7,1.253e+7,
530.473,1.040e+7,1.040e+7,
530.478,8.477e+6,8.477e+6,
530.484,6.479e+6,6.479e+6,
530.489,5.079e+6,5.079e+6,
530.494,3.911e+6,3.911e+6,
530.499,2.959e+6,2.959e+6,
530.504,2.199e+6,2.199e+6,
530.509,1.606e+6,1.606e+6,
530.514,1.152e+6,1.152e+6,
530.519,8.115e+5,8.115e+5,
530.524,5.617e+5,5.617e+5,
530.529,3.820e+5,3.820e+5,
530.534,2.552e+5,2.552e+5,
530.540,1.536e+5,1.536e+5,
530.545,9.867e+4,9.867e+4,
530.550,6.227e+4,6.227e+4,
530.555,3.861e+4,3.861e+4,
530.560,2.351e+4,2.351e+4,
530.565,1.407e+4,1.407e+4,
530.570,8.270e+3,8.270e+3,
530.575,4.775e+3,4.775e+3,
530.580,2.709e+3,2.709e+3,
530.585,1.510e+3,1.510e+3,
530.591,7.311e+2,7.311e+2,
530.596,3.918e+2,3.918e+2,
530.601,2.063e+2,2.063e+2,
530.606,1.067e+2,1.067e+2,
530.611,5.420e+1,5.420e+1,
530.616,2.705e+1,2.705e+1,
530.621,1.327e+1,1.327e+1,
530.626,6.390e+0,6.390e+0,
530.631,3.024e+0,3.024e+0,
530.636,1.406e+0,1.406e+0,
530.642,5.477e-1,5.477e-1,
530.647,2.449e-1,2.449e-1,
530.652,1.075e-1,1.075e-1,
530.657,4.640e-2,4.640e-2,
530.662,1.967e-2,1.967e-2,
530.667,8.188e-3,8.188e-3,
530.672,3.349e-3,3.349e-3,
530.677,1.346e-3,1.346e-3,
530.682,5.313e-4,5.313e-4,
530.687,2.060e-4,2.060e-4,
530.692,7.850e-5,7.850e-5,
530.698,2.409e-5,2.409e-5,
530.703,8.824e-6,8.824e-6,
530.708,3.176e-6,3.176e-6,
530.713,1.123e-6,1.123e-6,
530.718,3.901e-7,3.901e-7,
530.723,1.331e-7,1.331e-7,
530.728,4.462e-8,4.462e-8,
530.733,1.469e-8,1.469e-8,
530.738,4.753e-9,4.753e-9,
530.743,1.511e-9,1.511e-9,
530.749,3.729e-10,3.729e-10,
530.754,1.140e-10,1.140e-10,
530.759,3.422e-11,3.422e-11,
530.764,1.009e-11,1.009e-11,
530.769,2.925e-12,2.925e-12,
530.774,8.325e-13,8.325e-13,
530.927,6.181e-13,6.181e-13,
530.932,2.185e-12,2.185e-12,
530.937,7.592e-12,7.592e-12,
530.942,2.591e-11,2.591e-11,
530.947,8.688e-11,8.688e-11,
530.952,2.862e-10,2.862e-10,
530.958,1.169e-9,1.169e-9,
530.963,3.704e-9,3.704e-9,
530.968,1.153e-8,1.153e-8,
530.973,3.525e-8,3.525e-8,
530.978,1.059e-7,1.059e-7,
530.983,3.126e-7,3.126e-7,
530.988,9.064e-7,9.064e-7,
530.993,2.582e-6,2.582e-6,
530.998,7.227e-6,7.227e-6,
531.003,1.987e-5,1.987e-5,
531.008,5.368e-5,5.368e-5,
531.014,1.728e-4,1.728e-4,
531.019,4.489e-4,4.489e-4,
531.024,1.146e-3,1.146e-3,
531.029,2.874e-3,2.874e-3,
531.034,7.079e-3,7.079e-3,
531.039,1.713e-2,1.713e-2,
531.044,4.074e-2,4.074e-2,
531.049,9.518e-2,9.518e-2,
531.054,2.185e-1,2.185e-1,
531.059,4.926e-1,4.926e-1,
531.065,1.277e+0,1.277e+0,
531.070,2.768e+0,2.768e+0,
531.075,5.898e+0,5.898e+0,
531.080,1.235e+1,1.235e+1,
531.085,2.539e+1,2.539e+1,
531.090,5.129e+1,5.129e+1,
531.095,1.018e+2,1.018e+2,
531.100,1.985e+2,1.985e+2,
531.105,3.803e+2,3.803e+2,
531.110,7.158e+2,7.158e+2,
531.116,1.493e+3,1.493e+3,
531.121,2.703e+3,2.703e+3,
531.126,4.808e+3,4.808e+3,
531.131,8.400e+3,8.400e+3,
531.136,1.442e+4,1.442e+4,
531.141,2.431e+4,2.431e+4,
531.146,4.028e+4,4.028e+4,
531.151,6.556e+4,6.556e+4,
531.156,1.048e+5,1.048e+5,
531.161,1.647e+5,1.647e+5,
531.166,2.542e+5,2.542e+5,
531.172,4.180e+5,4.180e+5,
531.177,6.205e+5,6.205e+5,
531.182,9.049e+5,9.049e+5,
531.187,1.297e+6,1.297e+6,
531.192,1.825e+6,1.825e+6,
531.197,2.524e+6,2.524e+6,
531.202,3.429e+6,3.429e+6,
531.207,4.576e+6,4.576e+6,
531.212,6.001e+6,6.001e+6,
531.217,7.731e+6,7.731e+6,
531.223,1.024e+7,1.024e+7,
531.228,1.268e+7,1.268e+7,
531.233,1.544e+7,1.544e+7,
531.238,1.846e+7,1.846e+7,
531.243,2.169e+7,2.169e+7,
531.248,2.504e+7,2.504e+7,
531.253,2.839e+7,2.839e+7,
531.258,3.163e+7,3.163e+7,
531.263,3.462e+7,3.462e+7,
531.268,3.723e+7,3.723e+7,
531.274,3.968e+7,3.968e+7,
531.279,4.104e+7,4.104e+7,
531.284,4.170e+7,4.170e+7,
531.289,4.163e+7,4.163e+7,
531.294,4.083e+7,4.083e+7,
531.299,3.933e+7,3.933e+7,
531.304,3.723e+7,3.723e+7,
531.309,3.462e+7,3.462e+7,
531.314,3.163e+7,3.163e+7,
531.319,2.839e+7,2.839e+7,
531.324,2.504e+7,2.504e+7,
531.330,2.103e+7,2.103e+7,
531.335,1.784e+7,1.784e+7,
531.340,1.486e+7,1.486e+7,
531.345,1.217e+7,1.217e+7,
531.350,9.785e+6,9.785e+6,
531.355,7.731e+6,7.731e+6,
531.360,6.001e+6,6.001e+6,
531.365,4.576e+6,4.576e+6,
531.370,3.429e+6,3.429e+6,
531.375,2.524e+6,2.524e+6,
531.381,1.707e+6,1.707e+6,
531.386,1.208e+6,1.208e+6,
531.391,8.403e+5,8.403e+5,
531.396,5.742e+5,5.742e+5,
531.401,3.854e+5,3.854e+5,
531.406,2.542e+5,2.542e+5,
531.411,1.647e+5,1.647e+5,
531.416,1.048e+5,1.048e+5,
531.421,6.556e+4,6.556e+4,
531.426,4.028e+4,4.028e+4,
531.432,2.193e+4,2.193e+4,
531.437,1.296e+4,1.296e+4,
531.442,7.523e+3,7.523e+3,
531.447,4.291e+3,4.291e+3,
531.452,2.404e+3,2.404e+3,
531.457,1.324e+3,1.324e+3,
531.462,7.158e+2,7.158e+2,
531.467,3.803e+2,3.803e+2,
531.472,1.985e+2,1.985e+2,
531.477,1.018e+2,1.018e+2,
531.482,5.129e+1,5.129e+1,
531.488,2.201e+1,2.201e+1,
531.493,1.067e+1,1.067e+1,
531.498,5.078e+0,5.078e+0,
531.503,2.375e+0,2.375e+0,
531.508,1.091e+0,1.091e+0,
531.513,4.926e-1,4.926e-1,
531.518,2.185e-1,2.185e-1,
531.523,9.518e-2,9.518e-2,
531.528,4.074e-2,4.074e-2,
531.533,1.713e-2,1.713e-2,
531.539,5.920e-3,5.920e-3,
531.544,2.394e-3,2.394e-3,
531.549,9.514e-4,9.514e-4,
531.554,3.714e-4,3.714e-4,
531.559,1.425e-4,1.425e-4,
531.564,5.371e-5,5.371e-5,
531.569,1.996e-5,1.996e-5,
531.574,7.481e-6,7.481e-6,
531.579,3.317e-6,3.317e-6,
531.584,2.996e-6,2.996e-6,
531.590,7.403e-6,7.403e-6,
531.595,1.963e-5,1.963e-5,
531.600,5.253e-5,5.253e-5,
531.605,1.386e-4,1.386e-4,
531.610,3.592e-4,3.592e-4,
531.615,9.149e-4,9.149e-4,
531.620,2.290e-3,2.290e-3,
531.625,5.629e-3,5.629e-3,
531.630,1.360e-2,1.360e-2,
531.635,3.227e-2,3.227e-2,
531.640,7.525e-2,7.525e-2,
531.646,2.031e-1,2.031e-1,
531.651,4.554e-1,4.554e-1,
531.656,1.003e+0,1.003e+0,
531.661,2.172e+0,2.172e+0,
531.666,4.621e+0,4.621e+0,
531.671,9.656e+0,9.656e+0,
531.676,1.982e+1,1.982e+1,
531.681,3.999e+1,3.999e+1,
531.686,7.925e+1,7.925e+1,
531.691,1.543e+2,1.543e+2,
531.697,3.354e+2,3.354e+2,
531.702,6.281e+2,6.281e+2,
531.707,1.156e+3,1.156e+3,
531.712,2.089e+3,2.089e+3,
531.717,3.711e+3,3.711e+3,
531.722,6.475e+3,6.475e+3,
531.727,1.110e+4,1.110e+4,
531.732,1.870e+4,1.870e+4,
531.737,3.094e+4,3.094e+4,
531.742,5.031e+4,5.031e+4,
531.748,8.807e+4,8.807e+4,
531.753,1.377e+5,1.377e+5,
531.758,2.116e+5,2.116e+5,
531.763,3.194e+5,3.194e+5,
531.768,4.738e+5,4.738e+5,
531.773,6.903e+5,6.903e+5,
531.778,9.883e+5,9.883e+5,
531.783,1.390e+6,1.390e+6,
531.788,1.921e+6,1.921e+6,
531.793,2.608e+6,2.608e+6,
531.799,3.677e+6,3.677e+6,
531.804,4.802e+6,4.802e+6,
531.809,6.161e+6,6.161e+6,
531.814,7.766e+6,7.766e+6,
531.819,9.618e+6,9.618e+6,
531.824,1.170e+7,1.170e+7,
531.829,1.399e+7,1.399e+7,
531.834,1.643e+7,1.643e+7,
531.839,1.896e+7,1.896e+7,
531.844,2.150e+7,2.150e+7,
531.849,2.394e+7,2.394e+7,
531.855,2.662e+7,2.662e+7,
531.860,2.852e+7,2.852e+7,
531.865,3.002e+7,3.002e+7,
531.870,3.105e+7,3.105e+7,
531.875,3.154e+7,3.154e+7,
531.880,3.149e+7,3.149e+7,
531.885,3.088e+7,3.088e+7,
531.890,2.976e+7,2.976e+7,
531.895,2.817e+7,2.817e+7,
531.900,2.620e+7,2.620e+7,
531.906,2.346e+7,2.346e+7,
531.911,2.099e+7,2.099e+7,
531.916,1.845e+7,1.845e+7,
531.921,1.593e+7,1.593e+7,
531.926,1.352e+7,1.352e+7,
531.931,1.127e+7,1.127e+7,
531.936,9.228e+6,9.228e+6,
531.941,7.425e+6,7.425e+6,
531.946,5.870e+6,5.870e+6,
531.951,4.559e+6,4.559e+6,
531.957,3.289e+6,3.289e+6,
531.962,2.457e+6,2.457e+6,
531.967,1.803e+6,1.803e+6,
531.972,1.300e+6,1.300e+6,
531.977,9.212e+5,9.212e+5,
531.982,6.412e+5,6.412e+5,
531.987,4.385e+5,4.385e+5,
531.992,2.946e+5,2.946e+5,
531.997,1.945e+5,1.945e+5,
532.002,1.261e+5,1.261e+5,
532.007,8.036e+4,8.036e+4,
532.013,4.571e+4,4.571e+4,
532.018,2.802e+4,2.802e+4,
532.023,1.687e+4,1.687e+4,
532.028,9.980e+3,9.980e+3,
532.033,5.801e+3,5.801e+3,
532.038,3.313e+3,3.313e+3,
532.043,1.858e+3,1.858e+3,
532.048,1.024e+3,1.024e+3,
532.053,5.548e+2,5.548e+2,
532.058,2.952e+2,2.952e+2,
532.064,1.352e+2,1.352e+2,
532.069,6.922e+1,6.922e+1,
532.074,3.480e+1,3.480e+1,
532.079,1.719e+1,1.719e+1,
532.084,8.344e+0,8.344e+0,
532.089,3.979e+0,3.979e+0,
532.094,1.864e+0,1.864e+0,
532.099,8.580e-1,8.580e-1,
532.104,3.880e-1,3.880e-1,
532.109,1.724e-1,1.724e-1,
532.115,6.362e-2,6.362e-2,
532.120,2.719e-2,2.719e-2,
532.125,1.142e-2,1.142e-2,
532.130,4.709e-3,4.709e-3,
532.135,1.909e-3,1.909e-3,
532.140,7.599e-4,7.599e-4,
532.145,2.973e-4,2.973e-4,
532.150,1.143e-4,1.143e-4,
532.155,4.315e-5,4.315e-5,
532.160,1.601e-5,1.601e-5,
532.165,5.835e-6,5.835e-6,
532.171,1.698e-6,1.698e-6,
532.176,5.954e-7,5.954e-7,
532.181,2.051e-7,2.051e-7,
532.186,6.941e-8,6.941e-8,
532.191,2.308e-8,2.308e-8,
532.196,7.539e-9,7.539e-9,
532.201,2.420e-9,2.420e-9,
532.206,7.629e-10,7.629e-10,
532.211,2.364e-10,2.364e-10,
532.216,7.194e-11,7.194e-11,
532.222,1.686e-11,1.686e-11,
532.227,4.937e-12,4.937e-12,
532.232,1.420e-12,1.420e-12,
532.237,4.013e-13,4.013e-13,
532.471,9.533e-12,9.533e-12,
532.476,3.370e-11,3.370e-11,
532.481,1.171e-10,1.171e-10,
532.487,5.096e-10,5.096e-10,
532.492,1.703e-9,1.703e-9,
532.497,5.590e-9,5.590e-9,
532.502,1.803e-8,1.803e-8,
532.507,5.714e-8,5.714e-8,
532.512,1.779e-7,1.779e-7,
532.517,5.445e-7,5.445e-7,
532.522,1.637e-6,1.637e-6,
532.527,4.835e-6,4.835e-6,
532.532,1.403e-5,1.403e-5,
532.538,4.924e-5,4.924e-5,
532.543,1.375e-4,1.375e-4,
532.548,3.771e-4,3.771e-4,
532.553,1.016e-3,1.016e-3,
532.558,2.692e-3,2.692e-3,
532.563,7.004e-3,7.004e-3,
532.568,1.791e-2,1.791e-2,
532.573,4.498e-2,4.498e-2,
532.578,1.110e-1,1.110e-1,
532.583,2.692e-1,2.692e-1,
532.589,7.615e-1,7.615e-1,
532.594,1.776e+0,1.776e+0,
532.599,4.072e+0,4.072e+0,
532.604,9.170e+0,9.170e+0,
532.609,2.029e+1,2.029e+1,
532.614,4.412e+1,4.412e+1,
532.619,9.425e+1,9.425e+1,
532.624,1.978e+2,1.978e+2,
532.629,4.080e+2,4.080e+2,
532.634,8.266e+2,8.266e+2,
532.639,1.646e+3,1.646e+3,
532.645,3.674e+3,3.674e+3,
532.650,7.037e+3,7.037e+3,
532.655,1.324e+4,1.324e+4,
532.660,2.448e+4,2.448e+4,
532.665,4.448e+4,4.448e+4,
532.670,7.940e+4,7.940e+4,
532.675,1.392e+5,1.392e+5,
532.680,2.399e+5,2.399e+5,
532.685,4.063e+5,4.063e+5,
532.690,6.759e+5,6.759e+5,
532.696,1.216e+6,1.216e+6,
532.701,1.946e+6,1.946e+6,
532.706,3.060e+6,3.060e+6,
532.711,4.728e+6,4.728e+6,
532.716,7.178e+6,7.178e+6,
532.721,1.071e+7,1.071e+7,
532.726,1.569e+7,1.569e+7,
532.731,2.259e+7,2.259e+7,
532.736,3.196e+7,3.196e+7,
532.741,4.443e+7,4.443e+7,
532.747,6.445e+7,6.445e+7,
532.752,8.618e+7,8.618e+7,
532.757,1.132e+8,1.132e+8,
532.762,1.462e+8,1.462e+8,
532.767,1.855e+8,1.855e+8,
532.772,2.312e+8,2.312e+8,
532.777,2.832e+8,2.832e+8,
532.782,3.408e+8,3.408e+8,
532.787,4.031e+8,4.031e+8,
532.792,4.686e+8,4.686e+8,
532.797,5.352e+8,5.352e+8,
532.803,6.137e+8,6.137e+8,
532.808,6.749e+8,6.749e+8,
532.813,7.296e+8,7.296e+8,
532.818,7.757e+8,7.757e+8,
532.823,8.111e+8,8.111e+8,
532.828,8.344e+8,8.344e+8,
532.833,8.449e+8,8.449e+8,
532.838,8.425e+8,8.425e+8,
532.843,8.281e+8,8.281e+8,
532.848,8.029e+8,8.029e+8,
532.854,7.611e+8,7.611e+8,
532.859,7.194e+8,7.194e+8,
532.864,6.739e+8,6.739e+8,
532.869,6.271e+8,6.271e+8,
532.874,5.808e+8,5.808e+8,
532.879,5.369e+8,5.369e+8,
532.884,4.963e+8,4.963e+8,
532.889,4.598e+8,4.598e+8,
532.894,4.275e+8,4.275e+8,
532.899,3.992e+8,3.992e+8,
532.905,3.695e+8,3.695e+8,
532.910,3.476e+8,3.476e+8,
532.915,3.274e+8,3.274e+8,
532.920,3.083e+8,3.083e+8,
532.925,2.895e+8,2.895e+8,
532.930,2.708e+8,2.708e+8,
532.935,2.519e+8,2.519e+8,
532.940,2.329e+8,2.329e+8,
532.945,2.138e+8,2.138e+8,
532.950,1.950e+8,1.950e+8,
532.955,1.765e+8,1.765e+8,
532.961,1.553e+8,1.553e+8,
532.966,1.387e+8,1.387e+8,
532.971,1.231e+8,1.231e+8,
532.976,1.088e+8,1.088e+8,
532.981,9.571e+7,9.571e+7,
532.986,8.381e+7,8.381e+7,
532.991,7.306e+7,7.306e+7,
532.996,6.336e+7,6.336e+7,
533.001,5.464e+7,5.464e+7,
533.006,4.680e+7,4.680e+7,
533.012,3.848e+7,3.848e+7,
533.017,3.236e+7,3.236e+7,
533.022,2.695e+7,2.695e+7,
533.027,2.219e+7,2.219e+7,
533.032,1.805e+7,1.805e+7,
533.037,1.450e+7,1.450e+7,
533.042,1.148e+7,1.148e+7,
533.047,8.965e+6,8.965e+6,
533.052,6.895e+6,6.895e+6,
533.057,5.221e+6,5.221e+6,
533.063,3.662e+6,3.662e+6,
533.068,2.677e+6,2.677e+6,
533.073,1.924e+6,1.924e+6,
533.078,1.360e+6,1.360e+6,
533.083,9.457e+5,9.457e+5,
533.088,6.463e+5,6.463e+5,
533.093,4.342e+5,4.342e+5,
533.098,2.867e+5,2.867e+5,
533.103,1.860e+5,1.860e+5,
533.108,1.187e+5,1.187e+5,
533.113,7.437e+4,7.437e+4,
533.119,4.149e+4,4.149e+4,
533.124,2.502e+4,2.502e+4,
533.129,1.483e+4,1.483e+4,
533.134,8.637e+3,8.637e+3,
533.139,4.942e+3,4.942e+3,
533.144,2.779e+3,2.779e+3,
533.149,1.535e+3,1.535e+3,
533.154,8.335e+2,8.335e+2,
533.159,4.446e+2,4.446e+2,
533.164,2.330e+2,2.330e+2,
533.170,1.049e+2,1.049e+2,
533.175,5.287e+1,5.287e+1,
533.180,2.620e+1,2.620e+1,
533.185,1.275e+1,1.275e+1,
533.190,6.099e+0,6.099e+0,
533.195,2.866e+0,2.866e+0,
533.200,1.324e+0,1.324e+0,
533.205,6.005e-1,6.005e-1,
533.210,2.677e-1,2.677e-1,
533.215,1.172e-1,1.172e-1,
533.221,4.254e-2,4.254e-2,
533.226,1.792e-2,1.792e-2,
533.231,7.421e-3,7.421e-3,
533.236,3.019e-3,3.019e-3,
533.241,1.207e-3,1.207e-3,
533.246,4.739e-4,4.739e-4,
533.251,1.829e-4,1.829e-4,
533.256,6.933e-5,6.933e-5,
533.261,2.583e-5,2.583e-5,
533.266,9.453e-6,9.453e-6,
533.271,3.400e-6,3.400e-6,
533.277,9.737e-7,9.737e-7,
533.282,3.369e-7,3.369e-7,
533.287,1.145e-7,1.145e-7,
533.292,3.825e-8,3.825e-8,
533.297,1.255e-8,1.255e-8,
533.302,4.048e-9,4.048e-9,
533.307,1.282e-9,1.282e-9,
533.312,3.992e-10,3.992e-10,
533.317,1.221e-10,1.221e-10,
533.322,3.670e-11,3.670e-11,
533.328,8.474e-12,8.474e-12,
533.333,2.450e-12,2.450e-12,
533.338,6.960e-13,6.960e-13,
533.684,4.076e-13,4.076e-13,
533.689,1.433e-12,1.433e-12,
533.695,6.326e-12,6.326e-12,
533.700,2.139e-11,2.139e-11,
533.705,7.110e-11,7.110e-11,
533.710,2.322e-10,2.322e-10,
533.715,7.449e-10,7.449e-10,
533.720,2.349e-9,2.349e-9,
533.725,7.276e-9,7.276e-9,
533.730,2.215e-8,2.215e-8,
