Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
288.552,2.967e-3,2.967e-3,1.769e-14
288.557,1.680e-2,1.680e-2,1.763e-14
288.562,8.956e-2,8.956e-2,1.757e-14
288.567,4.497e-1,4.497e-1,1.751e-14
288.573,2.881e+0,2.881e+0,1.744e-14
288.578,1.268e+1,1.268e+1,1.738e-14
288.583,5.255e+1,5.255e+1,1.732e-14
288.588,2.051e+2,2.051e+2,1.726e-14
288.593,7.539e+2,7.539e+2,1.720e-14
288.598,2.610e+3,2.610e+3,1.714e-14
288.603,8.509e+3,8.509e+3,1.708e-14
288.608,2.613e+4,2.613e+4,1.702e-14
288.613,7.555e+4,7.555e+4,1.696e-14
288.618,2.057e+5,2.057e+5,1.690e-14
288.623,5.277e+5,5.277e+5,1.684e-14
288.629,1.509e+6,1.509e+6,1.677e-14
288.634,3.393e+6,3.393e+6,1.671e-14
288.639,7.181e+6,7.181e+6,1.665e-14
288.644,1.432e+7,1.432e+7,1.659e-14
288.649,2.688e+7,2.688e+7,1.653e-14
288.654,4.752e+7,4.752e+7,1.647e-14
288.659,7.913e+7,7.913e+7,1.641e-14
288.664,1.241e+8,1.241e+8,1.635e-14
288.669,1.833e+8,1.833e+8,1.629e-14
288.674,2.549e+8,2.549e+8,1.623e-14
288.680,3.499e+8,3.499e+8,1.616e-14
288.685,4.265e+8,4.265e+8,1.610e-14
288.690,4.896e+8,4.896e+8,1.604e-14
288.695,5.293e+8,5.293e+8,1.598e-14
288.700,5.389e+8,5.389e+8,1.592e-14
288.705,5.167e+8,5.167e+8,1.586e-14
288.710,4.666e+8,4.666e+8,1.580e-14
288.715,3.969e+8,3.969e+8,1.574e-14
288.720,3.179e+8,3.179e+8,1.568e-14
288.725,2.398e+8,2.398e+8,1.562e-14
288.731,1.579e+8,1.579e+8,1.554e-14
288.736,1.044e+8,1.044e+8,1.549e-14
288.741,6.499e+7,6.499e+7,1.543e-14
288.746,3.811e+7,3.811e+7,1.537e-14
288.751,2.104e+7,2.104e+7,1.531e-14
288.756,1.094e+7,1.094e+7,1.525e-14
288.761,5.359e+6,5.359e+6,1.519e-14
288.766,2.472e+6,2.472e+6,1.513e-14
288.771,1.074e+6,1.074e+6,1.507e-14
288.776,4.392e+5,4.392e+5,1.501e-14
288.781,1.692e+5,1.692e+5,1.495e-14
288.787,4.976e+4,4.976e+4,1.487e-14
288.792,1.680e+4,1.680e+4,1.481e-14
288.797,5.347e+3,5.347e+3,1.475e-14
288.802,1.622e+3,1.622e+3,1.469e-14
288.807,5.462e+2,5.462e+2,1.463e-14
288.812,5.037e+2,5.037e+2,1.458e-14
288.817,1.490e+3,1.490e+3,1.452e-14
288.822,5.236e+3,5.236e+3,1.446e-14
288.827,1.764e+4,1.764e+4,1.440e-14
288.832,5.604e+4,5.604e+4,1.434e-14
288.838,2.073e+5,2.073e+5,1.426e-14
288.843,5.773e+5,5.773e+5,1.420e-14
288.848,1.514e+6,1.514e+6,1.414e-14
288.853,3.741e+6,3.741e+6,1.408e-14
288.858,8.705e+6,8.705e+6,1.402e-14
288.863,1.908e+7,1.908e+7,1.396e-14
288.868,3.938e+7,3.938e+7,1.390e-14
288.873,7.656e+7,7.656e+7,1.384e-14
288.878,1.402e+8,1.402e+8,1.378e-14
288.883,2.418e+8,2.418e+8,1.372e-14
288.889,4.297e+8,4.297e+8,1.365e-14
288.894,6.496e+8,6.496e+8,1.359e-14
288.899,9.250e+8,9.250e+8,1.353e-14
288.904,1.241e+9,1.241e+9,1.347e-14
288.909,1.567e+9,1.567e+9,1.341e-14
288.914,1.864e+9,1.864e+9,1.335e-14
288.919,2.089e+9,2.089e+9,1.329e-14
288.924,2.205e+9,2.205e+9,1.323e-14
288.929,2.191e+9,2.191e+9,1.317e-14
288.934,2.052e+9,2.052e+9,1.311e-14
288.939,1.809e+9,1.809e+9,1.305e-14
288.945,1.437e+9,1.437e+9,1.298e-14
288.950,1.111e+9,1.111e+9,1.292e-14
288.955,8.089e+8,8.089e+8,1.286e-14
288.960,5.546e+8,5.546e+8,1.280e-14
288.965,3.582e+8,3.582e+8,1.274e-14
288.970,2.179e+8,2.179e+8,1.268e-14
288.975,1.248e+8,1.248e+8,1.262e-14
288.980,6.735e+7,6.735e+7,1.256e-14
288.985,3.423e+7,3.423e+7,1.250e-14
288.990,1.639e+7,1.639e+7,1.244e-14
288.996,6.254e+6,6.254e+6,1.237e-14
289.001,2.624e+6,2.624e+6,1.231e-14
289.006,1.037e+6,1.037e+6,1.225e-14
289.011,3.860e+5,3.860e+5,1.219e-14
289.016,1.353e+5,1.353e+5,1.213e-14
289.021,4.468e+4,4.468e+4,1.207e-14
289.026,1.390e+4,1.390e+4,1.201e-14
289.031,4.071e+3,4.071e+3,1.195e-14
289.036,1.123e+3,1.123e+3,1.189e-14
289.041,2.918e+2,2.918e+2,1.183e-14
289.047,5.351e+1,5.351e+1,1.176e-14
289.052,1.219e+1,1.219e+1,1.170e-14
289.057,2.615e+0,2.615e+0,1.164e-14
289.062,5.283e-1,5.283e-1,1.158e-14
289.067,1.005e-1,1.005e-1,1.152e-14
289.072,1.802e-2,1.802e-2,1.146e-14
289.077,3.042e-3,3.042e-3,1.140e-14
289.082,4.838e-4,4.838e-4,1.134e-14
289.087,7.245e-5,7.245e-5,1.128e-14
289.092,1.022e-5,1.022e-5,1.122e-14
289.097,1.358e-6,1.358e-6,1.116e-14
289.103,1.113e-7,1.113e-7,1.109e-14
289.108,1.296e-8,1.296e-8,1.103e-14
289.113,1.422e-9,1.422e-9,1.097e-14
289.118,1.470e-10,1.470e-10,1.091e-14
289.123,1.524e-11,1.524e-11,1.085e-14
289.128,1.162e-11,1.162e-11,1.079e-14
289.133,1.054e-10,1.054e-10,1.073e-14
289.138,1.012e-9,1.012e-9,1.067e-14
289.143,9.174e-9,9.174e-9,1.061e-14
289.148,7.832e-8,7.832e-8,1.055e-14
289.154,9.487e-7,9.487e-7,1.048e-14
289.159,7.101e-6,7.101e-6,1.042e-14
289.164,5.007e-5,5.007e-5,1.036e-14
289.169,3.326e-4,3.326e-4,1.030e-14
289.174,2.081e-3,2.081e-3,1.024e-14
289.179,1.227e-2,1.227e-2,1.018e-14
289.184,6.812e-2,6.812e-2,1.012e-14
289.189,3.563e-1,3.563e-1,1.006e-14
289.194,1.756e+0,1.756e+0,1.000e-14
289.199,8.149e+0,8.149e+0,9.941e-15
289.205,4.752e+1,4.752e+1,9.869e-15
289.210,1.934e+2,1.934e+2,9.809e-15
289.215,7.416e+2,7.416e+2,9.749e-15
289.220,2.678e+3,2.678e+3,9.690e-15
289.225,9.113e+3,9.113e+3,9.630e-15
289.230,2.921e+4,2.921e+4,9.570e-15
289.235,8.819e+4,8.819e+4,9.510e-15
289.240,2.508e+5,2.508e+5,9.450e-15
289.245,6.720e+5,6.720e+5,9.390e-15
289.250,1.696e+6,1.696e+6,9.330e-15
289.255,4.033e+6,4.033e+6,9.271e-15
289.261,1.054e+7,1.054e+7,9.199e-15
289.266,2.197e+7,2.197e+7,9.139e-15
289.271,4.315e+7,4.315e+7,9.079e-15
289.276,7.982e+7,7.982e+7,9.019e-15
289.281,1.391e+8,1.391e+8,8.959e-15
289.286,2.284e+8,2.284e+8,8.899e-15
289.291,3.532e+8,3.532e+8,8.839e-15
289.296,5.146e+8,5.146e+8,8.780e-15
289.301,7.063e+8,7.063e+8,8.720e-15
289.306,9.131e+8,9.131e+8,8.660e-15
289.312,1.148e+9,1.148e+9,8.588e-15
289.317,1.302e+9,1.302e+9,8.528e-15
289.322,1.390e+9,1.390e+9,8.468e-15
289.327,1.399e+9,1.399e+9,8.408e-15
289.332,1.326e+9,1.326e+9,8.349e-15
289.337,1.183e+9,1.183e+9,8.289e-15
289.342,9.956e+8,9.956e+8,8.229e-15
289.347,7.895e+8,7.895e+8,8.169e-15
289.352,5.909e+8,5.909e+8,8.109e-15
289.357,4.190e+8,4.190e+8,8.049e-15
289.363,2.628e+8,2.628e+8,7.977e-15
289.368,1.772e+8,1.772e+8,7.917e-15
289.373,1.295e+8,1.295e+8,7.858e-15
289.378,1.144e+8,1.144e+8,7.798e-15
289.383,1.264e+8,1.264e+8,7.738e-15
289.388,1.596e+8,1.596e+8,7.678e-15
289.393,2.078e+8,2.078e+8,7.618e-15
289.398,2.637e+8,2.637e+8,7.558e-15
289.403,3.192e+8,3.192e+8,7.498e-15
289.408,3.654e+8,3.654e+8,7.438e-15
289.413,3.946e+8,3.946e+8,7.379e-15
289.419,4.002e+8,4.002e+8,7.307e-15
289.424,3.792e+8,3.792e+8,7.247e-15
289.429,3.386e+8,3.386e+8,7.187e-15
289.434,2.848e+8,2.848e+8,7.127e-15
289.439,2.256e+8,2.256e+8,7.067e-15
289.444,1.684e+8,1.684e+8,7.007e-15
289.449,1.184e+8,1.184e+8,6.948e-15
289.454,7.843e+7,7.843e+7,6.888e-15
289.459,4.894e+7,4.894e+7,6.828e-15
289.464,2.877e+7,2.877e+7,6.768e-15
289.470,1.406e+7,1.406e+7,6.696e-15
289.475,7.246e+6,7.246e+6,6.636e-15
289.480,3.519e+6,3.519e+6,6.576e-15
289.485,1.610e+6,1.610e+6,6.516e-15
289.490,6.939e+5,6.939e+5,6.457e-15
289.495,2.817e+5,2.817e+5,6.397e-15
289.500,1.078e+5,1.078e+5,6.337e-15
289.505,3.883e+4,3.883e+4,6.277e-15
289.510,1.318e+4,1.318e+4,6.217e-15
289.515,4.215e+3,4.215e+3,6.157e-15
289.521,9.917e+2,9.917e+2,6.085e-15
289.526,2.781e+2,2.781e+2,6.026e-15
289.531,7.348e+1,7.348e+1,5.966e-15
289.536,1.834e+1,1.834e+1,5.906e-15
289.541,4.589e+0,4.589e+0,5.846e-15
289.546,2.399e+0,2.399e+0,5.786e-15
289.551,6.756e+0,6.756e+0,5.726e-15
289.556,2.794e+1,2.794e+1,5.666e-15
289.561,1.119e+2,1.119e+2,5.606e-15
289.566,4.224e+2,4.224e+2,5.547e-15
289.571,1.503e+3,1.503e+3,5.487e-15
289.577,6.371e+3,6.371e+3,5.415e-15
289.582,1.988e+4,1.988e+4,5.355e-15
289.587,5.846e+4,5.846e+4,5.295e-15
289.592,1.619e+5,1.619e+5,5.235e-15
289.597,4.227e+5,4.227e+5,5.175e-15
289.602,1.039e+6,1.039e+6,5.116e-15
289.607,2.408e+6,2.408e+6,5.056e-15
289.612,5.256e+6,5.256e+6,4.996e-15
289.617,1.081e+7,1.081e+7,4.936e-15
289.622,2.094e+7,2.094e+7,4.876e-15
289.628,4.281e+7,4.281e+7,4.804e-15
289.633,7.276e+7,7.276e+7,4.744e-15
289.638,1.165e+8,1.165e+8,4.684e-15
289.643,1.757e+8,1.757e+8,5.877e-14
289.648,2.498e+8,2.498e+8,6.946e-13
289.653,3.345e+8,3.345e+8,7.736e-12
289.658,4.220e+8,4.220e+8,8.118e-11
289.663,5.016e+8,5.016e+8,8.027e-10
289.668,5.617e+8,5.617e+8,7.478e-9
289.673,5.926e+8,5.926e+8,6.564e-8
289.679,5.842e+8,5.842e+8,8.224e-7
289.684,5.407e+8,5.407e+8,6.333e-6
289.689,4.714e+8,4.714e+8,4.595e-5
289.694,3.873e+8,3.873e+8,3.142e-4
289.699,2.997e+8,2.997e+8,2.024e-3
289.704,2.186e+8,2.186e+8,1.228e-2
289.709,1.502e+8,1.502e+8,7.024e-2
289.714,9.720e+7,9.720e+7,3.785e-1
289.719,5.927e+7,5.927e+7,1.921e+0
289.724,3.406e+7,3.406e+7,9.191e+0
289.729,1.844e+7,1.844e+7,4.143e+1
289.735,8.159e+6,8.159e+6,2.333e+2
289.740,3.875e+6,3.874e+6,9.224e+2
289.745,1.736e+6,1.733e+6,3.437e+3
289.750,7.425e+5,7.304e+5,1.206e+4
289.755,3.299e+5,2.900e+5,3.990e+4
289.760,2.329e+5,1.085e+5,1.244e+5
289.765,4.034e+5,3.825e+4,3.651e+5
289.770,1.023e+6,1.270e+4,1.010e+6
289.775,2.638e+6,3.974e+3,2.634e+6
289.780,6.470e+6,1.172e+3,6.469e+6
289.786,1.758e+7,2.501e+2,1.758e+7
289.791,3.789e+7,6.499e+1,3.789e+7
289.796,7.692e+7,1.729e+1,7.692e+7
289.801,1.472e+8,1.022e+1,1.472e+8
289.806,2.652e+8,2.753e+1,2.652e+8
289.811,4.505e+8,1.021e+2,4.505e+8
289.816,7.209e+8,3.664e+2,7.209e+8
289.821,1.087e+9,1.240e+3,1.087e+9
289.826,1.544e+9,3.956e+3,1.544e+9
289.831,2.067e+9,1.189e+4,2.067e+9
289.837,2.712e+9,4.118e+4,2.711e+9
289.842,3.184e+9,1.086e+5,3.184e+9
289.847,3.523e+9,2.698e+5,3.523e+9
289.852,3.674e+9,6.316e+5,3.673e+9
289.857,3.609e+9,1.393e+6,3.608e+9
289.862,3.342e+9,2.896e+6,3.339e+9
289.867,2.918e+9,5.672e+6,2.912e+9
289.872,2.403e+9,1.047e+7,2.393e+9
289.877,1.871e+9,1.820e+7,1.853e+9
289.882,1.381e+9,2.982e+7,1.351e+9
289.887,9.750e+8,4.604e+7,9.289e+8
289.893,6.193e+8,7.166e+7,5.476e+8
289.898,4.273e+8,9.706e+7,3.302e+8
289.903,3.115e+8,1.239e+8,1.876e+8
289.908,2.494e+8,1.490e+8,1.004e+8
289.913,2.194e+8,1.688e+8,5.065e+7
289.918,2.043e+8,1.802e+8,2.407e+7
289.923,1.920e+8,1.813e+8,1.078e+7
289.928,1.764e+8,1.718e+8,4.548e+6
289.933,1.553e+8,1.535e+8,1.808e+6
289.938,1.298e+8,1.291e+8,6.773e+5
289.944,9.725e+7,9.706e+7,1.927e+5
289.949,7.173e+7,7.166e+7,6.332e+4
289.954,4.987e+7,4.985e+7,1.961e+4
289.959,3.269e+7,3.268e+7,5.720e+3
289.964,2.019e+7,2.018e+7,1.572e+3
289.969,1.175e+7,1.175e+7,4.072e+2
289.974,6.442e+6,6.442e+6,9.937e+1
289.979,3.329e+6,3.329e+6,2.285e+1
289.984,1.621e+6,1.621e+6,4.950e+0
289.989,7.434e+5,7.434e+5,1.010e+0
289.995,2.698e+5,2.698e+5,1.388e-1
290.000,1.086e+5,1.086e+5,2.485e-2
290.005,4.118e+4,4.118e+4,4.193e-3
290.010,1.471e+4,1.471e+4,6.666e-4
290.015,4.954e+3,4.954e+3,9.985e-5
290.020,1.572e+3,1.572e+3,1.409e-5
290.025,4.698e+2,4.698e+2,1.874e-6
290.030,1.323e+2,1.323e+2,2.348e-7
290.035,3.512e+1,3.512e+1,2.773e-8
290.040,8.782e+0,8.782e+0,3.084e-9
290.045,2.069e+0,2.069e+0,3.233e-10
290.051,3.376e-1,3.376e-1,1.995e-11
290.056,6.979e-2,6.979e-2,1.835e-12
290.061,1.359e-2,1.359e-2,1.590e-13
290.066,2.495e-3,2.495e-3,1.298e-14
290.071,4.315e-4,4.315e-4,1.297e-14
290.076,7.031e-5,7.031e-5,1.297e-14
290.081,1.080e-5,1.080e-5,1.297e-14
290.086,1.562e-6,1.562e-6,1.297e-14
290.091,2.129e-7,2.129e-7,1.296e-14
290.096,2.735e-8,2.735e-8,1.296e-14
290.102,2.154e-9,2.154e-9,1.296e-14
290.107,2.428e-10,2.428e-10,1.295e-14
290.112,2.578e-11,2.578e-11,1.295e-14
290.117,2.579e-12,2.579e-12,1.295e-14
290.122,2.431e-13,2.431e-13,1.295e-14
290.127,2.160e-14,2.160e-14,1.294e-14
290.132,1.807e-15,1.807e-15,1.294e-14
290.336,2.419e-15,2.419e-15,1.283e-14
290.341,2.928e-14,2.928e-14,1.283e-14
290.346,3.340e-13,3.340e-13,1.283e-14
290.351,3.591e-12,3.591e-12,1.282e-14
290.356,3.639e-11,3.639e-11,1.282e-14
290.362,5.420e-10,5.420e-10,1.282e-14
290.367,4.821e-9,4.821e-9,1.281e-14
290.372,4.042e-8,4.042e-8,1.281e-14
290.377,3.194e-7,3.194e-7,1.281e-14
290.382,2.379e-6,2.379e-6,1.281e-14
290.387,1.669e-5,1.669e-5,1.280e-14
290.392,1.104e-4,1.104e-4,1.280e-14
290.397,6.886e-4,6.886e-4,1.280e-14
290.402,4.046e-3,4.046e-3,1.280e-14
290.407,2.241e-2,2.241e-2,1.279e-14
290.412,1.170e-1,1.170e-1,1.279e-14
290.418,7.859e-1,7.859e-1,1.279e-14
290.423,3.601e+0,3.601e+0,1.278e-14
290.428,1.555e+1,1.555e+1,1.278e-14
290.433,6.330e+1,6.330e+1,1.278e-14
290.438,2.428e+2,2.428e+2,1.278e-14
290.443,8.780e+2,8.780e+2,1.277e-14
290.448,2.992e+3,2.992e+3,1.277e-14
290.453,9.609e+3,9.609e+3,1.277e-14
290.458,2.909e+4,2.909e+4,1.277e-14
290.463,8.298e+4,8.298e+4,1.276e-14
290.469,2.700e+5,2.700e+5,1.276e-14
290.474,6.762e+5,6.762e+5,1.276e-14
290.479,1.596e+6,1.596e+6,1.275e-14
290.484,3.551e+6,3.551e+6,1.275e-14
290.489,7.445e+6,7.445e+6,1.275e-14
290.494,1.471e+7,1.471e+7,1.275e-14
290.499,2.740e+7,2.740e+7,1.274e-14
290.504,4.810e+7,4.810e+7,1.274e-14
290.509,7.957e+7,7.957e+7,1.274e-14
290.514,1.241e+8,1.241e+8,1.273e-14
290.520,1.955e+8,1.955e+8,1.273e-14
290.525,2.677e+8,2.677e+8,1.273e-14
290.530,3.453e+8,3.453e+8,1.273e-14
290.535,4.198e+8,4.198e+8,1.272e-14
290.540,4.811e+8,4.811e+8,1.272e-14
290.545,5.196e+8,5.196e+8,1.272e-14
290.550,5.289e+8,5.289e+8,1.272e-14
290.555,5.074e+8,5.074e+8,1.271e-14
290.560,4.588e+8,4.588e+8,1.271e-14
290.565,3.910e+8,3.910e+8,1.271e-14
290.570,3.141e+8,3.141e+8,1.270e-14
290.576,2.233e+8,2.233e+8,1.270e-14
290.581,1.574e+8,1.574e+8,1.270e-14
290.586,1.046e+8,1.046e+8,1.270e-14
290.591,6.552e+7,6.552e+7,1.269e-14
290.596,3.868e+7,3.868e+7,1.269e-14
290.601,2.152e+7,2.152e+7,1.269e-14
290.606,1.128e+7,1.128e+7,1.269e-14
290.611,5.576e+6,5.576e+6,1.268e-14
290.616,2.597e+6,2.597e+6,1.268e-14
290.621,1.140e+6,1.140e+6,1.268e-14
290.627,3.926e+5,3.926e+5,1.267e-14
290.632,1.513e+5,1.513e+5,1.267e-14
290.637,5.495e+4,5.495e+4,1.267e-14
290.642,1.881e+4,1.881e+4,1.267e-14
290.647,6.069e+3,6.069e+3,1.266e-14
290.652,1.845e+3,1.845e+3,1.266e-14
290.657,5.288e+2,5.288e+2,1.266e-14
290.662,1.428e+2,1.428e+2,1.266e-14
290.667,3.636e+1,3.636e+1,1.265e-14
290.672,8.724e+0,8.724e+0,1.265e-14
290.678,1.455e+0,1.455e+0,1.265e-14
290.683,3.065e-1,3.065e-1,1.264e-14
290.688,6.083e-2,6.083e-2,1.264e-14
290.693,1.138e-2,1.138e-2,1.264e-14
290.698,2.007e-3,2.007e-3,1.264e-14
290.703,3.335e-4,3.335e-4,1.263e-14
290.708,5.224e-5,5.224e-5,1.263e-14
290.713,7.712e-6,7.712e-6,1.263e-14
290.718,1.074e-6,1.074e-6,1.263e-14
290.723,1.489e-7,1.489e-7,1.262e-14
290.728,8.594e-8,8.594e-8,1.262e-14
290.734,8.096e-7,8.096e-7,1.262e-14
290.739,5.920e-6,5.920e-6,1.261e-14
290.744,4.086e-5,4.086e-5,1.261e-14
290.749,2.659e-4,2.659e-4,1.261e-14
290.754,1.631e-3,1.631e-3,1.261e-14
290.759,9.432e-3,9.432e-3,1.260e-14
290.764,5.141e-2,5.141e-2,1.260e-14
290.769,2.641e-1,2.641e-1,1.260e-14
290.774,1.279e+0,1.279e+0,1.259e-14
290.779,5.840e+0,5.840e+0,1.259e-14
290.785,3.341e+1,3.341e+1,1.259e-14
290.790,1.339e+2,1.339e+2,1.259e-14
290.795,5.061e+2,5.061e+2,1.258e-14
290.800,1.803e+3,1.803e+3,1.258e-14
290.805,6.052e+3,6.052e+3,1.258e-14
290.810,1.915e+4,1.915e+4,1.258e-14
290.815,5.715e+4,5.715e+4,1.257e-14
290.820,1.607e+5,1.607e+5,1.257e-14
290.825,4.260e+5,4.260e+5,1.257e-14
290.830,1.064e+6,1.064e+6,1.256e-14
290.836,2.955e+6,2.955e+6,1.256e-14
290.841,6.483e+6,6.483e+6,1.256e-14
290.846,1.341e+7,1.341e+7,1.256e-14
290.851,2.614e+7,2.614e+7,1.255e-14
290.856,4.805e+7,4.805e+7,1.255e-14
290.861,8.324e+7,8.324e+7,1.255e-14
290.866,1.359e+8,1.359e+8,1.255e-14
290.871,2.092e+8,2.092e+8,1.254e-14
290.876,3.036e+8,3.036e+8,1.254e-14
290.881,4.152e+8,4.152e+8,1.254e-14
290.886,5.353e+8,5.353e+8,1.253e-14
290.892,6.716e+8,6.716e+8,1.253e-14
290.897,7.603e+8,7.603e+8,1.253e-14
290.902,8.114e+8,8.114e+8,1.253e-14
290.907,8.162e+8,8.162e+8,1.252e-14
290.912,7.739e+8,7.739e+8,1.252e-14
290.917,6.918e+8,6.918e+8,1.252e-14
290.922,5.828e+8,5.828e+8,1.252e-14
290.927,4.629e+8,4.629e+8,1.251e-14
290.932,3.465e+8,3.465e+8,1.251e-14
290.937,2.445e+8,2.445e+8,1.251e-14
290.943,1.489e+8,1.489e+8,1.250e-14
290.948,9.225e+7,9.225e+7,1.250e-14
290.953,5.388e+7,5.388e+7,1.250e-14
290.958,2.967e+7,2.967e+7,1.250e-14
290.963,1.540e+7,1.540e+7,1.249e-14
290.968,7.533e+6,7.533e+6,1.249e-14
290.973,3.474e+6,3.474e+6,1.249e-14
290.978,1.510e+6,1.510e+6,1.249e-14
290.983,6.197e+5,6.197e+5,1.248e-14
290.988,2.421e+5,2.421e+5,1.248e-14
290.994,8.326e+4,8.326e+4,1.248e-14
290.999,6.211e+4,6.211e+4,1.247e-14
291.004,1.162e+5,1.162e+5,1.247e-14
291.009,2.934e+5,2.934e+5,1.247e-14
291.014,7.368e+5,7.368e+5,1.247e-14
291.019,1.756e+6,1.756e+6,1.246e-14
291.024,3.951e+6,3.951e+6,1.246e-14
291.029,8.388e+6,8.388e+6,1.246e-14
291.034,1.681e+7,1.681e+7,1.245e-14
291.039,3.180e+7,3.180e+7,1.245e-14
291.044,5.682e+7,5.682e+7,1.245e-14
291.050,1.059e+8,1.059e+8,1.245e-14
291.055,1.674e+8,1.674e+8,1.244e-14
291.060,2.506e+8,2.506e+8,1.244e-14
291.065,3.560e+8,3.560e+8,1.244e-14
291.070,4.805e+8,4.805e+8,1.244e-14
291.075,6.175e+8,6.175e+8,1.243e-14
291.080,7.575e+8,7.575e+8,1.243e-14
291.085,8.889e+8,8.889e+8,1.243e-14
291.090,1.000e+9,1.000e+9,1.242e-14
291.095,1.082e+9,1.082e+9,1.242e-14
291.101,1.130e+9,1.130e+9,1.242e-14
291.106,1.125e+9,1.125e+9,1.242e-14
291.111,1.078e+9,1.078e+9,1.241e-14
291.116,9.942e+8,9.942e+8,1.241e-14
291.121,8.802e+8,8.802e+8,1.241e-14
291.126,7.465e+8,7.465e+8,1.241e-14
291.131,6.050e+8,6.050e+8,1.240e-14
291.136,4.675e+8,4.675e+8,1.240e-14
291.141,3.436e+8,3.436e+8,1.240e-14
291.146,2.398e+8,2.398e+8,1.239e-14
291.152,1.452e+8,1.452e+8,1.239e-14
291.157,8.993e+7,8.993e+7,1.239e-14
291.162,5.269e+7,5.269e+7,1.239e-14
291.167,2.917e+7,2.917e+7,1.238e-14
291.172,1.525e+7,1.525e+7,1.238e-14
291.177,7.528e+6,7.528e+6,1.238e-14
291.182,3.506e+6,3.506e+6,1.238e-14
291.187,1.541e+6,1.541e+6,1.237e-14
291.192,6.385e+5,6.385e+5,1.237e-14
291.197,2.496e+5,2.496e+5,1.237e-14
291.202,9.200e+4,9.200e+4,1.236e-14
291.208,2.570e+4,2.570e+4,1.236e-14
291.213,8.325e+3,8.325e+3,1.236e-14
291.218,2.542e+3,2.542e+3,1.236e-14
291.223,7.319e+2,7.319e+2,1.235e-14
291.228,1.987e+2,1.987e+2,1.235e-14
291.233,5.084e+1,5.084e+1,1.235e-14
291.238,1.226e+1,1.226e+1,1.235e-14
291.243,2.789e+0,2.789e+0,1.234e-14
291.248,5.979e-1,5.979e-1,1.234e-14
291.253,1.209e-1,1.209e-1,1.234e-14
291.259,1.641e-2,1.641e-2,1.233e-14
291.264,2.913e-3,2.913e-3,1.233e-14
291.269,4.876e-4,4.876e-4,1.233e-14
291.274,7.692e-5,7.692e-5,1.233e-14
291.279,1.144e-5,1.144e-5,1.232e-14
291.284,1.604e-6,1.604e-6,1.232e-14
291.289,2.120e-7,2.120e-7,1.232e-14
291.294,2.641e-8,2.641e-8,1.231e-14
291.299,3.102e-9,3.102e-9,1.231e-14
291.304,3.435e-10,3.435e-10,1.231e-14
291.310,2.266e-11,2.266e-11,1.231e-14
291.315,2.204e-12,2.204e-12,1.230e-14
291.320,2.020e-13,2.020e-13,1.230e-14
291.325,1.746e-14,1.746e-14,1.230e-14
291.330,1.423e-15,1.423e-15,1.230e-14
291.967,1.195e-14,1.491e-15,1.195e-14
291.972,1.424e-13,1.491e-15,1.424e-13
291.977,1.599e-12,1.492e-15,1.599e-12
291.982,1.694e-11,1.492e-15,1.694e-11
291.987,1.693e-10,1.493e-15,1.693e-10
291.992,1.595e-9,1.494e-15,1.595e-9
291.998,2.179e-8,1.494e-15,2.179e-8
292.003,1.805e-7,1.495e-15,1.805e-7
292.008,1.410e-6,1.495e-15,1.410e-6
292.013,1.039e-5,1.496e-15,1.039e-5
292.018,7.222e-5,1.496e-15,7.222e-5
292.023,4.733e-4,1.497e-15,4.733e-4
292.028,2.925e-3,1.497e-15,2.925e-3
292.033,1.705e-2,1.498e-15,1.705e-2
292.038,9.376e-2,1.498e-15,9.376e-2
292.043,4.861e-1,1.499e-15,4.861e-1
292.049,3.243e+0,1.500e-15,3.243e+0
292.054,1.478e+1,1.500e-15,1.478e+1
292.059,6.354e+1,1.501e-15,6.354e+1
292.064,2.576e+2,1.501e-15,2.576e+2
292.069,9.850e+2,1.502e-15,9.850e+2
292.074,3.552e+3,1.502e-15,3.552e+3
292.079,1.208e+4,1.503e-15,1.208e+4
292.084,3.875e+4,1.503e-15,3.875e+4
292.089,1.172e+5,1.504e-15,1.172e+5
292.094,3.345e+5,1.504e-15,3.345e+5
292.100,1.089e+6,1.505e-15,1.089e+6
292.105,2.732e+6,1.506e-15,2.732e+6
292.110,6.462e+6,1.506e-15,6.462e+6
292.115,1.442e+7,1.507e-15,1.442e+7
292.120,3.033e+7,1.507e-15,3.033e+7
292.125,6.019e+7,1.508e-15,6.019e+7
292.130,1.126e+8,1.508e-15,1.126e+8
292.135,1.988e+8,1.509e-15,1.988e+8
292.140,3.309e+8,1.509e-15,3.309e+8
292.145,5.195e+8,1.510e-15,5.195e+8
292.150,7.691e+8,1.510e-15,7.691e+8
292.156,1.140e+9,1.511e-15,1.140e+9
292.161,1.484e+9,1.512e-15,1.484e+9
292.166,1.821e+9,1.512e-15,1.821e+9
292.171,2.109e+9,1.513e-15,2.109e+9
292.176,2.302e+9,1.513e-15,2.302e+9
292.181,2.371e+9,1.514e-15,2.371e+9
292.186,2.302e+9,1.514e-15,2.302e+9
292.191,2.109e+9,1.515e-15,2.109e+9
292.196,1.821e+9,1.515e-15,1.821e+9
292.201,1.484e+9,1.516e-15,1.484e+9
292.207,1.074e+9,1.517e-15,1.074e+9
292.212,7.691e+8,1.517e-15,7.691e+8
292.217,5.195e+8,1.518e-15,5.195e+8
292.222,3.309e+8,1.518e-15,3.309e+8
