Wavelength (nm),Sum,Fe I (1.5e-01),Fe II (8.5e-01),Fe III (1.1e-04)
281.7,6.174e+7,5.757e+7,4.170e+6,2.880e-13
281.9,6.014e+7,5.400e+7,6.135e+6,1.388e-12
282.1,6.030e+7,5.106e+7,9.243e+6,6.195e-12
282.2,6.123e+7,4.996e+7,1.127e+7,1.272e-11
282.4,6.482e+7,4.854e+7,1.628e+7,5.059e-11
282.6,7.031e+7,4.793e+7,2.239e+7,1.864e-10
282.8,7.686e+7,4.767e+7,2.919e+7,6.361e-10
282.9,8.021e+7,4.755e+7,3.266e+7,1.142e-9
283.1,8.642e+7,4.713e+7,3.929e+7,3.472e-9
283.3,9.133e+7,4.642e+7,4.492e+7,9.781e-9
283.5,9.444e+7,4.552e+7,4.892e+7,2.552e-8
283.7,9.558e+7,4.462e+7,5.096e+7,6.166e-8
283.8,9.542e+7,4.421e+7,5.121e+7,9.312e-8
284,9.377e+7,4.347e+7,5.030e+7,2.005e-7
284.2,9.061e+7,4.272e+7,4.788e+7,4.000e-7
284.4,8.625e+7,4.169e+7,4.456e+7,7.389e-7
284.6,8.104e+7,4.006e+7,4.099e+7,1.264e-6
284.7,7.822e+7,3.894e+7,3.929e+7,1.607e-6
284.9,7.231e+7,3.601e+7,3.630e+7,2.450e-6
285.1,6.615e+7,3.217e+7,3.398e+7,3.460e-6
285.3,5.982e+7,2.760e+7,3.223e+7,4.526e-6
285.4,5.661e+7,2.513e+7,3.148e+7,5.029e-6
285.6,5.012e+7,2.008e+7,3.004e+7,5.863e-6
285.8,4.373e+7,1.522e+7,2.851e+7,6.330e-6
286,3.778e+7,1.089e+7,2.689e+7,6.330e-6
286.2,3.272e+7,7.323e+6,2.539e+7,5.863e-6
286.3,3.065e+7,5.865e+6,2.479e+7,5.482e-6
286.5,2.765e+7,3.584e+6,2.406e+7,4.526e-6
286.7,2.614e+7,2.064e+6,2.407e+7,3.460e-6
286.9,2.587e+7,1.149e+6,2.472e+7,2.450e-6
287.1,2.635e+7,6.839e+5,2.567e+7,1.607e-6
287.2,2.669e+7,5.798e+5,2.611e+7,1.264e-6
287.4,2.724e+7,5.779e+5,2.667e+7,7.389e-7
287.6,2.738e+7,8.223e+5,2.655e+7,4.000e-7
287.8,2.699e+7,1.318e+6,2.567e+7,2.005e-7
288,2.620e+7,2.095e+6,2.410e+7,9.312e-8
288.1,2.573e+7,2.602e+6,2.313e+7,6.166e-8
288.3,2.483e+7,3.863e+6,2.097e+7,2.552e-8
288.5,2.416e+7,5.446e+6,1.871e+7,9.781e-9
288.7,2.385e+7,7.292e+6,1.656e+7,3.472e-9
288.8,2.384e+7,8.279e+6,1.556e+7,2.010e-9
289,2.404e+7,1.028e+7,1.375e+7,6.361e-10
289.2,2.435e+7,1.218e+7,1.217e+7,1.864e-10
289.4,2.452e+7,1.377e+7,1.074e+7,5.059e-11
289.6,2.432e+7,1.494e+7,9.375e+6,1.272e-11
289.7,2.403e+7,1.534e+7,8.690e+6,6.195e-12
289.9,2.310e+7,1.580e+7,7.302e+6,1.388e-12
290.1,2.184e+7,1.592e+7,5.921e+6,2.880e-13
290.3,2.057e+7,1.593e+7,4.644e+6,5.535e-14
290.5,1.976e+7,1.616e+7,3.609e+6,9.851e-15
290.6,1.969e+7,1.646e+7,3.232e+6,4.038e-15
290.8,2.052e+7,1.765e+7,2.865e+6,6.406e-16
291,2.299e+7,1.983e+7,3.156e+6,9.412e-17
291.2,2.739e+7,2.311e+7,4.273e+6,1.281e-17
291.3,3.035e+7,2.516e+7,5.187e+6,4.591e-18
291.5,3.769e+7,2.992e+7,7.770e+6,5.568e-19
291.7,4.662e+7,3.530e+7,1.132e+7,6.254e-20
291.9,5.650e+7,4.091e+7,1.559e+7,6.506e-21
292.1,6.651e+7,4.638e+7,2.013e+7,6.269e-22
292.2,7.128e+7,4.898e+7,2.230e+7,1.098e-22
292.4,7.988e+7,5.383e+7,2.605e+7,
292.6,8.681e+7,5.822e+7,2.858e+7,
292.8,9.194e+7,6.223e+7,2.970e+7,
293,9.562e+7,6.596e+7,2.966e+7,
293.1,9.714e+7,6.773e+7,2.941e+7,
293.3,1.001e+8,7.110e+7,2.900e+7,
293.5,1.038e+8,7.429e+7,2.946e+7,
293.7,1.089e+8,7.744e+7,3.146e+7,
293.8,1.122e+8,7.908e+7,3.311e+7,
294,1.203e+8,8.271e+7,3.759e+7,
294.2,1.301e+8,8.705e+7,4.304e+7,3.754e-19
294.4,1.408e+8,9.229e+7,4.849e+7,3.456e-18
294.6,1.512e+8,9.837e+7,5.283e+7,2.968e-17
294.7,1.559e+8,1.017e+8,5.428e+7,8.475e-17
294.9,1.639e+8,1.086e+8,5.533e+7,7.612e-16
295.1,1.697e+8,1.160e+8,5.371e+7,5.665e-15
295.3,1.739e+8,1.243e+8,4.959e+7,3.955e-14
295.5,1.778e+8,1.342e+8,4.355e+7,2.592e-13
295.6,1.801e+8,1.401e+8,4.007e+7,6.483e-13
295.8,1.867e+8,1.540e+8,3.278e+7,3.871e-12
296,1.965e+8,1.707e+8,2.580e+7,2.174e-11
296.2,2.093e+8,1.894e+8,1.992e+7,1.150e-10
296.3,2.165e+8,1.989e+8,1.758e+7,2.585e-10
296.5,2.309e+8,2.164e+8,1.442e+7,1.249e-9
296.7,2.435e+8,2.299e+8,1.360e+7,5.692e-9
296.9,2.525e+8,2.370e+8,1.546e+7,2.444e-8
297.1,2.573e+8,2.370e+8,2.032e+7,9.893e-8
297.2,2.583e+8,2.344e+8,2.393e+7,1.947e-7
297.4,2.588e+8,2.253e+8,3.350e+7,7.206e-7
297.6,2.587e+8,2.130e+8,4.576e+7,2.512e-6
297.8,2.596e+8,2.000e+8,5.959e+7,8.242e-6
298,2.619e+8,1.887e+8,7.321e+7,2.543e-5
298.1,2.633e+8,1.840e+8,7.927e+7,4.364e-5
298.3,2.660e+8,1.774e+8,8.860e+7,1.226e-4
298.5,2.674e+8,1.745e+8,9.290e+7,3.235e-4
298.7,2.665e+8,1.750e+8,9.158e+7,8.004e-4
298.8,2.653e+8,1.763e+8,8.897e+7,1.229e-3
299,2.615e+8,1.807e+8,8.078e+7,2.758e-3
299.2,2.569e+8,1.865e+8,7.036e+7,5.798e-3
299.4,2.523e+8,1.925e+8,5.983e+7,1.141e-2
299.6,2.481e+8,1.973e+8,5.075e+7,2.099e-2
299.7,2.461e+8,1.991e+8,4.700e+7,2.778e-2
299.9,2.424e+8,2.013e+8,4.108e+7,4.623e-2
300.1,2.393e+8,2.025e+8,3.674e+7,7.191e-2
300.3,2.380e+8,2.049e+8,3.312e+7,1.045e-1
300.5,2.413e+8,2.118e+8,2.943e+7,1.420e-1
300.6,2.457e+8,2.183e+8,2.742e+7,1.613e-1
300.8,2.622e+8,2.392e+8,2.302e+7,1.977e-1
301,2.911e+8,2.727e+8,1.832e+7,2.263e-1
301.2,3.323e+8,3.186e+8,1.372e+7,2.419e-1
301.3,3.565e+8,3.449e+8,1.160e+7,2.438e-1
301.5,4.083e+8,4.005e+8,7.880e+6,2.351e-1
301.7,4.570e+8,4.519e+8,5.009e+6,2.116e-1
301.9,4.925e+8,4.895e+8,2.981e+6,1.778e-1
302.1,5.067e+8,5.051e+8,1.672e+6,1.395e-1
302.2,5.043e+8,5.031e+8,1.231e+6,1.204e-1
302.4,4.805e+8,4.799e+8,6.620e+5,8.519e-2
302.6,4.351e+8,4.347e+8,3.815e+5,5.625e-2
302.8,3.759e+8,3.756e+8,2.712e+5,3.467e-2
303,3.124e+8,3.121e+8,2.532e+5,1.994e-2
303.1,2.817e+8,2.815e+8,2.631e+5,1.474e-2
303.3,2.267e+8,2.264e+8,3.022e+5,7.643e-3
303.5,1.834e+8,1.830e+8,3.527e+5,3.700e-3
303.7,1.528e+8,1.524e+8,4.071e+5,1.671e-3
303.8,1.421e+8,1.416e+8,4.356e+5,1.095e-3
304,1.284e+8,1.279e+8,4.982e+5,4.458e-4
304.2,1.230e+8,1.225e+8,5.761e+5,1.695e-4
304.4,1.236e+8,1.229e+8,6.815e+5,6.012e-5
304.6,1.277e+8,1.269e+8,8.276e+5,1.991e-5
304.7,1.306e+8,1.297e+8,9.197e+5,1.116e-5
304.9,1.370e+8,1.359e+8,1.147e+6,3.331e-6
305.1,1.431e+8,1.417e+8,1.432e+6,9.281e-7
305.3,1.477e+8,1.460e+8,1.768e+6,2.413e-7
305.5,1.499e+8,1.477e+8,2.135e+6,5.854e-8
305.6,1.498e+8,1.475e+8,2.322e+6,2.810e-8
305.8,1.471e+8,1.444e+8,2.687e+6,6.147e-9
306,1.408e+8,1.378e+8,3.021e+6,1.255e-9
306.2,1.316e+8,1.282e+8,3.318e+6,2.391e-10
306.3,1.260e+8,1.226e+8,3.454e+6,1.017e-10
306.5,1.139e+8,1.101e+8,3.717e+6,1.747e-11
306.7,1.012e+8,9.719e+7,3.986e+6,2.800e-12
306.9,8.904e+7,8.477e+7,4.269e+6,4.189e-13
307.1,7.813e+7,7.358e+7,4.551e+6,5.849e-14
307.2,7.325e+7,6.858e+7,4.677e+6,2.129e-14
307.4,6.468e+7,5.982e+7,4.861e+6,2.680e-15
307.6,5.755e+7,5.266e+7,4.895e+6,3.149e-16
307.8,5.163e+7,4.690e+7,4.729e+6,3.452e-17
308,4.672e+7,4.237e+7,4.348e+6,
308.1,4.464e+7,4.055e+7,4.086e+6,
308.3,4.125e+7,3.779e+7,3.455e+6,
308.5,3.906e+7,3.631e+7,2.752e+6,
308.7,3.829e+7,3.623e+7,2.061e+6,
308.9,3.902e+7,3.757e+7,1.449e+6,
309,3.992e+7,3.873e+7,1.187e+6,
309.2,4.250e+7,4.175e+7,7.584e+5,
309.4,4.560e+7,4.515e+7,4.546e+5,
309.6,4.834e+7,4.809e+7,2.554e+5,
309.7,4.929e+7,4.910e+7,1.869e+5,
309.9,4.983e+7,4.974e+7,9.531e+4,
310.1,4.819e+7,4.815e+7,4.556e+4,
310.3,4.431e+7,4.429e+7,2.041e+4,
310.5,3.862e+7,3.862e+7,8.572e+3,
310.6,3.534e+7,3.533e+7,5.421e+3,
310.8,2.844e+7,2.844e+7,2.066e+3,
311,2.183e+7,2.183e+7,7.388e+2,
311.2,1.617e+7,1.617e+7,2.518e+2,
311.4,1.182e+7,1.182e+7,9.560e+1,
311.5,1.016e+7,1.016e+7,7.622e+1,
311.7,7.782e+6,7.781e+6,1.243e+2,
311.9,6.441e+6,6.441e+6,3.523e+2,
312.1,5.830e+6,5.829e+6,1.020e+3,
312.2,5.708e+6,5.706e+6,1.700e+3,
312.4,5.681e+6,5.677e+6,4.514e+3,
312.6,5.814e+6,5.803e+6,1.126e+4,
312.8,6.019e+6,5.992e+6,2.635e+4,
313,6.273e+6,6.215e+6,5.794e+4,
313.1,6.427e+6,6.343e+6,8.390e+4,
313.3,6.820e+6,6.652e+6,1.679e+5,
313.5,7.382e+6,7.067e+6,3.154e+5,
313.7,8.181e+6,7.624e+6,5.566e+5,
313.9,9.278e+6,8.355e+6,9.230e+5,
314,9.953e+6,8.792e+6,1.161e+6,
314.2,1.157e+7,9.820e+6,1.754e+6,
314.4,1.356e+7,1.106e+7,2.493e+6,
314.6,1.585e+7,1.252e+7,3.337e+6,
314.7,1.709e+7,1.332e+7,3.776e+6,
314.9,1.965e+7,1.502e+7,4.630e+6,
315.1,2.214e+7,1.677e+7,5.376e+6,
315.3,2.433e+7,1.840e+7,5.934e+6,
315.5,2.600e+7,1.974e+7,6.267e+6,
315.6,2.660e+7,2.025e+7,6.350e+6,
315.8,2.727e+7,2.089e+7,6.380e+6,
316,2.734e+7,2.105e+7,6.292e+6,
316.2,2.700e+7,2.083e+7,6.167e+6,
316.4,2.656e+7,2.049e+7,6.071e+6,
316.5,2.641e+7,2.036e+7,6.045e+6,
316.7,2.640e+7,2.035e+7,6.040e+6,
316.9,2.693e+7,2.085e+7,6.075e+6,
317.1,2.803e+7,2.193e+7,6.105e+6,
317.2,2.877e+7,2.267e+7,6.100e+6,
317.4,3.049e+7,2.447e+7,6.017e+6,
317.6,3.233e+7,2.653e+7,5.800e+6,
317.8,3.409e+7,2.866e+7,5.426e+6,
318,3.565e+7,3.076e+7,4.895e+6,
318.1,3.637e+7,3.179e+7,4.579e+6,
318.3,3.777e+7,3.389e+7,3.876e+6,
318.5,3.924e+7,3.612e+7,3.128e+6,
318.7,4.097e+7,3.857e+7,2.400e+6,
318.9,4.302e+7,4.127e+7,1.746e+6,
319,4.415e+7,4.269e+7,1.459e+6,
319.2,4.656e+7,4.558e+7,9.773e+5,
319.4,4.908e+7,4.846e+7,6.204e+5,
319.6,5.170e+7,5.132e+7,3.776e+5,
319.7,5.309e+7,5.280e+7,2.937e+5,
319.9,5.624e+7,5.605e+7,1.915e+5,
320.1,6.027e+7,6.010e+7,1.712e+5,
320.3,6.566e+7,6.542e+7,2.421e+5,
320.5,7.280e+7,7.237e+7,4.383e+5,
320.6,7.708e+7,7.648e+7,6.023e+5,
320.8,8.698e+7,8.587e+7,1.117e+6,
321,9.836e+7,9.639e+7,1.972e+6,
321.2,1.106e+8,1.073e+8,3.287e+6,
321.4,1.229e+8,1.178e+8,5.162e+6,
321.5,1.289e+8,1.225e+8,6.325e+6,
321.7,1.397e+8,1.306e+8,9.077e+6,
321.9,1.484e+8,1.361e+8,1.226e+7,
322.1,1.541e+8,1.385e+8,1.560e+7,
322.2,1.556e+8,1.384e+8,1.721e+7,
322.4,1.556e+8,1.356e+8,2.000e+7,
322.6,1.511e+8,1.292e+8,2.189e+7,
322.8,1.425e+8,1.199e+8,2.257e+7,
323,1.302e+8,1.083e+8,2.190e+7,
323.1,1.231e+8,1.020e+8,2.110e+7,
323.3,1.076e+8,8.888e+7,1.872e+7,
323.5,9.164e+7,7.599e+7,1.565e+7,
323.7,7.651e+7,6.415e+7,1.236e+7,
323.9,6.312e+7,5.386e+7,9.258e+6,
324,5.725e+7,4.937e+7,7.875e+6,
324.2,4.727e+7,4.170e+7,5.572e+6,
324.4,3.954e+7,3.559e+7,3.945e+6,
324.6,3.374e+7,3.077e+7,2.965e+6,
324.7,3.143e+7,2.874e+7,2.688e+6,
324.9,2.777e+7,2.529e+7,2.473e+6,
325.1,2.506e+7,2.248e+7,2.581e+6,
325.3,2.305e+7,2.019e+7,2.860e+6,
325.5,2.156e+7,1.838e+7,3.172e+6,
325.6,2.096e+7,1.766e+7,3.303e+6,
325.8,2.004e+7,1.657e+7,3.465e+6,
326,1.941e+7,1.597e+7,3.449e+6,
326.2,1.905e+7,1.580e+7,3.245e+6,
326.4,1.889e+7,1.601e+7,2.882e+6,
326.5,1.888e+7,1.622e+7,2.657e+6,
326.7,1.897e+7,1.681e+7,2.160e+6,
326.9,1.925e+7,1.759e+7,1.656e+6,
327.1,1.973e+7,1.853e+7,1.197e+6,
327.2,2.007e+7,1.908e+7,9.950e+5,
327.4,2.100e+7,2.035e+7,6.581e+5,
327.6,2.229e+7,2.188e+7,4.103e+5,
327.8,2.392e+7,2.368e+7,2.411e+5,
328,2.577e+7,2.563e+7,1.336e+5,
328.1,2.672e+7,2.662e+7,9.726e+4,
328.3,2.853e+7,2.848e+7,4.932e+4,
328.5,3.003e+7,3.001e+7,2.357e+4,
328.7,3.107e+7,3.106e+7,1.062e+4,
328.9,3.163e+7,3.163e+7,4.511e+3,
329,3.177e+7,3.176e+7,2.875e+3,
329.2,3.188e+7,3.188e+7,1.118e+3,
329.4,3.202e+7,3.202e+7,4.096e+2,
329.6,3.242e+7,3.242e+7,1.415e+2,
329.7,3.276e+7,3.276e+7,8.132e+1,
329.9,3.370e+7,3.370e+7,2.571e+1,
330.1,3.483e+7,3.483e+7,7.661e+0,
330.3,3.578e+7,3.578e+7,2.152e+0,
330.5,3.618e+7,3.618e+7,5.699e-1,
330.6,3.606e+7,3.606e+7,2.869e-1,
330.8,3.508e+7,3.508e+7,6.952e-2,
