Wavelength (nm),Sum,Fe I (1.5e-01),Fe II (8.5e-01),Fe III (1.1e-04)
622.9,2.256e+0,,2.256e+0,7.149e-7
623.1,3.687e+0,,3.687e+0,5.493e-7
623.2,4.685e+0,,4.685e+0,4.789e-7
623.4,7.476e+0,,7.476e+0,3.601e-7
623.6,1.174e+1,,1.174e+1,2.668e-7
623.8,1.816e+1,,1.816e+1,1.947e-7
624,2.763e+1,,2.763e+1,1.400e-7
624.1,3.388e+1,,3.388e+1,1.181e-7
624.3,5.034e+1,,5.034e+1,8.298e-8
624.5,7.364e+1,,7.364e+1,5.744e-8
624.7,1.060e+2,,1.060e+2,3.916e-8
624.8,1.264e+2,,1.264e+2,3.214e-8
625,1.778e+2,,1.778e+2,2.141e-8
625.2,2.460e+2,,2.460e+2,1.404e-8
625.4,3.350e+2,,3.350e+2,9.065e-9
625.6,4.491e+2,,4.491e+2,5.762e-9
625.7,5.169e+2,,5.169e+2,4.567e-9
625.9,6.767e+2,,6.767e+2,2.835e-9
626.1,8.720e+2,,8.720e+2,1.733e-9
626.3,1.106e+3,3.303e-10,1.106e+3,1.042e-9
626.5,1.380e+3,9.357e-10,1.380e+3,6.173e-10
626.6,1.533e+3,1.566e-9,1.533e+3,4.722e-10
626.8,1.869e+3,4.335e-9,1.869e+3,2.730e-10
627,2.243e+3,1.182e-8,2.243e+3,1.554e-10
627.2,2.649e+3,3.173e-8,2.649e+3,8.705e-11
627.3,2.861e+3,5.170e-8,2.861e+3,6.476e-11
627.5,3.300e+3,1.356e-7,3.300e+3,3.542e-11
627.7,3.746e+3,3.505e-7,3.746e+3,1.907e-11
627.9,4.185e+3,8.920e-7,4.185e+3,1.010e-11
628.1,4.602e+3,2.236e-6,4.602e+3,5.267e-12
628.2,4.798e+3,3.519e-6,4.798e+3,3.780e-12
628.4,5.152e+3,8.619e-6,5.152e+3,1.924e-12
628.6,5.446e+3,2.079e-5,5.446e+3,9.639e-13
628.8,5.667e+3,4.938e-5,5.667e+3,4.752e-13
629,5.803e+3,1.155e-4,5.803e+3,2.305e-13
629.1,5.838e+3,1.757e-4,5.838e+3,1.596e-13
629.3,5.839e+3,4.016e-4,5.839e+3,7.558e-14
629.5,5.748e+3,9.042e-4,5.748e+3,3.522e-14
629.7,5.570e+3,2.005e-3,5.570e+3,1.615e-14
629.8,5.451e+3,2.968e-3,5.451e+3,1.087e-14
630,5.161e+3,6.432e-3,5.161e+3,4.868e-15
630.2,4.811e+3,1.372e-2,4.811e+3,2.144e-15
630.4,4.417e+3,2.884e-2,4.417e+3,9.295e-16
630.6,3.996e+3,5.969e-2,3.996e+3,3.965e-16
630.7,3.781e+3,8.538e-2,3.781e+3,2.574e-16
630.9,3.352e+3,1.727e-1,3.352e+3,1.072e-16
631.1,2.937e+3,3.440e-1,2.936e+3,4.390e-17
631.3,2.549e+3,6.748e-1,2.549e+3,1.770e-17
631.5,2.202e+3,1.304e+0,2.201e+3,7.021e-18
631.6,2.047e+3,1.802e+0,2.045e+3,4.395e-18
631.8,1.777e+3,3.401e+0,1.773e+3,1.701e-18
632,1.567e+3,6.324e+0,1.561e+3,6.482e-19
632.2,1.424e+3,1.158e+1,1.412e+3,2.430e-19
632.3,1.378e+3,1.558e+1,1.363e+3,1.479e-19
632.5,1.341e+3,2.788e+1,1.313e+3,5.409e-20
632.7,1.378e+3,4.913e+1,1.329e+3,1.947e-20
632.9,1.496e+3,8.527e+1,1.411e+3,6.598e-21
633.1,1.700e+3,1.457e+2,1.555e+3,2.305e-21
633.2,1.838e+3,1.895e+2,1.649e+3,1.354e-21
633.4,2.195e+3,3.165e+2,1.879e+3,4.613e-22
633.6,2.680e+3,5.206e+2,2.160e+3,
633.8,3.327e+3,8.435e+2,2.484e+3,
634,4.189e+3,1.346e+3,2.843e+3,
634.1,4.723e+3,1.690e+3,3.032e+3,
634.3,6.061e+3,2.636e+3,3.425e+3,
634.5,7.874e+3,4.048e+3,3.826e+3,
634.7,1.035e+4,6.123e+3,4.224e+3,
634.8,1.190e+4,7.487e+3,4.417e+3,
635,1.585e+4,1.107e+4,4.787e+3,
635.2,2.124e+4,1.611e+4,5.122e+3,
635.4,2.852e+4,2.310e+4,5.414e+3,
635.6,3.828e+4,3.263e+4,5.654e+3,
635.7,4.431e+4,3.855e+4,5.752e+3,
635.9,5.912e+4,5.322e+4,5.900e+3,
636.1,7.834e+4,7.235e+4,5.983e+3,
636.3,1.029e+5,9.689e+4,5.999e+3,
636.5,1.337e+5,1.278e+5,5.950e+3,
636.6,1.518e+5,1.459e+5,5.902e+3,
636.8,1.939e+5,1.882e+5,5.762e+3,
637,2.446e+5,2.390e+5,5.568e+3,
637.2,3.044e+5,2.991e+5,5.326e+3,
637.3,3.379e+5,3.327e+5,5.191e+3,
637.5,4.119e+5,4.070e+5,4.894e+3,
637.7,4.952e+5,4.906e+5,4.571e+3,
637.9,5.869e+5,5.826e+5,4.231e+3,
638.1,6.857e+5,6.818e+5,3.882e+3,
638.2,7.372e+5,7.335e+5,3.708e+3,
638.4,8.431e+5,8.398e+5,3.363e+3,
638.6,9.506e+5,9.475e+5,3.030e+3,
638.8,1.057e+6,1.054e+6,2.718e+3,
639,1.158e+6,1.156e+6,2.432e+3,
639.1,1.206e+6,1.204e+6,2.301e+3,
639.3,1.294e+6,1.292e+6,2.065e+3,
639.5,1.370e+6,1.368e+6,1.868e+3,
639.7,1.431e+6,1.429e+6,1.712e+3,
639.9,1.475e+6,1.473e+6,1.600e+3,
640,1.490e+6,1.488e+6,1.559e+3,
640.2,1.506e+6,1.504e+6,1.510e+3,
640.4,1.503e+6,1.502e+6,1.500e+3,
640.6,1.482e+6,1.480e+6,1.526e+3,
640.7,1.465e+6,1.463e+6,1.550e+3,
640.9,1.419e+6,1.417e+6,1.619e+3,
641.1,1.359e+6,1.357e+6,1.708e+3,
641.3,1.287e+6,1.285e+6,1.810e+3,
641.5,1.207e+6,1.205e+6,1.917e+3,
641.6,1.164e+6,1.162e+6,1.969e+3,
641.8,1.076e+6,1.074e+6,2.067e+3,
642,9.861e+5,9.839e+5,2.151e+3,
642.2,8.966e+5,8.944e+5,2.214e+3,
642.4,8.099e+5,8.077e+5,2.251e+3,
642.5,7.682e+5,7.660e+5,2.259e+3,
642.7,6.891e+5,6.869e+5,2.252e+3,
642.9,6.169e+5,6.147e+5,2.213e+3,
643.1,5.525e+5,5.504e+5,2.145e+3,
643.2,5.236e+5,5.215e+5,2.101e+3,
643.4,4.723e+5,4.703e+5,1.993e+3,
643.6,4.303e+5,4.284e+5,1.865e+3,
643.8,3.974e+5,3.956e+5,1.723e+3,
644,3.733e+5,3.717e+5,1.572e+3,
644.1,3.644e+5,3.629e+5,1.495e+3,
644.3,3.524e+5,3.511e+5,1.344e+3,
644.5,3.474e+5,3.462e+5,1.201e+3,
644.7,3.482e+5,3.471e+5,1.074e+3,
644.9,3.534e+5,3.525e+5,9.671e+2,
645,3.573e+5,3.564e+5,9.236e+2,
645.2,3.666e+5,3.657e+5,8.594e+2,
645.4,3.767e+5,3.759e+5,8.296e+2,
645.6,3.863e+5,3.854e+5,8.389e+2,
645.7,3.904e+5,3.895e+5,8.595e+2,
645.9,3.967e+5,3.957e+5,9.348e+2,
646.1,3.995e+5,3.984e+5,1.058e+3,
646.3,3.982e+5,3.969e+5,1.232e+3,
646.5,3.922e+5,3.908e+5,1.458e+3,
646.6,3.875e+5,3.859e+5,1.590e+3,
646.8,3.745e+5,3.726e+5,1.894e+3,
647,3.572e+5,3.550e+5,2.246e+3,
647.2,3.361e+5,3.334e+5,2.643e+3,
647.4,3.118e+5,3.087e+5,3.077e+3,
647.5,2.988e+5,2.955e+5,3.306e+3,
647.7,2.715e+5,2.677e+5,3.779e+3,
647.9,2.433e+5,2.390e+5,4.263e+3,
648.1,2.150e+5,2.102e+5,4.745e+3,
648.2,2.011e+5,1.961e+5,4.980e+3,
648.4,1.741e+5,1.687e+5,5.429e+3,
648.6,1.488e+5,1.430e+5,5.839e+3,
648.8,1.256e+5,1.194e+5,6.196e+3,
649,1.047e+5,9.819e+4,6.491e+3,
649.1,9.516e+4,8.855e+4,6.612e+3,
649.3,7.802e+4,7.122e+4,6.800e+3,
649.5,6.334e+4,5.643e+4,6.917e+3,
649.7,5.101e+4,4.404e+4,6.966e+3,
649.9,4.082e+4,3.386e+4,6.958e+3,
650,3.646e+4,2.953e+4,6.938e+3,
650.2,2.907e+4,2.220e+4,6.875e+3,
650.4,2.324e+4,1.644e+4,6.802e+3,
650.6,1.873e+4,1.199e+4,6.742e+3,
650.7,1.691e+4,1.018e+4,6.725e+3,
650.9,1.400e+4,7.265e+3,6.734e+3,
651.1,1.193e+4,5.105e+3,6.822e+3,
651.3,1.054e+4,3.533e+3,7.011e+3,
651.5,9.731e+3,2.409e+3,7.322e+3,
651.6,9.507e+3,1.978e+3,7.529e+3,
651.8,9.369e+3,1.319e+3,8.051e+3,
652,9.590e+3,8.661e+2,8.724e+3,
652.2,1.011e+4,5.603e+2,9.549e+3,
652.4,1.088e+4,3.571e+2,1.052e+4,
652.5,1.135e+4,2.835e+2,1.106e+4,
652.7,1.241e+4,1.766e+2,1.224e+4,
652.9,1.363e+4,1.084e+2,1.352e+4,
653.1,1.496e+4,6.556e+1,1.490e+4,
653.2,1.566e+4,5.070e+1,1.561e+4,
653.4,1.711e+4,2.997e+1,1.708e+4,
653.6,1.859e+4,1.746e+1,1.857e+4,
653.8,2.007e+4,1.001e+1,2.006e+4,
654,2.153e+4,5.660e+0,2.152e+4,
654.1,2.224e+4,4.231e+0,2.224e+4,
654.3,2.362e+4,2.338e+0,2.361e+4,
654.5,2.491e+4,1.273e+0,2.490e+4,
654.7,2.609e+4,6.824e-1,2.609e+4,
654.9,2.715e+4,3.605e-1,2.715e+4,
655,2.763e+4,2.605e-1,2.763e+4,
655.2,2.847e+4,1.346e-1,2.847e+4,
655.4,2.914e+4,6.846e-2,2.914e+4,
655.6,2.963e+4,3.431e-2,2.963e+4,
655.7,2.980e+4,2.415e-2,2.980e+4,
655.9,3.000e+4,1.184e-2,3.000e+4,
656.1,2.999e+4,5.714e-3,2.999e+4,
656.3,2.977e+4,2.717e-3,2.977e+4,
656.5,2.933e+4,1.273e-3,2.933e+4,
656.6,2.903e+4,8.662e-4,2.903e+4,
656.8,2.828e+4,3.967e-4,2.828e+4,
657,2.734e+4,1.790e-4,2.734e+4,
657.2,2.623e+4,7.955e-5,2.623e+4,
657.4,2.497e+4,3.483e-5,2.497e+4,
657.5,2.430e+4,2.292e-5,2.430e+4,
657.7,2.288e+4,9.811e-6,2.288e+4,
657.9,2.140e+4,4.137e-6,2.140e+4,
658.1,1.990e+4,1.719e-6,1.990e+4,
658.2,1.914e+4,1.101e-6,1.914e+4,
658.4,1.766e+4,4.474e-7,1.766e+4,
658.6,1.623e+4,1.790e-7,1.623e+4,
658.8,1.487e+4,7.055e-8,1.487e+4,
659,1.361e+4,2.739e-8,1.361e+4,
659.1,1.302e+4,1.697e-8,1.302e+4,
659.3,1.193e+4,6.443e-9,1.193e+4,
659.5,1.095e+4,2.410e-9,1.095e+4,
659.7,1.008e+4,8.877e-10,1.008e+4,
659.9,9.313e+3,3.221e-10,9.313e+3,
660,8.967e+3,1.930e-10,8.967e+3,
660.2,8.339e+3,6.847e-11,8.339e+3,
660.4,7.786e+3,,7.786e+3,
660.6,7.296e+3,,7.296e+3,
660.7,7.070e+3,,7.070e+3,
660.9,6.648e+3,,6.648e+3,
661.1,6.259e+3,,6.259e+3,
661.3,5.892e+3,,5.892e+3,
661.5,5.540e+3,,5.540e+3,
661.6,5.368e+3,,5.368e+3,
661.8,5.028e+3,,5.028e+3,
662,4.692e+3,,4.692e+3,
662.2,4.358e+3,,4.358e+3,
662.4,4.025e+3,,4.025e+3,
662.5,3.860e+3,,3.860e+3,
662.7,3.530e+3,,3.530e+3,
662.9,3.205e+3,,3.205e+3,
663.1,2.887e+3,,2.887e+3,
663.3,2.578e+3,,2.578e+3,
663.4,2.428e+3,,2.428e+3,
663.6,2.138e+3,,2.138e+3,
663.8,1.864e+3,,1.864e+3,
664,1.608e+3,,1.608e+3,
664.1,1.487e+3,,1.487e+3,
664.3,1.262e+3,,1.262e+3,
664.5,1.059e+3,,1.059e+3,
664.7,8.775e+2,,8.775e+2,
664.9,7.187e+2,,7.187e+2,
665,6.474e+2,,6.474e+2,
665.2,5.204e+2,,5.204e+2,
665.4,4.130e+2,,4.130e+2,
665.6,3.235e+2,,3.235e+2,
665.8,2.501e+2,,2.501e+2,
665.9,2.189e+2,,2.189e+2,
666.1,1.659e+2,,1.659e+2,
666.3,1.240e+2,,1.240e+2,
666.5,9.146e+1,,9.146e+1,
666.6,7.814e+1,,7.814e+1,
666.8,5.646e+1,,5.646e+1,
667,4.023e+1,,4.023e+1,
667.2,2.827e+1,,2.827e+1,
667.4,1.959e+1,,1.959e+1,
667.5,1.622e+1,,1.622e+1,
667.7,1.101e+1,,1.101e+1,
667.9,7.366e+0,,7.366e+0,
668.1,4.860e+0,,4.860e+0,
668.3,3.161e+0,,3.161e+0,
668.4,2.536e+0,,2.536e+0,
668.6,1.615e+0,,1.615e+0,
668.8,1.014e+0,,1.014e+0,
669,6.275e-1,,6.275e-1,
669.1,4.911e-1,,4.911e-1,
669.3,2.975e-1,,2.975e-1,
669.5,1.777e-1,,1.777e-1,
669.7,1.047e-1,,1.047e-1,
669.9,6.076e-2,,6.076e-2,
670,4.605e-2,,4.605e-2,
670.2,2.617e-2,,2.617e-2,
670.4,1.466e-2,,1.466e-2,
670.6,8.096e-3,,8.096e-3,
670.8,4.408e-3,,4.408e-3,
670.9,3.235e-3,,3.235e-3,
671.1,1.724e-3,,1.724e-3,
671.3,9.056e-4,,9.056e-4,
671.5,4.690e-4,,4.690e-4,
671.6,3.357e-4,,3.357e-4,
671.8,1.702e-4,,1.702e-4,
672,8.509e-5,,8.509e-5,
672.2,4.203e-5,,4.203e-5,
672.4,2.066e-5,,2.066e-5,
672.5,1.458e-5,,1.458e-5,
672.7,7.740e-6,,7.740e-6,
672.9,5.370e-6,,5.370e-6,
673.1,6.174e-6,,6.174e-6,
673.3,1.054e-5,,1.054e-5,
673.4,1.465e-5,,1.465e-5,
673.6,2.930e-5,,2.930e-5,
673.8,5.893e-5,,5.893e-5,
674,1.174e-4,,1.174e-4,
674.1,1.650e-4,,1.650e-4,
674.3,3.226e-4,,3.226e-4,
674.5,6.225e-4,,6.225e-4,
674.7,1.185e-3,,1.185e-3,
674.9,2.227e-3,,2.227e-3,
675,3.037e-3,,3.037e-3,
675.2,5.593e-3,,5.593e-3,
675.4,1.017e-2,,1.017e-2,
675.6,1.823e-2,,1.823e-2,
675.8,3.227e-2,,3.227e-2,
675.9,4.272e-2,,4.272e-2,
676.1,7.412e-2,,7.412e-2,
676.3,1.269e-1,,1.269e-1,
676.5,2.145e-1,,2.145e-1,
676.6,2.775e-1,,2.775e-1,
676.8,4.598e-1,,4.598e-1,
677,7.519e-1,,7.519e-1,
677.2,1.214e+0,,1.214e+0,
677.4,1.934e+0,,1.934e+0,
677.5,2.429e+0,,2.429e+0,
677.7,3.796e+0,,3.796e+0,
677.9,5.855e+0,,5.855e+0,
678.1,8.917e+0,,8.917e+0,
678.3,1.341e+1,,1.341e+1,
678.4,1.636e+1,,1.636e+1,
678.6,2.414e+1,,2.414e+1,
678.8,3.516e+1,,3.516e+1,
679,5.059e+1,,5.059e+1,
679.1,6.040e+1,,6.040e+1,
679.3,8.531e+1,,8.531e+1,
679.5,1.190e+2,,1.190e+2,
679.7,1.641e+2,,1.641e+2,
679.9,2.235e+2,,2.235e+2,
680,2.597e+2,,2.597e+2,
680.2,3.476e+2,,3.476e+2,
680.4,4.599e+2,,4.599e+2,
680.6,6.016e+2,,6.016e+2,
680.8,7.784e+2,,7.784e+2,
680.9,8.818e+2,,8.818e+2,
681.1,1.123e+3,,1.123e+3,
681.3,1.414e+3,,1.414e+3,
681.5,1.763e+3,,1.763e+3,
681.6,1.961e+3,,1.961e+3,
681.8,2.409e+3,,2.409e+3,
682,2.931e+3,,2.931e+3,
682.2,3.532e+3,,3.532e+3,
682.4,4.218e+3,,4.218e+3,
682.5,4.594e+3,,4.594e+3,
682.7,5.413e+3,,5.413e+3,
682.9,6.323e+3,,6.323e+3,
683.1,7.325e+3,,7.325e+3,
683.3,8.415e+3,,8.415e+3,
683.4,8.991e+3,,8.991e+3,
683.6,1.020e+4,,1.020e+4,
683.8,1.149e+4,,1.149e+4,
684,1.283e+4,,1.283e+4,
684.2,1.421e+4,,1.421e+4,
684.3,1.491e+4,,1.491e+4,
684.5,1.632e+4,,1.632e+4,
684.7,1.771e+4,,1.771e+4,
684.9,1.907e+4,,1.907e+4,
685,1.973e+4,,1.973e+4,
685.2,2.099e+4,,2.099e+4,
685.4,2.214e+4,,2.214e+4,
685.6,2.316e+4,,2.316e+4,
685.8,2.403e+4,,2.403e+4,
685.9,2.441e+4,,2.441e+4,
686.1,2.502e+4,,2.502e+4,
686.3,2.545e+4,,2.545e+4,
686.5,2.569e+4,,2.569e+4,
686.7,2.576e+4,,2.576e+4,
686.8,2.572e+4,,2.572e+4,
687,2.555e+4,,2.555e+4,
687.2,2.525e+4,,2.525e+4,
687.4,2.485e+4,,2.485e+4,
687.5,2.463e+4,,2.463e+4,
687.7,2.417e+4,,2.417e+4,
687.9,2.372e+4,,2.372e+4,
688.1,2.331e+4,,2.331e+4,
688.3,2.300e+4,,2.300e+4,
688.4,2.289e+4,,2.289e+4,
688.6,2.279e+4,,2.279e+4,
688.8,2.285e+4,,2.285e+4,
689,2.310e+4,,2.310e+4,
689.2,2.354e+4,,2.354e+4,
689.3,2.383e+4,,2.383e+4,
689.5,2.456e+4,,2.456e+4,
689.7,2.546e+4,,2.546e+4,
689.9,2.650e+4,,2.650e+4,
690,2.706e+4,,2.706e+4,
690.2,2.825e+4,,2.825e+4,
690.4,2.948e+4,,2.948e+4,
690.6,3.072e+4,,3.072e+4,
690.8,3.190e+4,,3.190e+4,
690.9,3.246e+4,,3.246e+4,
691.1,3.348e+4,,3.348e+4,
691.3,3.434e+4,,3.434e+4,
691.5,3.500e+4,,3.500e+4,
691.7,3.542e+4,,3.542e+4,
691.8,3.554e+4,,3.554e+4,
692,3.557e+4,,3.557e+4,
692.2,3.532e+4,,3.532e+4,
692.4,3.480e+4,,3.480e+4,
692.5,3.444e+4,,3.444e+4,
692.7,3.353e+4,,3.353e+4,
692.9,3.238e+4,,3.238e+4,
693.1,3.102e+4,,3.102e+4,
693.3,2.949e+4,,2.949e+4,
693.4,2.867e+4,,2.867e+4,
693.6,2.695e+4,,2.695e+4,
693.8,2.515e+4,,2.515e+4,
694,2.331e+4,,2.331e+4,
694.2,2.147e+4,,2.147e+4,
694.3,2.057e+4,,2.057e+4,
694.5,1.878e+4,,1.878e+4,
694.7,1.707e+4,,1.707e+4,
694.9,1.546e+4,,1.546e+4,
695,1.469e+4,,1.469e+4,
695.2,1.323e+4,,1.323e+4,
695.4,1.190e+4,,1.190e+4,
695.6,1.069e+4,,1.069e+4,
695.8,9.599e+3,,9.599e+3,
695.9,9.100e+3,,9.100e+3,
696.1,8.189e+3,,8.189e+3,
696.3,7.390e+3,,7.390e+3,
696.5,6.694e+3,,6.694e+3,
696.7,6.092e+3,,6.092e+3,
696.8,5.824e+3,,5.824e+3,
697,5.346e+3,,5.346e+3,
697.2,4.940e+3,,4.940e+3,
697.4,4.594e+3,,4.594e+3,
697.5,4.441e+3,,4.441e+3,
697.7,4.167e+3,,4.167e+3,
697.9,3.930e+3,,3.930e+3,
698.1,3.721e+3,,3.721e+3,
698.3,3.531e+3,,3.531e+3,
698.4,3.441e+3,,3.441e+3,
698.6,3.266e+3,,3.266e+3,
698.8,3.095e+3,,3.095e+3,
699,2.924e+3,,2.924e+3,
699.2,2.748e+3,,2.748e+3,
699.3,2.658e+3,,2.658e+3,
699.5,2.474e+3,,2.474e+3,
699.7,2.285e+3,,2.285e+3,
699.9,2.093e+3,,2.093e+3,
700,1.995e+3,,1.995e+3,
700.2,1.801e+3,,1.801e+3,
700.4,1.609e+3,,1.609e+3,
700.6,1.421e+3,,1.421e+3,
700.8,1.242e+3,,1.242e+3,
700.9,1.156e+3,,1.156e+3,
701.1,9.922e+2,,9.922e+2,
701.3,8.418e+2,,8.418e+2,
701.5,7.057e+2,,7.057e+2,
701.7,5.843e+2,,5.843e+2,
701.8,5.292e+2,,5.292e+2,
702,4.302e+2,,4.302e+2,
702.2,3.453e+2,,3.453e+2,
702.4,2.737e+2,,2.737e+2,
702.5,2.425e+2,,2.425e+2,
702.7,1.886e+2,,1.886e+2,
702.9,1.449e+2,,1.449e+2,
703.1,1.099e+2,,1.099e+2,
703.3,8.225e+1,1.927e-10,8.225e+1,
703.4,7.082e+1,3.071e-10,7.082e+1,
703.6,5.202e+1,7.727e-10,5.202e+1,
703.8,3.772e+1,1.921e-9,3.772e+1,
704,2.701e+1,4.717e-9,2.701e+1,
704.2,1.909e+1,1.144e-8,1.909e+1,
704.3,1.598e+1,1.775e-8,1.598e+1,
704.5,1.109e+1,4.228e-8,1.109e+1,
704.7,7.609e+0,9.951e-8,7.609e+0,
704.9,5.172e+0,2.314e-7,5.172e+0,
705,4.256e+0,3.512e-7,4.256e+0,
705.2,2.888e+0,8.019e-7,2.888e+0,
705.4,2.000e+0,1.809e-6,2.000e+0,
705.6,1.473e+0,4.031e-6,1.473e+0,
705.8,1.232e+0,8.876e-6,1.232e+0,
705.9,1.206e+0,1.311e-5,1.206e+0,
706.1,1.342e+0,2.834e-5,1.342e+0,
706.3,1.750e+0,6.053e-5,1.750e+0,
706.5,2.494e+0,1.277e-4,2.493e+0,
706.7,3.684e+0,2.663e-4,3.684e+0,
706.8,4.497e+0,3.827e-4,4.497e+0,
707,6.694e+0,7.833e-4,6.694e+0,
707.2,9.896e+0,1.584e-3,9.894e+0,
707.4,1.448e+1,3.165e-3,1.448e+1,
707.6,2.095e+1,6.246e-3,2.094e+1,
707.7,2.508e+1,8.735e-3,2.507e+1,
707.9,3.563e+1,1.693e-2,3.562e+1,
708.1,5.001e+1,3.242e-2,4.998e+1,
708.3,6.934e+1,6.132e-2,6.928e+1,
708.4,8.127e+1,8.395e-2,8.118e+1,
708.6,1.106e+2,1.559e-1,1.105e+2,
708.8,1.488e+2,2.862e-1,1.485e+2,
709,1.977e+2,5.188e-1,1.971e+2,
709.2,2.594e+2,9.291e-1,2.585e+2,
709.3,2.959e+2,1.238e+0,2.947e+2,
709.5,3.815e+2,2.177e+0,3.794e+2,
709.7,4.862e+2,3.782e+0,4.824e+2,
709.9,6.124e+2,6.493e+0,6.059e+2,
710.1,7.627e+2,1.101e+1,7.517e+2,
710.2,8.477e+2,1.427e+1,8.334e+2,
710.4,1.039e+3,2.377e+1,1.015e+3,
710.6,1.260e+3,3.910e+1,1.221e+3,
710.8,1.515e+3,6.354e+1,1.451e+3,
710.9,1.655e+3,8.064e+1,1.574e+3,
711.1,1.965e+3,1.287e+2,1.837e+3,
711.3,2.319e+3,2.029e+2,2.116e+3,
711.5,2.725e+3,3.161e+2,2.408e+3,
711.7,3.194e+3,4.864e+2,2.708e+3,
711.8,3.458e+3,6.006e+2,2.858e+3,
712,4.061e+3,9.075e+2,3.154e+3,
712.2,4.792e+3,1.355e+3,3.438e+3,
712.4,5.699e+3,1.998e+3,3.701e+3,
712.6,6.848e+3,2.911e+3,3.937e+3,
712.7,7.539e+3,3.498e+3,4.041e+3,
712.9,9.224e+3,5.005e+3,4.219e+3,
713.1,1.143e+4,7.074e+3,4.351e+3,
713.3,1.431e+4,9.878e+3,4.432e+3,
713.4,1.607e+4,1.162e+4,4.453e+3,
713.6,2.039e+4,1.593e+4,4.453e+3,
713.8,2.598e+4,2.158e+4,4.398e+3,
714,3.318e+4,2.888e+4,4.291e+3,
714.2,4.233e+4,3.819e+4,4.136e+3,
714.3,4.775e+4,4.371e+4,4.041e+3,
714.5,6.057e+4,5.675e+4,3.823e+3,
714.7,7.636e+4,7.279e+4,3.573e+3,
714.9,9.553e+4,9.223e+4,3.298e+3,
715.1,1.185e+5,1.155e+5,3.007e+3,
715.2,1.315e+5,1.286e+5,2.858e+3,
715.4,1.606e+5,1.581e+5,2.558e+3,
715.6,1.942e+5,1.920e+5,2.261e+3,
715.8,2.323e+5,2.303e+5,1.974e+3,
715.9,2.530e+5,2.511e+5,1.837e+3,
716.1,2.974e+5,2.959e+5,1.574e+3,2.187e-22
716.3,3.457e+5,3.444e+5,1.333e+3,8.331e-22
716.5,3.971e+5,3.960e+5,1.115e+3,2.061e-21
716.7,4.507e+5,4.498e+5,9.212e+2,5.039e-21
716.8,4.781e+5,4.772e+5,8.334e+2,7.845e-21
717,5.330e+5,5.323e+5,6.759e+2,1.885e-20
717.2,5.872e+5,5.866e+5,5.415e+2,4.476e-20
717.4,6.391e+5,6.387e+5,4.284e+2,1.050e-19
717.6,6.873e+5,6.869e+5,3.349e+2,2.437e-19
717.7,7.095e+5,7.092e+5,2.947e+2,3.696e-19
717.9,7.492e+5,7.490e+5,2.261e+2,8.424e-19
718.1,7.817e+5,7.815e+5,1.714e+2,1.898e-18
718.3,8.057e+5,8.056e+5,1.283e+2,4.227e-18
718.4,8.143e+5,8.142e+5,1.105e+2,6.280e-18
718.6,8.242e+5,8.242e+5,8.118e+1,1.374e-17
718.8,8.242e+5,8.242e+5,5.893e+1,2.972e-17
719,8.143e+5,8.142e+5,4.225e+1,6.354e-17
719.2,7.947e+5,7.947e+5,2.992e+1,1.342e-16
719.3,7.815e+5,7.815e+5,2.507e+1,1.943e-16
719.5,7.490e+5,7.490e+5,1.743e+1,4.034e-16
719.7,7.092e+5,7.092e+5,1.197e+1,8.277e-16
719.9,6.634e+5,6.634e+5,8.118e+0,1.679e-15
720.1,6.130e+5,6.130e+5,5.439e+0,3.366e-15
720.2,5.866e+5,5.866e+5,4.432e+0,4.744e-15
720.4,5.323e+5,5.323e+5,2.915e+0,9.346e-15
720.6,4.772e+5,4.772e+5,1.894e+0,1.820e-14
720.8,4.227e+5,4.227e+5,1.215e+0,3.502e-14
720.9,3.960e+5,3.960e+5,9.691e-1,4.836e-14
721.1,3.444e+5,3.444e+5,6.105e-1,9.146e-14
721.3,2.959e+5,2.959e+5,3.799e-1,1.709e-13
721.5,2.511e+5,2.511e+5,2.335e-1,3.158e-13
721.7,2.106e+5,2.106e+5,1.418e-1,5.766e-13
721.8,1.920e+5,1.920e+5,1.099e-1,7.757e-13
722,1.581e+5,1.581e+5,6.553e-2,1.392e-12
722.2,1.286e+5,1.286e+5,3.858e-2,2.468e-12
722.4,1.034e+5,1.034e+5,2.243e-2,4.326e-12
722.6,8.206e+4,8.206e+4,1.288e-2,7.494e-12
722.7,7.279e+4,7.279e+4,9.720e-3,9.820e-12
722.9,5.675e+4,5.675e+4,5.480e-3,1.672e-11
723.1,4.371e+4,4.371e+4,3.052e-3,2.813e-11
723.3,3.326e+4,3.326e+4,1.679e-3,4.678e-11
723.4,2.888e+4,2.888e+4,1.240e-3,6.006e-11
723.6,2.158e+4,2.158e+4,6.695e-4,9.815e-11
723.8,1.593e+4,1.593e+4,3.571e-4,1.585e-10
724,1.162e+4,1.162e+4,1.882e-4,2.531e-10
724.2,8.372e+3,8.372e+3,9.794e-5,3.993e-10
724.3,7.074e+3,7.074e+3,7.033e-5,4.994e-10
724.5,5.005e+3,5.005e+3,3.593e-5,7.743e-10
724.7,3.498e+3,3.498e+3,1.813e-5,1.187e-9
724.9,2.415e+3,2.415e+3,9.039e-6,1.797e-9
725.1,1.648e+3,1.648e+3,4.451e-6,2.691e-9
725.2,1.355e+3,1.355e+3,3.109e-6,3.278e-9
