Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
654.723,1.368e-29,8.724e-16,1.368e-29,1.615e-105
654.728,1.106e-29,8.725e-16,1.106e-29,1.615e-105
654.733,8.849e-30,8.725e-16,8.849e-30,1.615e-105
654.739,6.674e-30,8.726e-16,6.674e-30,1.615e-105
654.744,5.213e-30,8.727e-16,5.213e-30,1.615e-105
654.749,4.027e-30,8.728e-16,4.027e-30,1.615e-105
654.754,3.077e-30,8.729e-16,3.077e-30,1.615e-105
654.759,2.325e-30,8.729e-16,2.325e-30,1.615e-105
654.764,1.738e-30,8.730e-16,1.738e-30,1.615e-105
654.77,1.207e-30,8.731e-16,1.207e-30,1.616e-105
654.775,8.803e-31,8.732e-16,8.803e-31,1.616e-105
654.78,6.347e-31,8.732e-16,6.347e-31,1.616e-105
654.785,4.526e-31,8.733e-16,4.526e-31,1.616e-105
654.79,3.191e-31,8.734e-16,3.191e-31,1.616e-105
654.795,2.224e-31,8.735e-16,2.224e-31,1.616e-105
654.801,1.421e-31,8.735e-16,1.421e-31,1.616e-105
654.806,9.664e-32,8.736e-16,9.664e-32,1.616e-105
654.811,6.496e-32,8.737e-16,6.496e-32,1.616e-105
654.816,4.318e-32,8.738e-16,4.318e-32,1.616e-105
654.821,2.837e-32,8.738e-16,2.837e-32,1.616e-105
654.826,1.843e-32,8.739e-16,1.843e-32,1.616e-105
654.832,1.082e-32,8.740e-16,1.082e-32,1.616e-105
654.837,6.853e-33,8.741e-16,6.853e-33,1.616e-105
654.842,4.292e-33,8.741e-16,4.292e-33,1.616e-105
654.847,2.657e-33,8.742e-16,2.657e-33,1.616e-105
654.852,1.626e-33,8.743e-16,1.626e-33,1.616e-105
654.857,9.837e-34,8.744e-16,9.837e-34,1.616e-105
654.863,5.301e-34,8.744e-16,5.301e-34,1.616e-105
654.868,3.127e-34,8.745e-16,3.127e-34,1.616e-105
654.873,1.823e-34,8.746e-16,1.823e-34,1.616e-105
654.878,1.051e-34,8.747e-16,1.051e-34,1.616e-105
654.883,5.986e-35,8.747e-16,5.986e-35,1.616e-105
654.888,3.371e-35,8.748e-16,3.371e-35,1.616e-105
654.893,1.877e-35,8.749e-16,1.877e-35,1.616e-105
654.899,9.152e-36,8.750e-16,9.152e-36,1.617e-105
654.904,4.967e-36,8.750e-16,4.967e-36,1.617e-105
654.909,2.664e-36,8.751e-16,2.664e-36,1.617e-105
654.914,1.413e-36,8.752e-16,1.413e-36,1.617e-105
654.919,7.404e-37,8.753e-16,7.404e-37,1.617e-105
654.924,3.836e-37,8.753e-16,3.836e-37,1.617e-105
654.93,1.716e-37,8.754e-16,1.716e-37,1.617e-105
654.935,8.665e-38,8.755e-16,8.665e-38,1.617e-105
654.94,4.325e-38,8.756e-16,4.325e-38,1.617e-105
654.945,2.134e-38,8.756e-16,2.134e-38,1.617e-105
654.95,1.041e-38,8.757e-16,1.041e-38,1.617e-105
654.955,5.018e-39,8.758e-16,5.018e-39,1.617e-105
654.961,2.062e-39,8.759e-16,2.062e-39,1.617e-105
654.966,9.762e-40,8.760e-16,9.762e-40,1.617e-105
654.971,4.697e-40,8.760e-16,4.697e-40,1.617e-105
654.976,2.522e-40,8.761e-16,2.522e-40,1.617e-105
654.981,1.952e-40,8.762e-16,1.952e-40,1.617e-105
654.986,2.640e-40,8.763e-16,2.640e-40,1.617e-105
654.992,5.742e-40,8.763e-16,5.742e-40,1.617e-105
654.997,1.196e-39,8.764e-16,1.196e-39,1.617e-105
655.002,2.505e-39,8.765e-16,2.505e-39,1.617e-105
655.007,5.205e-39,8.766e-16,5.205e-39,1.617e-105
655.012,1.070e-38,8.766e-16,1.070e-38,1.617e-105
655.017,2.174e-38,8.767e-16,2.174e-38,1.617e-105
655.022,4.366e-38,8.768e-16,4.366e-38,1.617e-105
655.028,9.929e-38,8.769e-16,9.929e-38,1.618e-105
655.033,1.944e-37,8.769e-16,1.944e-37,1.618e-105
655.038,3.762e-37,8.770e-16,3.762e-37,1.618e-105
655.043,7.196e-37,8.771e-16,7.196e-37,1.618e-105
655.048,1.360e-36,8.772e-16,1.360e-36,1.618e-105
655.053,2.542e-36,8.772e-16,2.542e-36,1.618e-105
655.059,5.302e-36,8.773e-16,5.302e-36,1.618e-105
655.064,9.658e-36,8.774e-16,9.658e-36,1.618e-105
655.069,1.739e-35,8.775e-16,1.739e-35,1.618e-105
655.074,3.094e-35,8.775e-16,3.094e-35,1.618e-105
655.079,5.443e-35,8.776e-16,5.443e-35,1.618e-105
655.084,9.464e-35,8.777e-16,9.464e-35,1.618e-105
655.09,1.810e-34,8.778e-16,1.810e-34,1.618e-105
655.095,3.068e-34,8.778e-16,3.068e-34,1.618e-105
655.1,5.139e-34,8.779e-16,5.139e-34,1.618e-105
655.105,8.509e-34,8.780e-16,8.509e-34,1.618e-105
655.11,1.393e-33,8.781e-16,1.393e-33,1.618e-105
655.115,2.253e-33,8.781e-16,2.253e-33,1.618e-105
655.121,3.951e-33,8.782e-16,3.951e-33,1.618e-105
655.126,6.231e-33,8.783e-16,6.231e-33,1.618e-105
655.131,9.712e-33,8.784e-16,9.712e-33,1.618e-105
655.136,1.496e-32,8.784e-16,1.496e-32,1.618e-105
655.141,2.279e-32,8.785e-16,2.279e-32,1.618e-105
655.146,3.430e-32,8.786e-16,3.430e-32,1.618e-105
655.151,5.104e-32,8.787e-16,5.104e-32,1.619e-105
655.157,8.098e-32,8.788e-16,8.098e-32,1.619e-105
655.162,1.175e-31,8.788e-16,1.175e-31,1.619e-105
655.167,1.684e-31,8.789e-16,1.684e-31,1.619e-105
655.172,2.387e-31,8.790e-16,2.387e-31,1.619e-105
655.177,3.344e-31,8.791e-16,3.344e-31,1.619e-105
655.182,4.631e-31,8.791e-16,4.631e-31,1.619e-105
655.188,6.740e-31,8.792e-16,6.740e-31,1.619e-105
655.193,9.100e-31,8.793e-16,9.100e-31,1.619e-105
655.198,1.214e-30,8.794e-16,1.214e-30,1.619e-105
655.203,1.602e-30,8.794e-16,1.602e-30,1.619e-105
655.208,2.089e-30,8.795e-16,2.089e-30,1.619e-105
655.213,2.694e-30,8.796e-16,2.694e-30,1.619e-105
655.219,3.599e-30,8.797e-16,3.599e-30,1.619e-105
655.224,4.524e-30,8.797e-16,4.524e-30,1.619e-105
655.229,5.622e-30,8.798e-16,5.622e-30,1.619e-105
655.234,6.907e-30,8.799e-16,6.907e-30,1.619e-105
655.239,8.389e-30,8.800e-16,8.389e-30,1.619e-105
655.244,1.007e-29,8.800e-16,1.007e-29,1.619e-105
655.25,1.236e-29,8.801e-16,1.236e-29,1.619e-105
655.255,1.448e-29,8.802e-16,1.448e-29,1.619e-105
655.26,1.677e-29,8.803e-16,1.677e-29,1.619e-105
655.265,1.921e-29,8.803e-16,1.921e-29,1.619e-105
655.27,2.175e-29,8.804e-16,2.175e-29,1.619e-105
655.275,2.435e-29,8.805e-16,2.435e-29,1.619e-105
655.281,2.749e-29,8.806e-16,2.749e-29,1.620e-105
655.286,3.004e-29,8.806e-16,3.004e-29,1.620e-105
655.291,3.247e-29,8.807e-16,3.247e-29,1.620e-105
655.296,3.471e-29,8.808e-16,3.471e-29,1.620e-105
655.301,3.670e-29,8.809e-16,3.670e-29,1.620e-105
655.306,3.839e-29,8.809e-16,3.839e-29,1.620e-105
655.311,3.973e-29,8.810e-16,3.973e-29,1.620e-105
655.317,4.083e-29,8.811e-16,4.083e-29,1.620e-105
655.322,4.128e-29,8.812e-16,4.128e-29,1.620e-105
655.327,4.130e-29,8.812e-16,4.130e-29,1.620e-105
655.332,4.089e-29,8.813e-16,4.089e-29,1.620e-105
655.337,4.007e-29,8.814e-16,4.007e-29,1.620e-105
655.342,3.887e-29,8.815e-16,3.887e-29,1.620e-105
655.348,3.699e-29,8.816e-16,3.699e-29,1.620e-105
655.353,3.510e-29,8.816e-16,3.510e-29,1.620e-105
655.358,3.298e-29,8.817e-16,3.298e-29,1.620e-105
655.363,3.069e-29,8.818e-16,3.069e-29,1.620e-105
655.368,2.829e-29,8.818e-16,2.829e-29,1.620e-105
655.373,2.583e-29,8.819e-16,2.583e-29,1.620e-105
655.379,2.287e-29,8.820e-16,2.287e-29,1.620e-105
655.384,2.046e-29,8.821e-16,2.046e-29,1.620e-105
655.389,1.813e-29,8.822e-16,1.813e-29,1.620e-105
655.394,1.592e-29,8.822e-16,1.592e-29,1.620e-105
655.399,1.386e-29,8.823e-16,1.386e-29,1.620e-105
655.404,1.195e-29,8.824e-16,1.195e-29,1.621e-105
655.41,9.889e-30,8.825e-16,9.889e-30,1.621e-105
655.415,8.364e-30,8.825e-16,8.364e-30,1.621e-105
655.42,7.011e-30,8.826e-16,7.011e-30,1.621e-105
655.425,5.824e-30,8.827e-16,5.824e-30,1.621e-105
655.43,4.796e-30,8.828e-16,4.796e-30,1.621e-105
655.435,3.914e-30,8.828e-16,3.914e-30,1.621e-105
655.44,3.165e-30,8.829e-16,3.165e-30,1.621e-105
655.446,2.425e-30,8.830e-16,2.425e-30,1.621e-105
655.451,1.922e-30,8.831e-16,1.922e-30,1.621e-105
655.456,1.510e-30,8.831e-16,1.510e-30,1.621e-105
655.461,1.175e-30,8.832e-16,1.175e-30,1.621e-105
655.466,9.057e-31,8.833e-16,9.057e-31,1.621e-105
655.471,6.916e-31,8.834e-16,6.916e-31,1.621e-105
655.477,4.940e-31,8.834e-16,4.940e-31,1.621e-105
655.482,3.693e-31,8.835e-16,3.693e-31,1.621e-105
655.487,2.733e-31,8.836e-16,2.733e-31,1.621e-105
655.492,2.003e-31,8.837e-16,2.003e-31,1.621e-105
655.497,1.453e-31,8.837e-16,1.453e-31,1.621e-105
655.502,1.043e-31,8.838e-16,1.043e-31,1.621e-105
655.508,6.917e-32,8.839e-16,6.917e-32,1.621e-105
655.513,4.855e-32,8.840e-16,4.855e-32,1.621e-105
655.518,3.372e-32,8.840e-16,3.372e-32,1.621e-105
655.523,2.318e-32,8.841e-16,2.318e-32,1.621e-105
655.528,1.576e-32,8.842e-16,1.576e-32,1.621e-105
655.533,1.060e-32,8.843e-16,1.060e-32,1.622e-105
655.539,6.494e-33,8.844e-16,6.494e-33,1.622e-105
655.544,4.265e-33,8.844e-16,4.265e-33,1.622e-105
655.549,2.771e-33,8.845e-16,2.771e-33,1.622e-105
655.554,1.780e-33,8.846e-16,1.780e-33,1.622e-105
655.559,1.131e-33,8.846e-16,1.131e-33,1.622e-105
655.564,7.108e-34,8.847e-16,7.108e-34,1.622e-105
655.569,4.417e-34,8.848e-16,4.417e-34,1.622e-105
655.575,2.459e-34,8.849e-16,2.459e-34,1.622e-105
655.58,1.490e-34,8.850e-16,1.490e-34,1.622e-105
655.585,8.933e-35,8.850e-16,8.933e-35,1.622e-105
655.59,5.294e-35,8.851e-16,5.294e-35,1.622e-105
655.595,3.102e-35,8.852e-16,3.102e-35,1.622e-105
655.6,1.797e-35,8.853e-16,1.797e-35,1.622e-105
655.606,9.192e-36,8.853e-16,9.192e-36,1.622e-105
655.611,5.193e-36,8.854e-16,5.193e-36,1.622e-105
655.616,2.900e-36,8.855e-16,2.900e-36,1.622e-105
655.621,1.601e-36,8.856e-16,1.601e-36,1.622e-105
655.626,8.738e-37,8.856e-16,8.738e-37,1.622e-105
655.631,4.714e-37,8.857e-16,4.714e-37,1.622e-105
655.637,2.214e-37,8.858e-16,2.214e-37,1.622e-105
655.642,1.165e-37,8.859e-16,1.165e-37,1.622e-105
655.647,6.057e-38,8.859e-16,6.057e-38,1.622e-105
655.652,3.113e-38,8.860e-16,3.113e-38,1.622e-105
655.657,1.582e-38,8.861e-16,1.582e-38,1.622e-105
655.662,7.945e-39,8.862e-16,7.945e-39,1.623e-105
655.668,3.424e-39,8.862e-16,3.424e-39,1.623e-105
655.673,1.677e-39,8.863e-16,1.677e-39,1.623e-105
655.678,8.114e-40,8.864e-16,8.114e-40,1.623e-105
655.683,3.882e-40,8.865e-16,3.882e-40,1.623e-105
655.688,1.836e-40,8.865e-16,1.836e-40,1.623e-105
655.693,8.580e-41,8.866e-16,8.580e-41,1.623e-105
655.699,3.392e-41,8.867e-16,3.392e-41,1.623e-105
655.704,1.546e-41,8.868e-16,1.546e-41,1.623e-105
655.709,6.961e-42,8.868e-16,6.961e-42,1.623e-105
655.714,3.099e-42,8.869e-16,3.099e-42,1.623e-105
655.719,1.364e-42,8.870e-16,1.364e-42,1.623e-105
655.724,5.931e-43,8.871e-16,5.931e-43,1.623e-105
655.729,2.550e-43,8.871e-16,2.550e-43,1.623e-105
655.735,9.118e-44,8.872e-16,9.118e-44,1.623e-105
655.74,3.821e-44,8.873e-16,3.821e-44,1.623e-105
655.745,1.583e-44,8.874e-16,1.583e-44,1.623e-105
655.75,6.480e-45,8.874e-16,6.480e-45,1.623e-105
655.755,2.623e-45,8.875e-16,2.623e-45,1.623e-105
655.76,1.049e-45,8.876e-16,1.049e-45,1.623e-105
655.766,3.440e-46,8.877e-16,3.440e-46,1.623e-105
655.771,1.341e-46,8.878e-16,1.341e-46,1.623e-105
655.776,5.170e-47,8.878e-16,5.170e-47,1.623e-105
655.781,1.968e-47,8.879e-16,1.968e-47,1.623e-105
655.786,7.412e-48,8.880e-16,7.412e-48,1.624e-105
655.791,2.759e-48,8.881e-16,2.759e-48,1.624e-105
655.797,8.298e-49,8.881e-16,8.298e-49,1.624e-105
655.802,3.010e-49,8.882e-16,3.010e-49,1.624e-105
655.807,1.079e-49,8.883e-16,1.079e-49,1.624e-105
655.812,3.826e-50,8.884e-16,3.826e-50,1.624e-105
655.817,1.340e-50,8.884e-16,1.340e-50,1.624e-105
655.822,4.641e-51,8.885e-16,4.641e-51,1.624e-105
664.017,1.709e-50,1.009e-15,1.709e-50,1.688e-105
664.022,4.850e-50,1.009e-15,4.850e-50,1.688e-105
664.028,1.670e-49,1.009e-15,1.670e-49,1.689e-105
664.033,4.623e-49,1.009e-15,4.623e-49,1.689e-105
664.038,1.265e-48,1.009e-15,1.265e-48,1.689e-105
664.043,3.423e-48,1.009e-15,3.423e-48,1.689e-105
664.048,9.159e-48,1.009e-15,9.159e-48,1.689e-105
664.053,2.423e-47,1.009e-15,2.423e-47,1.689e-105
664.059,7.669e-47,1.009e-15,7.669e-47,1.689e-105
664.064,1.979e-46,1.009e-15,1.979e-46,1.689e-105
664.069,5.048e-46,1.009e-15,5.048e-46,1.689e-105
664.074,1.273e-45,1.009e-15,1.273e-45,1.689e-105
664.079,3.175e-45,1.010e-15,3.175e-45,1.689e-105
664.084,7.830e-45,1.010e-15,7.830e-45,1.689e-105
664.089,1.909e-44,1.010e-15,1.909e-44,1.689e-105
664.095,5.480e-44,1.010e-15,5.480e-44,1.689e-105
664.1,1.303e-43,1.010e-15,1.303e-43,1.689e-105
664.105,3.064e-43,1.010e-15,3.064e-43,1.689e-105
664.11,7.124e-43,1.010e-15,7.124e-43,1.689e-105
664.115,1.637e-42,1.010e-15,1.637e-42,1.689e-105
664.12,3.722e-42,1.010e-15,3.722e-42,1.689e-105
664.126,9.820e-42,1.010e-15,9.820e-42,1.689e-105
664.131,2.177e-41,1.010e-15,2.177e-41,1.689e-105
664.136,4.772e-41,1.010e-15,4.772e-41,1.689e-105
664.141,1.034e-40,1.010e-15,1.034e-40,1.689e-105
664.146,2.216e-40,1.011e-15,2.216e-40,1.689e-105
664.151,4.695e-40,1.011e-15,4.695e-40,1.689e-105
664.157,1.139e-39,1.011e-15,1.139e-39,1.690e-105
664.162,2.353e-39,1.011e-15,2.353e-39,1.690e-105
664.167,4.808e-39,1.011e-15,4.808e-39,1.690e-105
664.172,9.714e-39,1.011e-15,9.714e-39,1.690e-105
664.177,1.940e-38,1.011e-15,1.940e-38,1.690e-105
664.182,3.832e-38,1.011e-15,3.832e-38,1.690e-105
664.188,8.544e-38,1.011e-15,8.544e-38,1.690e-105
664.193,1.646e-37,1.011e-15,1.646e-37,1.690e-105
664.198,3.135e-37,1.011e-15,3.135e-37,1.690e-105
664.203,5.904e-37,1.011e-15,5.904e-37,1.690e-105
664.208,1.099e-36,1.011e-15,1.099e-36,1.690e-105
664.213,2.024e-36,1.011e-15,2.024e-36,1.690e-105
664.218,3.685e-36,1.012e-15,3.685e-36,1.690e-105
664.224,7.449e-36,1.012e-15,7.449e-36,1.690e-105
664.229,1.323e-35,1.012e-15,1.323e-35,1.690e-105
664.234,2.322e-35,1.012e-15,2.322e-35,1.690e-105
664.239,4.031e-35,1.012e-15,4.031e-35,1.690e-105
664.244,6.918e-35,1.012e-15,6.918e-35,1.690e-105
664.249,1.174e-34,1.012e-15,1.174e-34,1.690e-105
664.255,2.181e-34,1.012e-15,2.181e-34,1.690e-105
664.26,3.611e-34,1.012e-15,3.611e-34,1.690e-105
664.265,5.909e-34,1.012e-15,5.909e-34,1.690e-105
664.27,9.562e-34,1.012e-15,9.562e-34,1.690e-105
664.275,1.530e-33,1.012e-15,1.530e-33,1.690e-105
664.28,2.420e-33,1.012e-15,2.420e-33,1.691e-105
664.286,4.134e-33,1.013e-15,4.134e-33,1.691e-105
664.291,6.378e-33,1.013e-15,6.378e-33,1.691e-105
664.296,9.731e-33,1.013e-15,9.731e-33,1.691e-105
664.301,1.468e-32,1.013e-15,1.468e-32,1.691e-105
664.306,2.189e-32,1.013e-15,2.189e-32,1.691e-105
664.311,3.228e-32,1.013e-15,3.228e-32,1.691e-105
664.317,5.069e-32,1.013e-15,5.069e-32,1.691e-105
664.322,7.291e-32,1.013e-15,7.291e-32,1.691e-105
664.327,1.037e-31,1.013e-15,1.037e-31,1.691e-105
664.332,1.458e-31,1.013e-15,1.458e-31,1.691e-105
664.337,2.027e-31,1.013e-15,2.027e-31,1.691e-105
664.342,2.787e-31,1.013e-15,2.787e-31,1.691e-105
664.348,4.022e-31,1.013e-15,4.022e-31,1.691e-105
664.353,5.393e-31,1.014e-15,5.393e-31,1.691e-105
664.358,7.149e-31,1.014e-15,7.149e-31,1.691e-105
664.363,9.371e-31,1.014e-15,9.371e-31,1.691e-105
664.368,1.215e-30,1.014e-15,1.215e-30,1.691e-105
664.373,1.556e-30,1.014e-15,1.556e-30,1.691e-105
664.378,1.972e-30,1.014e-15,1.972e-30,1.691e-105
664.384,2.581e-30,1.014e-15,2.581e-30,1.691e-105
664.389,3.190e-30,1.014e-15,3.190e-30,1.691e-105
664.394,3.897e-30,1.014e-15,3.897e-30,1.691e-105
664.399,4.709e-30,1.014e-15,4.709e-30,1.691e-105
664.404,5.625e-30,1.014e-15,5.625e-30,1.691e-105
664.409,6.644e-30,1.014e-15,6.644e-30,1.692e-105
664.415,7.992e-30,1.014e-15,7.992e-30,1.692e-105
664.42,9.208e-30,1.015e-15,9.208e-30,1.692e-105
664.425,1.049e-29,1.015e-15,1.049e-29,1.692e-105
664.43,1.181e-29,1.015e-15,1.181e-29,1.692e-105
664.435,1.315e-29,1.015e-15,1.315e-29,1.692e-105
664.44,1.448e-29,1.015e-15,1.448e-29,1.692e-105
664.446,1.602e-29,1.015e-15,1.602e-29,1.692e-105
664.451,1.720e-29,1.015e-15,1.720e-29,1.692e-105
664.456,1.826e-29,1.015e-15,1.826e-29,1.692e-105
664.461,1.918e-29,1.015e-15,1.918e-29,1.692e-105
664.466,1.991e-29,1.015e-15,1.991e-29,1.692e-105
664.471,2.043e-29,1.015e-15,2.043e-29,1.692e-105
664.477,2.077e-29,1.015e-15,2.077e-29,1.692e-105
664.482,2.079e-29,1.015e-15,2.079e-29,1.692e-105
664.487,2.058e-29,1.016e-15,2.058e-29,1.692e-105
664.492,2.014e-29,1.016e-15,2.014e-29,1.692e-105
664.497,1.949e-29,1.016e-15,1.949e-29,1.692e-105
664.502,1.865e-29,1.016e-15,1.865e-29,1.692e-105
664.507,1.764e-29,1.016e-15,1.764e-29,1.692e-105
664.513,1.626e-29,1.016e-15,1.626e-29,1.692e-105
664.518,1.500e-29,1.016e-15,1.500e-29,1.692e-105
664.523,1.369e-29,1.016e-15,1.369e-29,1.692e-105
664.528,1.235e-29,1.016e-15,1.235e-29,1.692e-105
664.533,1.101e-29,1.016e-15,1.101e-29,1.692e-105
664.538,9.713e-30,1.016e-15,9.713e-30,1.693e-105
664.544,8.229e-30,1.016e-15,8.229e-30,1.693e-105
664.549,7.079e-30,1.016e-15,7.079e-30,1.693e-105
664.554,6.020e-30,1.016e-15,6.020e-30,1.693e-105
664.559,5.063e-30,1.017e-15,5.063e-30,1.693e-105
664.564,4.209e-30,1.017e-15,4.209e-30,1.693e-105
664.569,3.460e-30,1.017e-15,3.460e-30,1.693e-105
664.575,2.695e-30,1.017e-15,2.695e-30,1.693e-105
664.58,2.161e-30,1.017e-15,2.161e-30,1.693e-105
664.585,1.713e-30,1.017e-15,1.713e-30,1.693e-105
664.59,1.343e-30,1.017e-15,1.343e-30,1.693e-105
664.595,1.041e-30,1.017e-15,1.041e-30,1.693e-105
664.6,7.977e-31,1.017e-15,7.977e-31,1.693e-105
664.606,5.711e-31,1.017e-15,5.711e-31,1.693e-105
664.611,4.269e-31,1.017e-15,4.269e-31,1.693e-105
664.616,3.155e-31,1.017e-15,3.155e-31,1.693e-105
664.621,2.305e-31,1.017e-15,2.305e-31,1.693e-105
664.626,1.666e-31,1.018e-15,1.666e-31,1.693e-105
664.631,1.190e-31,1.018e-15,1.190e-31,1.693e-105
664.636,8.405e-32,1.018e-15,8.405e-32,1.693e-105
664.642,5.456e-32,1.018e-15,5.456e-32,1.693e-105
664.647,3.759e-32,1.018e-15,3.759e-32,1.693e-105
664.652,2.561e-32,1.018e-15,2.561e-32,1.693e-105
664.657,1.725e-32,1.018e-15,1.725e-32,1.693e-105
664.662,1.149e-32,1.018e-15,1.149e-32,1.694e-105
664.667,7.563e-33,1.018e-15,7.563e-33,1.694e-105
664.673,4.513e-33,1.018e-15,4.513e-33,1.694e-105
664.678,2.898e-33,1.018e-15,2.898e-33,1.694e-105
664.683,1.840e-33,1.018e-15,1.840e-33,1.694e-105
664.688,1.156e-33,1.018e-15,1.156e-33,1.694e-105
664.693,7.174e-34,1.019e-15,7.174e-34,1.694e-105
664.698,4.403e-34,1.019e-15,4.403e-34,1.694e-105
664.704,2.415e-34,1.019e-15,2.415e-34,1.694e-105
664.709,1.446e-34,1.019e-15,1.446e-34,1.694e-105
664.714,8.559e-35,1.019e-15,8.559e-35,1.694e-105
664.719,5.010e-35,1.019e-15,5.010e-35,1.694e-105
664.724,2.899e-35,1.019e-15,2.899e-35,1.694e-105
664.729,1.659e-35,1.019e-15,1.659e-35,1.694e-105
664.735,8.363e-36,1.019e-15,8.363e-36,1.694e-105
664.74,4.667e-36,1.019e-15,4.667e-36,1.694e-105
664.745,2.576e-36,1.019e-15,2.576e-36,1.694e-105
664.75,1.405e-36,1.019e-15,1.405e-36,1.694e-105
664.755,7.581e-37,1.019e-15,7.581e-37,1.694e-105
664.76,4.044e-37,1.020e-15,4.044e-37,1.694e-105
664.766,1.874e-37,1.020e-15,1.874e-37,1.694e-105
664.771,9.750e-38,1.020e-15,9.750e-38,1.694e-105
664.776,5.015e-38,1.020e-15,5.015e-38,1.694e-105
664.781,2.551e-38,1.020e-15,2.551e-38,1.694e-105
664.786,1.283e-38,1.020e-15,1.283e-38,1.694e-105
664.791,6.379e-39,1.020e-15,6.379e-39,1.695e-105
664.796,3.136e-39,1.020e-15,3.136e-39,1.695e-105
664.802,1.318e-39,1.020e-15,1.318e-39,1.695e-105
664.807,6.319e-40,1.020e-15,6.319e-40,1.695e-105
664.812,2.996e-40,1.020e-15,2.996e-40,1.695e-105
664.817,1.405e-40,1.020e-15,1.405e-40,1.695e-105
664.822,6.511e-41,1.020e-15,6.511e-41,1.695e-105
664.827,2.984e-41,1.020e-15,2.984e-41,1.695e-105
664.833,1.153e-41,1.021e-15,1.153e-41,1.695e-105
664.838,5.152e-42,1.021e-15,5.152e-42,1.695e-105
664.843,2.277e-42,1.021e-15,2.277e-42,1.695e-105
664.848,9.951e-43,1.021e-15,9.951e-43,1.695e-105
664.853,4.300e-43,1.021e-15,4.300e-43,1.695e-105
664.858,1.837e-43,1.021e-15,1.837e-43,1.695e-105
664.864,6.522e-44,1.021e-15,6.522e-44,1.695e-105
664.869,2.718e-44,1.021e-15,2.718e-44,1.695e-105
664.874,1.120e-44,1.021e-15,1.120e-44,1.695e-105
664.879,4.562e-45,1.021e-15,4.562e-45,1.695e-105
664.884,1.838e-45,1.021e-15,1.838e-45,1.695e-105
664.889,7.318e-46,1.021e-15,7.318e-46,1.695e-105
664.895,2.388e-46,1.021e-15,2.388e-46,1.695e-105
664.9,9.278e-47,1.022e-15,9.278e-47,1.695e-105
664.905,3.564e-47,1.022e-15,3.564e-47,1.695e-105
664.91,1.353e-47,1.022e-15,1.353e-47,1.695e-105
664.915,5.082e-48,1.022e-15,5.082e-48,1.696e-105
664.92,1.887e-48,1.022e-15,1.887e-48,1.696e-105
664.925,6.925e-49,1.022e-15,6.925e-49,1.696e-105
664.931,2.049e-49,1.022e-15,2.049e-49,1.696e-105
664.936,7.338e-50,1.022e-15,7.338e-50,1.696e-105
664.941,2.598e-50,1.022e-15,2.598e-50,1.696e-105
670.308,1.101e-15,1.101e-15,3.046e-50,1.738e-105
670.313,3.098e-15,3.098e-15,3.046e-50,1.738e-105
670.318,8.620e-15,8.620e-15,3.047e-50,1.738e-105
670.323,2.428e-14,2.428e-14,3.047e-50,1.738e-105
670.329,8.068e-14,8.068e-14,3.047e-50,1.738e-105
670.334,2.169e-13,2.169e-13,3.048e-50,1.738e-105
670.339,5.764e-13,5.764e-13,3.048e-50,1.738e-105
670.344,1.515e-12,1.515e-12,3.049e-50,1.738e-105
670.349,3.940e-12,3.940e-12,3.049e-50,1.738e-105
670.354,1.013e-11,1.013e-11,3.050e-50,1.738e-105
670.359,2.576e-11,2.576e-11,3.050e-50,1.738e-105
670.365,7.780e-11,7.780e-11,3.050e-50,1.738e-105
670.37,1.931e-10,1.931e-10,3.051e-50,1.739e-105
670.375,4.738e-10,4.738e-10,3.051e-50,1.739e-105
670.38,1.150e-9,1.150e-9,3.052e-50,1.739e-105
670.385,2.761e-9,2.761e-9,3.052e-50,1.739e-105
670.39,6.554e-9,6.554e-9,3.053e-50,1.739e-105
670.396,1.823e-8,1.823e-8,3.053e-50,1.739e-105
670.401,4.223e-8,4.223e-8,3.053e-50,1.739e-105
670.406,9.677e-8,9.677e-8,3.054e-50,1.739e-105
670.411,2.193e-7,2.193e-7,3.054e-50,1.739e-105
670.416,4.915e-7,4.915e-7,3.055e-50,1.739e-105
670.421,1.089e-6,1.089e-6,3.055e-50,1.739e-105
670.427,2.790e-6,2.790e-6,3.056e-50,1.739e-105
670.432,6.036e-6,6.036e-6,3.056e-50,1.739e-105
670.437,1.291e-5,1.291e-5,3.056e-50,1.739e-105
670.442,2.733e-5,2.733e-5,3.057e-50,1.739e-105
670.447,5.718e-5,5.718e-5,3.057e-50,1.739e-105
670.452,1.183e-4,1.183e-4,3.058e-50,1.739e-105
670.458,2.792e-4,2.792e-4,3.058e-50,1.739e-105
670.463,5.639e-4,5.639e-4,3.059e-50,1.739e-105
670.468,1.126e-3,1.126e-3,3.059e-50,1.739e-105
670.473,2.226e-3,2.226e-3,3.059e-50,1.739e-105
670.478,4.349e-3,4.349e-3,3.060e-50,1.739e-105
670.483,8.404e-3,8.404e-3,3.060e-50,1.739e-105
670.489,1.826e-2,1.826e-2,3.061e-50,1.739e-105
670.494,3.444e-2,3.444e-2,3.061e-50,1.740e-105
670.499,6.425e-2,6.425e-2,3.062e-50,1.740e-105
670.504,1.185e-1,1.185e-1,3.062e-50,1.740e-105
670.509,2.163e-1,2.163e-1,3.062e-50,1.740e-105
670.514,3.903e-1,3.903e-1,3.063e-50,1.740e-105
