Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
255.156,3.105e-41,,3.105e-41,2.052e-114
255.161,2.335e-40,,2.335e-40,2.052e-114
255.166,1.627e-39,,1.627e-39,2.052e-114
255.171,1.049e-38,,1.049e-38,2.053e-114
255.176,6.270e-38,,6.270e-38,2.053e-114
255.182,4.840e-37,,4.840e-37,2.053e-114
255.187,2.443e-36,,2.443e-36,2.053e-114
255.192,1.142e-35,,1.142e-35,2.053e-114
255.197,4.943e-35,,4.943e-35,2.054e-114
255.202,1.982e-34,,1.982e-34,2.054e-114
255.207,7.358e-34,,7.358e-34,2.054e-114
255.213,3.210e-33,,3.210e-33,2.054e-114
255.218,1.007e-32,,1.007e-32,2.055e-114
255.223,2.925e-32,,2.925e-32,2.055e-114
255.228,7.868e-32,,7.868e-32,2.055e-114
255.233,1.961e-31,,1.961e-31,2.055e-114
255.238,4.524e-31,,4.524e-31,2.055e-114
255.244,1.115e-30,,1.115e-30,2.056e-114
255.249,2.174e-30,,2.174e-30,2.056e-114
255.254,3.925e-30,,3.925e-30,2.056e-114
255.259,6.562e-30,,6.562e-30,2.056e-114
255.264,1.016e-29,,1.016e-29,2.057e-114
255.269,1.457e-29,,1.457e-29,2.057e-114
255.275,2.030e-29,,2.030e-29,2.057e-114
255.28,2.459e-29,,2.459e-29,2.057e-114
255.285,2.759e-29,,2.759e-29,2.058e-114
255.29,2.867e-29,,2.867e-29,2.058e-114
255.295,2.759e-29,,2.759e-29,2.058e-114
255.3,2.459e-29,,2.459e-29,2.058e-114
255.306,1.936e-29,,1.936e-29,2.058e-114
255.311,1.457e-29,,1.457e-29,2.059e-114
255.316,1.016e-29,,1.016e-29,2.059e-114
255.321,6.562e-30,,6.562e-30,2.059e-114
255.326,3.925e-30,,3.925e-30,2.059e-114
255.331,2.174e-30,,2.174e-30,2.060e-114
255.336,1.115e-30,,1.115e-30,2.060e-114
255.342,4.524e-31,,4.524e-31,2.060e-114
255.347,1.961e-31,,1.961e-31,2.060e-114
255.352,7.868e-32,,7.868e-32,2.060e-114
255.357,2.925e-32,,2.925e-32,2.061e-114
255.362,1.007e-32,,1.007e-32,2.061e-114
255.367,3.210e-33,,3.210e-33,2.061e-114
255.373,7.358e-34,,7.358e-34,2.061e-114
255.378,1.982e-34,,1.982e-34,2.062e-114
255.383,4.943e-35,,4.943e-35,2.062e-114
255.388,1.142e-35,,1.142e-35,2.062e-114
255.393,2.443e-36,,2.443e-36,2.062e-114
255.398,4.840e-37,,4.840e-37,2.063e-114
255.404,6.270e-38,,6.270e-38,2.063e-114
255.409,1.049e-38,,1.049e-38,2.063e-114
255.414,1.627e-39,,1.627e-39,2.063e-114
255.419,2.335e-40,,2.335e-40,2.063e-114
255.424,3.105e-41,,3.105e-41,2.064e-114
255.429,3.823e-42,,3.823e-42,2.064e-114
255.435,2.799e-43,,2.799e-43,2.064e-114
255.44,2.911e-44,,2.911e-44,2.064e-114
255.445,2.804e-45,,2.804e-45,2.065e-114
255.45,2.502e-46,,2.502e-46,2.065e-114
255.455,2.067e-47,,2.067e-47,2.065e-114
255.46,1.582e-48,,1.582e-48,2.065e-114
255.465,1.121e-49,,1.121e-49,2.065e-114
255.471,4.231e-51,,4.231e-51,2.066e-114
255.476,2.533e-52,,2.533e-52,2.066e-114
255.481,1.404e-53,,1.404e-53,2.066e-114
255.486,7.212e-55,,7.212e-55,2.066e-114
255.491,3.430e-56,,3.430e-56,2.067e-114
255.496,1.511e-57,,1.511e-57,2.067e-114
255.502,3.221e-59,,3.221e-59,2.067e-114
255.507,1.198e-60,,1.198e-60,2.067e-114
260.285,1.547e-59,,1.547e-59,2.277e-114
260.291,7.290e-58,,7.290e-58,2.277e-114
260.296,1.665e-56,,1.665e-56,2.277e-114
260.301,3.531e-55,,3.531e-55,2.278e-114
260.306,6.962e-54,,6.962e-54,2.278e-114
260.311,1.275e-52,,1.275e-52,2.278e-114
260.316,2.170e-51,,2.170e-51,2.278e-114
260.322,5.910e-50,,5.910e-50,2.279e-114
260.327,8.558e-49,,8.558e-49,2.279e-114
260.332,1.152e-47,,1.152e-47,2.279e-114
260.337,1.440e-46,,1.440e-46,2.279e-114
260.342,1.673e-45,,1.673e-45,2.279e-114
260.347,1.806e-44,,1.806e-44,2.280e-114
260.352,1.812e-43,,1.812e-43,2.280e-114
260.358,2.616e-42,,2.616e-42,2.280e-114
260.363,2.233e-41,,2.233e-41,2.280e-114
260.368,1.771e-40,,1.771e-40,2.281e-114
260.373,1.305e-39,,1.305e-39,2.281e-114
260.378,8.941e-39,,8.941e-39,2.281e-114
260.383,5.690e-38,,5.690e-38,2.281e-114
260.389,4.760e-37,,4.760e-37,2.282e-114
260.394,2.578e-36,,2.578e-36,2.282e-114
260.399,1.298e-35,,1.298e-35,2.282e-114
260.404,6.070e-35,,6.070e-35,2.282e-114
260.409,2.639e-34,,2.639e-34,2.282e-114
260.414,1.066e-33,,1.066e-33,2.283e-114
260.42,5.170e-33,,5.170e-33,2.283e-114
260.425,1.778e-32,,1.778e-32,2.283e-114
260.43,5.683e-32,,5.683e-32,2.283e-114
260.435,1.688e-31,,1.688e-31,2.284e-114
260.44,4.663e-31,,4.663e-31,2.284e-114
260.445,1.197e-30,,1.197e-30,2.284e-114
260.451,3.370e-30,,3.370e-30,2.284e-114
260.456,7.371e-30,,7.371e-30,2.284e-114
260.461,1.499e-29,,1.499e-29,2.285e-114
260.466,2.835e-29,,2.835e-29,2.285e-114
260.471,4.987e-29,,4.987e-29,2.285e-114
260.476,8.161e-29,,8.161e-29,2.285e-114
260.481,1.243e-28,,1.243e-28,2.286e-114
260.487,1.872e-28,,1.872e-28,2.286e-114
260.492,2.436e-28,,2.436e-28,2.286e-114
260.497,2.951e-28,,2.951e-28,2.286e-114
260.502,3.332e-28,,3.332e-28,2.286e-114
260.507,3.508e-28,,3.508e-28,2.287e-114
260.512,3.444e-28,,3.444e-28,2.287e-114
260.518,3.076e-28,,3.076e-28,2.287e-114
260.523,2.598e-28,,2.598e-28,2.287e-114
260.528,2.050e-28,,2.050e-28,2.288e-114
260.533,1.514e-28,,1.514e-28,2.288e-114
260.538,1.047e-28,,1.047e-28,2.288e-114
260.543,6.779e-29,,6.779e-29,2.288e-114
260.549,3.696e-29,,3.696e-29,2.289e-114
260.554,2.079e-29,,2.079e-29,2.289e-114
260.559,1.097e-29,,1.097e-29,2.289e-114
260.564,5.433e-30,,5.433e-30,2.289e-114
260.569,2.526e-30,,2.526e-30,2.289e-114
260.574,1.102e-30,,1.102e-30,2.290e-114
260.58,3.742e-31,,3.742e-31,2.290e-114
260.585,1.417e-31,,1.417e-31,2.290e-114
260.59,5.028e-32,,5.028e-32,2.290e-114
260.595,1.670e-32,,1.670e-32,2.291e-114
260.6,5.187e-33,,5.187e-33,2.291e-114
260.605,1.506e-33,,1.506e-33,2.291e-114
260.61,4.083e-34,,4.083e-34,2.291e-114
260.616,7.785e-35,,7.785e-35,2.291e-114
260.621,1.812e-35,,1.812e-35,2.292e-114
260.626,3.931e-36,,3.931e-36,2.292e-114
260.631,7.945e-37,,7.945e-37,2.292e-114
260.636,1.495e-37,,1.495e-37,2.292e-114
260.641,2.619e-38,,2.619e-38,2.293e-114
260.647,2.946e-39,,2.946e-39,2.293e-114
260.652,4.403e-40,,4.403e-40,2.293e-114
260.657,6.122e-41,,6.122e-41,2.293e-114
260.662,7.914e-42,,7.914e-42,2.293e-114
260.667,9.512e-43,,9.512e-43,2.294e-114
260.672,1.063e-43,,1.063e-43,2.294e-114
260.678,6.957e-45,,6.957e-45,2.294e-114
260.683,6.618e-46,,6.618e-46,2.294e-114
260.688,5.850e-47,,5.850e-47,2.295e-114
260.693,4.806e-48,,4.806e-48,2.295e-114
260.698,3.669e-49,,3.669e-49,2.295e-114
260.703,2.603e-50,,2.603e-50,2.295e-114
260.709,9.870e-52,,9.870e-52,2.296e-114
260.714,5.956e-53,,5.956e-53,2.296e-114
260.719,3.339e-54,,3.339e-54,2.296e-114
260.724,1.739e-55,,1.739e-55,2.296e-114
260.729,8.411e-57,,8.411e-57,2.296e-114
260.734,3.773e-58,,3.773e-58,2.297e-114
260.74,8.283e-60,,8.283e-60,2.297e-114
265.508,1.777e-60,,1.777e-60,2.506e-114
265.513,4.151e-59,,4.151e-59,2.506e-114
265.518,9.032e-58,,9.032e-58,2.507e-114
265.523,1.831e-56,,1.831e-56,2.507e-114
265.528,3.459e-55,,3.459e-55,2.507e-114
265.534,1.071e-53,,1.071e-53,2.507e-114
265.539,1.731e-52,,1.731e-52,2.507e-114
265.544,2.606e-51,,2.606e-51,2.508e-114
265.549,3.656e-50,,3.656e-50,2.508e-114
265.554,4.779e-49,,4.779e-49,2.508e-114
265.559,5.819e-48,,5.819e-48,2.508e-114
265.565,1.064e-46,,1.064e-46,2.509e-114
265.57,1.108e-45,,1.108e-45,2.509e-114
265.575,1.076e-44,,1.076e-44,2.509e-114
265.58,9.732e-44,,9.732e-44,2.509e-114
265.585,8.200e-43,,8.200e-43,2.510e-114
265.59,6.437e-42,,6.437e-42,2.510e-114
265.596,6.949e-41,,6.949e-41,2.510e-114
265.601,4.668e-40,,4.668e-40,2.510e-114
265.606,2.921e-39,,2.921e-39,2.510e-114
265.611,1.703e-38,,1.703e-38,2.511e-114
265.616,9.253e-38,,9.253e-38,2.511e-114
265.621,4.682e-37,,4.682e-37,2.511e-114
265.627,2.985e-36,,2.985e-36,2.511e-114
265.632,1.293e-35,,1.293e-35,2.512e-114
265.637,5.215e-35,,5.215e-35,2.512e-114
265.642,1.960e-34,,1.960e-34,2.512e-114
265.647,6.865e-34,,6.865e-34,2.512e-114
265.652,2.240e-33,,2.240e-33,2.512e-114
265.657,6.807e-33,,6.807e-33,2.513e-114
265.663,2.354e-32,,2.354e-32,2.513e-114
265.668,6.122e-32,,6.122e-32,2.513e-114
265.673,1.483e-31,,1.483e-31,2.513e-114
265.678,3.349e-31,,3.349e-31,2.514e-114
265.683,7.044e-31,,7.044e-31,2.514e-114
265.688,1.380e-30,,1.380e-30,2.514e-114
265.694,2.818e-30,,2.818e-30,2.514e-114
265.699,4.725e-30,,4.725e-30,2.515e-114
265.704,7.381e-30,,7.381e-30,2.515e-114
265.709,1.074e-29,,1.074e-29,2.515e-114
265.714,1.457e-29,,1.457e-29,2.515e-114
265.719,1.840e-29,,1.840e-29,2.515e-114
265.725,2.218e-29,,2.218e-29,2.516e-114
265.73,2.398e-29,,2.398e-29,2.516e-114
265.735,2.415e-29,,2.415e-29,2.516e-114
265.74,2.266e-29,,2.266e-29,2.516e-114
265.745,1.981e-29,,1.981e-29,2.517e-114
265.75,1.613e-29,,1.613e-29,2.517e-114
265.756,1.148e-29,,1.148e-29,2.517e-114
265.761,8.002e-30,,8.002e-30,2.517e-114
265.766,5.195e-30,,5.195e-30,2.517e-114
265.771,3.142e-30,,3.142e-30,2.518e-114
265.776,1.771e-30,,1.771e-30,2.518e-114
265.781,9.297e-31,,9.297e-31,2.518e-114
265.786,4.547e-31,,4.547e-31,2.518e-114
265.792,1.756e-31,,1.756e-31,2.519e-114
265.797,7.349e-32,,7.349e-32,2.519e-114
265.802,2.866e-32,,2.866e-32,2.519e-114
265.807,1.041e-32,,1.041e-32,2.519e-114
265.812,3.524e-33,,3.524e-33,2.519e-114
265.817,1.111e-33,,1.111e-33,2.520e-114
265.823,2.533e-34,,2.533e-34,2.520e-114
265.828,6.835e-35,,6.835e-35,2.520e-114
265.833,1.718e-35,,1.718e-35,2.520e-114
265.838,4.024e-36,,4.024e-36,2.521e-114
265.843,8.781e-37,,8.781e-37,2.521e-114
265.848,1.785e-37,,1.785e-37,2.521e-114
265.854,2.403e-38,,2.403e-38,2.521e-114
265.859,4.180e-39,,4.180e-39,2.522e-114
265.864,6.775e-40,,6.775e-40,2.522e-114
265.869,1.023e-40,,1.023e-40,2.522e-114
265.874,1.439e-41,,1.439e-41,2.522e-114
265.879,1.886e-42,,1.886e-42,2.522e-114
265.885,1.499e-43,,1.499e-43,2.523e-114
265.89,1.681e-44,,1.681e-44,2.523e-114
265.895,1.756e-45,,1.756e-45,2.523e-114
265.9,1.710e-46,,1.710e-46,2.523e-114
265.905,1.550e-47,,1.550e-47,2.524e-114
265.91,1.310e-48,,1.310e-48,2.524e-114
265.915,1.031e-49,,1.031e-49,2.524e-114
265.921,4.445e-51,,4.445e-51,2.524e-114
265.926,2.994e-52,,2.994e-52,2.524e-114
265.931,1.879e-53,,1.879e-53,2.525e-114
265.936,1.098e-54,,1.098e-54,2.525e-114
265.941,5.982e-56,,5.982e-56,2.525e-114
265.946,3.036e-57,,3.036e-57,2.525e-114
265.952,7.729e-59,,7.729e-59,2.526e-114
267.216,1.580e-59,,1.580e-59,2.581e-114
267.221,3.773e-58,,3.773e-58,2.581e-114
267.226,8.028e-57,,8.028e-57,2.582e-114
267.231,1.593e-55,,1.593e-55,2.582e-114
267.237,5.240e-54,,5.240e-54,2.582e-114
267.242,8.919e-53,,8.919e-53,2.582e-114
267.247,1.416e-51,,1.416e-51,2.582e-114
267.252,2.096e-50,,2.096e-50,2.583e-114
267.257,2.894e-49,,2.894e-49,2.583e-114
267.262,3.727e-48,,3.727e-48,2.583e-114
267.268,7.298e-47,,7.298e-47,2.583e-114
267.273,8.063e-46,,8.063e-46,2.584e-114
267.278,8.308e-45,,8.308e-45,2.584e-114
267.283,7.984e-44,,7.984e-44,2.584e-114
267.288,7.157e-43,,7.157e-43,2.584e-114
267.293,5.984e-42,,5.984e-42,2.584e-114
267.299,6.979e-41,,6.979e-41,2.585e-114
267.304,5.007e-40,,5.007e-40,2.585e-114
267.309,3.350e-39,,3.350e-39,2.585e-114
267.314,2.091e-38,,2.091e-38,2.585e-114
267.319,1.217e-37,,1.217e-37,2.586e-114
267.324,6.612e-37,,6.612e-37,2.586e-114
267.329,3.350e-36,,3.350e-36,2.586e-114
267.335,2.142e-35,,2.142e-35,2.586e-114
267.34,9.312e-35,,9.312e-35,2.587e-114
267.345,3.777e-34,,3.777e-34,2.587e-114
267.35,1.429e-33,,1.429e-33,2.587e-114
267.355,5.044e-33,,5.044e-33,2.587e-114
267.36,1.661e-32,,1.661e-32,2.587e-114
267.366,6.334e-32,,6.334e-32,2.588e-114
267.371,1.790e-31,,1.790e-31,2.588e-114
267.376,4.721e-31,,4.721e-31,2.588e-114
267.381,1.162e-30,,1.162e-30,2.588e-114
267.386,2.666e-30,,2.666e-30,2.589e-114
267.391,5.711e-30,,5.711e-30,2.589e-114
267.397,1.300e-29,,1.300e-29,2.589e-114
267.402,2.390e-29,,2.390e-29,2.589e-114
267.407,4.101e-29,,4.101e-29,2.589e-114
267.412,6.565e-29,,6.565e-29,2.590e-114
267.417,9.808e-29,,9.808e-29,2.590e-114
267.422,1.367e-28,,1.367e-28,2.590e-114
267.428,1.859e-28,,1.859e-28,2.590e-114
267.433,2.225e-28,,2.225e-28,2.591e-114
267.438,2.485e-28,,2.485e-28,2.591e-114
267.443,2.590e-28,,2.590e-28,2.591e-114
267.448,2.519e-28,,2.519e-28,2.591e-114
267.453,2.286e-28,,2.286e-28,2.591e-114
267.458,1.937e-28,,1.937e-28,2.592e-114
267.464,1.448e-28,,1.448e-28,2.592e-114
267.469,1.054e-28,,1.054e-28,2.592e-114
267.474,7.153e-29,,7.153e-29,2.592e-114
267.479,4.532e-29,,4.532e-29,2.593e-114
267.484,2.679e-29,,2.679e-29,2.593e-114
267.489,1.478e-29,,1.478e-29,2.593e-114
267.495,6.610e-30,,6.610e-30,2.593e-114
267.5,3.132e-30,,3.132e-30,2.594e-114
267.505,1.385e-30,,1.385e-30,2.594e-114
267.51,5.718e-31,,5.718e-31,2.594e-114
267.515,2.202e-31,,2.202e-31,2.594e-114
267.52,7.915e-32,,7.915e-32,2.594e-114
267.526,2.116e-32,,2.116e-32,2.595e-114
267.531,6.532e-33,,6.532e-33,2.595e-114
267.536,1.882e-33,,1.882e-33,2.595e-114
267.541,5.058e-34,,5.058e-34,2.595e-114
267.546,1.269e-34,,1.269e-34,2.596e-114
267.551,2.970e-35,,2.970e-35,2.596e-114
267.557,4.746e-36,,4.746e-36,2.596e-114
267.562,9.540e-37,,9.540e-37,2.596e-114
267.567,1.789e-37,,1.789e-37,2.596e-114
267.572,3.132e-38,,3.132e-38,2.597e-114
267.577,5.114e-39,,5.114e-39,2.597e-114
267.582,7.793e-40,,7.793e-40,2.597e-114
267.587,1.108e-40,,1.108e-40,2.597e-114
267.593,9.731e-42,,9.731e-42,2.598e-114
267.598,1.188e-42,,1.188e-42,2.598e-114
267.603,1.353e-43,,1.353e-43,2.598e-114
267.608,1.437e-44,,1.437e-44,2.598e-114
267.613,1.425e-45,,1.425e-45,2.599e-114
267.618,1.318e-46,,1.318e-46,2.599e-114
267.624,6.907e-48,,6.907e-48,2.599e-114
267.629,5.483e-49,,5.483e-49,2.599e-114
267.634,4.061e-50,,4.061e-50,2.599e-114
267.639,2.806e-51,,2.806e-51,2.600e-114
267.644,1.808e-52,,1.808e-52,2.600e-114
267.649,1.087e-53,,1.087e-53,2.600e-114
267.655,3.398e-55,,3.398e-55,2.600e-114
267.66,1.753e-56,,1.753e-56,2.601e-114
267.665,8.439e-58,,8.439e-58,2.601e-114
267.67,3.345e-59,,3.345e-59,2.601e-114
272.593,2.246e-59,,2.246e-59,2.817e-114
272.598,4.791e-58,,4.791e-58,2.817e-114
272.604,1.652e-56,,1.652e-56,2.818e-114
272.609,2.928e-55,,2.928e-55,2.818e-114
272.614,4.854e-54,,4.854e-54,2.818e-114
272.619,7.531e-53,,7.531e-53,2.818e-114
272.624,1.093e-51,,1.093e-51,2.818e-114
272.629,1.486e-50,,1.486e-50,2.819e-114
272.634,1.890e-49,,1.890e-49,2.819e-114
272.64,3.666e-48,,3.666e-48,2.819e-114
272.645,4.034e-47,,4.034e-47,2.819e-114
272.65,4.157e-46,,4.157e-46,2.820e-114
272.655,4.012e-45,,4.012e-45,2.820e-114
272.66,3.628e-44,,3.628e-44,2.820e-114
272.665,3.073e-43,,3.073e-43,2.820e-114
272.671,3.664e-42,,3.664e-42,2.820e-114
272.676,2.691e-41,,2.691e-41,2.821e-114
272.681,1.853e-40,,1.853e-40,2.821e-114
272.686,1.197e-39,,1.197e-39,2.821e-114
272.691,7.251e-39,,7.251e-39,2.821e-114
272.696,4.121e-38,,4.121e-38,2.822e-114
272.702,3.049e-37,,3.049e-37,2.822e-114
272.707,1.507e-36,,1.507e-36,2.822e-114
272.712,6.997e-36,,6.997e-36,2.822e-114
272.717,3.050e-35,,3.050e-35,2.822e-114
272.722,1.249e-34,,1.249e-34,2.823e-114
272.727,4.805e-34,,4.805e-34,2.823e-114
272.733,2.229e-33,,2.229e-33,2.823e-114
272.738,7.478e-33,,7.478e-33,2.823e-114
272.743,2.358e-32,,2.358e-32,2.824e-114
272.748,6.987e-32,,6.987e-32,2.824e-114
272.753,1.946e-31,,1.946e-31,2.824e-114
272.758,5.095e-31,,5.095e-31,2.824e-114
272.763,1.254e-30,,1.254e-30,2.824e-114
272.769,3.402e-30,,3.402e-30,2.825e-114
272.774,7.301e-30,,7.301e-30,2.825e-114
272.779,1.472e-29,,1.472e-29,2.825e-114
272.784,2.787e-29,,2.787e-29,2.825e-114
272.789,4.958e-29,,4.958e-29,2.826e-114
272.794,8.282e-29,,8.282e-29,2.826e-114
272.8,1.411e-28,,1.411e-28,2.826e-114
272.805,2.051e-28,,2.051e-28,2.826e-114
272.81,2.798e-28,,2.798e-28,2.827e-114
272.815,3.582e-28,,3.582e-28,2.827e-114
272.82,4.303e-28,,4.303e-28,2.827e-114
272.825,4.849e-28,,4.849e-28,2.827e-114
272.831,5.142e-28,,5.142e-28,2.827e-114
272.836,5.032e-28,,5.032e-28,2.828e-114
272.841,4.617e-28,,4.617e-28,2.828e-114
272.846,3.971e-28,,3.971e-28,2.828e-114
272.851,3.202e-28,,3.202e-28,2.828e-114
272.856,2.420e-28,,2.420e-28,2.829e-114
272.862,1.588e-28,,1.588e-28,2.829e-114
272.867,1.040e-28,,1.040e-28,2.829e-114
272.872,6.388e-29,,6.388e-29,2.829e-114
272.877,3.674e-29,,3.674e-29,2.829e-114
272.882,1.980e-29,,1.980e-29,2.830e-114
272.887,9.998e-30,,9.998e-30,2.830e-114
272.892,4.728e-30,,4.728e-30,2.830e-114
272.898,1.766e-30,,1.766e-30,2.830e-114
272.903,7.231e-31,,7.231e-31,2.831e-114
272.908,2.773e-31,,2.773e-31,2.831e-114
272.913,9.959e-32,,9.959e-32,2.831e-114
272.918,3.349e-32,,3.349e-32,2.831e-114
272.923,1.055e-32,,1.055e-32,2.832e-114
272.929,2.418e-33,,2.418e-33,2.832e-114
272.934,6.639e-34,,6.639e-34,2.832e-114
272.939,1.919e-34,,1.919e-34,2.832e-114
272.944,1.387e-34,,1.387e-34,2.832e-114
272.949,3.895e-34,,3.895e-34,2.833e-114
272.954,1.375e-33,,1.375e-33,2.833e-114
272.96,5.867e-33,,5.867e-33,2.833e-114
272.965,1.828e-32,,1.828e-32,2.833e-114
272.97,5.328e-32,,5.328e-32,2.834e-114
272.975,1.453e-31,,1.453e-31,2.834e-114
272.98,3.707e-31,,3.707e-31,2.834e-114
272.985,8.847e-31,,8.847e-31,2.834e-114
272.991,2.301e-30,,2.301e-30,2.834e-114
272.996,4.745e-30,,4.745e-30,2.835e-114
273.001,9.154e-30,,9.154e-30,2.835e-114
273.006,1.653e-29,,1.653e-29,2.835e-114
273.011,2.792e-29,,2.792e-29,2.835e-114
273.016,4.415e-29,,4.415e-29,2.836e-114
273.022,7.012e-29,,7.012e-29,2.836e-114
273.027,9.588e-29,,9.588e-29,2.836e-114
273.032,1.227e-28,,1.227e-28,2.836e-114
273.037,1.471e-28,,1.471e-28,2.837e-114
273.042,1.650e-28,,1.650e-28,2.837e-114
273.047,1.734e-28,,1.734e-28,2.837e-114
273.052,1.707e-28,,1.707e-28,2.837e-114
273.058,1.536e-28,,1.536e-28,2.837e-114
273.063,1.309e-28,,1.309e-28,2.838e-114
273.068,1.045e-28,,1.045e-28,2.838e-114
273.073,7.823e-29,,7.823e-29,2.838e-114
273.078,5.486e-29,,5.486e-29,2.838e-114
273.083,3.606e-29,,3.606e-29,2.839e-114
273.089,2.001e-29,,2.001e-29,2.839e-114
273.094,1.141e-29,,1.141e-29,2.839e-114
273.099,6.096e-30,,6.096e-30,2.839e-114
273.104,3.055e-30,,3.055e-30,2.839e-114
273.109,1.436e-30,,1.436e-30,2.840e-114
273.114,6.327e-31,,6.327e-31,2.840e-114
273.12,2.174e-31,,2.174e-31,2.840e-114
273.125,8.319e-32,,8.319e-32,2.840e-114
273.13,2.985e-32,,2.985e-32,2.841e-114
273.135,1.005e-32,,1.005e-32,2.841e-114
273.14,3.171e-33,,3.171e-33,2.841e-114
273.145,9.384e-34,,9.384e-34,2.841e-114
273.151,2.000e-34,,2.000e-34,2.842e-114
273.156,5.138e-35,,5.138e-35,2.842e-114
273.161,1.237e-35,,1.237e-35,2.842e-114
273.166,2.794e-36,,2.794e-36,2.842e-114
273.171,5.914e-37,,5.914e-37,2.842e-114
273.176,1.173e-37,,1.173e-37,2.843e-114
273.181,2.181e-38,,2.181e-38,2.843e-114
273.187,2.658e-39,,2.658e-39,2.843e-114
273.192,4.283e-40,,4.283e-40,2.843e-114
273.197,6.465e-41,,6.465e-41,2.844e-114
273.202,9.141e-42,,9.141e-42,2.844e-114
273.207,1.210e-42,,1.210e-42,2.844e-114
273.212,1.501e-43,,1.501e-43,2.844e-114
273.218,1.124e-44,,1.124e-44,2.844e-114
273.223,1.207e-45,,1.207e-45,2.845e-114
273.228,1.212e-46,,1.212e-46,2.845e-114
273.233,1.140e-47,,1.140e-47,2.845e-114
273.238,1.003e-48,,1.003e-48,2.845e-114
273.243,8.266e-50,,8.266e-50,2.846e-114
273.249,3.787e-51,,3.787e-51,2.846e-114
273.254,2.697e-52,,2.697e-52,2.846e-114
273.259,1.797e-53,,1.797e-53,2.846e-114
273.264,1.120e-54,,1.120e-54,2.846e-114
273.269,6.534e-56,,6.534e-56,2.847e-114
273.274,3.566e-57,,3.566e-57,2.847e-114
273.28,9.615e-59,,9.615e-59,2.847e-114
273.894,1.697e-26,1.697e-26,9.766e-59,2.874e-114
273.899,3.322e-25,3.322e-25,9.767e-59,2.874e-114
273.904,6.085e-24,6.085e-24,9.768e-59,2.875e-114
273.909,1.043e-22,1.043e-22,9.770e-59,2.875e-114
273.914,1.672e-21,1.672e-21,9.771e-59,2.875e-114
273.919,2.509e-20,2.509e-20,9.772e-59,2.875e-114
273.925,5.925e-19,5.925e-19,9.773e-59,2.875e-114
273.93,7.679e-18,7.679e-18,9.775e-59,2.876e-114
273.935,9.310e-17,9.310e-17,9.776e-59,2.876e-114
273.94,1.056e-15,1.056e-15,9.777e-59,2.876e-114
273.945,1.121e-14,1.121e-14,9.778e-59,2.876e-114
273.95,1.113e-13,1.113e-13,9.780e-59,2.877e-114
273.956,1.603e-12,1.603e-12,9.781e-59,2.877e-114
273.961,1.375e-11,1.375e-11,9.782e-59,2.877e-114
273.966,1.104e-10,1.104e-10,9.784e-59,2.877e-114
273.971,8.288e-10,8.288e-10,9.785e-59,2.877e-114
273.976,5.823e-9,5.823e-9,9.786e-59,2.878e-114
273.981,3.828e-8,3.828e-8,9.787e-59,2.878e-114
273.987,3.359e-7,3.359e-7,9.789e-59,2.878e-114
273.992,1.907e-6,1.907e-6,9.790e-59,2.878e-114
273.997,1.013e-5,1.013e-5,9.791e-59,2.879e-114
274.002,5.038e-5,5.038e-5,9.792e-59,2.879e-114
274.007,2.343e-4,2.343e-4,9.794e-59,2.879e-114
274.012,1.020e-3,1.020e-3,9.795e-59,2.879e-114
274.017,4.151e-3,4.151e-3,9.796e-59,2.880e-114
274.023,2.050e-2,2.050e-2,9.798e-59,2.880e-114
274.028,7.210e-2,7.210e-2,9.799e-59,2.880e-114
274.033,2.373e-1,2.373e-1,9.800e-59,2.880e-114
274.038,7.305e-1,7.305e-1,9.801e-59,2.880e-114
274.043,2.104e+0,2.104e+0,9.803e-59,2.881e-114
274.048,5.671e+0,5.671e+0,9.804e-59,2.881e-114
274.054,1.707e+1,1.707e+1,9.805e-59,2.881e-114
274.059,3.974e+1,3.974e+1,9.806e-59,2.881e-114
274.064,8.656e+1,8.656e+1,9.808e-59,2.882e-114
274.069,1.764e+2,1.764e+2,9.809e-59,2.882e-114
274.074,3.364e+2,3.364e+2,9.810e-59,2.882e-114
274.079,6.002e+2,6.002e+2,9.811e-59,2.882e-114
274.085,1.101e+3,1.101e+3,9.813e-59,2.882e-114
274.09,1.697e+3,1.697e+3,9.814e-59,2.883e-114
274.095,2.447e+3,2.447e+3,9.815e-59,2.883e-114
274.1,3.301e+3,3.301e+3,9.817e-59,2.883e-114
274.105,4.167e+3,4.167e+3,9.818e-59,2.883e-114
274.11,4.921e+3,4.921e+3,9.819e-59,2.884e-114
274.116,5.503e+3,5.503e+3,9.821e-59,2.884e-114
274.121,5.614e+3,5.614e+3,9.822e-59,2.884e-114
274.126,5.358e+3,5.358e+3,9.823e-59,2.884e-114
274.131,4.785e+3,4.785e+3,9.824e-59,2.885e-114
274.136,3.998e+3,3.998e+3,9.825e-59,2.885e-114
274.141,3.126e+3,3.126e+3,9.827e-59,2.885e-114
274.146,2.286e+3,2.286e+3,9.828e-59,2.885e-114
274.152,1.439e+3,1.439e+3,9.829e-59,2.885e-114
274.157,9.091e+2,9.091e+2,9.831e-59,2.886e-114
274.162,5.374e+2,5.374e+2,9.832e-59,2.886e-114
274.167,2.972e+2,2.972e+2,9.833e-59,2.886e-114
274.172,1.538e+2,1.538e+2,9.834e-59,2.886e-114
