Wavelength (nm),Sum,Al I (1.3e-01),Al II (8.7e-01),Al III (2.5e-05)
760.3,1.109e-2,,1.109e-2,3.303e-13
760.35,1.697e-2,,1.697e-2,5.725e-13
760.4,2.575e-2,,2.575e-2,9.839e-13
760.45,3.874e-2,,3.874e-2,1.677e-12
760.5,5.779e-2,,5.779e-2,2.832e-12
760.55,8.546e-2,,8.546e-2,4.744e-12
760.6,1.253e-1,,1.253e-1,7.879e-12
760.65,1.822e-1,,1.822e-1,1.297e-11
760.7,2.626e-1,,2.626e-1,2.118e-11
760.75,3.753e-1,,3.753e-1,3.428e-11
760.8,5.319e-1,,5.319e-1,5.502e-11
760.85,7.473e-1,,7.473e-1,8.754e-11
760.9,1.041e+0,,1.041e+0,1.381e-10
760.95,1.438e+0,,1.438e+0,2.160e-10
761,1.970e+0,,1.970e+0,3.350e-10
761.05,2.676e+0,,2.676e+0,5.150e-10
761.1,3.603e+0,,3.603e+0,7.851e-10
761.15,4.812e+0,,4.812e+0,1.187e-9
761.2,6.373e+0,,6.373e+0,1.778e-9
761.25,8.369e+0,,8.369e+0,2.642e-9
761.3,1.090e+1,,1.090e+1,3.891e-9
761.35,1.408e+1,,1.408e+1,5.683e-9
761.4,1.803e+1,,1.803e+1,8.230e-9
761.45,2.290e+1,,2.290e+1,1.182e-8
761.5,2.885e+1,,2.885e+1,1.682e-8
761.55,3.605e+1,,3.605e+1,2.374e-8
761.6,4.469e+1,,4.469e+1,3.321e-8
761.65,5.495e+1,,5.495e+1,4.608e-8
761.7,6.703e+1,,6.703e+1,6.338e-8
761.75,8.112e+1,,8.112e+1,8.643e-8
761.8,9.740e+1,,9.740e+1,1.169e-7
761.85,1.161e+2,,1.161e+2,1.567e-7
761.9,1.372e+2,,1.372e+2,2.082e-7
761.95,1.610e+2,,1.610e+2,2.744e-7
762,1.876e+2,,1.876e+2,3.586e-7
762.05,2.169e+2,,2.169e+2,4.645e-7
762.1,2.490e+2,,2.490e+2,5.966e-7
762.15,2.839e+2,,2.839e+2,7.597e-7
762.2,3.215e+2,,3.215e+2,9.592e-7
762.25,3.617e+2,,3.617e+2,1.201e-6
762.3,4.041e+2,,4.041e+2,1.490e-6
762.35,4.488e+2,,4.488e+2,1.834e-6
762.4,4.953e+2,,4.953e+2,2.237e-6
762.45,5.434e+2,,5.434e+2,2.706e-6
762.5,5.928e+2,,5.928e+2,3.246e-6
762.55,6.430e+2,,6.430e+2,3.859e-6
762.6,6.938e+2,,6.938e+2,4.550e-6
762.65,7.446e+2,,7.446e+2,5.319e-6
762.7,7.951e+2,,7.951e+2,6.164e-6
762.75,8.449e+2,,8.449e+2,7.082e-6
762.8,8.934e+2,,8.934e+2,8.069e-6
762.85,9.403e+2,,9.403e+2,9.114e-6
762.9,9.850e+2,,9.850e+2,1.021e-5
762.95,1.027e+3,,1.027e+3,1.133e-5
763,1.066e+3,,1.066e+3,1.248e-5
763.05,1.101e+3,,1.101e+3,1.362e-5
763.1,1.132e+3,,1.132e+3,1.474e-5
763.15,1.158e+3,,1.158e+3,1.581e-5
763.2,1.178e+3,,1.178e+3,1.682e-5
763.25,1.193e+3,,1.193e+3,1.774e-5
763.3,1.202e+3,,1.202e+3,1.855e-5
763.35,1.205e+3,,1.205e+3,1.923e-5
763.4,1.200e+3,,1.200e+3,1.977e-5
763.45,1.189e+3,,1.189e+3,2.015e-5
763.5,1.171e+3,,1.171e+3,2.036e-5
763.55,1.146e+3,,1.146e+3,2.040e-5
763.6,1.114e+3,,1.114e+3,2.027e-5
763.65,1.076e+3,,1.076e+3,1.996e-5
763.7,1.033e+3,,1.033e+3,1.949e-5
763.75,9.845e+2,,9.845e+2,1.887e-5
763.8,9.317e+2,,9.317e+2,1.811e-5
763.85,8.754e+2,,8.754e+2,1.724e-5
763.9,8.165e+2,,8.165e+2,1.627e-5
763.95,7.560e+2,,7.560e+2,1.522e-5
764,6.947e+2,,6.947e+2,1.412e-5
764.05,6.334e+2,,6.334e+2,1.299e-5
764.1,5.732e+2,,5.732e+2,1.185e-5
764.15,5.146e+2,,5.146e+2,1.072e-5
764.2,4.583e+2,,4.583e+2,9.620e-6
764.25,4.049e+2,,4.049e+2,8.564e-6
764.3,3.549e+2,,3.549e+2,7.565e-6
764.35,3.086e+2,,3.086e+2,6.635e-6
764.4,2.661e+2,,2.661e+2,5.782e-6
764.45,2.276e+2,,2.276e+2,5.012e-6
764.5,1.931e+2,,1.931e+2,4.327e-6
764.55,1.624e+2,,1.624e+2,3.731e-6
764.6,1.355e+2,,1.355e+2,3.222e-6
764.65,1.121e+2,,1.121e+2,2.800e-6
764.7,9.198e+1,,9.198e+1,2.464e-6
764.75,7.483e+1,,7.483e+1,2.209e-6
764.8,6.037e+1,,6.037e+1,2.033e-6
764.85,4.829e+1,,4.829e+1,1.934e-6
764.9,3.831e+1,,3.831e+1,1.907e-6
764.95,3.013e+1,,3.013e+1,1.949e-6
765,2.350e+1,,2.350e+1,2.057e-6
765.05,1.817e+1,,1.817e+1,2.227e-6
765.1,1.393e+1,,1.393e+1,2.456e-6
765.15,1.059e+1,,1.059e+1,2.741e-6
765.2,7.986e+0,,7.986e+0,3.076e-6
765.25,5.969e+0,,5.969e+0,3.457e-6
765.3,4.423e+0,,4.423e+0,3.880e-6
765.35,3.250e+0,,3.250e+0,4.336e-6
765.4,2.368e+0,,2.368e+0,4.820e-6
765.45,1.710e+0,,1.710e+0,5.323e-6
765.5,1.225e+0,,1.225e+0,5.836e-6
765.55,8.698e-1,,8.697e-1,6.351e-6
765.6,6.123e-1,,6.123e-1,6.855e-6
765.65,4.274e-1,,4.274e-1,7.340e-6
765.7,2.958e-1,,2.958e-1,7.794e-6
765.75,2.030e-1,,2.030e-1,8.208e-6
765.8,1.381e-1,,1.381e-1,8.571e-6
765.85,9.315e-2,,9.314e-2,8.875e-6
765.9,6.230e-2,,6.229e-2,9.113e-6
765.95,4.131e-2,,4.130e-2,9.278e-6
766,2.716e-2,,2.715e-2,9.367e-6
766.05,1.771e-2,,1.770e-2,9.377e-6
766.1,1.145e-2,,1.144e-2,9.308e-6
766.15,7.337e-3,,7.328e-3,9.163e-6
766.2,4.664e-3,,4.655e-3,8.946e-6
766.25,2.941e-3,,2.932e-3,8.663e-6
766.3,1.839e-3,,1.831e-3,8.321e-6
766.35,1.141e-3,,1.134e-3,7.930e-6
766.4,7.033e-4,,6.958e-4,7.501e-6
766.45,4.305e-4,,4.235e-4,7.045e-6
766.5,2.621e-4,,2.555e-4,6.573e-6
766.55,1.590e-4,,1.529e-4,6.099e-6
766.6,9.632e-5,,9.069e-5,5.633e-6
766.65,5.855e-5,,5.336e-5,5.188e-6
766.7,3.595e-5,,3.117e-5,4.774e-6
766.75,2.253e-5,,1.813e-5,4.404e-6
766.8,1.466e-5,,1.058e-5,4.086e-6
766.85,1.018e-5,,6.348e-6,3.831e-6
766.9,7.818e-6,,4.173e-6,3.645e-6
766.95,6.914e-6,,3.378e-6,3.536e-6
767,7.204e-6,,3.693e-6,3.511e-6
767.05,8.746e-6,,5.171e-6,3.575e-6
767.1,1.193e-5,,8.194e-6,3.732e-6
767.15,1.754e-5,,1.355e-5,3.984e-6
767.2,2.695e-5,,2.261e-5,4.334e-6
767.25,4.242e-5,,3.764e-5,4.782e-6
767.3,6.756e-5,,6.224e-5,5.326e-6
767.35,1.081e-4,,1.021e-4,5.962e-6
767.4,1.729e-4,,1.662e-4,6.686e-6
767.45,2.758e-4,,2.683e-4,7.489e-6
767.5,4.380e-4,,4.296e-4,8.363e-6
767.55,6.914e-4,,6.822e-4,9.295e-6
767.6,1.085e-3,,1.074e-3,1.027e-5
767.65,1.689e-3,,1.678e-3,1.127e-5
767.7,2.611e-3,,2.599e-3,1.229e-5
767.75,4.006e-3,,3.993e-3,1.329e-5
767.8,6.098e-3,,6.084e-3,1.426e-5
767.85,9.210e-3,,9.194e-3,1.518e-5
767.9,1.380e-2,,1.378e-2,1.603e-5
767.95,2.051e-2,,2.049e-2,1.679e-5
768,3.023e-2,,3.021e-2,1.744e-5
768.05,4.421e-2,,4.419e-2,1.796e-5
768.1,6.413e-2,,6.411e-2,1.834e-5
768.15,9.227e-2,,9.226e-2,1.857e-5
768.2,1.317e-1,,1.317e-1,1.865e-5
768.25,1.865e-1,,1.864e-1,1.857e-5
768.3,2.619e-1,,2.619e-1,1.833e-5
768.35,3.648e-1,,3.648e-1,1.795e-5
768.4,5.042e-1,,5.042e-1,1.742e-5
768.45,6.912e-1,,6.912e-1,1.677e-5
768.5,9.401e-1,,9.401e-1,1.601e-5
768.55,1.268e+0,,1.268e+0,1.515e-5
768.6,1.698e+0,,1.698e+0,1.422e-5
768.65,2.255e+0,,2.255e+0,1.323e-5
768.7,2.971e+0,,2.971e+0,1.221e-5
768.75,3.884e+0,,3.884e+0,1.117e-5
768.8,5.037e+0,,5.037e+0,1.013e-5
768.85,6.483e+0,,6.483e+0,9.112e-6
768.9,8.279e+0,,8.279e+0,8.127e-6
768.95,1.049e+1,,1.049e+1,7.188e-6
769,1.319e+1,,1.319e+1,6.303e-6
769.05,1.646e+1,,1.646e+1,5.481e-6
769.1,2.039e+1,,2.039e+1,4.725e-6
769.15,2.505e+1,,2.505e+1,4.040e-6
769.2,3.056e+1,,3.056e+1,3.425e-6
769.25,3.700e+1,,3.700e+1,2.879e-6
769.3,4.447e+1,,4.447e+1,2.399e-6
769.35,5.306e+1,,5.306e+1,1.983e-6
769.4,6.284e+1,,6.284e+1,1.625e-6
769.45,7.388e+1,,7.388e+1,1.320e-6
769.5,8.624e+1,,8.624e+1,1.064e-6
769.55,9.996e+1,,9.996e+1,8.498e-7
769.6,1.150e+2,,1.150e+2,6.732e-7
769.65,1.315e+2,,1.315e+2,5.288e-7
769.7,1.492e+2,,1.492e+2,4.118e-7
769.75,1.682e+2,,1.682e+2,3.180e-7
769.8,1.883e+2,,1.883e+2,2.435e-7
769.85,2.094e+2,,2.094e+2,1.849e-7
769.9,2.313e+2,,2.313e+2,1.392e-7
769.95,2.539e+2,,2.539e+2,1.039e-7
770,2.768e+2,,2.768e+2,7.694e-8
770.05,2.999e+2,,2.999e+2,5.647e-8
770.1,3.228e+2,,3.228e+2,4.110e-8
770.15,3.452e+2,,3.452e+2,2.966e-8
770.2,3.670e+2,,3.670e+2,2.122e-8
770.25,3.877e+2,,3.877e+2,1.506e-8
770.3,4.070e+2,,4.070e+2,1.059e-8
770.35,4.247e+2,,4.247e+2,7.391e-9
770.4,4.404e+2,,4.404e+2,5.112e-9
770.45,4.540e+2,,4.540e+2,3.507e-9
770.5,4.652e+2,,4.652e+2,2.385e-9
770.55,4.738e+2,,4.738e+2,1.608e-9
770.6,4.797e+2,,4.797e+2,1.075e-9
770.65,4.827e+2,,4.827e+2,7.130e-10
770.7,4.829e+2,,4.829e+2,4.688e-10
770.75,4.801e+2,,4.801e+2,3.056e-10
770.8,4.744e+2,,4.744e+2,1.975e-10
770.85,4.659e+2,,4.659e+2,1.266e-10
770.9,4.548e+2,,4.548e+2,8.046e-11
770.95,4.412e+2,,4.412e+2,5.070e-11
771,4.254e+2,,4.254e+2,3.168e-11
771.05,4.075e+2,,4.075e+2,1.963e-11
771.1,3.879e+2,,3.879e+2,1.206e-11
771.15,3.669e+2,,3.669e+2,7.347e-12
771.2,3.447e+2,,3.447e+2,4.438e-12
771.25,3.218e+2,,3.218e+2,2.658e-12
771.3,2.984e+2,,2.984e+2,1.578e-12
771.35,2.748e+2,,2.748e+2,9.295e-13
771.4,2.514e+2,,2.514e+2,5.427e-13
771.45,2.284e+2,,2.284e+2,3.142e-13
771.5,2.060e+2,,2.060e+2,1.804e-13
771.55,1.845e+2,,1.845e+2,1.027e-13
771.6,1.641e+2,,1.641e+2,5.796e-14
771.65,1.450e+2,,1.450e+2,3.244e-14
771.7,1.271e+2,,1.271e+2,1.800e-14
771.75,1.106e+2,,1.106e+2,9.907e-15
771.8,9.554e+1,,9.554e+1,5.406e-15
771.85,8.192e+1,,8.192e+1,2.925e-15
771.9,6.972e+1,,6.972e+1,1.569e-15
771.95,5.889e+1,,5.889e+1,8.346e-16
772,4.936e+1,,4.936e+1,4.402e-16
772.05,4.106e+1,,4.106e+1,2.302e-16
772.1,3.389e+1,,3.389e+1,1.194e-16
772.15,2.776e+1,,2.776e+1,6.140e-17
772.2,2.256e+1,,2.256e+1,3.130e-17
772.25,1.819e+1,,1.819e+1,1.583e-17
772.3,1.455e+1,,1.455e+1,7.934e-18
772.35,1.155e+1,,1.155e+1,3.944e-18
772.4,9.091e+0,,9.091e+0,1.944e-18
772.45,7.101e+0,,7.101e+0,9.500e-19
772.5,5.502e+0,,5.502e+0,4.604e-19
772.55,4.229e+0,,4.229e+0,2.212e-19
772.6,3.225e+0,,3.225e+0,1.054e-19
772.65,2.439e+0,,2.439e+0,4.980e-20
772.7,1.830e+0,,1.830e+0,2.333e-20
772.75,1.361e+0,,1.361e+0,1.084e-20
772.8,1.005e+0,,1.005e+0,4.991e-21
772.85,7.357e-1,,7.357e-1,
772.9,5.342e-1,,5.342e-1,
772.95,3.847e-1,,3.847e-1,
773,2.748e-1,,2.748e-1,
773.05,1.947e-1,,1.947e-1,
773.1,1.368e-1,,1.368e-1,
773.15,9.530e-2,,9.530e-2,
773.2,6.586e-2,,6.586e-2,
773.25,4.514e-2,,4.514e-2,
773.3,3.068e-2,,3.068e-2,
773.35,2.069e-2,,2.069e-2,
773.4,1.383e-2,,1.383e-2,
773.45,9.169e-3,,9.169e-3,
773.5,6.029e-3,,6.029e-3,
773.55,3.931e-3,,3.931e-3,
773.6,2.542e-3,,2.542e-3,
773.65,1.630e-3,,1.630e-3,
773.7,1.037e-3,,1.037e-3,
773.75,6.538e-4,,6.538e-4,
773.8,4.089e-4,,4.089e-4,
773.85,2.536e-4,,2.536e-4,
773.9,1.560e-4,,1.560e-4,
773.95,9.514e-5,,9.514e-5,
774,5.755e-5,,5.755e-5,
774.05,3.452e-5,,3.452e-5,
774.1,2.053e-5,,2.053e-5,
774.15,1.211e-5,,1.211e-5,
774.2,7.084e-6,,7.084e-6,
774.25,4.109e-6,,4.109e-6,
774.3,2.364e-6,,2.364e-6,
774.35,1.348e-6,,1.348e-6,
774.4,7.626e-7,,7.626e-7,
774.45,4.277e-7,,4.277e-7,
774.5,2.379e-7,,2.379e-7,
774.55,1.312e-7,,1.312e-7,
774.6,7.178e-8,,7.178e-8,
774.65,3.893e-8,,3.893e-8,
774.7,2.094e-8,,2.094e-8,
774.75,1.117e-8,,1.117e-8,
774.8,5.907e-9,,5.907e-9,
774.85,3.098e-9,,3.098e-9,
774.9,1.611e-9,,1.611e-9,
774.95,8.311e-10,,8.311e-10,
775,4.250e-10,,4.250e-10,
775.05,2.156e-10,,2.156e-10,
775.1,1.084e-10,,1.084e-10,
775.15,5.406e-11,,5.406e-11,
775.2,2.673e-11,,2.673e-11,
775.25,1.309e-11,,1.309e-11,
775.3,6.368e-12,,6.368e-12,
775.35,3.071e-12,,3.071e-12,
775.4,1.468e-12,,1.468e-12,
775.45,6.964e-13,,6.964e-13,
775.5,3.275e-13,,3.275e-13,
775.55,1.527e-13,,1.527e-13,
775.6,7.060e-14,,7.060e-14,
778.8,8.254e-10,8.254e-10,,
778.85,1.776e-9,1.776e-9,,
778.9,5.405e-9,5.405e-9,,
778.95,1.149e-8,1.149e-8,,
779,2.422e-8,2.422e-8,,
779.05,5.065e-8,5.065e-8,,
779.1,1.051e-7,1.051e-7,,
779.15,2.162e-7,2.162e-7,,
779.2,4.412e-7,4.412e-7,,
779.25,8.931e-7,8.931e-7,,
779.3,1.794e-6,1.794e-6,,
779.35,3.573e-6,3.573e-6,,
779.4,7.059e-6,7.059e-6,,
779.45,1.383e-5,1.383e-5,,
779.5,2.689e-5,2.689e-5,,
779.55,5.186e-5,5.186e-5,,
779.6,9.920e-5,9.920e-5,,
779.65,1.882e-4,1.882e-4,,
779.7,3.542e-4,3.542e-4,,
779.75,6.612e-4,6.612e-4,,
779.8,1.224e-3,1.224e-3,,
779.85,2.249e-3,2.249e-3,,
779.9,4.098e-3,4.098e-3,,
779.95,7.406e-3,7.406e-3,,
780,1.328e-2,1.328e-2,,
780.05,2.361e-2,2.361e-2,,
780.1,4.164e-2,4.164e-2,,
780.15,7.285e-2,7.285e-2,,
780.2,1.264e-1,1.264e-1,,
780.25,2.177e-1,2.177e-1,,
780.3,3.717e-1,3.717e-1,,
780.35,6.295e-1,6.295e-1,,
780.4,1.058e+0,1.058e+0,,
780.45,1.763e+0,1.763e+0,,
780.5,2.914e+0,2.914e+0,,
780.55,4.778e+0,4.778e+0,,
780.6,7.772e+0,7.772e+0,,
780.65,1.254e+1,1.254e+1,,
780.7,2.007e+1,2.007e+1,,
780.75,3.186e+1,3.186e+1,,
780.8,5.016e+1,5.016e+1,,
780.85,7.835e+1,7.835e+1,,
780.9,1.214e+2,1.214e+2,,
780.95,1.866e+2,1.866e+2,,
781,2.844e+2,2.844e+2,,
781.05,4.301e+2,4.301e+2,,
781.1,6.451e+2,6.451e+2,,
781.15,9.597e+2,9.597e+2,,
781.2,1.416e+3,1.416e+3,,
781.25,2.073e+3,2.073e+3,,
781.3,3.011e+3,3.011e+3,,
781.35,4.337e+3,4.337e+3,,
781.4,6.196e+3,6.196e+3,,
781.45,8.782e+3,8.782e+3,,
781.5,1.235e+4,1.235e+4,,
781.55,1.721e+4,1.721e+4,,
781.6,2.381e+4,2.381e+4,,
781.65,3.267e+4,3.267e+4,,
781.7,4.446e+4,4.446e+4,,
781.75,6.002e+4,6.002e+4,,
781.8,8.038e+4,8.038e+4,,
781.85,1.068e+5,1.068e+5,,
781.9,1.407e+5,1.407e+5,,
781.95,1.838e+5,1.838e+5,,
782,2.383e+5,2.383e+5,,
782.05,3.065e+5,3.065e+5,,
782.1,3.909e+5,3.909e+5,,
782.15,4.946e+5,4.946e+5,,
782.2,6.208e+5,6.208e+5,,
782.25,7.728e+5,7.728e+5,,
782.3,9.544e+5,9.544e+5,,
782.35,1.169e+6,1.169e+6,,
782.4,1.420e+6,1.420e+6,,
782.45,1.712e+6,1.712e+6,,
782.5,2.047e+6,2.047e+6,,
782.55,2.427e+6,2.427e+6,,
782.6,2.855e+6,2.855e+6,,
782.65,3.331e+6,3.331e+6,,
782.7,3.855e+6,3.855e+6,,
782.75,4.426e+6,4.426e+6,,
782.8,5.040e+6,5.040e+6,,
782.85,5.694e+6,5.694e+6,,
782.9,6.380e+6,6.380e+6,,
782.95,7.090e+6,7.090e+6,,
783,7.817e+6,7.817e+6,,
783.05,8.549e+6,8.549e+6,,
783.1,9.273e+6,9.273e+6,,
783.15,9.978e+6,9.978e+6,,
783.2,1.065e+7,1.065e+7,,
783.25,1.127e+7,1.127e+7,,
783.3,1.184e+7,1.184e+7,,
783.35,1.233e+7,1.233e+7,,
783.4,1.274e+7,1.274e+7,,
783.45,1.306e+7,1.306e+7,,3.848e-20
783.5,1.328e+7,1.328e+7,,8.524e-20
783.55,1.339e+7,1.339e+7,,1.804e-19
783.6,1.340e+7,1.340e+7,,3.787e-19
783.65,1.329e+7,1.329e+7,,7.888e-19
783.7,1.308e+7,1.308e+7,,1.630e-18
783.75,1.277e+7,1.277e+7,,3.340e-18
783.8,1.237e+7,1.237e+7,,6.790e-18
783.85,1.188e+7,1.188e+7,,1.369e-17
783.9,1.132e+7,1.132e+7,,2.740e-17
783.95,1.070e+7,1.070e+7,,5.437e-17
784,1.003e+7,1.003e+7,,1.070e-16
784.05,9.332e+6,9.332e+6,,2.090e-16
784.1,8.609e+6,8.609e+6,,4.049e-16
784.15,7.877e+6,7.877e+6,,7.781e-16
784.2,7.150e+6,7.150e+6,,1.483e-15
784.25,6.437e+6,6.437e+6,,2.805e-15
784.3,5.749e+6,5.749e+6,,5.262e-15
784.35,5.092e+6,5.092e+6,,9.792e-15
784.4,4.475e+6,4.475e+6,,1.808e-14
784.45,3.900e+6,3.900e+6,,3.310e-14
784.5,3.372e+6,3.372e+6,,6.013e-14
784.55,2.892e+6,2.892e+6,,1.083e-13
784.6,2.460e+6,2.460e+6,,1.937e-13
784.65,2.076e+6,2.076e+6,,3.434e-13
784.7,1.737e+6,1.737e+6,,6.041e-13
784.75,1.442e+6,1.442e+6,,1.054e-12
784.8,1.188e+6,1.188e+6,,1.824e-12
784.85,9.704e+5,9.704e+5,,3.133e-12
784.9,7.863e+5,7.863e+5,,5.336e-12
784.95,6.320e+5,6.320e+5,,9.016e-12
785,5.038e+5,5.038e+5,,1.511e-11
785.05,3.985e+5,3.985e+5,,2.513e-11
785.1,3.126e+5,3.126e+5,,4.144e-11
785.15,2.432e+5,2.432e+5,,6.781e-11
785.2,1.877e+5,1.877e+5,,1.101e-10
785.25,1.437e+5,1.437e+5,,1.772e-10
785.3,1.091e+5,1.091e+5,,2.830e-10
785.35,8.221e+4,8.221e+4,,4.484e-10
785.4,6.143e+4,6.143e+4,,7.047e-10
785.45,4.553e+4,4.553e+4,,1.099e-9
785.5,3.347e+4,3.347e+4,,1.699e-9
785.55,2.441e+4,2.441e+4,,2.607e-9
785.6,1.766e+4,1.766e+4,,3.968e-9
785.65,1.267e+4,1.267e+4,,5.991e-9
785.7,9.017e+3,9.017e+3,,8.972e-9
785.75,6.366e+3,6.366e+3,,1.333e-8
785.8,4.458e+3,4.458e+3,,1.964e-8
785.85,3.096e+3,3.096e+3,,2.872e-8
785.9,2.134e+3,2.134e+3,,4.165e-8
785.95,1.458e+3,1.458e+3,,5.992e-8
786,9.885e+2,9.885e+2,,8.551e-8
786.05,6.647e+2,6.647e+2,,1.210e-7
786.1,4.434e+2,4.434e+2,,1.700e-7
786.15,2.934e+2,2.934e+2,,2.368e-7
786.2,1.925e+2,1.925e+2,,3.273e-7
786.25,1.253e+2,1.253e+2,,4.486e-7
786.3,8.093e+1,8.093e+1,,6.101e-7
786.35,5.184e+1,5.184e+1,,8.230e-7
786.4,3.293e+1,3.293e+1,,1.101e-6
786.45,2.076e+1,2.076e+1,,1.462e-6
786.5,1.297e+1,1.297e+1,,1.925e-6
786.55,8.045e+0,8.045e+0,,2.515e-6
786.6,4.948e+0,4.948e+0,,3.259e-6
786.65,3.019e+0,3.019e+0,,4.189e-6
786.7,1.827e+0,1.827e+0,,5.342e-6
786.75,1.097e+0,1.097e+0,,6.758e-6
786.8,6.530e-1,6.530e-1,,8.480e-6
786.85,3.857e-1,3.856e-1,,1.056e-5
786.9,2.259e-1,2.259e-1,,1.303e-5
786.95,1.313e-1,1.313e-1,,1.597e-5
787,7.569e-2,7.568e-2,,1.940e-5
787.05,4.329e-2,4.327e-2,,2.338e-5
787.1,2.457e-2,2.454e-2,,2.796e-5
787.15,1.384e-2,1.380e-2,,3.317e-5
787.2,7.742e-3,7.703e-3,,3.903e-5
787.25,4.309e-3,4.263e-3,,4.555e-5
787.31,2.128e-3,2.074e-3,,5.426e-5
787.36,1.190e-3,1.128e-3,,6.223e-5
787.41,6.790e-4,6.082e-4,,7.079e-5
787.46,4.052e-4,3.253e-4,,7.989e-5
787.51,2.621e-4,1.726e-4,,8.943e-5
787.56,1.902e-4,9.087e-5,,9.931e-5
787.61,1.568e-4,4.744e-5,,1.094e-4
787.66,1.441e-4,2.457e-5,,1.196e-4
787.71,1.422e-4,1.262e-5,,1.296e-4
787.76,1.458e-4,6.430e-6,,1.394e-4
787.81,1.519e-4,3.250e-6,,1.487e-4
787.86,1.590e-4,1.629e-6,,1.573e-4
787.91,1.660e-4,8.101e-7,,1.651e-4
787.96,1.724e-4,3.996e-7,,1.720e-4
788.01,1.778e-4,1.955e-7,,1.777e-4
788.06,1.821e-4,9.488e-8,,1.820e-4
788.11,1.851e-4,4.567e-8,,1.851e-4
788.16,1.866e-4,2.181e-8,,1.866e-4
788.21,1.867e-4,1.033e-8,,1.867e-4
788.26,1.852e-4,4.852e-9,,1.852e-4
788.31,1.824e-4,1.881e-9,,1.824e-4
788.36,1.781e-4,,,1.781e-4
788.41,1.725e-4,,,1.725e-4
788.46,1.658e-4,,,1.658e-4
788.51,1.581e-4,,,1.581e-4
788.56,1.495e-4,,,1.495e-4
788.61,1.403e-4,,,1.403e-4
788.66,1.307e-4,,,1.307e-4
788.71,1.208e-4,,,1.208e-4
788.76,1.108e-4,,,1.108e-4
788.81,1.008e-4,,,1.008e-4
788.86,9.116e-5,,,9.116e-5
788.91,8.189e-5,,,8.189e-5
788.96,7.312e-5,,,7.312e-5
789.01,6.498e-5,,,6.498e-5
789.06,5.754e-5,,,5.754e-5
789.11,5.087e-5,,,5.087e-5
789.16,4.501e-5,,,4.501e-5
789.21,4.000e-5,,,4.000e-5
789.26,3.585e-5,,,3.585e-5
789.31,3.255e-5,,,3.255e-5
789.36,3.011e-5,,,3.011e-5
789.41,2.851e-5,,,2.851e-5
789.46,2.771e-5,,,2.771e-5
789.51,2.769e-5,,,2.769e-5
789.56,2.842e-5,,,2.842e-5
789.61,2.984e-5,,,2.984e-5
789.66,3.191e-5,,,3.191e-5
789.71,3.458e-5,,,3.458e-5
789.76,3.778e-5,,,3.778e-5
789.81,4.145e-5,,,4.145e-5
789.86,4.552e-5,,,4.552e-5
789.91,4.990e-5,,,4.990e-5
789.96,5.450e-5,,,5.450e-5
790.01,5.925e-5,,,5.925e-5
790.06,6.403e-5,,,6.403e-5
790.11,6.875e-5,,,6.875e-5
790.16,7.331e-5,,,7.331e-5
790.21,7.760e-5,,,7.760e-5
790.26,8.152e-5,,,8.152e-5
790.31,8.499e-5,,,8.499e-5
790.36,8.792e-5,,,8.792e-5
790.41,9.025e-5,,,9.025e-5
790.46,9.190e-5,,,9.190e-5
790.51,9.285e-5,,,9.285e-5
790.56,9.307e-5,,,9.307e-5
790.61,9.254e-5,,,9.254e-5
790.66,9.129e-5,,,9.129e-5
790.71,8.935e-5,,,8.935e-5
790.76,8.675e-5,,,8.675e-5
790.81,8.355e-5,,,8.355e-5
790.86,7.984e-5,,,7.984e-5
790.91,7.569e-5,,,7.569e-5
790.96,7.118e-5,,,7.118e-5
791.01,6.642e-5,,,6.642e-5
791.06,6.148e-5,,,6.148e-5
791.11,5.647e-5,,,5.647e-5
791.16,5.146e-5,,,5.146e-5
791.21,4.653e-5,,,4.653e-5
791.26,4.175e-5,,,4.175e-5
791.31,3.717e-5,,,3.717e-5
791.36,3.285e-5,,,3.285e-5
791.41,2.882e-5,,,2.882e-5
791.46,2.509e-5,,,2.509e-5
791.51,2.170e-5,,,2.170e-5
791.56,1.864e-5,,,1.864e-5
791.61,1.590e-5,,,1.590e-5
791.66,1.349e-5,,,1.349e-5
791.71,1.138e-5,,,1.138e-5
791.76,9.557e-6,,,9.557e-6
791.81,7.993e-6,,,7.993e-6
791.86,6.666e-6,,,6.666e-6
791.91,5.549e-6,,,5.549e-6
791.96,4.617e-6,,,4.617e-6
792.01,3.847e-6,,,3.847e-6
792.06,3.214e-6,,,3.214e-6
792.11,2.697e-6,,,2.697e-6
792.16,2.276e-6,,,2.276e-6
792.21,1.936e-6,,,1.936e-6
792.26,1.660e-6,,,1.660e-6
792.31,1.435e-6,,,1.435e-6
792.36,1.252e-6,,,1.252e-6
792.41,1.101e-6,,,1.101e-6
792.46,9.752e-7,,,9.752e-7
792.51,8.683e-7,,,8.683e-7
792.56,7.761e-7,,,7.761e-7
792.61,6.953e-7,,,6.953e-7
792.66,6.233e-7,,,6.233e-7
792.71,5.582e-7,,,5.582e-7
792.76,4.989e-7,,,4.989e-7
792.81,4.444e-7,,,4.444e-7
792.86,3.943e-7,,,3.943e-7
792.91,3.480e-7,,,3.480e-7
792.96,3.055e-7,,,3.055e-7
793.01,2.665e-7,,,2.665e-7
793.06,2.309e-7,,,2.309e-7
793.11,1.988e-7,,,1.988e-7
793.16,1.699e-7,,,1.699e-7
