Wavelength (nm),Sum,Al I (1.3e-01),Al II (8.7e-01),Al III (2.5e-05)
398.93,1.625e+2,,1.625e+2,2.830e-8
398.98,2.431e+2,,2.431e+2,1.563e-8
399.03,3.526e+2,,3.526e+2,8.364e-9
399.08,4.957e+2,,4.957e+2,4.337e-9
399.13,6.755e+2,,6.755e+2,2.179e-9
399.18,8.923e+2,,8.923e+2,1.060e-9
399.23,1.143e+3,,1.143e+3,5.002e-10
399.28,1.418e+3,,1.418e+3,2.286e-10
399.33,1.707e+3,,1.707e+3,1.012e-10
399.38,1.991e+3,,1.991e+3,4.343e-11
399.43,2.251e+3,,2.251e+3,1.805e-11
399.48,2.467e+3,,2.467e+3,7.272e-12
399.53,2.621e+3,,2.621e+3,2.838e-12
399.58,2.700e+3,,2.700e+3,1.073e-12
399.63,2.696e+3,,2.696e+3,3.933e-13
399.68,2.609e+3,,2.609e+3,1.397e-13
399.73,2.448e+3,,2.448e+3,4.804e-14
399.78,2.227e+3,,2.227e+3,1.602e-14
399.83,1.963e+3,,1.963e+3,5.173e-15
399.88,1.678e+3,,1.678e+3,1.619e-15
399.93,1.390e+3,,1.390e+3,4.909e-16
399.98,1.117e+3,,1.117e+3,1.442e-16
400.03,8.695e+2,,8.695e+2,4.106e-17
400.08,6.563e+2,,6.563e+2,1.133e-17
400.13,4.802e+2,,4.802e+2,3.027e-18
400.18,3.406e+2,,3.406e+2,7.840e-19
400.23,2.342e+2,,2.342e+2,1.967e-19
400.28,1.561e+2,,1.561e+2,4.783e-20
400.33,1.009e+2,,1.009e+2,1.127e-20
400.38,6.318e+1,,6.318e+1,2.572e-21
400.43,3.836e+1,,3.836e+1,2.771e-22
400.48,2.258e+1,,2.258e+1,
400.53,1.289e+1,,1.289e+1,
400.58,7.128e+0,,7.128e+0,
400.63,3.822e+0,,3.822e+0,
400.68,1.987e+0,,1.987e+0,
400.73,1.001e+0,,1.001e+0,
400.78,4.891e-1,,4.891e-1,
400.83,2.316e-1,,2.316e-1,
400.88,1.064e-1,,1.064e-1,
400.93,4.739e-2,,4.739e-2,
400.98,2.060e-2,,2.060e-2,
401.03,9.039e-3,,9.039e-3,
401.08,4.786e-3,,4.786e-3,
401.13,4.754e-3,,4.754e-3,
401.18,8.947e-3,,8.947e-3,
401.23,2.049e-2,,2.049e-2,
401.28,4.748e-2,,4.748e-2,
401.33,1.074e-1,,1.074e-1,
401.38,2.357e-1,,2.357e-1,
401.43,5.019e-1,,5.019e-1,
401.48,1.036e+0,,1.036e+0,
401.53,2.074e+0,,2.074e+0,
401.58,4.025e+0,,4.025e+0,
401.63,7.574e+0,,7.574e+0,
401.68,1.382e+1,,1.382e+1,
401.73,2.445e+1,,2.445e+1,
401.78,4.195e+1,,4.195e+1,
401.83,6.979e+1,,6.979e+1,
401.88,1.126e+2,,1.126e+2,
401.93,1.760e+2,,1.760e+2,
401.98,2.670e+2,,2.670e+2,
402.03,3.925e+2,,3.925e+2,
402.08,5.596e+2,,5.596e+2,
402.13,7.737e+2,,7.737e+2,
402.18,1.037e+3,,1.037e+3,
402.23,1.348e+3,,1.348e+3,
402.28,1.699e+3,,1.699e+3,
402.33,2.076e+3,,2.076e+3,
402.38,2.460e+3,,2.460e+3,
402.43,2.826e+3,,2.826e+3,
402.48,3.148e+3,,3.148e+3,
402.53,3.400e+3,,3.400e+3,
402.58,3.561e+3,,3.561e+3,
402.63,3.617e+3,,3.617e+3,
402.68,3.561e+3,,3.561e+3,
402.73,3.400e+3,,3.400e+3,
402.78,3.148e+3,,3.148e+3,
402.83,2.826e+3,,2.826e+3,
402.88,2.460e+3,,2.460e+3,
402.93,2.076e+3,,2.076e+3,
402.98,1.699e+3,,1.699e+3,
403.03,1.348e+3,,1.348e+3,
403.08,1.037e+3,,1.037e+3,
403.13,7.737e+2,,7.737e+2,
403.18,5.596e+2,,5.596e+2,
403.23,3.925e+2,,3.925e+2,
403.28,2.670e+2,,2.670e+2,
403.33,1.760e+2,,1.760e+2,
403.38,1.126e+2,,1.126e+2,
403.43,6.979e+1,,6.979e+1,
403.48,4.195e+1,,4.195e+1,
403.53,2.445e+1,,2.445e+1,
403.58,1.382e+1,,1.382e+1,
403.63,7.574e+0,,7.574e+0,
403.68,4.025e+0,,4.025e+0,
403.73,2.074e+0,,2.074e+0,
403.78,1.036e+0,,1.036e+0,
403.83,5.019e-1,,5.019e-1,
403.88,2.357e-1,,2.357e-1,
403.93,1.074e-1,,1.074e-1,
403.98,4.741e-2,,4.741e-2,
404.03,2.030e-2,,2.030e-2,
404.08,8.429e-3,,8.429e-3,
404.13,3.393e-3,,3.393e-3,
404.18,1.325e-3,,1.325e-3,
404.23,5.013e-4,,5.013e-4,
404.28,1.840e-4,,1.840e-4,
404.33,6.548e-5,,6.548e-5,
404.38,2.259e-5,,2.259e-5,
404.43,7.559e-6,,7.559e-6,
404.48,2.452e-6,,2.452e-6,
404.53,7.713e-7,,7.713e-7,
404.58,2.352e-7,,2.352e-7,
404.63,6.957e-8,,6.957e-8,
404.68,1.995e-8,,1.995e-8,
404.73,5.547e-9,,5.547e-9,
404.78,1.495e-9,,1.495e-9,
404.83,3.909e-10,,3.909e-10,
404.88,9.909e-11,,9.909e-11,
404.93,2.435e-11,,2.435e-11,
404.98,5.803e-12,,5.803e-12,
405.03,1.341e-12,,1.341e-12,
405.78,3.762e-22,,,3.762e-22
405.83,1.631e-21,,,1.631e-21
405.88,6.864e-21,,,6.864e-21
405.93,2.803e-20,,,2.803e-20
405.98,1.111e-19,,,1.111e-19
406.03,4.273e-19,,,4.273e-19
406.08,1.595e-18,,,1.595e-18
406.13,5.776e-18,,,5.776e-18
406.18,2.030e-17,,,2.030e-17
406.23,6.925e-17,,,6.925e-17
406.28,2.292e-16,,,2.292e-16
406.33,7.364e-16,,,7.364e-16
406.38,2.296e-15,,,2.296e-15
406.43,6.945e-15,,,6.945e-15
406.48,2.039e-14,,,2.039e-14
406.53,5.809e-14,,,5.809e-14
406.58,1.606e-13,,,1.606e-13
406.63,4.310e-13,,,4.310e-13
406.68,1.122e-12,,,1.122e-12
406.73,2.836e-12,,,2.836e-12
406.78,6.955e-12,,,6.955e-12
406.83,1.655e-11,,,1.655e-11
406.88,3.822e-11,,,3.822e-11
406.93,8.566e-11,,,8.566e-11
406.98,1.863e-10,,,1.863e-10
407.03,3.933e-10,,,3.933e-10
407.08,8.055e-10,,,8.055e-10
407.13,1.601e-9,,,1.601e-9
407.18,3.089e-9,,,3.089e-9
407.23,5.783e-9,,,5.783e-9
407.28,1.051e-8,,,1.051e-8
407.33,1.852e-8,,,1.852e-8
407.38,3.169e-8,,,3.169e-8
407.43,5.263e-8,,,5.263e-8
407.48,8.482e-8,,,8.482e-8
407.53,1.327e-7,,,1.327e-7
407.58,2.014e-7,,,2.014e-7
407.63,2.968e-7,,,2.968e-7
407.68,4.246e-7,,,4.246e-7
407.73,5.897e-7,,,5.897e-7
407.78,7.953e-7,,,7.953e-7
407.83,1.042e-6,,,1.042e-6
407.88,1.326e-6,,,1.326e-6
407.93,1.642e-6,,,1.642e-6
407.98,1.977e-6,,,1.977e-6
408.03,2.319e-6,,,2.319e-6
408.08,2.655e-6,,,2.655e-6
408.13,2.971e-6,,,2.971e-6
408.18,3.258e-6,,,3.258e-6
408.23,3.516e-6,,,3.516e-6
408.28,3.747e-6,,,3.747e-6
408.33,3.962e-6,,,3.962e-6
408.38,4.176e-6,,,4.176e-6
408.43,4.403e-6,,,4.403e-6
408.48,4.656e-6,,,4.656e-6
408.53,4.938e-6,,,4.938e-6
408.58,5.245e-6,,,5.245e-6
408.63,5.557e-6,,,5.557e-6
408.68,5.850e-6,,,5.850e-6
408.73,6.089e-6,,,6.089e-6
408.78,6.240e-6,,,6.240e-6
408.83,6.274e-6,,,6.274e-6
408.88,6.171e-6,,,6.171e-6
408.93,5.926e-6,,,5.926e-6
408.98,5.544e-6,,,5.544e-6
409.03,5.050e-6,,,5.050e-6
409.08,4.473e-6,,,4.473e-6
409.13,3.850e-6,,,3.850e-6
409.18,3.220e-6,,,3.220e-6
409.23,2.615e-6,,,2.615e-6
409.28,2.063e-6,,,2.063e-6
409.33,1.579e-6,,,1.579e-6
409.38,1.174e-6,,,1.174e-6
409.43,8.471e-7,,,8.471e-7
409.48,5.933e-7,,,5.933e-7
409.53,4.033e-7,,,4.033e-7
409.58,2.661e-7,,,2.661e-7
409.63,1.704e-7,,,1.704e-7
409.68,1.059e-7,,,1.059e-7
409.73,6.387e-8,,,6.387e-8
409.78,3.739e-8,,,3.739e-8
409.83,2.124e-8,,,2.124e-8
409.88,1.172e-8,,,1.172e-8
409.93,6.270e-9,,,6.270e-9
409.98,3.257e-9,,,3.257e-9
410.03,1.642e-9,,,1.642e-9
410.08,8.032e-10,,,8.032e-10
410.13,3.814e-10,,,3.814e-10
410.18,1.758e-10,,,1.758e-10
410.23,7.862e-11,,,7.862e-11
410.28,3.413e-11,,,3.413e-11
410.33,1.438e-11,,,1.438e-11
410.38,5.879e-12,,,5.879e-12
410.43,2.333e-12,,,2.333e-12
410.48,8.986e-13,,,8.986e-13
410.53,3.359e-13,,,3.359e-13
410.58,1.219e-13,,,1.219e-13
410.63,4.290e-14,,,4.290e-14
410.68,1.466e-14,,,1.466e-14
410.73,4.862e-15,,,4.862e-15
410.78,1.565e-15,,,1.565e-15
410.83,4.889e-16,,,4.889e-16
410.88,1.482e-16,,,1.482e-16
410.93,4.362e-17,,,4.362e-17
410.98,1.246e-17,,,1.246e-17
411.03,3.452e-18,,,3.452e-18
411.08,9.287e-19,,,9.287e-19
411.13,2.424e-19,,,2.424e-19
411.18,6.143e-20,,,6.143e-20
411.23,1.511e-20,,,1.511e-20
411.28,3.605e-21,,,3.605e-21
411.33,8.351e-22,,,8.351e-22
412.48,1.168e-19,,,1.168e-19
412.53,6.360e-19,,,6.360e-19
412.58,2.626e-18,,,2.626e-18
412.63,1.053e-17,,,1.053e-17
412.68,4.103e-17,,,4.103e-17
412.73,1.553e-16,,,1.553e-16
412.78,5.710e-16,,,5.710e-16
412.83,2.039e-15,,,2.039e-15
412.88,7.075e-15,,,7.075e-15
412.93,2.385e-14,,,2.385e-14
412.98,7.808e-14,,,7.808e-14
413.03,2.484e-13,,,2.484e-13
413.08,7.674e-13,,,7.674e-13
413.13,2.304e-12,,,2.304e-12
413.18,6.717e-12,,,6.717e-12
413.23,1.903e-11,,,1.903e-11
413.28,5.236e-11,,,5.236e-11
413.33,1.400e-10,,,1.400e-10
413.38,3.635e-10,,,3.635e-10
413.43,9.169e-10,,,9.169e-10
413.48,2.247e-9,,,2.247e-9
413.53,5.349e-9,,,5.349e-9
413.58,1.237e-8,,,1.237e-8
413.63,2.779e-8,,,2.779e-8
413.68,6.066e-8,,,6.066e-8
413.73,1.286e-7,,,1.286e-7
413.78,2.649e-7,,,2.649e-7
413.83,5.300e-7,,,5.300e-7
413.88,1.030e-6,,,1.030e-6
413.93,1.945e-6,,,1.945e-6
413.98,3.568e-6,,,3.568e-6
414.03,6.358e-6,,,6.358e-6
414.08,1.101e-5,,,1.101e-5
414.13,1.851e-5,,,1.851e-5
414.18,3.023e-5,,,3.023e-5
414.23,4.798e-5,,,4.798e-5
414.28,7.396e-5,,,7.396e-5
414.33,1.108e-4,,,1.108e-4
414.38,1.612e-4,,,1.612e-4
414.43,2.278e-4,,,2.278e-4
414.48,3.127e-4,,,3.127e-4
414.53,4.171e-4,,,4.171e-4
414.58,5.405e-4,,,5.405e-4
414.63,6.803e-4,,,6.803e-4
414.68,8.319e-4,,,8.319e-4
414.73,9.882e-4,,,9.882e-4
414.78,1.140e-3,,,1.140e-3
414.83,1.278e-3,,,1.278e-3
414.88,1.392e-3,,,1.392e-3
414.93,1.473e-3,,,1.473e-3
414.98,1.514e-3,,,1.514e-3
415.03,1.511e-3,,,1.511e-3
415.08,1.466e-3,,,1.466e-3
415.13,1.381e-3,,,1.381e-3
415.18,1.264e-3,,,1.264e-3
415.23,1.124e-3,,,1.124e-3
415.28,9.711e-4,,,9.711e-4
415.33,8.149e-4,,,8.149e-4
415.38,6.644e-4,,,6.644e-4
415.43,5.261e-4,,,5.261e-4
415.48,4.048e-4,,,4.048e-4
415.53,3.025e-4,,,3.025e-4
415.58,2.196e-4,,,2.196e-4
415.63,1.549e-4,,,1.549e-4
415.68,1.062e-4,,,1.062e-4
415.73,7.066e-5,,,7.066e-5
415.78,4.569e-5,,,4.569e-5
415.83,2.870e-5,,,2.870e-5
415.88,1.752e-5,,,1.752e-5
415.93,1.038e-5,,,1.038e-5
415.98,5.981e-6,,,5.981e-6
416.03,3.346e-6,,,3.346e-6
416.08,1.819e-6,,,1.819e-6
416.13,9.602e-7,,,9.602e-7
416.18,4.925e-7,,,4.925e-7
416.23,2.454e-7,,,2.454e-7
416.28,1.188e-7,,,1.188e-7
416.33,5.587e-8,,,5.587e-8
416.38,2.552e-8,,,2.552e-8
416.43,1.133e-8,,,1.133e-8
416.48,4.883e-9,,,4.883e-9
416.53,2.045e-9,,,2.045e-9
416.58,8.321e-10,,,8.321e-10
416.63,3.289e-10,,,3.289e-10
416.68,1.263e-10,,,1.263e-10
416.73,4.711e-11,,,4.711e-11
416.78,1.707e-11,,,1.707e-11
416.84,4.860e-12,,,4.860e-12
416.89,1.652e-12,,,1.652e-12
416.94,5.458e-13,,,5.458e-13
416.99,1.751e-13,,,1.751e-13
417.04,5.459e-14,,,5.459e-14
417.09,1.653e-14,,,1.653e-14
417.14,4.863e-15,,,4.863e-15
417.19,1.390e-15,,,1.390e-15
417.24,3.858e-16,,,3.858e-16
417.29,1.040e-16,,,1.040e-16
417.34,2.726e-17,,,2.726e-17
417.39,6.938e-18,,,6.938e-18
417.44,1.716e-18,,,1.716e-18
417.49,4.121e-19,,,4.121e-19
420.14,3.785e-13,,3.785e-13,
420.19,1.696e-12,,1.696e-12,
420.24,6.864e-12,,6.864e-12,
420.29,2.664e-11,,2.664e-11,
420.34,1.006e-10,,1.006e-10,
420.39,3.694e-10,,3.694e-10,
420.44,1.319e-9,,1.319e-9,
420.49,4.582e-9,,4.582e-9,
420.54,1.548e-8,,1.548e-8,
420.59,5.086e-8,,5.086e-8,
420.64,1.625e-7,,1.625e-7,
420.69,5.052e-7,,5.052e-7,
420.74,1.528e-6,,1.528e-6,
420.79,4.492e-6,,4.492e-6,
420.84,1.285e-5,,1.285e-5,
420.89,3.575e-5,,3.575e-5,
420.94,9.676e-5,,9.676e-5,
420.99,2.547e-4,,2.547e-4,
421.04,6.522e-4,,6.522e-4,
421.09,1.624e-3,,1.624e-3,
421.14,3.936e-3,,3.936e-3,
421.19,9.276e-3,,9.276e-3,
421.24,2.127e-2,,2.127e-2,
421.29,4.743e-2,,4.743e-2,
421.34,1.029e-1,,1.029e-1,
421.39,2.171e-1,,2.171e-1,
421.44,4.458e-1,,4.458e-1,
421.49,8.904e-1,,8.904e-1,
421.54,1.730e+0,,1.730e+0,
421.59,3.270e+0,,3.270e+0,
421.64,6.014e+0,,6.014e+0,
421.69,1.076e+1,,1.076e+1,
421.74,1.873e+1,,1.873e+1,
421.79,3.171e+1,,3.171e+1,
421.84,5.225e+1,,5.225e+1,
421.89,8.376e+1,,8.376e+1,
421.94,1.306e+2,,1.306e+2,
421.99,1.982e+2,,1.982e+2,
422.04,2.926e+2,,2.926e+2,
422.09,4.204e+2,,4.204e+2,
422.14,5.875e+2,,5.875e+2,
422.19,7.990e+2,,7.990e+2,
422.24,1.057e+3,,1.057e+3,
422.29,1.361e+3,,1.361e+3,
422.34,1.706e+3,,1.706e+3,
422.39,2.079e+3,,2.079e+3,
422.44,2.467e+3,,2.467e+3,
422.49,2.847e+3,,2.847e+3,
422.54,3.198e+3,,3.198e+3,
422.59,3.496e+3,,3.496e+3,
422.64,3.718e+3,,3.718e+3,
422.69,3.848e+3,,3.848e+3,
422.74,3.876e+3,,3.876e+3,
422.79,3.799e+3,,3.799e+3,
422.84,3.623e+3,,3.623e+3,
422.89,3.363e+3,,3.363e+3,
422.94,3.038e+3,,3.038e+3,
422.99,2.670e+3,,2.670e+3,
423.04,2.284e+3,,2.284e+3,
423.09,1.901e+3,,1.901e+3,
423.14,1.540e+3,,1.540e+3,
423.19,1.214e+3,,1.214e+3,
423.24,9.308e+2,,9.308e+2,
423.29,6.948e+2,,6.948e+2,
423.34,5.047e+2,,5.047e+2,
423.39,3.568e+2,,3.568e+2,
423.44,2.454e+2,,2.454e+2,
423.49,1.643e+2,,1.643e+2,
423.54,1.070e+2,,1.070e+2,
423.59,6.782e+1,,6.782e+1,
423.64,4.183e+1,,4.183e+1,
423.69,2.511e+1,,2.511e+1,
423.74,1.466e+1,,1.466e+1,
423.79,8.334e+0,,8.334e+0,
423.84,4.609e+0,,4.609e+0,
423.89,2.480e+0,,2.480e+0,
423.94,1.298e+0,,1.298e+0,
423.99,6.615e-1,,6.615e-1,
424.04,3.279e-1,,3.279e-1,
424.09,1.582e-1,,1.582e-1,
424.14,7.423e-2,,7.423e-2,
424.19,3.390e-2,,3.390e-2,
424.24,1.506e-2,,1.506e-2,
424.29,6.511e-3,,6.511e-3,
424.34,2.738e-3,,2.738e-3,
424.39,1.121e-3,,1.121e-3,
424.44,4.461e-4,,4.461e-4,
424.49,1.728e-4,,1.728e-4,
424.54,6.512e-5,,6.512e-5,
424.59,2.387e-5,,2.387e-5,
424.64,8.515e-6,,8.515e-6,
424.69,2.955e-6,,2.955e-6,
424.74,9.974e-7,,9.974e-7,
424.79,3.276e-7,,3.276e-7,
424.84,1.047e-7,,1.047e-7,
424.89,3.253e-8,,3.253e-8,
424.94,9.834e-9,,9.834e-9,
424.99,2.892e-9,,2.892e-9,
425.04,8.275e-10,,8.275e-10,
425.09,2.303e-10,,2.303e-10,
425.14,6.236e-11,,6.236e-11,
425.19,1.642e-11,,1.642e-11,
425.24,4.207e-12,,4.207e-12,
425.29,9.982e-13,,9.982e-13,
425.34,1.798e-13,,1.798e-13,
432.09,2.074e-13,,2.074e-13,
432.14,8.156e-13,,8.156e-13,
432.19,3.454e-12,,3.454e-12,
432.24,1.293e-11,,1.293e-11,
432.29,4.718e-11,,4.718e-11,
432.34,1.677e-10,,1.677e-10,
432.39,5.804e-10,,5.804e-10,
432.44,1.957e-9,,1.957e-9,
432.49,6.428e-9,,6.428e-9,
432.54,2.057e-8,,2.057e-8,
432.59,6.411e-8,,6.411e-8,
432.64,1.947e-7,,1.947e-7,
432.69,5.759e-7,,5.759e-7,
432.74,1.659e-6,,1.659e-6,
432.79,4.658e-6,,4.658e-6,
432.84,1.274e-5,,1.274e-5,
432.89,3.393e-5,,3.393e-5,
432.94,8.805e-5,,8.805e-5,
432.99,2.226e-4,,2.226e-4,
433.04,5.482e-4,,5.482e-4,
433.09,1.315e-3,,1.315e-3,
433.14,3.074e-3,,3.074e-3,5.410e-22
433.19,6.999e-3,,6.999e-3,2.122e-21
433.24,1.553e-2,,1.553e-2,8.106e-21
433.29,3.355e-2,,3.355e-2,3.016e-20
433.34,7.063e-2,,7.063e-2,1.093e-19
433.39,1.449e-1,,1.449e-1,3.859e-19
433.44,2.894e-1,,2.894e-1,1.327e-18
433.49,5.634e-1,,5.634e-1,4.443e-18
433.54,1.068e+0,,1.068e+0,1.449e-17
433.59,1.974e+0,,1.974e+0,4.604e-17
433.64,3.553e+0,,3.553e+0,1.425e-16
433.69,6.230e+0,,6.230e+0,4.295e-16
433.74,1.064e+1,,1.064e+1,1.261e-15
433.79,1.771e+1,,1.771e+1,3.605e-15
433.84,2.872e+1,,2.872e+1,1.004e-14
433.89,4.536e+1,,4.536e+1,2.724e-14
433.94,6.981e+1,,6.981e+1,7.197e-14
433.99,1.047e+2,,1.047e+2,1.852e-13
434.04,1.529e+2,,1.529e+2,4.643e-13
434.09,2.176e+2,,2.176e+2,1.134e-12
434.14,3.017e+2,,3.017e+2,2.696e-12
434.19,4.075e+2,,4.075e+2,6.245e-12
434.24,5.362e+2,,5.362e+2,1.409e-11
434.29,6.875e+2,,6.875e+2,3.096e-11
434.34,8.587e+2,,8.587e+2,6.627e-11
434.39,1.045e+3,,1.045e+3,1.382e-10
434.44,1.239e+3,,1.239e+3,2.806e-10
434.49,1.431e+3,,1.431e+3,5.549e-10
434.54,1.610e+3,,1.610e+3,1.069e-9
434.59,1.766e+3,,1.766e+3,2.006e-9
434.64,1.886e+3,,1.886e+3,3.666e-9
434.69,1.963e+3,,1.963e+3,6.525e-9
434.74,1.990e+3,,1.990e+3,1.131e-8
434.79,1.965e+3,,1.965e+3,1.911e-8
434.84,1.891e+3,,1.891e+3,3.143e-8
434.89,1.773e+3,,1.773e+3,5.036e-8
434.94,1.620e+3,,1.620e+3,7.859e-8
434.99,1.441e+3,,1.441e+3,1.195e-7
435.04,1.250e+3,,1.250e+3,1.769e-7
435.09,1.055e+3,,1.055e+3,2.552e-7
435.14,8.685e+2,,8.685e+2,3.585e-7
435.19,6.962e+2,,6.962e+2,4.907e-7
435.24,5.438e+2,,5.438e+2,6.544e-7
435.29,4.138e+2,,4.138e+2,8.502e-7
435.34,3.067e+2,,3.067e+2,1.077e-6
435.39,2.215e+2,,2.215e+2,1.329e-6
435.44,1.558e+2,,1.558e+2,1.599e-6
435.49,1.068e+2,,1.068e+2,1.877e-6
435.54,7.133e+1,,7.133e+1,2.152e-6
435.59,4.640e+1,,4.640e+1,2.410e-6
435.64,2.941e+1,,2.941e+1,2.641e-6
435.69,1.816e+1,,1.816e+1,2.837e-6
435.74,1.092e+1,,1.092e+1,2.995e-6
435.79,6.399e+0,,6.399e+0,3.118e-6
435.84,3.653e+0,,3.653e+0,3.213e-6
435.89,2.032e+0,,2.032e+0,3.293e-6
435.94,1.101e+0,,1.101e+0,3.373e-6
435.99,5.808e-1,,5.808e-1,3.469e-6
436.04,2.986e-1,,2.986e-1,3.593e-6
436.09,1.496e-1,,1.496e-1,3.753e-6
436.14,7.298e-2,,7.298e-2,3.949e-6
436.19,3.469e-2,,3.469e-2,4.171e-6
436.24,1.607e-2,,1.606e-2,4.404e-6
436.29,7.249e-3,,7.245e-3,4.624e-6
436.34,3.188e-3,,3.183e-3,4.807e-6
436.39,1.368e-3,,1.363e-3,4.928e-6
436.44,5.731e-4,,5.682e-4,4.964e-6
436.49,2.357e-4,,2.308e-4,4.903e-6
436.54,9.605e-5,,9.131e-5,4.739e-6
436.59,3.967e-5,,3.520e-5,4.476e-6
436.64,1.734e-5,,1.321e-5,4.127e-6
436.69,8.545e-6,,4.833e-6,3.712e-6
436.74,4.978e-6,,1.722e-6,3.256e-6
436.79,3.382e-6,,5.976e-7,2.785e-6
436.84,2.523e-6,,2.020e-7,2.321e-6
436.89,1.951e-6,,6.653e-8,1.885e-6
436.94,1.513e-6,,2.134e-8,1.491e-6
436.99,1.156e-6,,6.668e-9,1.150e-6
437.04,8.654e-7,,2.030e-9,8.634e-7
437.09,6.323e-7,,6.017e-10,6.316e-7
437.14,4.503e-7,,1.738e-10,4.502e-7
437.19,3.126e-7,,4.888e-11,3.125e-7
437.24,2.114e-7,,1.339e-11,2.114e-7
437.29,1.392e-7,,3.575e-12,1.392e-7
437.34,8.936e-8,,8.935e-13,8.936e-8
437.39,5.586e-8,,1.906e-13,5.586e-8
437.44,3.401e-8,,,3.401e-8
437.49,2.018e-8,,,2.018e-8
437.54,1.166e-8,,,1.166e-8
437.59,6.561e-9,,,6.561e-9
437.64,3.597e-9,,,3.597e-9
437.69,1.921e-9,,,1.921e-9
437.74,9.992e-10,,,9.992e-10
437.79,5.063e-10,,,5.063e-10
437.84,2.499e-10,,,2.499e-10
437.89,1.202e-10,,,1.202e-10
437.94,5.628e-11,,,5.628e-11
437.99,2.568e-11,,,2.568e-11
438.04,1.141e-11,,,1.141e-11
438.09,4.940e-12,,,4.940e-12
438.14,2.083e-12,,,2.083e-12
438.19,8.556e-13,,,8.556e-13
438.24,3.423e-13,,,3.423e-13
438.29,1.334e-13,,,1.334e-13
438.34,5.066e-14,,,5.066e-14
438.39,1.873e-14,,,1.873e-14
438.44,6.749e-15,,,6.749e-15
438.49,2.368e-15,,,2.368e-15
438.54,8.095e-16,,,8.095e-16
438.59,2.695e-16,,,2.695e-16
438.64,8.742e-17,,,8.742e-17
438.69,2.762e-17,,,2.762e-17
438.74,8.500e-18,,,8.500e-18
438.79,2.548e-18,,,2.548e-18
438.84,7.441e-19,,,7.441e-19
438.89,2.117e-19,,,2.117e-19
438.94,5.864e-20,,,5.864e-20
438.99,1.583e-20,,,1.583e-20
439.04,4.161e-21,,,4.161e-21
439.09,1.066e-21,,,1.066e-21
448.55,2.624e-18,,,2.624e-18
448.6,9.807e-18,,,9.807e-18
448.65,3.577e-17,,,3.577e-17
448.7,1.273e-16,,,1.273e-16
448.75,4.421e-16,,,4.421e-16
448.8,1.498e-15,,,1.498e-15
448.85,4.952e-15,,,4.952e-15
448.9,1.598e-14,,,1.598e-14
448.95,5.029e-14,,,5.029e-14
449,1.544e-13,,,1.544e-13
449.05,4.628e-13,,,4.628e-13
449.1,1.353e-12,,,1.353e-12
449.15,3.862e-12,,,3.862e-12
449.2,1.075e-11,,,1.075e-11
449.25,2.921e-11,,,2.921e-11
449.3,7.741e-11,,,7.741e-11
449.35,2.002e-10,,,2.002e-10
449.4,5.053e-10,,,5.053e-10
449.45,1.244e-9,,,1.244e-9
449.5,2.989e-9,,,2.989e-9
449.55,7.008e-9,,,7.008e-9
449.6,1.603e-8,,,1.603e-8
449.65,3.578e-8,,,3.578e-8
449.7,7.793e-8,,,7.793e-8
449.75,1.656e-7,,,1.656e-7
449.8,3.434e-7,,,3.434e-7
449.85,6.948e-7,,,6.948e-7
449.9,1.372e-6,,,1.372e-6
449.95,2.642e-6,,,2.642e-6
450,4.966e-6,,,4.966e-6
450.05,9.107e-6,,,9.107e-6
450.1,1.630e-5,,,1.630e-5
450.15,2.846e-5,,,2.846e-5
450.2,4.848e-5,,,4.848e-5
450.25,8.060e-5,,,8.060e-5
450.3,1.307e-4,,,1.307e-4
450.35,2.069e-4,,,2.069e-4
450.4,3.196e-4,,,3.196e-4
450.45,4.815e-4,,,4.815e-4
450.5,7.080e-4,,,7.080e-4
450.55,1.016e-3,,,1.016e-3
450.6,1.422e-3,,,1.422e-3
450.65,1.942e-3,,,1.942e-3
450.7,2.589e-3,,,2.589e-3
450.75,3.367e-3,,,3.367e-3
450.8,4.272e-3,,,4.272e-3
450.85,5.289e-3,,,5.289e-3
450.9,6.390e-3,,,6.390e-3
450.95,7.533e-3,,,7.533e-3
451,8.664e-3,,,8.664e-3
451.05,9.724e-3,,,9.724e-3
451.1,1.065e-2,,,1.065e-2
451.15,1.138e-2,,,1.138e-2
451.2,1.186e-2,,,1.186e-2
451.25,1.207e-2,,,1.207e-2
451.3,1.198e-2,,,1.198e-2
451.35,1.161e-2,,,1.161e-2
451.4,1.097e-2,,,1.097e-2
451.45,1.011e-2,,,1.011e-2
451.5,9.102e-3,,,9.102e-3
451.55,7.993e-3,,,7.993e-3
451.6,6.850e-3,,,6.850e-3
451.65,5.731e-3,,,5.731e-3
451.7,4.684e-3,,,4.684e-3
451.75,3.745e-3,,,3.745e-3
451.8,2.939e-3,,,2.939e-3
451.85,2.278e-3,,,2.278e-3
451.9,1.770e-3,,,1.770e-3
451.95,1.416e-3,,,1.416e-3
452,1.216e-3,,,1.216e-3
452.05,1.175e-3,,,1.175e-3
452.1,1.299e-3,,,1.299e-3
452.15,1.602e-3,,,1.602e-3
452.2,2.103e-3,,,2.103e-3
452.25,2.823e-3,,,2.823e-3
452.3,3.785e-3,,,3.785e-3
452.35,5.006e-3,,,5.006e-3
452.4,6.493e-3,,,6.493e-3
452.45,8.237e-3,,,8.237e-3
452.5,1.021e-2,,,1.021e-2
