Wavelength (nm),Sum,Cr I (8.9e-02),Cr II (9.1e-01)
  529.92,8.16E+07,8.16E+07,
  529.97,7.72E+07,7.72E+07,
  530.02,7.19E+07,7.19E+07,
  530.07,6.58E+07,6.58E+07,
  530.12,5.93E+07,5.93E+07,
  530.17,5.26E+07,5.26E+07,
  530.22,4.59E+07,4.59E+07,
  530.27,3.96E+07,3.96E+07,
  530.32,3.36E+07,3.36E+07,
  530.37,2.82E+07,2.82E+07,
  530.42,2.34E+07,2.34E+07,
  530.47,1.93E+07,1.93E+07,
  530.52,1.58E+07,1.58E+07,
  530.57,1.29E+07,1.29E+07,
  530.62,1.06E+07,1.06E+07,
  530.67,8.72E+06,8.72E+06,
  530.72,7.32E+06,7.32E+06,
  530.77,6.28E+06,6.28E+06,
  530.82,5.56E+06,5.56E+06,
  530.87,5.08E+06,5.08E+06,
  530.92,4.81E+06,4.81E+06,
  530.97,4.69E+06,4.69E+06,
  531.02,4.68E+06,4.68E+06,
  531.07,4.75E+06,4.75E+06,
  531.12,4.87E+06,4.87E+06,
  531.17,5.01E+06,5.01E+06,
  531.22,5.16E+06,5.16E+06,
  531.27,5.30E+06,5.30E+06,
  531.32,5.43E+06,5.43E+06,
  531.37,5.53E+06,5.53E+06,
  531.42,5.61E+06,5.61E+06,
  531.47,5.67E+06,5.67E+06,
  531.52,5.73E+06,5.73E+06,
  531.57,5.80E+06,5.80E+06,
  531.62,5.90E+06,5.90E+06,
  531.67,6.06E+06,6.06E+06,
  531.72,6.32E+06,6.32E+06,
  531.77,6.72E+06,6.72E+06,
  531.82,7.34E+06,7.34E+06,
  531.87,8.22E+06,8.22E+06,
  531.92,9.47E+06,9.47E+06,
  531.97,1.12E+07,1.12E+07,
  532.02,1.34E+07,1.34E+07,
  532.07,1.63E+07,1.63E+07,
  532.12,1.99E+07,1.99E+07,
  532.17,2.43E+07,2.43E+07,
  532.22,2.96E+07,2.96E+07,
  532.27,3.57E+07,3.57E+07,
  532.32,4.27E+07,4.27E+07,
  532.37,5.03E+07,5.03E+07,
  532.42,5.86E+07,5.86E+07,
  532.47,6.71E+07,6.71E+07,
  532.52,7.57E+07,7.57E+07,
  532.57,8.40E+07,8.40E+07,
  532.62,9.18E+07,9.18E+07,
  532.67,9.85E+07,9.85E+07,
  532.72,1.04E+08,1.04E+08,
  532.77,1.08E+08,1.08E+08,
  532.82,1.10E+08,1.10E+08,
  532.87,1.10E+08,1.10E+08,
  532.92,1.09E+08,1.09E+08,
  532.97,1.05E+08,1.05E+08,
  533.02,1.00E+08,1.00E+08,
  533.07,9.38E+07,9.38E+07,
  533.12,8.63E+07,8.63E+07,
  533.17,7.81E+07,7.81E+07,
  533.22,6.95E+07,6.95E+07,
  533.27,6.08E+07,6.08E+07,
  533.32,5.23E+07,5.23E+07,
  533.37,4.44E+07,4.44E+07,
  533.42,3.71E+07,3.71E+07,
  533.47,3.07E+07,3.07E+07,
  533.52,2.52E+07,2.52E+07,
  533.57,2.07E+07,2.07E+07,
  533.62,1.70E+07,1.70E+07,
  533.67,1.43E+07,1.43E+07,
  533.72,1.23E+07,1.23E+07,
  533.77,1.12E+07,1.12E+07,
  533.82,1.07E+07,1.07E+07,
  533.87,1.08E+07,1.08E+07,
  533.92,1.15E+07,1.15E+07,
  533.97,1.27E+07,1.27E+07,
  534.02,1.43E+07,1.43E+07,
  534.07,1.62E+07,1.62E+07,
  534.12,1.85E+07,1.85E+07,
  534.17,2.10E+07,2.10E+07,
  534.22,2.36E+07,2.36E+07,
  534.27,2.64E+07,2.64E+07,
  534.32,2.91E+07,2.91E+07,
  534.37,3.16E+07,3.16E+07,
  534.42,3.40E+07,3.40E+07,
  534.47,3.60E+07,3.60E+07,
  534.52,3.76E+07,3.76E+07,
  534.57,3.87E+07,3.87E+07,
  534.62,3.93E+07,3.93E+07,
  534.67,3.93E+07,3.93E+07,
  534.72,3.87E+07,3.87E+07,
  534.77,3.75E+07,3.75E+07,
  534.82,3.58E+07,3.58E+07,
  534.87,3.37E+07,3.37E+07,
  534.92,3.12E+07,3.12E+07,
  534.97,2.85E+07,2.85E+07,
  535.02,2.56E+07,2.56E+07,
  535.07,2.26E+07,2.26E+07,
  535.12,1.97E+07,1.97E+07,
  535.17,1.69E+07,1.69E+07,
  535.22,1.43E+07,1.43E+07,
  535.27,1.19E+07,1.19E+07,
  535.32,9.73E+06,9.73E+06,
  535.37,7.85E+06,7.85E+06,
  535.42,6.23E+06,6.23E+06,
  535.47,4.87E+06,4.87E+06,
  535.52,3.74E+06,3.74E+06,
  535.57,2.83E+06,2.83E+06,
  535.62,2.11E+06,2.11E+06,
  535.67,1.55E+06,1.55E+06,
  535.72,1.12E+06,1.12E+06,
  535.77,7.95E+05,7.95E+05,
  535.82,5.56E+05,5.56E+05,
  535.87,3.82E+05,3.82E+05,
  535.92,2.59E+05,2.59E+05,
  535.97,1.72E+05,1.72E+05,
  536.02,1.13E+05,1.13E+05,
  536.07,7.28E+04,7.28E+04,
  536.12,4.61E+04,4.61E+04,
  536.17,2.88E+04,2.88E+04,
  536.22,1.77E+04,1.77E+04,
  536.27,1.07E+04,1.07E+04,
  536.32,6.32E+03,6.32E+03,
  536.37,3.69E+03,3.69E+03,
  536.42,2.12E+03,2.12E+03,
  536.47,1.19E+03,1.19E+03,
  536.52,6.62E+02,6.62E+02,
  536.57,3.61E+02,3.61E+02,
  536.62,1.94E+02,1.94E+02,
  536.67,1.02E+02,1.02E+02,
  536.72,5.29E+01,5.29E+01,
  536.77,2.70E+01,2.70E+01,
  536.82,1.35E+01,1.35E+01,
  536.87,6.65E+00,6.65E+00,
  536.92,3.22E+00,3.22E+00,
  536.97,1.53E+00,1.53E+00,
  537.02,7.16E-01,7.16E-01,
  537.07,3.29E-01,3.29E-01,
  537.12,1.49E-01,1.49E-01,
  537.17,6.60E-02,6.60E-02,
  537.22,2.88E-02,2.88E-02,
  537.27,1.24E-02,1.24E-02,
  537.32,5.25E-03,5.25E-03,
  537.37,2.26E-03,2.26E-03,
  537.42,1.12E-03,1.12E-03,
  537.47,9.36E-04,9.36E-04,
  537.52,1.54E-03,1.54E-03,
  537.57,3.38E-03,3.38E-03,
  537.62,7.77E-03,7.77E-03,
  537.67,1.78E-02,1.78E-02,
  537.72,3.99E-02,3.99E-02,
  537.77,8.83E-02,8.83E-02,
  537.82,1.92E-01,1.92E-01,
  537.87,4.10E-01,4.10E-01,
  537.92,8.62E-01,8.62E-01,
  537.97,1.78E+00,1.78E+00,
  538.02,3.61E+00,3.61E+00,
  538.07,7.21E+00,7.21E+00,
  538.12,1.41E+01,1.41E+01,
  538.17,2.73E+01,2.73E+01,
  538.22,5.17E+01,5.17E+01,
  538.27,9.63E+01,9.63E+01,
  538.32,1.76E+02,1.76E+02,
  538.37,3.18E+02,3.18E+02,
  538.42,5.62E+02,5.62E+02,
  538.47,9.77E+02,9.77E+02,
  538.52,1.67E+03,1.67E+03,
  538.57,2.81E+03,2.81E+03,
  538.62,4.64E+03,4.64E+03,
  538.67,7.54E+03,7.54E+03,
  538.72,1.21E+04,1.21E+04,
  538.77,1.89E+04,1.89E+04,
  538.82,2.92E+04,2.92E+04,
  538.87,4.43E+04,4.43E+04,
  538.92,6.60E+04,6.60E+04,
  538.97,9.67E+04,9.67E+04,
  539.02,1.39E+05,1.39E+05,
  539.07,1.98E+05,1.98E+05,
  539.12,2.75E+05,2.75E+05,
  539.17,3.77E+05,3.77E+05,
  539.22,5.07E+05,5.07E+05,
  539.27,6.71E+05,6.71E+05,
  539.32,8.73E+05,8.73E+05,
  539.37,1.12E+06,1.12E+06,
  539.42,1.41E+06,1.41E+06,
  539.47,1.74E+06,1.74E+06,
  539.52,2.12E+06,2.12E+06,
  539.57,2.55E+06,2.55E+06,
  539.62,3.01E+06,3.01E+06,
  539.67,3.51E+06,3.51E+06,
  539.72,4.03E+06,4.03E+06,
  539.77,4.58E+06,4.58E+06,
  539.82,5.14E+06,5.14E+06,
  539.87,5.72E+06,5.72E+06,
  539.92,6.33E+06,6.33E+06,
  539.97,6.97E+06,6.97E+06,
  540.02,7.67E+06,7.67E+06,
  540.07,8.46E+06,8.46E+06,
  540.12,9.38E+06,9.38E+06,
  540.17,1.05E+07,1.05E+07,
  540.22,1.18E+07,1.18E+07,
  540.27,1.33E+07,1.33E+07,
  540.33,1.56E+07,1.56E+07,
  540.38,1.78E+07,1.78E+07,
  540.43,2.03E+07,2.03E+07,
  540.48,2.32E+07,2.32E+07,
  540.53,2.63E+07,2.63E+07,
  540.58,2.96E+07,2.96E+07,
  540.63,3.29E+07,3.29E+07,
  540.68,3.62E+07,3.62E+07,
  540.73,3.93E+07,3.93E+07,
  540.78,4.21E+07,4.21E+07,
  540.83,4.44E+07,4.44E+07,
  540.88,4.62E+07,4.62E+07,
  540.93,4.72E+07,4.72E+07,
  540.98,4.75E+07,4.75E+07,
  541.03,4.70E+07,4.70E+07,
  541.08,4.58E+07,4.58E+07,
  541.13,4.38E+07,4.38E+07,
  541.18,4.12E+07,4.12E+07,
  541.23,3.82E+07,3.82E+07,
  541.28,3.47E+07,3.47E+07,
  541.33,3.11E+07,3.11E+07,
  541.38,2.73E+07,2.73E+07,
  541.43,2.36E+07,2.36E+07,
  541.48,2.01E+07,2.01E+07,
  541.53,1.68E+07,1.68E+07,
  541.58,1.38E+07,1.38E+07,
  541.63,1.11E+07,1.11E+07,
  541.68,8.84E+06,8.84E+06,
  541.73,6.90E+06,6.90E+06,
  541.78,5.30E+06,5.30E+06,
  541.83,4.00E+06,4.00E+06,
  541.88,2.96E+06,2.96E+06,
  541.93,2.16E+06,2.16E+06,
  541.98,1.55E+06,1.55E+06,
  542.03,1.09E+06,1.09E+06,
  542.08,7.55E+05,7.55E+05,
  542.13,5.14E+05,5.14E+05,
  542.18,3.44E+05,3.44E+05,
  542.23,2.26E+05,2.26E+05,
  542.28,1.47E+05,1.47E+05,
  542.33,9.31E+04,9.31E+04,
  542.38,5.82E+04,5.82E+04,
  542.43,3.58E+04,3.58E+04,
  542.48,2.16E+04,2.16E+04,
  542.53,1.28E+04,1.28E+04,
  542.58,7.49E+03,7.49E+03,
  542.63,4.30E+03,4.30E+03,
  542.68,2.43E+03,2.43E+03,
  542.73,1.35E+03,1.35E+03,
  542.78,7.34E+02,7.34E+02,
  542.83,3.93E+02,3.93E+02,
  542.88,2.07E+02,2.07E+02,
  542.93,1.07E+02,1.07E+02,
  542.98,5.47E+01,5.47E+01,
  543.03,2.74E+01,2.74E+01,
  543.08,1.35E+01,1.35E+01,
  543.13,6.52E+00,6.52E+00,
  543.18,3.10E+00,3.10E+00,
  543.23,1.45E+00,1.45E+00,
  543.28,6.66E-01,6.66E-01,
  543.33,3.01E-01,3.01E-01,
  543.38,1.34E-01,1.34E-01,
  543.43,5.84E-02,5.84E-02,
  543.48,2.51E-02,2.51E-02,
  543.53,1.06E-02,1.06E-02,
  543.58,4.39E-03,4.39E-03,
  543.63,1.79E-03,1.79E-03,
  543.68,7.17E-04,7.17E-04,
  543.73,2.83E-04,2.83E-04,
  543.78,1.10E-04,1.10E-04,
  543.83,4.17E-05,4.17E-05,
  543.88,1.56E-05,1.56E-05,
  543.93,5.75E-06,5.75E-06,
  543.98,2.08E-06,2.08E-06,
  544.03,7.40E-07,7.40E-07,
  544.08,2.59E-07,2.59E-07,
  544.13,8.89E-08,8.89E-08,
  544.18,3.01E-08,3.01E-08,
  544.23,9.98E-09,9.98E-09,
  559.48,5.36E-10,5.36E-10,
  559.53,1.55E-09,1.55E-09,
  559.58,4.39E-09,4.39E-09,
  559.63,1.23E-08,1.23E-08,
  559.68,3.37E-08,3.37E-08,
  559.73,9.12E-08,9.12E-08,
  559.78,2.43E-07,2.43E-07,
  559.83,6.38E-07,6.38E-07,
  559.88,1.65E-06,1.65E-06,
  559.93,4.18E-06,4.18E-06,
  559.98,1.05E-05,1.05E-05,
  560.03,2.58E-05,2.58E-05,
  560.08,6.25E-05,6.25E-05,
  560.13,1.49E-04,1.49E-04,
  560.18,3.50E-04,3.50E-04,
  560.23,8.09E-04,8.09E-04,
  560.28,1.84E-03,1.84E-03,
  560.33,4.13E-03,4.13E-03,
  560.38,9.10E-03,9.10E-03,
  560.43,1.97E-02,1.97E-02,
  560.48,4.22E-02,4.22E-02,
  560.53,8.87E-02,8.87E-02,
  560.58,1.84E-01,1.84E-01,
  560.63,3.74E-01,3.74E-01,
  560.68,7.50E-01,7.50E-01,
  560.73,1.48E+00,1.48E+00,
  560.78,2.88E+00,2.88E+00,
  560.83,5.51E+00,5.51E+00,
  560.88,1.04E+01,1.04E+01,
  560.93,1.92E+01,1.92E+01,
  560.98,3.51E+01,3.51E+01,
  561.03,6.30E+01,6.30E+01,
  561.08,1.11E+02,1.11E+02,
  561.13,1.94E+02,1.94E+02,
  561.18,3.32E+02,3.32E+02,
  561.23,5.59E+02,5.59E+02,
  561.28,9.28E+02,9.28E+02,
  561.33,1.52E+03,1.52E+03,
  561.38,2.44E+03,2.44E+03,
  561.43,3.86E+03,3.86E+03,
  561.48,6.02E+03,6.02E+03,
  561.53,9.23E+03,9.23E+03,
  561.58,1.39E+04,1.39E+04,
  561.63,2.07E+04,2.07E+04,
  561.68,3.03E+04,3.03E+04,
  561.73,4.36E+04,4.36E+04,
  561.78,6.18E+04,6.18E+04,
  561.83,8.62E+04,8.62E+04,
  561.88,1.18E+05,1.18E+05,
  561.93,1.60E+05,1.60E+05,
  561.98,2.13E+05,2.13E+05,
  562.03,2.79E+05,2.79E+05,
  562.08,3.60E+05,3.60E+05,
  562.13,4.56E+05,4.56E+05,
  562.18,5.70E+05,5.70E+05,
  562.23,7.01E+05,7.01E+05,
  562.28,8.49E+05,8.49E+05,
  562.33,1.01E+06,1.01E+06,
  562.38,1.19E+06,1.19E+06,
  562.43,1.37E+06,1.37E+06,
  562.48,1.56E+06,1.56E+06,
  562.53,1.74E+06,1.74E+06,
  562.58,1.92E+06,1.92E+06,
  562.63,2.08E+06,2.08E+06,
  562.68,2.22E+06,2.22E+06,
  562.73,2.33E+06,2.33E+06,
  562.78,2.41E+06,2.41E+06,
  562.83,2.45E+06,2.45E+06,
  562.88,2.45E+06,2.45E+06,
  562.93,2.42E+06,2.42E+06,
  562.98,2.35E+06,2.35E+06,
  563.03,2.24E+06,2.24E+06,
  563.08,2.11E+06,2.11E+06,
  563.13,1.95E+06,1.95E+06,
  563.18,1.78E+06,1.78E+06,
  563.23,1.59E+06,1.59E+06,
  563.28,1.41E+06,1.41E+06,
  563.33,1.22E+06,1.22E+06,
  563.38,1.05E+06,1.05E+06,
  563.43,8.81E+05,8.81E+05,
  563.48,7.31E+05,7.31E+05,
  563.53,5.98E+05,5.98E+05,
  563.58,4.82E+05,4.82E+05,
  563.63,3.85E+05,3.85E+05,
  563.68,3.04E+05,3.04E+05,
  563.73,2.41E+05,2.41E+05,
  563.78,1.92E+05,1.92E+05,
  563.83,1.58E+05,1.58E+05,
  563.88,1.37E+05,1.37E+05,
  563.93,1.28E+05,1.28E+05,
  563.98,1.31E+05,1.31E+05,
  564.03,1.46E+05,1.46E+05,
  564.08,1.72E+05,1.72E+05,
  564.13,2.10E+05,2.10E+05,
  564.18,2.59E+05,2.59E+05,
  564.23,3.20E+05,3.20E+05,
  564.28,3.92E+05,3.92E+05,
  564.33,4.76E+05,4.76E+05,
  564.38,5.70E+05,5.70E+05,
  564.43,6.74E+05,6.74E+05,
  564.48,7.84E+05,7.84E+05,
  564.53,8.98E+05,8.98E+05,
  564.58,1.01E+06,1.01E+06,
  564.63,1.12E+06,1.12E+06,
  564.68,1.23E+06,1.23E+06,
  564.73,1.32E+06,1.32E+06,
  564.78,1.40E+06,1.40E+06,
  564.83,1.46E+06,1.46E+06,
  564.88,1.50E+06,1.50E+06,
  564.93,1.52E+06,1.52E+06,
  564.98,1.51E+06,1.51E+06,
  565.03,1.48E+06,1.48E+06,
  565.08,1.43E+06,1.43E+06,
  565.13,1.36E+06,1.36E+06,
  565.18,1.27E+06,1.27E+06,
  565.23,1.17E+06,1.17E+06,
  565.28,1.06E+06,1.06E+06,
  565.33,9.43E+05,9.43E+05,
  565.38,8.28E+05,8.28E+05,
  565.43,7.16E+05,7.16E+05,
  565.48,6.09E+05,6.09E+05,
  565.53,5.11E+05,5.11E+05,
  565.58,4.21E+05,4.21E+05,
  565.63,3.42E+05,3.42E+05,
  565.68,2.73E+05,2.73E+05,
  565.73,2.15E+05,2.15E+05,
  565.78,1.67E+05,1.67E+05,
  565.83,1.27E+05,1.27E+05,
  565.88,9.53E+04,9.53E+04,
  565.93,7.05E+04,7.05E+04,
  565.98,5.13E+04,5.13E+04,
  566.03,3.67E+04,3.67E+04,
  566.08,2.59E+04,2.59E+04,
  566.13,1.80E+04,1.80E+04,
  566.18,1.23E+04,1.23E+04,
  566.23,8.26E+03,8.26E+03,
  566.28,5.47E+03,5.47E+03,
  566.33,3.57E+03,3.57E+03,
  566.38,2.29E+03,2.29E+03,
  566.43,1.45E+03,1.45E+03,
  566.48,9.01E+02,9.01E+02,
  566.53,5.51E+02,5.51E+02,
  566.58,3.33E+02,3.33E+02,
  566.63,1.97E+02,1.97E+02,
  566.68,1.15E+02,1.15E+02,
  566.73,6.63E+01,6.63E+01,
  566.78,3.76E+01,3.76E+01,
  566.83,2.09E+01,2.09E+01,
  566.88,1.15E+01,1.15E+01,
  566.93,6.22E+00,6.22E+00,
  566.98,3.32E+00,3.32E+00,
  567.03,1.77E+00,1.77E+00,
  567.08,9.83E-01,9.83E-01,
  567.13,6.43E-01,6.43E-01,
  567.18,6.15E-01,6.15E-01,
  567.23,8.94E-01,8.94E-01,
  567.28,1.60E+00,1.60E+00,
  567.33,3.05E+00,3.05E+00,
  567.38,5.82E+00,5.82E+00,
  567.43,1.10E+01,1.10E+01,
  567.48,2.04E+01,2.04E+01,
  567.53,3.74E+01,3.74E+01,
  567.58,6.76E+01,6.76E+01,
  567.63,1.20E+02,1.20E+02,
  567.68,2.10E+02,2.10E+02,
  567.73,3.62E+02,3.62E+02,
  567.78,6.14E+02,6.14E+02,
  567.83,1.03E+03,1.03E+03,
  567.88,1.69E+03,1.69E+03,
  567.93,2.74E+03,2.74E+03,
  567.98,4.37E+03,4.37E+03,
  568.03,6.86E+03,6.86E+03,
  568.08,1.06E+04,1.06E+04,
  568.13,1.62E+04,1.62E+04,
  568.18,2.43E+04,2.43E+04,
  568.23,3.58E+04,3.58E+04,
  568.28,5.21E+04,5.21E+04,
  568.33,7.47E+04,7.47E+04,
  568.38,1.05E+05,1.05E+05,
  568.43,1.46E+05,1.46E+05,
  568.48,2.00E+05,2.00E+05,
  568.53,2.70E+05,2.70E+05,
  568.58,3.58E+05,3.58E+05,
  568.63,4.67E+05,4.67E+05,
  568.68,6.01E+05,6.01E+05,
  568.73,7.61E+05,7.61E+05,
  568.78,9.50E+05,9.50E+05,
  568.83,1.17E+06,1.17E+06,
  568.88,1.41E+06,1.41E+06,
  568.93,1.69E+06,1.69E+06,
  568.98,1.98E+06,1.98E+06,
  569.03,2.30E+06,2.30E+06,
  569.08,2.62E+06,2.62E+06,
  569.13,2.95E+06,2.95E+06,
  569.18,3.27E+06,3.27E+06,
  569.23,3.57E+06,3.57E+06,
  569.28,3.86E+06,3.86E+06,
  569.33,4.11E+06,4.11E+06,
  569.38,4.33E+06,4.33E+06,
  569.43,4.50E+06,4.50E+06,
  569.48,4.63E+06,4.63E+06,
  569.53,4.72E+06,4.72E+06,
  569.58,4.77E+06,4.77E+06,
  569.63,4.78E+06,4.78E+06,
  569.68,4.76E+06,4.76E+06,
  569.73,4.71E+06,4.71E+06,
  569.78,4.65E+06,4.65E+06,
  569.83,4.57E+06,4.57E+06,
  569.88,4.49E+06,4.49E+06,
  569.93,4.39E+06,4.39E+06,
  569.98,4.30E+06,4.30E+06,
  570.03,4.19E+06,4.19E+06,
  570.08,4.08E+06,4.08E+06,
  570.13,3.96E+06,3.96E+06,
  570.18,3.82E+06,3.82E+06,
  570.23,3.67E+06,3.67E+06,
  570.28,3.50E+06,3.50E+06,
  570.33,3.31E+06,3.31E+06,
  570.38,3.10E+06,3.10E+06,
  570.43,2.87E+06,2.87E+06,
  570.48,2.63E+06,2.63E+06,
  570.53,2.39E+06,2.39E+06,
  570.58,2.13E+06,2.13E+06,
  570.63,1.89E+06,1.89E+06,
  570.68,1.64E+06,1.64E+06,
  570.73,1.41E+06,1.41E+06,
  570.78,1.20E+06,1.20E+06,
  570.83,9.98E+05,9.98E+05,
  570.88,8.21E+05,8.21E+05,
  570.93,6.65E+05,6.65E+05,
  570.98,5.31E+05,5.31E+05,
  571.03,4.18E+05,4.18E+05,
  571.08,3.24E+05,3.24E+05,
  571.13,2.47E+05,2.47E+05,
  571.19,1.75E+05,1.75E+05,
  571.24,1.30E+05,1.30E+05,
  571.29,9.41E+04,9.41E+04,
  571.34,6.74E+04,6.74E+04,
  571.39,4.75E+04,4.75E+04,
  571.44,3.30E+04,3.30E+04,
  571.49,2.26E+04,2.26E+04,
  571.54,1.52E+04,1.52E+04,
  571.59,1.01E+04,1.01E+04,
  571.64,6.58E+03,6.58E+03,
  571.69,4.24E+03,4.24E+03,
  571.74,2.68E+03,2.68E+03,
  571.79,1.67E+03,1.67E+03,
  571.84,1.03E+03,1.03E+03,
  571.89,6.21E+02,6.21E+02,
  571.94,3.70E+02,3.70E+02,
  571.99,2.17E+02,2.17E+02,
  572.04,1.25E+02,1.25E+02,
  572.09,7.13E+01,7.13E+01,
  572.14,3.99E+01,3.99E+01,
  572.19,2.20E+01,2.20E+01,
  572.24,1.20E+01,1.20E+01,
  572.29,6.40E+00,6.40E+00,
  572.34,3.37E+00,3.37E+00,
  572.39,1.75E+00,1.75E+00,
  572.44,8.92E-01,8.92E-01,
  572.49,4.49E-01,4.49E-01,
  572.54,2.22E-01,2.22E-01,
  572.59,1.08E-01,1.08E-01,
  572.64,5.20E-02,5.20E-02,
  572.69,2.46E-02,2.46E-02,
  572.74,1.15E-02,1.15E-02,
  572.79,5.26E-03,5.26E-03,
  572.84,2.37E-03,2.37E-03,
  572.89,1.06E-03,1.06E-03,
  572.94,4.62E-04,4.62E-04,
  572.99,1.99E-04,1.99E-04,
  573.04,8.46E-05,8.46E-05,
  573.09,3.54E-05,3.54E-05,
  573.14,1.46E-05,1.46E-05,
  573.19,5.91E-06,5.91E-06,
  573.24,2.36E-06,2.36E-06,
  573.29,9.28E-07,9.28E-07,
  573.34,3.59E-07,3.59E-07,
  573.39,1.37E-07,1.37E-07,
  573.44,5.15E-08,5.15E-08,
  573.49,1.90E-08,1.90E-08,
  573.54,6.93E-09,6.93E-09,
  573.59,2.48E-09,2.48E-09,
  573.64,8.77E-10,8.77E-10,
  574.84,1.14E-09,1.14E-09,
  574.89,4.20E-09,4.20E-09,
  574.94,1.16E-08,1.16E-08,
  574.99,3.18E-08,3.18E-08,
  575.04,8.77E-08,8.77E-08,
  575.09,2.33E-07,2.33E-07,
  575.14,6.10E-07,6.10E-07,
  575.19,1.57E-06,1.57E-06,
  575.24,4.00E-06,4.00E-06,
  575.29,1.00E-05,1.00E-05,
  575.34,2.47E-05,2.47E-05,
  575.39,6.02E-05,6.02E-05,
  575.44,1.44E-04,1.44E-04,
  575.49,3.41E-04,3.41E-04,
  575.54,7.92E-04,7.92E-04,
  575.59,1.82E-03,1.82E-03,
  575.64,4.10E-03,4.10E-03,
  575.69,9.13E-03,9.13E-03,
  575.74,2.00E-02,2.00E-02,
  575.79,4.33E-02,4.33E-02,
  575.84,9.22E-02,9.22E-02,
  575.89,1.94E-01,1.94E-01,
  575.94,4.00E-01,4.00E-01,
  575.99,8.16E-01,8.16E-01,
  576.04,1.64E+00,1.64E+00,
  576.09,3.24E+00,3.24E+00,
  576.14,6.32E+00,6.32E+00,
  576.19,1.22E+01,1.22E+01,
  576.24,2.30E+01,2.30E+01,
  576.29,4.29E+01,4.29E+01,
  576.34,7.89E+01,7.89E+01,
  576.39,1.43E+02,1.43E+02,
  576.44,2.56E+02,2.56E+02,
  576.49,4.50E+02,4.50E+02,
  576.54,7.80E+02,7.80E+02,
  576.59,1.33E+03,1.33E+03,
  576.64,2.25E+03,2.25E+03,
  576.69,3.73E+03,3.73E+03,
  576.74,6.11E+03,6.11E+03,
  576.79,9.85E+03,9.85E+03,
  576.84,1.57E+04,1.57E+04,
  576.89,2.45E+04,2.45E+04,
  576.94,3.79E+04,3.79E+04,
  576.99,5.77E+04,5.77E+04,
  577.04,8.66E+04,8.66E+04,
  577.09,1.28E+05,1.28E+05,
  577.14,1.87E+05,1.87E+05,
  577.19,2.69E+05,2.69E+05,
  577.24,3.81E+05,3.81E+05,
  577.29,5.32E+05,5.32E+05,
  577.34,7.33E+05,7.33E+05,
  577.39,9.95E+05,9.95E+05,
  577.44,1.33E+06,1.33E+06,
  577.49,1.76E+06,1.76E+06,
  577.54,2.30E+06,2.30E+06,
  577.59,2.95E+06,2.95E+06,
  577.64,3.74E+06,3.74E+06,
  577.69,4.67E+06,4.67E+06,
  577.74,5.77E+06,5.77E+06,
  577.79,7.02E+06,7.02E+06,
  577.84,8.43E+06,8.43E+06,
  577.89,9.99E+06,9.99E+06,
  577.94,1.17E+07,1.17E+07,
  577.99,1.35E+07,1.35E+07,
  578.04,1.54E+07,1.54E+07,
  578.09,1.73E+07,1.73E+07,
  578.14,1.92E+07,1.92E+07,
  578.19,2.11E+07,2.11E+07,
  578.24,2.29E+07,2.29E+07,
  578.29,2.45E+07,2.45E+07,
  578.34,2.60E+07,2.60E+07,
  578.39,2.71E+07,2.71E+07,
  578.44,2.80E+07,2.80E+07,
  578.49,2.86E+07,2.86E+07,
  578.54,2.89E+07,2.89E+07,
  578.59,2.88E+07,2.88E+07,
  578.64,2.84E+07,2.84E+07,
  578.69,2.77E+07,2.77E+07,
  578.74,2.67E+07,2.67E+07,
  578.79,2.54E+07,2.54E+07,
  578.84,2.39E+07,2.39E+07,
  578.89,2.23E+07,2.23E+07,
  578.94,2.05E+07,2.05E+07,
  578.99,1.86E+07,1.86E+07,
  579.04,1.67E+07,1.67E+07,
  579.09,1.48E+07,1.48E+07,
  579.14,1.30E+07,1.30E+07,
  579.19,1.13E+07,1.13E+07,
  579.24,9.63E+06,9.63E+06,
  579.29,8.13E+06,8.13E+06,
  579.34,6.78E+06,6.78E+06,
  579.39,5.58E+06,5.58E+06,
  579.44,4.53E+06,4.53E+06,
  579.49,3.64E+06,3.64E+06,
  579.54,2.88E+06,2.88E+06,
  579.59,2.25E+06,2.25E+06,
  579.64,1.73E+06,1.73E+06,
  579.69,1.32E+06,1.32E+06,
  579.74,9.86E+05,9.86E+05,
  579.79,7.29E+05,7.29E+05,
  579.84,5.31E+05,5.31E+05,
  579.89,3.82E+05,3.82E+05,
  579.94,2.71E+05,2.71E+05,
  579.99,1.89E+05,1.89E+05,
  580.04,1.30E+05,1.30E+05,
  580.09,8.85E+04,8.85E+04,
  580.14,5.93E+04,5.93E+04,
  580.19,3.91E+04,3.91E+04,
  580.24,2.55E+04,2.55E+04,
  580.29,1.63E+04,1.63E+04,
  580.34,1.03E+04,1.03E+04,
  580.39,6.42E+03,6.42E+03,
  580.44,3.94E+03,3.94E+03,
  580.49,2.38E+03,2.38E+03,
  580.54,1.42E+03,1.42E+03,
  580.59,8.34E+02,8.34E+02,
  580.64,4.83E+02,4.83E+02,
  580.69,2.75E+02,2.75E+02,
  580.74,1.55E+02,1.55E+02,
  580.79,8.57E+01,8.57E+01,
  580.84,4.68E+01,4.68E+01,
  580.89,2.51E+01,2.51E+01,
  580.94,1.33E+01,1.33E+01,
  580.99,6.95E+00,6.95E+00,
  581.04,3.57E+00,3.57E+00,
  581.09,1.81E+00,1.81E+00,
  581.14,9.03E-01,9.03E-01,
