Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (7.5e-2),Fe II (4.1e-1),Fe III (5.6e-5),Ni I (6.1e-2),Ni II (1.9e-1),Ni III (6.3e-6),Cu I (4.4e-3),Cu II (1.1e-2),Mo I (4.3e-3)
711.75,1.283e+2,8.459e-16,,4.570e-16,1.527e-10,8.598e-28,1.283e+2,,9.703e-26,,4.817e-20,3.928e-17
711.78,1.591e+2,8.466e-16,,4.571e-16,3.380e-10,8.599e-28,1.591e+2,,9.720e-26,,4.822e-20,3.926e-17
711.8,1.822e+2,8.471e-16,,4.572e-16,5.695e-10,8.599e-28,1.822e+2,,9.731e-26,,4.825e-20,3.925e-17
711.82,2.074e+2,8.476e-16,,4.573e-16,9.536e-10,8.600e-28,2.074e+2,,9.743e-26,,4.828e-20,3.924e-17
711.85,2.488e+2,8.483e-16,,4.575e-16,2.042e-9,8.601e-28,2.488e+2,,9.760e-26,,4.833e-20,3.923e-17
711.87,2.788e+2,8.487e-16,,4.576e-16,3.366e-9,8.601e-28,2.788e+2,,9.771e-26,,4.836e-20,3.922e-17
711.9,3.266e+2,8.495e-16,,4.577e-16,7.040e-9,8.602e-28,3.266e+2,,9.788e-26,,4.841e-20,3.920e-17
711.92,3.602e+2,8.499e-16,,4.578e-16,1.142e-8,8.603e-28,3.602e+2,,9.799e-26,,4.845e-20,3.919e-17
711.95,4.122e+2,8.506e-16,,4.580e-16,2.334e-8,8.604e-28,4.122e+2,,9.816e-26,,4.850e-20,3.918e-17
711.97,4.474e+2,8.511e-16,,4.581e-16,3.728e-8,8.604e-28,4.474e+2,,9.827e-26,,4.853e-20,3.917e-17
712,5.000e+2,8.518e-16,,4.582e-16,7.438e-8,8.605e-28,5.000e+2,,9.844e-26,,4.858e-20,3.915e-17
712.02,5.343e+2,8.523e-16,,4.583e-16,1.170e-7,8.606e-28,5.343e+2,,9.855e-26,,4.861e-20,3.914e-17
712.05,5.831e+2,8.530e-16,,4.585e-16,2.279e-7,8.607e-28,5.831e+2,,9.872e-26,,4.866e-20,3.913e-17
712.07,6.133e+2,8.534e-16,,4.586e-16,3.528e-7,8.607e-28,6.133e+2,,9.883e-26,,4.869e-20,3.912e-17
712.1,6.538e+2,8.542e-16,,4.588e-16,6.715e-7,8.608e-28,6.538e+2,,9.900e-26,,4.874e-20,3.910e-17
712.12,6.769e+2,8.546e-16,,4.589e-16,1.023e-6,8.609e-28,6.769e+2,,9.911e-26,,4.878e-20,3.909e-17
712.15,7.046e+2,8.553e-16,,4.590e-16,1.902e-6,8.610e-28,7.046e+2,,9.928e-26,,4.883e-20,3.908e-17
712.17,7.181e+2,8.558e-16,,4.591e-16,2.853e-6,8.610e-28,7.181e+2,,9.939e-26,,4.886e-20,3.907e-17
712.19,7.272e+2,8.563e-16,,4.592e-16,4.253e-6,8.611e-28,7.272e+2,,9.951e-26,,4.889e-20,3.906e-17
712.22,7.324e+2,8.570e-16,,4.594e-16,7.649e-6,8.612e-28,7.324e+2,,9.967e-26,,4.894e-20,3.904e-17
712.24,7.301e+2,8.574e-16,,4.595e-16,1.122e-5,8.612e-28,7.301e+2,,9.979e-26,,4.897e-20,3.903e-17
712.27,7.181e+2,8.582e-16,,4.596e-16,1.972e-5,8.613e-28,7.181e+2,,9.996e-26,,4.902e-20,3.902e-17
712.29,7.046e+2,8.586e-16,,4.597e-16,2.848e-5,8.614e-28,7.046e+2,,1.001e-25,,4.906e-20,3.901e-17
712.32,6.769e+2,8.593e-16,,4.599e-16,4.887e-5,8.615e-28,6.769e+2,,1.002e-25,,4.911e-20,3.899e-17
712.34,6.538e+2,8.598e-16,,4.600e-16,6.949e-5,8.615e-28,6.538e+2,,1.003e-25,,4.914e-20,3.898e-17
712.37,6.133e+2,8.605e-16,,4.601e-16,1.165e-4,8.616e-28,6.133e+2,,1.005e-25,,4.919e-20,3.897e-17
712.39,5.831e+2,8.610e-16,,4.602e-16,1.630e-4,8.617e-28,5.831e+2,,1.006e-25,,4.922e-20,3.896e-17
712.42,5.343e+2,8.617e-16,,4.604e-16,2.668e-4,8.618e-28,5.343e+2,,1.008e-25,,4.927e-20,3.894e-17
712.44,5.000e+2,8.622e-16,,4.605e-16,3.677e-4,8.618e-28,5.000e+2,,1.009e-25,,4.930e-20,3.893e-17
712.47,4.474e+2,8.629e-16,,4.606e-16,5.878e-4,8.619e-28,4.474e+2,,1.011e-25,,4.935e-20,3.892e-17
712.49,4.122e+2,8.633e-16,,4.608e-16,7.973e-4,8.620e-28,4.122e+2,,1.012e-25,,4.939e-20,3.891e-17
712.52,3.602e+2,8.640e-16,,4.609e-16,1.245e-3,8.621e-28,3.602e+2,,1.014e-25,,4.944e-20,3.889e-17
712.54,3.266e+2,8.645e-16,,4.610e-16,1.662e-3,8.621e-28,3.266e+2,,1.015e-25,,4.947e-20,3.888e-17
712.56,2.943e+2,8.650e-16,,4.611e-16,2.206e-3,8.622e-28,2.943e+2,,1.016e-25,,4.950e-20,3.887e-17
712.59,2.488e+2,8.657e-16,,4.613e-16,3.332e-3,8.623e-28,2.488e+2,,1.018e-25,,4.955e-20,3.886e-17
712.61,2.207e+2,8.661e-16,,4.614e-16,4.353e-3,8.623e-28,2.207e+2,,1.019e-25,,4.959e-20,3.885e-17
712.64,1.822e+2,8.669e-16,,4.615e-16,6.423e-3,8.624e-28,1.822e+2,,1.020e-25,,4.963e-20,3.883e-17
712.66,1.591e+2,8.673e-16,,4.616e-16,8.259e-3,8.625e-28,1.591e+2,,1.021e-25,,4.967e-20,3.882e-17
712.69,1.283e+2,8.680e-16,,4.618e-16,1.190e-2,8.626e-28,1.283e+2,,1.023e-25,,4.972e-20,3.880e-17
712.71,1.103e+2,8.685e-16,,4.619e-16,1.507e-2,8.626e-28,1.103e+2,,1.024e-25,,4.975e-20,3.879e-17
712.74,8.686e+1,8.692e-16,,4.620e-16,2.121e-2,8.627e-28,8.684e+1,,1.026e-25,,4.980e-20,3.878e-17
712.76,7.350e+1,8.697e-16,,4.621e-16,2.643e-2,8.628e-28,7.347e+1,,1.027e-25,,4.983e-20,3.877e-17
712.79,5.654e+1,8.704e-16,,4.623e-16,3.633e-2,8.629e-28,5.650e+1,,1.029e-25,,4.988e-20,3.875e-17
712.81,4.710e+1,8.709e-16,,4.624e-16,4.456e-2,8.629e-28,4.706e+1,,1.030e-25,,4.992e-20,3.874e-17
712.84,3.540e+1,8.716e-16,,4.625e-16,5.983e-2,8.630e-28,3.534e+1,,1.032e-25,,4.997e-20,3.873e-17
712.86,2.905e+1,8.720e-16,,4.627e-16,7.225e-2,8.631e-28,2.897e+1,,1.033e-25,,5.000e-20,3.872e-17
712.89,2.135e+1,8.727e-16,,4.628e-16,9.476e-2,8.632e-28,2.125e+1,,1.034e-25,,5.005e-20,3.870e-17
712.91,1.726e+1,8.732e-16,,4.629e-16,1.126e-1,8.632e-28,1.715e+1,,1.036e-25,,5.008e-20,3.869e-17
712.93,1.389e+1,8.737e-16,,4.630e-16,1.331e-1,8.633e-28,1.375e+1,,1.037e-25,,5.011e-20,3.868e-17
712.96,9.928e+0,8.744e-16,,4.632e-16,1.688e-1,8.634e-28,9.759e+0,,1.038e-25,,5.016e-20,3.867e-17
712.98,7.899e+0,8.749e-16,,4.633e-16,1.963e-1,8.634e-28,7.703e+0,,1.039e-25,,5.020e-20,3.866e-17
713.01,5.582e+0,8.756e-16,,4.634e-16,2.433e-1,8.635e-28,5.338e+0,,1.041e-25,,5.025e-20,3.864e-17
713.03,4.426e+0,8.760e-16,,4.635e-16,2.785e-1,8.636e-28,4.148e+0,,1.042e-25,,5.028e-20,3.863e-17
713.06,3.145e+0,8.767e-16,,4.637e-16,3.371e-1,8.637e-28,2.807e+0,,1.044e-25,,5.033e-20,3.862e-17
713.08,2.527e+0,8.772e-16,,4.638e-16,3.799e-1,8.637e-28,2.147e+0,,1.045e-25,,5.036e-20,3.861e-17
713.11,1.868e+0,8.779e-16,,4.639e-16,4.491e-1,8.638e-28,1.419e+0,,1.047e-25,,5.041e-20,3.859e-17
713.13,1.567e+0,8.784e-16,,4.640e-16,4.982e-1,8.639e-28,1.069e+0,,1.048e-25,,5.044e-20,3.858e-17
713.16,1.265e+0,8.791e-16,,4.642e-16,5.752e-1,8.640e-28,6.898e-1,,1.050e-25,,5.049e-20,3.857e-17
713.18,1.139e+0,8.796e-16,,4.643e-16,6.282e-1,8.640e-28,5.112e-1,,1.051e-25,,5.053e-20,3.856e-17
713.21,1.031e+0,8.803e-16,,4.644e-16,7.084e-1,8.641e-28,3.223e-1,,1.052e-25,,5.058e-20,3.854e-17
713.23,9.966e-1,8.807e-16,,4.646e-16,7.615e-1,8.642e-28,2.351e-1,,1.054e-25,,5.061e-20,3.853e-17
713.26,9.836e-1,8.814e-16,,4.647e-16,8.388e-1,8.643e-28,1.448e-1,,1.055e-25,,5.066e-20,3.852e-17
713.28,9.916e-1,8.819e-16,,4.648e-16,8.876e-1,8.643e-28,1.039e-1,,1.056e-25,,5.069e-20,3.851e-17
713.3,1.008e+0,8.824e-16,,4.649e-16,9.334e-1,8.644e-28,7.417e-2,,1.057e-25,,5.072e-20,3.850e-17
713.33,1.039e+0,8.831e-16,,4.651e-16,9.948e-1,8.645e-28,4.418e-2,,1.059e-25,,5.077e-20,3.848e-17
713.35,1.061e+0,8.836e-16,,4.652e-16,1.030e+0,8.645e-28,3.103e-2,,1.060e-25,,5.081e-20,3.847e-17
713.38,1.090e+0,8.843e-16,,4.653e-16,1.072e+0,8.646e-28,1.805e-2,,1.062e-25,,5.086e-20,3.846e-17
713.4,1.105e+0,8.847e-16,,4.654e-16,1.092e+0,8.647e-28,1.248e-2,,1.063e-25,,5.089e-20,3.845e-17
713.43,1.118e+0,8.854e-16,,4.656e-16,1.110e+0,8.648e-28,7.091e-3,,1.065e-25,,5.094e-20,3.843e-17
713.45,1.119e+0,8.859e-16,,4.657e-16,1.114e+0,8.648e-28,4.826e-3,,1.066e-25,,5.097e-20,3.842e-17
713.48,1.109e+0,8.866e-16,,4.658e-16,1.106e+0,8.649e-28,2.678e-3,,1.068e-25,,5.102e-20,3.841e-17
713.5,1.094e+0,8.871e-16,,4.659e-16,1.092e+0,8.650e-28,1.794e-3,,1.069e-25,,5.105e-20,3.840e-17
713.53,1.060e+0,8.878e-16,,4.661e-16,1.059e+0,8.651e-28,9.721e-4,,1.070e-25,,5.110e-20,3.838e-17
713.55,1.030e+0,8.883e-16,,4.662e-16,1.030e+0,8.651e-28,6.410e-4,,1.072e-25,,5.114e-20,3.837e-17
713.58,9.757e-1,8.890e-16,,4.663e-16,9.754e-1,8.652e-28,3.392e-4,,1.073e-25,,5.119e-20,3.836e-17
713.6,9.336e-1,8.894e-16,,4.664e-16,9.334e-1,8.653e-28,2.202e-4,,1.074e-25,,5.122e-20,3.835e-17
713.63,8.637e-1,8.901e-16,,4.666e-16,8.635e-1,8.654e-28,1.138e-4,,1.076e-25,,5.127e-20,3.833e-17
713.65,8.136e-1,8.906e-16,,4.667e-16,8.135e-1,8.654e-28,7.272e-5,,1.077e-25,,5.130e-20,3.832e-17
713.68,7.351e-1,8.913e-16,,4.669e-16,7.351e-1,8.655e-28,3.671e-5,,1.079e-25,,5.135e-20,3.831e-17
713.7,6.817e-1,8.918e-16,,4.670e-16,6.816e-1,8.656e-28,2.309e-5,,1.080e-25,,5.138e-20,3.830e-17
713.72,6.282e-1,8.923e-16,,4.671e-16,6.282e-1,8.656e-28,1.443e-5,,1.081e-25,,5.142e-20,3.829e-17
713.75,5.492e-1,8.930e-16,,4.672e-16,5.492e-1,8.657e-28,7.047e-6,,1.083e-25,,5.147e-20,3.827e-17
713.77,4.982e-1,8.934e-16,,4.673e-16,4.982e-1,8.658e-28,4.335e-6,,1.084e-25,,5.150e-20,3.826e-17
713.8,4.254e-1,8.941e-16,,4.675e-16,4.254e-1,8.659e-28,2.067e-6,,1.086e-25,,5.155e-20,3.825e-17
713.82,3.799e-1,8.946e-16,,4.676e-16,3.799e-1,8.659e-28,1.252e-6,,1.087e-25,,5.158e-20,3.824e-17
713.85,3.168e-1,8.953e-16,,4.677e-16,3.168e-1,8.660e-28,5.832e-7,,1.088e-25,,5.163e-20,3.822e-17
713.87,2.785e-1,8.958e-16,,4.678e-16,2.785e-1,8.661e-28,3.476e-7,,1.089e-25,,5.167e-20,3.821e-17
713.9,2.269e-1,8.965e-16,,4.680e-16,2.269e-1,8.662e-28,1.581e-7,,1.091e-25,,5.171e-20,3.819e-17
713.92,1.963e-1,8.970e-16,,4.681e-16,1.963e-1,8.662e-28,9.279e-8,,1.092e-25,,5.175e-20,3.818e-17
713.95,1.562e-1,8.977e-16,,4.682e-16,1.562e-1,8.663e-28,4.122e-8,,1.094e-25,,5.180e-20,3.817e-17
713.97,1.331e-1,8.981e-16,,4.683e-16,1.331e-1,8.664e-28,2.381e-8,,1.095e-25,,5.183e-20,3.816e-17
714,1.034e-1,8.988e-16,,4.685e-16,1.034e-1,8.665e-28,1.033e-8,,1.097e-25,,5.188e-20,3.814e-17
714.02,8.670e-2,8.993e-16,,4.686e-16,8.670e-2,8.665e-28,5.873e-9,,1.098e-25,,5.191e-20,3.813e-17
714.05,6.580e-2,9.000e-16,,4.688e-16,6.580e-2,8.666e-28,2.488e-9,,1.100e-25,,5.196e-20,3.812e-17
714.07,5.432e-2,9.005e-16,,4.689e-16,5.432e-2,8.667e-28,1.393e-9,,1.101e-25,,5.200e-20,3.811e-17
714.09,4.456e-2,9.010e-16,,4.690e-16,4.456e-2,8.667e-28,7.746e-10,,1.102e-25,,5.203e-20,3.810e-17
714.12,3.272e-2,9.017e-16,,4.691e-16,3.272e-2,8.668e-28,3.175e-10,,1.104e-25,,5.208e-20,3.808e-17
714.14,2.643e-2,9.021e-16,,4.692e-16,2.643e-2,8.669e-28,1.738e-10,,1.105e-25,,5.211e-20,3.807e-17
714.17,1.895e-2,9.028e-16,,4.694e-16,1.895e-2,8.670e-28,6.958e-11,,1.106e-25,,5.216e-20,3.806e-17
714.19,1.507e-2,9.033e-16,,4.695e-16,1.507e-2,8.670e-28,3.750e-11,,1.107e-25,,5.219e-20,3.805e-17
714.22,1.055e-2,9.040e-16,,4.696e-16,1.055e-2,8.671e-28,1.466e-11,,1.109e-25,,5.224e-20,3.803e-17
714.24,8.259e-3,9.045e-16,,4.697e-16,8.259e-3,8.672e-28,7.777e-12,,1.110e-25,,5.228e-20,3.802e-17
714.27,5.650e-3,9.052e-16,,4.699e-16,5.650e-3,8.673e-28,2.969e-12,,1.112e-25,,5.233e-20,3.801e-17
714.29,4.353e-3,9.057e-16,,4.700e-16,4.353e-3,8.673e-28,1.550e-12,,1.113e-25,,5.236e-20,3.800e-17
714.32,2.909e-3,9.064e-16,,4.701e-16,2.909e-3,8.674e-28,5.781e-13,,1.115e-25,,5.241e-20,3.798e-17
714.34,2.206e-3,9.068e-16,,4.702e-16,2.206e-3,8.675e-28,2.972e-13,,1.116e-25,,5.244e-20,3.797e-17
714.37,1.440e-3,9.075e-16,,4.704e-16,1.440e-3,8.676e-28,1.082e-13,,1.118e-25,,5.249e-20,3.796e-17
714.39,1.075e-3,9.080e-16,,4.705e-16,1.075e-3,8.676e-28,5.475e-14,,1.119e-25,,5.252e-20,3.795e-17
714.42,6.851e-4,9.087e-16,,4.707e-16,6.851e-4,8.677e-28,1.947e-14,,1.120e-25,,5.257e-20,3.793e-17
714.44,5.035e-4,9.092e-16,,4.708e-16,5.035e-4,8.678e-28,9.698e-15,,1.122e-25,,5.261e-20,3.792e-17
714.46,3.677e-4,9.097e-16,,4.709e-16,3.677e-4,8.678e-28,4.800e-15,,1.123e-25,,5.264e-20,3.791e-17
714.49,2.268e-4,9.104e-16,,4.710e-16,2.268e-4,8.679e-28,4.793e-15,,1.124e-25,,5.269e-20,3.790e-17
714.51,1.630e-4,9.108e-16,,4.711e-16,1.630e-4,8.680e-28,4.789e-15,,1.125e-25,,5.272e-20,3.789e-17
714.54,9.820e-5,9.115e-16,,4.713e-16,9.820e-5,8.681e-28,4.783e-15,,1.127e-25,,5.277e-20,3.787e-17
714.56,6.949e-5,9.120e-16,,4.714e-16,6.949e-5,8.681e-28,4.779e-15,,1.128e-25,,5.280e-20,3.786e-17
714.59,4.089e-5,9.127e-16,,4.715e-16,4.089e-5,8.682e-28,4.772e-15,,1.130e-25,,5.285e-20,3.785e-17
714.61,2.848e-5,9.132e-16,,4.716e-16,2.848e-5,8.683e-28,4.768e-15,,1.131e-25,,5.289e-20,3.784e-17
714.64,1.637e-5,9.139e-16,,4.718e-16,1.637e-5,8.684e-28,4.762e-15,,1.133e-25,,5.294e-20,3.782e-17
714.66,1.122e-5,9.144e-16,,4.719e-16,1.122e-5,8.684e-28,4.758e-15,,1.134e-25,,5.297e-20,3.781e-17
714.69,6.300e-6,9.151e-16,,4.720e-16,6.300e-6,8.685e-28,4.752e-15,,1.136e-25,,5.302e-20,3.780e-17
714.71,4.253e-6,9.155e-16,,4.721e-16,4.253e-6,8.686e-28,4.747e-15,,1.137e-25,,5.305e-20,3.779e-17
714.74,2.331e-6,9.162e-16,,4.723e-16,2.331e-6,8.687e-28,4.741e-15,,1.138e-25,,5.310e-20,3.777e-17
714.76,1.549e-6,9.167e-16,,4.724e-16,1.549e-6,8.687e-28,4.737e-15,,1.140e-25,,5.313e-20,3.776e-17
714.79,8.295e-7,9.174e-16,,4.726e-16,8.295e-7,8.688e-28,4.731e-15,,1.141e-25,,5.318e-20,3.775e-17
714.81,5.427e-7,9.179e-16,,4.727e-16,5.427e-7,8.689e-28,4.727e-15,,1.142e-25,,5.322e-20,3.774e-17
714.83,3.528e-7,9.184e-16,,4.728e-16,3.528e-7,8.689e-28,4.722e-15,,1.143e-25,,5.325e-20,3.773e-17
714.86,1.827e-7,9.191e-16,,4.729e-16,1.827e-7,8.690e-28,4.716e-15,,1.145e-25,,5.330e-20,3.771e-17
714.88,1.170e-7,9.195e-16,,4.730e-16,1.170e-7,8.691e-28,4.712e-15,,1.146e-25,,5.333e-20,3.770e-17
714.91,5.917e-8,9.202e-16,,4.732e-16,5.917e-8,8.692e-28,4.706e-15,,1.148e-25,,5.338e-20,3.769e-17
714.93,3.728e-8,9.207e-16,,4.733e-16,3.728e-8,8.692e-28,4.701e-15,,1.149e-25,,5.341e-20,3.768e-17
714.96,1.842e-8,9.214e-16,,4.734e-16,1.842e-8,8.693e-28,4.695e-15,,1.151e-25,,5.346e-20,3.766e-17
714.98,1.142e-8,9.219e-16,,4.735e-16,1.142e-8,8.694e-28,4.691e-15,,1.152e-25,,5.350e-20,3.765e-17
715.01,5.514e-9,9.226e-16,,4.737e-16,5.514e-9,8.695e-28,4.685e-15,,1.154e-25,,5.355e-20,3.764e-17
715.03,3.366e-9,9.231e-16,,4.738e-16,3.366e-9,8.695e-28,4.681e-15,,1.155e-25,,5.358e-20,3.763e-17
715.06,1.587e-9,9.238e-16,,4.739e-16,1.587e-9,8.696e-28,4.674e-15,,1.156e-25,,5.363e-20,3.761e-17
715.08,9.536e-10,9.242e-16,,4.740e-16,9.536e-10,8.697e-28,4.670e-15,,1.158e-25,,5.366e-20,3.760e-17
715.11,4.391e-10,9.249e-16,,4.742e-16,4.391e-10,8.698e-28,4.664e-15,,1.159e-25,,5.371e-20,3.758e-17
715.13,2.597e-10,9.254e-16,,4.743e-16,2.597e-10,8.698e-28,4.660e-15,,1.160e-25,,5.374e-20,3.757e-17
715.16,1.168e-10,9.261e-16,,4.745e-16,1.168e-10,8.699e-28,4.653e-15,,1.162e-25,,5.379e-20,3.756e-17
715.18,6.802e-11,9.266e-16,,4.746e-16,6.802e-11,8.700e-28,4.649e-15,,1.163e-25,,5.383e-20,3.755e-17
715.2,3.937e-11,9.271e-16,,4.747e-16,3.937e-11,8.700e-28,4.645e-15,,1.164e-25,,5.386e-20,3.754e-17
715.23,1.713e-11,9.278e-16,,4.748e-16,1.713e-11,8.701e-28,4.639e-15,,1.166e-25,,5.391e-20,3.752e-17
715.25,9.758e-12,9.282e-16,,4.749e-16,9.758e-12,8.702e-28,4.635e-15,,1.167e-25,,5.394e-20,3.751e-17
715.28,4.147e-12,9.289e-16,,4.751e-16,4.147e-12,8.703e-28,4.628e-15,,1.169e-25,,5.399e-20,3.750e-17
715.3,2.326e-12,9.294e-16,,4.752e-16,2.326e-12,8.703e-28,4.624e-15,,1.170e-25,,5.403e-20,3.749e-17
715.33,9.652e-13,9.301e-16,,4.753e-16,9.652e-13,8.704e-28,4.618e-15,,1.172e-25,,5.407e-20,3.747e-17
715.35,5.329e-13,9.306e-16,,4.754e-16,5.329e-13,8.705e-28,4.614e-15,,1.173e-25,,5.411e-20,3.746e-17
715.38,2.160e-13,9.313e-16,,4.756e-16,2.160e-13,8.706e-28,4.607e-15,,1.174e-25,,5.416e-20,3.745e-17
715.4,1.174e-13,9.318e-16,,4.757e-16,1.174e-13,8.706e-28,4.603e-15,,1.175e-25,,5.419e-20,3.744e-17
715.43,4.648e-14,9.325e-16,,4.758e-16,4.648e-14,8.707e-28,4.597e-15,,1.177e-25,,5.424e-20,3.742e-17
715.45,2.487e-14,9.329e-16,,4.759e-16,2.487e-14,8.708e-28,4.593e-15,,1.178e-25,,5.427e-20,3.741e-17
715.48,9.616e-15,9.336e-16,,4.761e-16,9.616e-15,8.709e-28,4.586e-15,,1.180e-25,,5.432e-20,3.740e-17
715.5,5.064e-15,9.341e-16,,4.762e-16,5.064e-15,8.709e-28,4.582e-15,,1.181e-25,,5.436e-20,3.739e-17
715.53,1.913e-15,9.348e-16,,4.764e-16,1.913e-15,8.710e-28,4.576e-15,,1.183e-25,,5.441e-20,3.737e-17
715.55,9.917e-16,9.353e-16,,4.765e-16,9.917e-16,8.711e-28,4.572e-15,,1.184e-25,,5.444e-20,3.736e-17
715.57,5.109e-16,9.358e-16,,4.766e-16,5.109e-16,8.711e-28,4.568e-15,,1.185e-25,,5.447e-20,3.735e-17
715.6,1.867e-16,9.365e-16,,4.767e-16,1.867e-16,8.712e-28,4.561e-15,,1.187e-25,,5.452e-20,3.734e-17
715.62,9.469e-17,9.369e-16,,4.768e-16,9.469e-17,8.713e-28,4.557e-15,,1.188e-25,,5.455e-20,3.733e-17
715.65,3.380e-17,9.376e-16,,4.770e-16,3.380e-17,8.714e-28,4.551e-15,,1.190e-25,,5.460e-20,3.731e-17
715.67,1.687e-17,9.381e-16,,4.771e-16,1.687e-17,8.714e-28,4.547e-15,,1.191e-25,,5.464e-20,3.730e-17
715.7,5.882e-18,9.388e-16,,4.772e-16,5.882e-18,8.715e-28,4.540e-15,,1.192e-25,,5.469e-20,3.729e-17
716.44,4.810e-16,9.562e-16,,4.810e-16,5.890e-18,8.737e-28,4.386e-15,,1.234e-25,,5.591e-20,3.691e-17
716.46,9.747e-16,9.567e-16,,9.747e-16,5.890e-18,8.738e-28,4.382e-15,,1.235e-25,,5.594e-20,3.690e-17
716.49,2.779e-15,9.574e-16,,2.779e-15,5.890e-18,8.739e-28,4.375e-15,,1.237e-25,,5.599e-20,3.689e-17
716.51,5.544e-15,9.579e-16,,5.544e-15,5.891e-18,8.739e-28,4.371e-15,,1.238e-25,,5.602e-20,3.688e-17
716.54,1.544e-14,9.586e-16,,1.544e-14,5.891e-18,8.740e-28,4.365e-15,,1.240e-25,,5.607e-20,3.686e-17
716.56,3.034e-14,9.590e-16,,3.034e-14,5.891e-18,8.741e-28,4.361e-15,,1.241e-25,,5.611e-20,3.685e-17
716.59,8.257e-14,9.598e-16,,8.257e-14,5.891e-18,8.742e-28,4.354e-15,,1.242e-25,,5.615e-20,3.684e-17
716.61,1.597e-13,9.602e-16,,1.597e-13,5.892e-18,8.742e-28,4.350e-15,,1.244e-25,,5.619e-20,3.683e-17
716.64,4.247e-13,9.609e-16,,4.247e-13,5.892e-18,8.743e-28,4.344e-15,,1.245e-25,,5.624e-20,3.681e-17
716.66,8.088e-13,9.614e-16,,8.088e-13,5.892e-18,8.744e-28,4.340e-15,,1.246e-25,,5.627e-20,3.680e-17
716.69,2.101e-12,9.621e-16,,2.101e-12,5.893e-18,8.744e-28,4.334e-15,,1.248e-25,,5.632e-20,3.679e-17
716.71,3.940e-12,9.626e-16,,3.940e-12,5.893e-18,8.745e-28,4.329e-15,,1.249e-25,,5.635e-20,3.678e-17
716.73,7.344e-12,9.630e-16,,7.344e-12,5.893e-18,8.746e-28,4.325e-15,,1.250e-25,,5.639e-20,3.677e-17
716.76,1.847e-11,9.638e-16,,1.847e-11,5.893e-18,8.747e-28,4.319e-15,,1.252e-25,,5.644e-20,3.675e-17
716.78,3.389e-11,9.642e-16,,3.389e-11,5.893e-18,8.747e-28,4.315e-15,,1.253e-25,,5.647e-20,3.674e-17
716.81,8.328e-11,9.649e-16,,8.328e-11,5.894e-18,8.748e-28,4.308e-15,,1.255e-25,,5.652e-20,3.673e-17
716.83,1.505e-10,9.654e-16,,1.505e-10,5.894e-18,8.749e-28,4.304e-15,,1.256e-25,,5.655e-20,3.672e-17
716.86,3.612e-10,9.661e-16,,3.612e-10,5.894e-18,8.750e-28,4.298e-15,,1.258e-25,,5.660e-20,3.670e-17
716.88,6.427e-10,9.666e-16,,6.427e-10,5.895e-18,8.750e-28,4.294e-15,,1.259e-25,,5.663e-20,3.669e-17
716.91,1.507e-9,9.673e-16,,1.507e-9,5.895e-18,8.751e-28,4.288e-15,,1.260e-25,,5.668e-20,3.668e-17
716.93,2.641e-9,9.678e-16,,2.641e-9,5.895e-18,8.752e-28,4.283e-15,,1.262e-25,,5.672e-20,3.667e-17
716.96,6.052e-9,9.685e-16,,6.052e-9,5.895e-18,8.753e-28,4.277e-15,,1.263e-25,,5.677e-20,3.665e-17
716.98,1.044e-8,9.689e-16,,1.044e-8,5.896e-18,8.753e-28,4.273e-15,,1.264e-25,,5.680e-20,3.664e-17
717.01,2.337e-8,9.696e-16,,2.337e-8,5.896e-18,8.754e-28,4.267e-15,,1.266e-25,,5.685e-20,3.663e-17
717.03,3.969e-8,9.701e-16,,3.969e-8,5.896e-18,8.755e-28,4.263e-15,,1.267e-25,,5.688e-20,3.662e-17
717.06,8.684e-8,9.708e-16,,8.684e-8,5.896e-18,8.755e-28,4.256e-15,,1.269e-25,,5.693e-20,3.660e-17
717.08,1.452e-7,9.713e-16,,1.452e-7,5.897e-18,8.756e-28,4.252e-15,,1.270e-25,,5.696e-20,3.659e-17
717.1,2.413e-7,9.717e-16,,2.413e-7,5.897e-18,8.757e-28,4.248e-15,,1.271e-25,,5.700e-20,3.658e-17
717.13,5.110e-7,9.725e-16,,5.110e-7,5.897e-18,8.758e-28,4.242e-15,,1.273e-25,,5.705e-20,3.657e-17
717.15,8.363e-7,9.729e-16,,8.363e-7,5.897e-18,8.758e-28,4.237e-15,,1.274e-25,,5.708e-20,3.656e-17
717.18,1.730e-6,9.736e-16,,1.730e-6,5.898e-18,8.759e-28,4.231e-15,,1.276e-25,,5.713e-20,3.654e-17
717.2,2.788e-6,9.741e-16,,2.788e-6,5.898e-18,8.760e-28,4.227e-15,,1.277e-25,,5.716e-20,3.653e-17
717.23,5.636e-6,9.748e-16,,5.636e-6,5.898e-18,8.761e-28,4.221e-15,,1.278e-25,,5.721e-20,3.652e-17
717.25,8.941e-6,9.753e-16,,8.941e-6,5.899e-18,8.761e-28,4.217e-15,,1.279e-25,,5.724e-20,3.651e-17
717.28,1.766e-5,9.760e-16,,1.766e-5,5.899e-18,8.762e-28,4.210e-15,,1.281e-25,,5.729e-20,3.649e-17
717.3,2.759e-5,9.765e-16,,2.759e-5,5.899e-18,8.763e-28,4.206e-15,,1.282e-25,,5.733e-20,3.648e-17
