Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (7.5e-2),Fe II (4.1e-1),Fe III (5.6e-5),Ni I (6.1e-2),Ni II (1.9e-1),Ni III (6.3e-6),Cu I (4.4e-3),Cu II (1.1e-2),Mo I (4.3e-3)
205.81,1.656e+2,,1.292e+2,,2.417e-1,5.193e-4,3.611e+1,,,3.221e-20,1.059e-1,
205.84,1.208e+2,,3.092e+1,,4.522e-2,5.852e-4,8.981e+1,,,3.224e-20,1.670e-2,
205.86,1.690e+2,,1.700e+1,,1.346e-2,6.299e-4,1.520e+2,,,3.227e-20,4.436e-3,
205.89,3.301e+2,,3.888e+1,,1.895e-3,7.003e-4,2.912e+2,,,3.230e-20,5.413e-4,
205.91,5.086e+2,,9.968e+1,,4.678e-4,7.766e-4,4.089e+2,,,3.232e-20,1.695e-4,
205.94,9.647e+2,,3.742e+2,,6.345e-5,1.070e-3,5.906e+2,,,3.236e-20,3.288e-4,
205.96,1.511e+3,,8.248e+2,,7.784e-5,1.556e-3,6.867e+2,,,3.238e-20,9.498e-4,
205.99,3.092e+3,,2.344e+3,,6.285e-4,3.237e-3,7.475e+2,,,3.242e-20,4.228e-3,
206.01,5.002e+3,,4.282e+3,,2.520e-3,5.423e-3,7.198e+2,,,3.244e-20,1.043e-2,
206.04,9.768e+3,,9.177e+3,,1.761e-2,1.103e-2,5.906e+2,,,3.247e-20,3.508e-2,
206.06,1.436e+4,,1.389e+4,,5.861e-2,1.647e-2,4.710e+2,,,3.250e-20,7.168e-2,
206.09,2.273e+4,,2.244e+4,,3.090e-1,2.643e-2,2.912e+2,,,3.253e-20,1.819e-1,
206.11,2.832e+4,,2.813e+4,,8.521e-1,3.308e-2,1.923e+2,,,3.255e-20,3.079e-1,
206.13,3.282e+4,,3.270e+4,,2.180e+0,3.846e-2,1.178e+2,,,3.258e-20,4.836e-1,
206.16,3.564e+4,,3.559e+4,,7.746e+0,4.189e-2,4.903e+1,,,3.261e-20,8.265e-1,
206.18,3.431e+4,,3.427e+4,,1.642e+1,4.039e-2,2.487e+1,,,3.263e-20,1.076e+0,
206.21,2.818e+4,,2.813e+4,,4.402e+1,3.320e-2,7.800e+0,,,3.267e-20,1.386e+0,
206.23,2.252e+4,,2.244e+4,,7.734e+1,2.653e-2,3.277e+0,,,3.269e-20,1.495e+0,
206.26,1.405e+4,,1.389e+4,,1.564e+2,1.645e-2,7.746e-1,,,3.272e-20,1.453e+0,
206.28,9.432e+3,,9.203e+3,,2.278e+2,1.089e-2,2.695e-1,,,3.275e-20,1.298e+0,
206.31,4.740e+3,,4.391e+3,,3.477e+2,5.097e-3,4.801e-2,,,3.278e-20,9.518e-1,
206.33,3.024e+3,,2.603e+3,,4.196e+2,2.797e-3,1.383e-2,,,3.280e-20,7.046e-1,
206.36,2.129e+3,,1.645e+3,,4.838e+2,9.878e-4,1.857e-3,,,3.284e-20,3.905e-1,
206.38,2.470e+3,,1.985e+3,,4.849e+2,4.497e-4,4.432e-4,,,3.286e-20,2.416e-1,
206.41,4.377e+3,,3.951e+3,,4.259e+2,1.211e-4,4.485e-5,,,3.290e-20,1.097e-1,
206.43,6.670e+3,,6.310e+3,,3.604e+2,4.725e-5,8.863e-6,,,3.292e-20,7.281e-2,
206.46,1.159e+4,,1.133e+4,,2.583e+2,1.268e-5,6.759e-7,,,3.295e-20,7.870e-2,
206.48,1.549e+4,,1.529e+4,,2.062e+2,7.874e-6,1.106e-7,,,3.298e-20,1.211e-1,
206.51,2.099e+4,,2.083e+4,,1.673e+2,1.061e-5,6.358e-9,,,3.301e-20,2.458e-1,
206.53,2.347e+4,,2.331e+4,,1.657e+2,2.113e-5,8.618e-10,,,3.303e-20,3.694e-1,
206.55,2.437e+4,,2.420e+4,,1.765e+2,5.065e-5,1.083e-10,,,3.306e-20,5.170e-1,
206.58,2.244e+4,,2.224e+4,,1.982e+2,2.013e-4,4.191e-12,,,3.309e-20,7.448e-1,
206.6,1.935e+4,,1.914e+4,,2.074e+2,4.825e-4,4.362e-13,,,3.311e-20,8.652e-1,
206.63,1.349e+4,,1.328e+4,,2.101e+2,1.589e-3,1.272e-14,,,3.315e-20,9.413e-1,
206.65,9.686e+3,,9.475e+3,,2.101e+2,3.218e-3,1.096e-15,,,3.317e-20,9.067e-1,
206.68,5.185e+3,,4.962e+3,,2.227e+2,8.089e-3,2.409e-17,,,3.320e-20,7.448e-1,
206.7,3.181e+3,,2.935e+3,,2.458e+2,1.364e-2,1.720e-18,,,3.323e-20,5.949e-1,
206.73,1.460e+3,,1.160e+3,,2.995e+2,2.596e-2,2.849e-20,,,3.326e-20,3.693e-1,
206.75,9.062e+2,,5.689e+2,,3.370e+2,3.632e-2,3.194e-20,,,3.328e-20,2.454e-1,
206.78,5.403e+2,,1.697e+2,,3.704e+2,5.228e-2,3.711e-20,,,3.332e-20,1.185e-1,
206.8,4.353e+2,,6.900e+1,,3.661e+2,6.070e-2,4.056e-20,,,3.334e-20,7.149e-2,
206.83,3.327e+2,,1.554e+1,,3.170e+2,6.602e-2,4.573e-20,,,3.338e-20,4.540e-2,
206.85,2.699e+2,,5.237e+0,,2.645e+2,6.359e-2,4.918e-20,,,3.340e-20,5.074e-2,
206.88,1.813e+2,,8.903e-1,,1.803e+2,5.226e-2,5.435e-20,,,3.343e-20,8.455e-2,
206.9,1.336e+2,,2.487e-1,,1.331e+2,4.176e-2,5.780e-20,,,3.346e-20,1.199e-1,
206.92,9.961e+1,,6.448e-2,,9.935e+1,3.098e-2,6.125e-20,,,3.348e-20,1.607e-1,
206.95,7.483e+1,,7.393e-3,,7.459e+1,1.725e-2,6.642e-20,,,3.351e-20,2.182e-1,
206.97,7.152e+1,,1.589e-3,,7.127e+1,1.067e-2,6.987e-20,,,3.354e-20,2.440e-1,
207,7.517e+1,,1.375e-4,,7.492e+1,4.589e-3,7.504e-20,,,3.357e-20,2.510e-1,
207.02,7.719e+1,,2.449e-5,,7.696e+1,2.454e-3,7.849e-20,,,3.359e-20,2.329e-1,
207.05,7.315e+1,,1.600e-6,,7.297e+1,9.402e-4,8.366e-20,,,3.363e-20,1.810e-1,
207.07,6.503e+1,,2.363e-7,,6.489e+1,5.274e-4,8.711e-20,,,3.365e-20,1.394e-1,
207.1,4.765e+1,,1.165e-8,,4.756e+1,2.675e-4,9.228e-20,,,3.368e-20,8.186e-2,
207.12,3.532e+1,,1.427e-9,,3.526e+1,1.872e-4,9.573e-20,,,3.371e-20,5.229e-2,
207.15,1.961e+1,,5.310e-11,,1.958e+1,1.108e-4,1.009e-19,,,3.374e-20,2.321e-2,
207.17,1.207e+1,,5.390e-12,,1.205e+1,7.445e-5,1.043e-19,,,3.376e-20,1.230e-2,
207.2,5.064e+0,,1.514e-13,,5.060e+0,3.655e-5,1.095e-19,,,3.380e-20,4.127e-3,
207.22,2.586e+0,,1.274e-14,,2.584e+0,2.093e-5,1.130e-19,,,3.382e-20,1.815e-3,
207.25,8.205e-1,,2.702e-16,,8.201e-1,8.191e-6,1.181e-19,,,3.386e-20,4.601e-4,
207.27,3.477e-1,,1.885e-17,,3.475e-1,4.408e-6,1.216e-19,,,3.388e-20,1.679e-4,
207.29,1.367e-1,,1.220e-18,,1.367e-1,2.817e-6,1.250e-19,,,3.390e-20,5.684e-5,
207.32,2.932e-2,,1.224e-18,,2.931e-2,2.661e-6,1.302e-19,,,3.394e-20,9.736e-6,
207.34,9.570e-3,,1.227e-18,,9.564e-3,3.287e-6,1.337e-19,,,3.396e-20,2.735e-6,
207.37,1.555e-3,,1.231e-18,,1.550e-3,4.536e-6,1.388e-19,,,3.399e-20,3.544e-7,
207.39,4.250e-4,,1.233e-18,,4.197e-4,5.246e-6,1.423e-19,,,3.402e-20,8.490e-8,
207.42,5.718e-5,,1.237e-18,,5.141e-5,5.738e-6,1.474e-19,,,3.405e-20,3.957e-8,
207.44,1.731e-5,,1.240e-18,,1.155e-5,5.599e-6,1.509e-19,,,3.407e-20,1.622e-7,
207.47,7.530e-6,,1.244e-18,,1.069e-6,4.849e-6,1.561e-19,,,3.411e-20,1.611e-6,
207.49,1.125e-5,,1.247e-18,,2.012e-7,4.223e-6,1.595e-19,,,3.413e-20,6.827e-6,
207.52,5.550e-5,,1.251e-18,,4.667e-8,3.608e-6,1.647e-19,,,3.416e-20,5.184e-5,
207.54,1.866e-4,,1.254e-18,,2.025e-7,3.836e-6,1.681e-19,,,3.419e-20,1.826e-4,
207.57,1.060e-3,,1.258e-18,,2.641e-6,7.307e-6,1.733e-19,,,3.422e-20,1.050e-3,
207.59,3.104e-3,,1.261e-18,,1.344e-5,1.643e-5,1.768e-19,,,3.424e-20,3.074e-3,
207.62,1.360e-2,,1.265e-18,,1.342e-4,6.975e-5,1.819e-19,,,3.428e-20,1.340e-2,
207.64,3.333e-2,,1.267e-18,,5.676e-4,1.828e-4,1.854e-19,,,3.430e-20,3.258e-2,
207.66,7.626e-2,,1.270e-18,,2.229e-3,4.552e-4,1.888e-19,,,3.432e-20,7.358e-2,
207.69,2.340e-1,,1.274e-18,,1.511e-2,1.578e-3,1.940e-19,,,3.436e-20,2.173e-1,
207.71,4.605e-1,,1.277e-18,,4.932e-2,3.305e-3,1.974e-19,,,3.438e-20,4.079e-1,
207.74,1.175e+0,,1.281e-18,,2.532e-1,8.730e-3,2.026e-19,,,3.442e-20,9.127e-1,
207.76,2.126e+0,,1.284e-18,,6.872e-1,1.521e-2,2.061e-19,,,3.444e-20,1.423e+0,
207.79,5.117e+0,,1.288e-18,,2.674e+0,3.045e-2,2.112e-19,,,3.447e-20,2.412e+0,
207.81,9.203e+0,,1.290e-18,,6.032e+0,4.409e-2,2.147e-19,,,3.450e-20,3.126e+0,
207.84,2.187e+1,,1.294e-18,,1.779e+1,6.687e-2,1.239e-17,,,3.453e-20,4.014e+0,
207.86,3.776e+1,,1.297e-18,,3.335e+1,8.046e-2,1.688e-16,,,3.455e-20,4.323e+0,
207.89,7.883e+1,,1.301e-18,,7.454e+1,9.244e-2,7.395e-15,,,3.459e-20,4.204e+0,
207.91,1.200e+2,,1.304e-18,,1.162e+2,9.244e-2,8.381e-14,,,3.461e-20,3.762e+0,
207.94,1.996e+2,,1.308e-18,,1.967e+2,8.046e-2,2.786e-12,,,3.464e-20,2.772e+0,
207.96,2.570e+2,,1.311e-18,,2.549e+2,6.687e-2,2.627e-11,,,3.467e-20,2.061e+0,
207.99,3.283e+2,,1.315e-18,,3.271e+2,4.409e-2,6.628e-10,,,3.470e-20,1.150e+0,
208.01,3.529e+2,,1.317e-18,,3.522e+2,3.045e-2,5.200e-9,,,3.472e-20,7.108e-1,
208.03,3.526e+2,,1.320e-18,,3.522e+2,1.953e-2,3.791e-8,,,3.475e-20,4.079e-1,
208.06,3.068e+2,,1.324e-18,,3.066e+2,8.733e-3,6.499e-7,,,3.478e-20,1.543e-1,
208.08,2.549e+2,,1.327e-18,,2.549e+2,4.656e-3,3.941e-6,,,3.480e-20,7.358e-2,
208.11,1.682e+2,,1.331e-18,,1.681e+2,1.578e-3,5.128e-5,,,3.484e-20,2.109e-2,
208.13,1.162e+2,,1.334e-18,,1.162e+2,7.008e-4,2.588e-4,,,3.486e-20,8.355e-3,
208.16,5.808e+1,,1.338e-18,,5.808e+1,1.841e-4,2.555e-3,,,3.490e-20,1.816e-3,
208.18,3.336e+1,,1.341e-18,,3.335e+1,7.452e-5,1.073e-2,,,3.492e-20,6.047e-4,
208.21,1.272e+1,,1.345e-18,,1.264e+1,3.445e-5,8.037e-2,,,3.495e-20,1.459e-4,
208.23,6.313e+0,,1.347e-18,,6.032e+0,4.445e-5,2.807e-1,,,3.498e-20,1.761e-4,
208.26,3.329e+0,,1.351e-18,,1.732e+0,1.003e-4,1.596e+0,2.066e-20,,3.501e-20,7.230e-4,
208.28,5.329e+0,,1.354e-18,,6.874e-1,1.733e-4,4.639e+0,3.106e-19,,3.503e-20,1.874e-3,
208.31,2.018e+1,,1.358e-18,,1.503e-1,3.587e-4,2.002e+1,1.578e-17,,3.507e-20,6.853e-3,
208.33,4.847e+1,,1.361e-18,,5.138e-2,5.411e-4,4.841e+1,1.975e-16,,3.509e-20,1.484e-2,
208.36,1.586e+2,,1.365e-18,,1.644e-2,8.879e-4,1.585e+2,7.626e-15,,3.512e-20,4.120e-2,
208.38,3.190e+2,,1.368e-18,,2.193e-2,1.135e-3,3.189e+2,7.949e-14,,3.515e-20,7.424e-2,
208.41,7.928e+2,,1.372e-18,,6.768e-2,1.439e-3,7.926e+2,2.332e-12,,3.518e-20,1.564e-1,
208.43,1.327e+3,,1.374e-18,,1.506e-1,1.543e-3,1.327e+3,2.024e-11,,3.520e-20,2.345e-1,
208.45,2.063e+3,,1.377e-18,,3.380e-1,1.540e-3,2.063e+3,1.632e-10,,3.523e-20,3.266e-1,
208.48,3.486e+3,,1.381e-18,,1.160e+0,1.344e-3,3.484e+3,3.259e-9,,3.526e-20,4.682e-1,
208.5,4.510e+3,,1.384e-18,,2.633e+0,1.124e-3,4.507e+3,2.189e-8,,3.528e-20,5.441e-1,
208.53,5.787e+3,,1.388e-18,,8.589e+0,7.639e-4,5.778e+3,3.321e-7,,3.532e-20,6.007e-1,
208.55,6.237e+3,,1.391e-18,,1.788e+1,5.580e-4,6.219e+3,1.857e-6,,3.534e-20,5.988e-1,
208.58,6.098e+3,,1.395e-18,,4.813e+1,3.561e-4,6.049e+3,2.141e-5,,3.538e-20,5.794e-1,
208.6,5.504e+3,,1.398e-18,,8.580e+1,2.996e-4,5.417e+3,9.970e-5,,3.540e-20,6.111e-1,
208.63,4.179e+3,,1.402e-18,,1.792e+2,3.113e-4,3.999e+3,8.732e-4,,3.543e-20,8.661e-1,
208.65,3.249e+3,,1.404e-18,,2.679e+2,3.603e-4,2.980e+3,3.386e-3,,3.546e-20,1.267e+0,
208.68,2.099e+3,,1.408e-18,,4.271e+2,4.508e-4,1.669e+3,2.253e-2,,3.549e-20,2.329e+0,
208.7,1.570e+3,,1.411e-18,,5.321e+2,4.993e-4,1.035e+3,7.275e-2,,3.551e-20,3.343e+0,
208.73,1.090e+3,,1.415e-18,,6.450e+2,5.296e-4,4.400e+2,3.679e-1,,3.555e-20,5.114e+0,
208.75,9.032e+2,,1.418e-18,,6.690e+2,5.182e-4,2.269e+2,9.889e-1,,3.557e-20,6.226e+0,
208.78,7.003e+2,,1.422e-18,,6.159e+2,4.671e-4,7.322e+1,3.799e+0,,3.561e-20,7.304e+0,
208.8,5.791e+2,,1.425e-18,,5.318e+2,4.258e-4,3.142e+1,8.504e+0,,3.563e-20,7.419e+0,
208.82,4.639e+2,,1.427e-18,,4.266e+2,3.947e-4,1.253e+1,1.769e+1,,3.565e-20,7.006e+0,
208.85,3.218e+2,,1.431e-18,,2.671e+2,4.027e-4,2.747e+0,4.627e+1,,3.569e-20,5.605e+0,
208.87,2.639e+2,,1.434e-18,,1.784e+2,4.703e-4,9.110e-1,8.015e+1,,3.571e-20,4.409e+0,
208.9,2.469e+2,,1.438e-18,,8.481e+1,7.034e-4,1.516e-1,1.593e+2,,3.574e-20,2.683e+0,
208.92,2.787e+2,,1.441e-18,,4.713e+1,9.544e-4,4.184e-2,2.297e+2,,3.577e-20,1.758e+0,
208.95,3.647e+2,,1.445e-18,,1.702e+1,1.436e-3,5.283e-3,3.469e+2,,3.580e-20,8.131e-1,
208.97,4.249e+2,,1.448e-18,,7.880e+0,1.769e-3,1.213e-3,4.166e+2,,3.582e-20,4.439e-1,
209,4.802e+2,,1.452e-18,,2.189e+0,2.150e-3,1.163e-4,4.779e+2,,3.586e-20,1.561e-1,
209.02,4.789e+2,,1.454e-18,,8.967e-1,2.254e-3,2.221e-5,4.779e+2,,3.588e-20,7.103e-2,
209.05,4.170e+2,,1.459e-18,,3.489e-1,2.136e-3,1.615e-6,4.167e+2,,3.591e-20,1.918e-2,
209.07,3.476e+2,,1.461e-18,,3.728e-1,1.901e-3,2.567e-7,3.472e+2,,3.594e-20,7.787e-3,
209.1,2.320e+2,,1.465e-18,,7.260e-1,1.426e-3,1.417e-8,2.313e+2,,3.597e-20,4.144e-3,
209.12,1.643e+2,,1.468e-18,,1.205e+0,1.100e-3,1.874e-9,1.631e+2,,3.599e-20,7.140e-3,
209.15,9.581e+1,,1.472e-18,,2.583e+0,6.836e-4,7.849e-11,9.321e+1,,3.603e-20,2.297e-2,
209.17,7.771e+1,,1.475e-18,,4.286e+0,4.760e-4,8.635e-12,7.337e+1,,3.605e-20,4.753e-2,
209.19,8.424e+1,,1.478e-18,,7.046e+0,3.235e-4,8.826e-13,7.711e+1,,3.607e-20,9.166e-2,
209.22,1.451e+2,,1.482e-18,,1.418e+1,1.787e-4,2.513e-14,1.307e+2,,3.611e-20,2.141e-1,
209.24,2.220e+2,,1.484e-18,,2.151e+1,1.224e-4,2.137e-15,2.002e+2,,3.613e-20,3.442e-1,
209.27,3.869e+2,,1.488e-18,,3.635e+1,7.512e-5,4.616e-17,3.499e+2,,3.617e-20,6.116e-1,
209.29,5.162e+2,,1.491e-18,,4.775e+1,5.804e-5,3.266e-18,4.677e+2,,3.619e-20,8.190e-1,
209.32,6.962e+2,,1.495e-18,,6.348e+1,4.220e-5,3.219e-18,6.316e+2,,3.622e-20,1.107e+0,
209.34,7.762e+2,,1.498e-18,,7.037e+1,3.426e-5,3.188e-18,7.046e+2,,3.625e-20,1.235e+0,
209.37,7.973e+2,,1.502e-18,,7.192e+1,2.380e-5,3.141e-18,7.242e+2,,3.628e-20,1.269e+0,
209.39,7.411e+2,,1.505e-18,,6.671e+1,1.789e-5,3.110e-18,6.732e+2,,3.630e-20,1.180e+0,
209.42,5.791e+2,,1.509e-18,,5.204e+1,1.188e-5,3.063e-18,5.261e+2,,3.634e-20,9.222e-1,
209.44,4.485e+2,,1.511e-18,,4.027e+1,1.073e-5,3.032e-18,4.075e+2,,3.636e-20,7.142e-1,
209.47,2.666e+2,,1.516e-18,,2.392e+1,1.559e-5,2.985e-18,2.422e+2,,3.639e-20,4.246e-1,
209.49,1.720e+2,,1.518e-18,,1.543e+1,2.577e-5,2.953e-18,1.563e+2,,3.642e-20,2.741e-1,
209.52,7.775e+1,,1.522e-18,,6.974e+0,6.086e-5,2.907e-18,7.066e+1,,3.645e-20,1.243e-1,
209.54,4.180e+1,,1.525e-18,,3.749e+0,1.084e-4,2.875e-18,3.799e+1,,3.647e-20,6.796e-2,
209.56,2.090e+1,,1.528e-18,,1.874e+0,1.903e-4,2.844e-18,1.898e+1,,3.650e-20,3.715e-2,
209.59,6.454e+0,,1.532e-18,,5.773e-1,4.220e-4,2.797e-18,5.849e+0,,3.653e-20,2.638e-2,
209.61,2.719e+0,,1.535e-18,,2.404e-1,6.852e-4,2.766e-18,2.436e+0,,3.655e-20,4.242e-2,
209.64,7.506e-1,,1.539e-18,,5.634e-2,1.296e-3,2.719e-18,5.707e-1,,3.659e-20,1.222e-1,
209.66,4.591e-1,,1.541e-18,,1.955e-2,1.847e-3,2.688e-18,1.980e-1,,3.661e-20,2.397e-1,
209.69,6.214e-1,,1.545e-18,,3.525e-3,2.800e-3,2.641e-18,3.528e-2,,3.665e-20,5.798e-1,
209.71,9.698e-1,,1.548e-18,,1.142e-3,3.403e-3,2.610e-18,1.020e-2,,3.667e-20,9.551e-1,
209.74,1.769e+0,,1.552e-18,,8.124e-4,4.015e-3,2.563e-18,1.382e-3,,3.670e-20,1.763e+0,
209.76,2.430e+0,,1.555e-18,,1.843e-3,4.110e-3,2.531e-18,3.328e-4,,3.673e-20,2.424e+0,
209.79,3.420e+0,,1.559e-18,,6.959e-3,3.733e-3,2.485e-18,3.430e-5,,3.676e-20,3.410e+0,
209.81,3.930e+0,,1.562e-18,,1.565e-2,3.205e-3,2.453e-18,6.883e-6,,3.678e-20,3.911e+0,
209.84,4.242e+0,,1.566e-18,,4.655e-2,2.233e-3,2.406e-18,5.394e-7,,3.682e-20,4.193e+0,
209.86,4.103e+0,,1.568e-18,,8.874e-2,1.606e-3,2.375e-18,9.018e-8,,3.684e-20,4.012e+0,
209.89,3.487e+0,,1.573e-18,,2.079e-1,8.588e-4,2.328e-18,5.375e-9,,3.687e-20,3.279e+0,
209.91,2.959e+0,,1.575e-18,,3.408e-1,5.185e-4,2.297e-18,7.486e-10,,3.690e-20,2.618e+0,
209.93,2.473e+0,,1.578e-18,,5.292e-1,2.923e-4,2.266e-18,9.693e-11,,3.692e-20,1.944e+0,
209.96,2.018e+0,,1.582e-18,,9.321e-1,1.094e-4,2.219e-18,3.938e-12,,3.695e-20,1.086e+0,
209.98,1.955e+0,,1.585e-18,,1.283e+0,5.273e-5,2.188e-18,4.248e-13,,3.698e-20,6.726e-1,
210.01,2.194e+0,,1.589e-18,,1.907e+0,1.613e-5,2.141e-18,1.313e-14,,3.701e-20,2.863e-1,
210.03,2.502e+0,,1.592e-18,,2.354e+0,7.067e-6,2.109e-18,1.180e-15,,3.703e-20,1.479e-1,
210.06,3.017e+0,,1.596e-18,,2.969e+0,2.057e-6,2.063e-18,2.772e-17,,3.707e-20,4.803e-2,
210.08,3.295e+0,,1.598e-18,,3.274e+0,9.326e-7,2.031e-18,2.076e-18,,3.709e-20,2.092e-2,
210.11,3.497e+0,,1.602e-18,,3.490e+0,2.996e-7,1.984e-18,3.709e-20,,3.713e-20,6.968e-3,
210.13,3.478e+0,,1.605e-18,,3.470e+0,1.416e-7,1.953e-18,3.678e-20,,3.715e-20,8.649e-3,
210.16,3.323e+0,,1.609e-18,,3.281e+0,4.419e-8,1.906e-18,3.633e-20,,3.718e-20,4.216e-2,
210.18,3.259e+0,,1.612e-18,,3.131e+0,2.002e-8,1.875e-18,3.602e-20,,3.721e-20,1.282e-1,
210.21,3.575e+0,,1.616e-18,,2.975e+0,1.027e-8,1.828e-18,3.556e-20,,3.724e-20,6.000e-1,
210.23,4.460e+0,,1.619e-18,,2.926e+0,1.671e-8,1.797e-18,3.526e-20,,3.726e-20,1.534e+0,
210.26,8.354e+0,,1.623e-18,,2.874e+0,5.973e-8,1.750e-18,3.480e-20,,3.730e-20,5.481e+0,
210.28,1.451e+1,,1.625e-18,,2.811e+0,1.364e-7,1.719e-18,3.450e-20,,3.732e-20,1.170e+1,
210.31,3.455e+1,,1.629e-18,,2.669e+0,4.137e-7,1.672e-18,3.404e-20,,3.735e-20,3.188e+1,
210.33,5.939e+1,,1.632e-18,,2.579e+0,7.928e-7,1.641e-18,3.374e-20,,3.738e-20,5.681e+1,
210.35,9.673e+1,,1.635e-18,,2.535e+0,1.414e-6,1.609e-18,3.343e-20,,3.740e-20,9.419e+1,
210.38,1.782e+2,,1.639e-18,,2.580e+0,2.951e-6,1.563e-18,3.297e-20,,3.743e-20,1.756e+2,
210.4,2.457e+2,,1.642e-18,,2.654e+0,4.422e-6,1.531e-18,3.267e-20,,3.746e-20,2.431e+2,
210.43,3.484e+2,,1.646e-18,,2.711e+0,7.225e-6,1.484e-18,3.221e-20,,3.749e-20,3.457e+2,
210.45,4.021e+2,,1.648e-18,,2.647e+0,9.448e-6,1.453e-18,3.191e-20,,3.751e-20,3.994e+2,
210.48,4.356e+2,,1.653e-18,,2.393e+0,1.389e-5,1.406e-18,3.145e-20,,3.755e-20,4.332e+2,
210.5,4.201e+2,,1.655e-18,,2.223e+0,1.898e-5,1.375e-18,3.115e-20,,3.757e-20,4.179e+2,
210.53,3.481e+2,,1.659e-18,,2.427e+0,3.584e-5,1.328e-18,3.069e-20,,3.761e-20,3.457e+2,
210.55,2.817e+2,,1.662e-18,,3.372e+0,5.966e-5,1.297e-18,3.039e-20,,3.763e-20,2.783e+2,
210.58,1.831e+2,,1.666e-18,,7.436e+0,1.299e-4,1.250e-18,2.993e-20,,3.766e-20,1.756e+2,
210.6,1.311e+2,,1.669e-18,,1.309e+1,2.089e-4,1.219e-18,2.962e-20,,3.769e-20,1.180e+2,
210.63,8.498e+1,,1.673e-18,,2.817e+1,3.820e-4,1.172e-18,2.917e-20,,3.772e-20,5.681e+1,
210.65,7.529e+1,,1.676e-18,,4.342e+1,5.260e-4,1.141e-18,2.886e-20,,3.774e-20,3.188e+1,
210.68,8.488e+1,,1.680e-18,,7.318e+1,7.453e-4,1.094e-18,2.840e-20,,3.778e-20,1.170e+1,
210.7,1.008e+2,,1.682e-18,,9.535e+1,8.604e-4,1.062e-18,2.810e-20,,3.780e-20,5.481e+0,
210.72,1.190e+2,,1.685e-18,,1.166e+2,9.249e-4,1.031e-18,2.780e-20,,3.782e-20,2.388e+0,
210.75,1.426e+2,,1.689e-18,,1.420e+2,9.020e-4,9.843e-19,2.734e-20,,3.786e-20,6.000e-1,
210.77,1.532e+2,,1.692e-18,,1.529e+2,8.118e-4,9.530e-19,2.703e-20,,3.788e-20,2.183e-1,
210.8,1.625e+2,,1.696e-18,,1.625e+2,6.079e-4,9.062e-19,2.658e-20,,3.791e-20,4.211e-2,
210.82,1.671e+2,,1.699e-18,,1.671e+2,4.603e-4,8.749e-19,2.627e-20,,3.794e-20,1.389e-2,
210.85,1.758e+2,,1.703e-18,,1.758e+2,2.685e-4,8.280e-19,2.582e-20,,3.797e-20,1.040e-2,
210.87,1.833e+2,,1.705e-18,,1.833e+2,1.739e-4,7.968e-19,2.551e-20,,3.799e-20,2.981e-2,
210.9,1.953e+2,,1.710e-18,,1.951e+2,8.246e-5,7.499e-19,2.505e-20,,3.803e-20,1.647e-1,
210.92,2.034e+2,,1.712e-18,,2.029e+2,4.777e-5,7.186e-19,2.475e-20,,3.805e-20,4.777e-1,
210.95,2.192e+2,,1.716e-18,,2.172e+2,2.017e-5,6.717e-19,2.429e-20,,3.809e-20,2.073e+0,
210.97,2.361e+2,,1.719e-18,,2.311e+2,1.118e-5,6.405e-19,2.399e-20,,3.811e-20,5.053e+0,
211,2.768e+2,,1.723e-18,,2.600e+2,4.527e-6,5.936e-19,2.353e-20,,3.814e-20,1.686e+1,
211.02,3.154e+2,,1.726e-18,,2.810e+2,2.423e-6,5.624e-19,2.323e-20,,3.817e-20,3.444e+1,
211.05,3.897e+2,,1.730e-18,,3.016e+2,8.950e-7,5.155e-19,2.277e-20,,3.820e-20,8.806e+1,
211.07,4.505e+2,,1.733e-18,,2.999e+2,4.448e-7,4.842e-19,2.246e-20,,3.822e-20,1.506e+2,
211.09,5.219e+2,,1.735e-18,,2.821e+2,2.332e-7,4.530e-19,2.216e-20,,3.825e-20,2.398e+2,
211.12,6.503e+2,,1.739e-18,,2.289e+2,1.860e-7,4.061e-19,2.170e-20,,3.828e-20,4.215e+2,
211.14,7.444e+2,,1.742e-18,,1.831e+2,3.081e-7,3.748e-19,2.140e-20,,3.830e-20,5.613e+2,
211.17,8.692e+2,,1.746e-18,,1.151e+2,8.176e-7,3.279e-19,2.094e-20,,3.834e-20,7.541e+2,
211.19,9.169e+2,,1.749e-18,,7.733e+1,1.500e-6,2.967e-19,2.064e-20,,3.836e-20,8.396e+2,
211.22,8.995e+2,,1.753e-18,,3.727e+1,3.311e-6,2.498e-19,2.018e-20,,3.839e-20,8.623e+2,
211.24,8.234e+2,,1.756e-18,,2.095e+1,5.176e-6,2.185e-19,1.987e-20,,3.842e-20,8.025e+2,
211.27,6.376e+2,,1.760e-18,,7.724e+0,8.965e-6,1.717e-19,1.942e-20,,3.845e-20,6.299e+2,
211.29,4.936e+2,,1.762e-18,,3.631e+0,1.193e-5,1.404e-19,1.911e-20,,3.847e-20,4.900e+2,
211.32,2.949e+2,,1.766e-18,,1.023e+0,1.626e-5,9.352e-20,1.866e-20,,3.851e-20,2.939e+2,
211.34,1.915e+2,,1.769e-18,,4.036e-1,1.846e-5,6.227e-20,1.835e-20,,3.853e-20,1.911e+2,
