Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.0e-1),Fe III (1.1e-4),Ni I (1.2e-2),Ni II (3.8e-2),Ni III (1.3e-6)
691.27,3.182e-1,4.063e-15,3.182e-1,1.026e-26,1.840e-15,,1.513e-26
691.29,2.718e-1,4.064e-15,2.718e-1,1.025e-26,1.841e-15,,1.515e-26
691.32,2.150e-1,4.066e-15,2.150e-1,1.025e-26,1.841e-15,,1.518e-26
691.34,1.852e-1,4.067e-15,1.852e-1,1.025e-26,1.841e-15,,1.520e-26
691.37,1.515e-1,4.069e-15,1.515e-1,1.024e-26,1.841e-15,,1.523e-26
691.39,1.361e-1,4.070e-15,1.361e-1,1.024e-26,1.841e-15,,1.524e-26
691.42,1.232e-1,4.071e-15,1.232e-1,1.023e-26,1.841e-15,,1.527e-26
691.44,1.216e-1,4.072e-15,1.216e-1,1.023e-26,1.841e-15,,1.529e-26
691.47,1.301e-1,4.074e-15,1.301e-1,1.023e-26,1.841e-15,,1.532e-26
691.49,1.436e-1,4.075e-15,1.436e-1,1.022e-26,1.842e-15,,1.534e-26
691.52,1.771e-1,4.077e-15,1.771e-1,1.022e-26,1.842e-15,,1.536e-26
691.54,2.093e-1,4.078e-15,2.093e-1,1.022e-26,1.842e-15,,1.538e-26
691.57,2.747e-1,4.079e-15,2.747e-1,1.021e-26,1.842e-15,,1.541e-26
691.59,3.313e-1,4.080e-15,3.313e-1,1.021e-26,1.842e-15,,1.543e-26
691.61,3.997e-1,4.081e-15,3.997e-1,1.021e-26,1.842e-15,,1.545e-26
691.64,5.273e-1,4.083e-15,5.273e-1,1.020e-26,1.842e-15,,1.547e-26
691.66,6.310e-1,4.084e-15,6.310e-1,1.020e-26,1.842e-15,,1.549e-26
691.69,8.179e-1,4.085e-15,8.179e-1,1.020e-26,1.843e-15,,1.552e-26
691.71,9.653e-1,4.087e-15,9.653e-1,1.019e-26,1.843e-15,,1.554e-26
691.74,1.223e+0,4.088e-15,1.223e+0,1.019e-26,1.843e-15,,1.557e-26
691.76,1.421e+0,4.089e-15,1.421e+0,1.019e-26,1.843e-15,,1.559e-26
691.79,1.758e+0,4.091e-15,1.758e+0,1.018e-26,1.843e-15,,1.561e-26
691.81,2.009e+0,4.092e-15,2.009e+0,1.018e-26,1.843e-15,,1.563e-26
691.84,2.424e+0,4.093e-15,2.424e+0,1.018e-26,1.843e-15,,1.566e-26
691.86,2.725e+0,4.094e-15,2.725e+0,1.017e-26,1.844e-15,,1.568e-26
691.89,3.208e+0,4.096e-15,3.208e+0,1.017e-26,1.844e-15,,1.571e-26
691.91,3.546e+0,4.097e-15,3.546e+0,1.017e-26,1.844e-15,,1.572e-26
691.94,4.072e+0,4.099e-15,4.072e+0,1.016e-26,1.844e-15,,1.575e-26
691.96,4.429e+0,4.100e-15,4.429e+0,1.016e-26,1.844e-15,,1.577e-26
691.98,4.785e+0,4.101e-15,4.785e+0,1.016e-26,1.844e-15,,1.579e-26
692.01,5.308e+0,4.102e-15,5.308e+0,1.015e-26,1.844e-15,,1.582e-26
692.03,5.641e+0,4.103e-15,5.641e+0,1.015e-26,1.844e-15,,1.583e-26
692.06,6.107e+0,4.105e-15,6.107e+0,1.015e-26,1.845e-15,,1.586e-26
692.08,6.387e+0,4.106e-15,6.387e+0,1.014e-26,1.845e-15,,1.588e-26
692.11,6.750e+0,4.108e-15,6.750e+0,1.014e-26,1.845e-15,,1.591e-26
692.13,6.948e+0,4.109e-15,6.948e+0,1.014e-26,1.845e-15,,1.593e-26
692.16,7.174e+0,4.110e-15,7.174e+0,1.013e-26,1.845e-15,,1.595e-26
692.18,7.273e+0,4.111e-15,7.273e+0,1.013e-26,1.845e-15,,1.597e-26
692.21,7.343e+0,4.113e-15,7.343e+0,1.013e-26,1.845e-15,,1.600e-26
692.23,7.338e+0,4.114e-15,7.338e+0,1.012e-26,1.846e-15,,1.602e-26
692.26,7.257e+0,4.115e-15,7.257e+0,1.012e-26,1.846e-15,,1.605e-26
692.28,7.159e+0,4.116e-15,7.159e+0,1.012e-26,1.846e-15,,1.607e-26
692.31,6.952e+0,4.118e-15,6.952e+0,1.011e-26,1.846e-15,,1.609e-26
692.33,6.783e+0,4.119e-15,6.783e+0,1.011e-26,1.846e-15,,1.611e-26
692.35,6.593e+0,4.120e-15,6.593e+0,1.011e-26,1.846e-15,,1.613e-26
692.38,6.283e+0,4.122e-15,6.283e+0,1.010e-26,1.846e-15,,1.616e-26
692.4,6.068e+0,4.123e-15,6.068e+0,1.010e-26,1.846e-15,,1.618e-26
692.43,5.744e+0,4.124e-15,5.744e+0,1.009e-26,1.847e-15,,1.620e-26
692.45,5.534e+0,4.125e-15,5.534e+0,1.009e-26,1.847e-15,,1.622e-26
692.48,5.239e+0,4.127e-15,5.239e+0,1.009e-26,1.847e-15,,1.625e-26
692.5,5.061e+0,4.128e-15,5.061e+0,1.009e-26,1.847e-15,,3.315e-26
692.53,4.825e+0,4.130e-15,4.825e+0,1.008e-26,1.847e-15,,9.539e-26
692.55,4.692e+0,4.131e-15,4.692e+0,1.008e-26,1.847e-15,,1.914e-25
692.58,4.528e+0,4.132e-15,4.528e+0,1.007e-26,1.847e-15,,5.372e-25
692.6,4.442e+0,4.133e-15,4.442e+0,1.007e-26,1.847e-15,,1.060e-24
692.63,4.345e+0,4.135e-15,4.345e+0,1.007e-26,1.848e-15,,2.902e-24
692.65,4.298e+0,4.136e-15,4.298e+0,1.006e-26,1.848e-15,,5.634e-24
692.68,4.249e+0,4.137e-15,4.249e+0,1.006e-26,1.848e-15,,1.505e-23
692.7,4.227e+0,4.139e-15,4.227e+0,1.006e-26,1.848e-15,,2.872e-23
692.72,4.210e+0,4.140e-15,4.210e+0,1.005e-26,1.848e-15,,5.447e-23
692.75,4.189e+0,4.141e-15,4.189e+0,1.005e-26,1.848e-15,,1.405e-22
692.77,4.174e+0,4.142e-15,4.174e+0,1.005e-26,1.848e-15,,2.621e-22
692.8,4.146e+0,4.144e-15,4.146e+0,1.004e-26,1.849e-15,,6.593e-22
692.82,4.120e+0,4.145e-15,4.120e+0,1.004e-26,1.849e-15,,1.210e-21
692.85,4.069e+0,4.146e-15,4.069e+0,1.004e-26,1.849e-15,,2.968e-21
692.87,4.025e+0,4.147e-15,4.025e+0,1.003e-26,1.849e-15,,5.356e-21
692.9,3.946e+0,4.149e-15,3.946e+0,1.003e-26,1.849e-15,,1.282e-20
692.92,3.883e+0,4.150e-15,3.883e+0,1.003e-26,1.849e-15,,2.276e-20
692.95,3.775e+0,4.152e-15,3.775e+0,1.002e-26,1.849e-15,,5.314e-20
692.97,3.694e+0,4.153e-15,3.694e+0,1.002e-26,1.849e-15,,9.275e-20
693,3.564e+0,4.154e-15,3.564e+0,1.002e-26,1.850e-15,,2.113e-19
693.02,3.471e+0,4.155e-15,3.471e+0,1.001e-26,1.850e-15,,3.627e-19
693.05,3.324e+0,4.157e-15,3.324e+0,1.001e-26,1.850e-15,,8.058e-19
693.07,3.223e+0,4.158e-15,3.223e+0,1.001e-26,1.850e-15,,1.361e-18
693.1,3.066e+0,4.160e-15,3.066e+0,1.000e-26,1.850e-15,,2.949e-18
693.12,2.959e+0,4.161e-15,2.959e+0,9.999e-27,1.850e-15,,4.898e-18
693.14,2.850e+0,4.162e-15,2.850e+0,9.996e-27,1.850e-15,,8.081e-18
693.17,2.685e+0,4.163e-15,2.685e+0,9.992e-27,1.850e-15,,1.691e-17
693.19,2.573e+0,4.164e-15,2.573e+0,9.990e-27,1.851e-15,,2.745e-17
693.22,2.402e+0,4.166e-15,2.402e+0,9.985e-27,1.851e-15,,5.604e-17
693.24,2.287e+0,4.167e-15,2.287e+0,9.983e-27,1.851e-15,,8.944e-17
693.27,2.113e+0,4.168e-15,2.113e+0,9.978e-27,1.851e-15,,1.781e-16
693.29,1.997e+0,4.169e-15,1.997e+0,9.976e-27,1.851e-15,,2.796e-16
693.32,1.821e+0,4.171e-15,1.821e+0,9.972e-27,1.851e-15,,5.431e-16
693.34,1.704e+0,4.172e-15,1.704e+0,9.969e-27,1.851e-15,,8.386e-16
693.37,1.531e+0,4.174e-15,1.531e+0,9.965e-27,1.852e-15,,1.589e-15
693.39,1.418e+0,4.175e-15,1.418e+0,9.962e-27,1.852e-15,,2.413e-15
693.42,1.252e+0,4.176e-15,1.252e+0,9.958e-27,1.852e-15,,4.460e-15
693.44,1.145e+0,4.177e-15,1.145e+0,9.955e-27,1.852e-15,,6.662e-15
693.47,9.919e-1,4.179e-15,9.919e-1,9.951e-27,1.852e-15,,1.201e-14
693.49,8.954e-1,4.180e-15,8.954e-1,9.948e-27,1.852e-15,,1.765e-14
693.51,8.037e-1,4.181e-15,8.037e-1,9.945e-27,1.852e-15,,2.575e-14
693.54,6.763e-1,4.183e-15,6.763e-1,9.941e-27,1.852e-15,,4.484e-14
693.56,5.984e-1,4.184e-15,5.984e-1,9.938e-27,1.853e-15,,6.436e-14
693.59,4.925e-1,4.185e-15,4.925e-1,9.934e-27,1.853e-15,,1.093e-13
693.61,4.293e-1,4.186e-15,4.293e-1,9.931e-27,1.853e-15,,1.543e-13
693.64,3.453e-1,4.188e-15,3.453e-1,9.927e-27,1.853e-15,,2.557e-13
693.66,2.964e-1,4.189e-15,2.964e-1,9.925e-27,1.853e-15,,3.550e-13
693.69,2.329e-1,4.190e-15,2.329e-1,9.920e-27,1.853e-15,,5.737e-13
693.71,1.967e-1,4.192e-15,1.967e-1,9.918e-27,1.853e-15,,7.836e-13
693.74,1.510e-1,4.193e-15,1.510e-1,9.913e-27,1.854e-15,,1.235e-12
693.76,1.255e-1,4.194e-15,1.255e-1,9.911e-27,1.854e-15,,1.659e-12
693.79,9.399e-2,4.196e-15,9.399e-2,9.907e-27,1.854e-15,,2.551e-12
693.81,7.688e-2,4.197e-15,7.688e-2,9.904e-27,1.854e-15,,3.371e-12
693.84,5.619e-2,4.198e-15,5.619e-2,9.900e-27,1.854e-15,,5.055e-12
693.86,4.522e-2,4.199e-15,4.522e-2,9.897e-27,1.854e-15,,6.569e-12
693.88,3.615e-2,4.200e-15,3.615e-2,9.894e-27,1.854e-15,,8.480e-12
693.91,2.553e-2,4.202e-15,2.553e-2,9.890e-27,1.854e-15,,1.228e-11
693.93,2.008e-2,4.203e-15,2.008e-2,9.887e-27,1.855e-15,,1.560e-11
693.96,1.383e-2,4.205e-15,1.383e-2,9.883e-27,1.855e-15,,2.204e-11
693.98,1.070e-2,4.206e-15,1.070e-2,9.880e-27,1.855e-15,,2.752e-11
694.01,7.193e-3,4.207e-15,7.193e-3,9.876e-27,1.855e-15,,3.793e-11
694.03,5.476e-3,4.208e-15,5.476e-3,9.873e-27,1.855e-15,,4.658e-11
694.06,3.597e-3,4.210e-15,3.597e-3,9.869e-27,1.855e-15,,6.263e-11
694.08,2.700e-3,4.211e-15,2.700e-3,9.866e-27,1.855e-15,,7.566e-11
694.11,1.746e-3,4.213e-15,1.746e-3,9.862e-27,1.855e-15,,9.922e-11
694.13,1.306e-3,4.214e-15,1.306e-3,9.860e-27,1.856e-15,,1.179e-10
694.16,8.635e-4,4.215e-15,8.635e-4,9.855e-27,1.856e-15,,1.508e-10
694.18,6.794e-4,4.216e-15,6.794e-4,9.853e-27,1.856e-15,,1.762e-10
694.21,5.331e-4,4.218e-15,5.331e-4,9.848e-27,1.856e-15,,2.199e-10
694.23,5.106e-4,4.219e-15,5.106e-4,9.846e-27,1.856e-15,,2.527e-10
694.25,5.454e-4,4.220e-15,5.454e-4,9.843e-27,1.856e-15,,2.886e-10
694.28,7.132e-4,4.221e-15,7.132e-4,9.839e-27,1.856e-15,,3.478e-10
694.3,9.159e-4,4.223e-15,9.159e-4,9.836e-27,1.856e-15,,3.906e-10
694.33,1.398e-3,4.224e-15,1.398e-3,9.832e-27,1.857e-15,,4.591e-10
694.35,1.874e-3,4.225e-15,1.874e-3,9.829e-27,1.857e-15,,5.071e-10
694.38,2.909e-3,4.227e-15,2.909e-3,9.825e-27,1.857e-15,,5.814e-10
694.4,3.882e-3,4.228e-15,3.882e-3,9.822e-27,1.857e-15,,6.317e-10
694.43,5.924e-3,4.229e-15,5.924e-3,9.818e-27,1.857e-15,,7.065e-10
694.45,7.793e-3,4.230e-15,7.793e-3,9.815e-27,1.857e-15,,7.549e-10
694.48,1.162e-2,4.232e-15,1.162e-2,9.811e-27,1.857e-15,,8.236e-10
694.5,1.504e-2,4.233e-15,1.504e-2,9.808e-27,1.858e-15,,8.656e-10
694.53,2.188e-2,4.235e-15,2.188e-2,9.804e-27,1.858e-15,,9.211e-10
694.55,2.786e-2,4.236e-15,2.786e-2,9.801e-27,1.858e-15,,9.522e-10
694.58,3.953e-2,4.237e-15,3.953e-2,9.797e-27,1.858e-15,,9.883e-10
694.6,4.951e-2,4.238e-15,4.951e-2,9.794e-27,1.858e-15,,1.005e-9
694.62,6.160e-2,4.239e-15,6.160e-2,9.792e-27,1.858e-15,,1.015e-9
694.65,8.443e-2,4.241e-15,8.443e-2,9.788e-27,1.858e-15,,1.017e-9
694.67,1.033e-1,4.242e-15,1.033e-1,9.785e-27,1.858e-15,,1.011e-9
694.7,1.381e-1,4.244e-15,1.381e-1,9.781e-27,1.859e-15,,9.883e-10
694.72,1.663e-1,4.245e-15,1.663e-1,9.778e-27,1.859e-15,,9.657e-10
694.75,2.169e-1,4.246e-15,2.169e-1,9.774e-27,1.859e-15,,9.211e-10
694.77,2.567e-1,4.247e-15,2.567e-1,9.771e-27,1.859e-15,,8.852e-10
694.8,3.266e-1,4.249e-15,3.266e-1,9.767e-27,1.859e-15,,8.236e-10
694.82,3.804e-1,4.250e-15,3.804e-1,9.764e-27,1.859e-15,,7.784e-10
694.85,4.720e-1,4.251e-15,4.720e-1,9.760e-27,1.859e-15,,7.065e-10
694.87,5.407e-1,4.252e-15,5.407e-1,9.757e-27,1.859e-15,,6.568e-10
694.9,6.545e-1,4.254e-15,6.545e-1,9.753e-27,1.860e-15,,5.814e-10
694.92,7.374e-1,4.255e-15,7.374e-1,9.750e-27,1.860e-15,,5.316e-10
694.95,8.708e-1,4.257e-15,8.708e-1,9.746e-27,1.860e-15,,4.591e-10
694.97,9.649e-1,4.258e-15,9.649e-1,9.743e-27,1.860e-15,,4.129e-10
694.99,1.062e+0,4.259e-15,1.062e+0,9.741e-27,1.860e-15,,3.688e-10
695.02,1.211e+0,4.260e-15,1.211e+0,9.736e-27,1.860e-15,,3.076e-10
695.04,1.312e+0,4.261e-15,1.312e+0,9.734e-27,1.860e-15,,2.703e-10
695.07,1.459e+0,4.263e-15,1.459e+0,9.729e-27,1.861e-15,,2.199e-10
695.09,1.554e+0,4.264e-15,1.554e+0,9.727e-27,1.861e-15,,1.900e-10
695.12,1.687e+0,4.266e-15,1.687e+0,9.723e-27,1.861e-15,,1.508e-10
695.14,1.767e+0,4.267e-15,1.767e+0,9.720e-27,1.861e-15,,1.282e-10
695.17,1.871e+0,4.268e-15,1.871e+0,9.716e-27,1.861e-15,,9.922e-11
695.19,1.927e+0,4.269e-15,1.927e+0,9.713e-27,1.861e-15,,8.295e-11
695.22,1.990e+0,4.271e-15,1.990e+0,9.709e-27,1.861e-15,,6.263e-11
695.24,2.017e+0,4.272e-15,2.017e+0,9.706e-27,1.861e-15,,5.150e-11
695.27,2.032e+0,4.273e-15,2.032e+0,9.702e-27,1.862e-15,,3.793e-11
695.29,2.025e+0,4.274e-15,2.025e+0,9.699e-27,1.862e-15,,3.068e-11
695.32,1.990e+0,4.276e-15,1.990e+0,9.695e-27,1.862e-15,,2.204e-11
695.34,1.951e+0,4.277e-15,1.951e+0,9.692e-27,1.862e-15,,1.753e-11
695.37,1.871e+0,4.279e-15,1.871e+0,9.688e-27,1.862e-15,,1.228e-11
695.39,1.804e+0,4.280e-15,1.804e+0,9.685e-27,1.862e-15,,9.611e-12
695.41,1.728e+0,4.281e-15,1.728e+0,9.682e-27,1.862e-15,,7.470e-12
695.44,1.600e+0,4.282e-15,1.600e+0,9.678e-27,1.863e-15,,5.055e-12
695.46,1.507e+0,4.283e-15,1.507e+0,9.675e-27,1.863e-15,,3.865e-12
695.49,1.361e+0,4.285e-15,1.361e+0,9.671e-27,1.863e-15,,2.551e-12
695.51,1.262e+0,4.286e-15,1.262e+0,9.669e-27,1.863e-15,,1.918e-12
695.54,1.112e+0,4.288e-15,1.112e+0,9.664e-27,1.863e-15,,1.235e-12
695.56,1.013e+0,4.289e-15,1.013e+0,9.662e-27,1.863e-15,,9.134e-13
695.59,8.708e-1,4.290e-15,8.708e-1,9.658e-27,1.863e-15,,5.737e-13
695.61,7.807e-1,4.291e-15,7.807e-1,9.655e-27,1.863e-15,,4.173e-13
695.64,6.545e-1,4.293e-15,6.545e-1,9.651e-27,1.864e-15,,2.557e-13
695.66,5.772e-1,4.294e-15,5.772e-1,9.648e-27,1.864e-15,,1.829e-13
695.69,4.720e-1,4.295e-15,4.720e-1,9.644e-27,1.864e-15,,1.093e-13
695.71,4.094e-1,4.297e-15,4.094e-1,9.641e-27,1.864e-15,,7.692e-14
695.74,3.266e-1,4.298e-15,3.266e-1,9.637e-27,1.864e-15,,4.484e-14
695.76,2.787e-1,4.299e-15,2.787e-1,9.634e-27,1.864e-15,,3.103e-14
695.78,2.362e-1,4.300e-15,2.362e-1,9.631e-27,1.864e-15,,2.133e-14
695.81,1.820e-1,4.302e-15,1.820e-1,9.627e-27,1.864e-15,,1.201e-14
695.83,1.517e-1,4.303e-15,1.517e-1,9.624e-27,1.865e-15,,8.122e-15
695.86,1.140e-1,4.304e-15,1.140e-1,9.620e-27,1.865e-15,,4.460e-15
695.88,9.348e-2,4.305e-15,9.348e-2,9.617e-27,1.865e-15,,2.966e-15
695.91,6.854e-2,4.307e-15,6.854e-2,9.613e-27,1.865e-15,,1.589e-15
695.93,5.527e-2,4.308e-15,5.527e-2,9.610e-27,1.865e-15,,1.039e-15
695.96,3.953e-2,4.310e-15,3.953e-2,9.606e-27,1.865e-15,,5.431e-16
695.98,3.136e-2,4.311e-15,3.136e-2,9.604e-27,1.865e-15,,3.494e-16
696.01,2.188e-2,4.312e-15,2.188e-2,9.599e-27,1.866e-15,,1.781e-16
696.03,1.707e-2,4.313e-15,1.707e-2,9.597e-27,1.866e-15,,1.127e-16
696.06,1.162e-2,4.315e-15,1.162e-2,9.592e-27,1.866e-15,,5.604e-17
696.08,8.914e-3,4.316e-15,8.914e-3,9.590e-27,1.866e-15,,3.488e-17
696.11,5.918e-3,4.318e-15,5.918e-3,9.586e-27,1.866e-15,,1.691e-17
696.13,4.467e-3,4.319e-15,4.467e-3,9.583e-27,1.866e-15,,1.035e-17
696.15,3.349e-3,4.320e-15,3.349e-3,9.580e-27,1.866e-15,,6.296e-18
696.18,2.148e-3,4.321e-15,2.148e-3,9.576e-27,1.866e-15,,2.949e-18
696.2,1.584e-3,4.322e-15,1.584e-3,9.573e-27,1.867e-15,,1.764e-18
696.23,9.908e-4,4.324e-15,9.908e-4,9.569e-27,1.867e-15,,8.058e-19
696.25,7.187e-4,4.325e-15,7.187e-4,9.566e-27,1.867e-15,,4.741e-19
696.28,4.385e-4,4.326e-15,4.385e-4,9.562e-27,1.867e-15,,2.113e-19
696.3,3.129e-4,4.328e-15,3.129e-4,9.559e-27,1.867e-15,,1.222e-19
696.33,1.862e-4,4.329e-15,1.862e-4,9.555e-27,1.867e-15,,5.314e-20
696.35,1.307e-4,4.330e-15,1.307e-4,9.552e-27,1.867e-15,,3.024e-20
696.38,7.588e-5,4.332e-15,7.588e-5,9.548e-27,1.867e-15,,1.282e-20
696.4,5.238e-5,4.333e-15,5.238e-5,9.545e-27,1.868e-15,,7.177e-21
696.43,2.966e-5,4.334e-15,2.966e-5,9.541e-27,1.868e-15,,2.968e-21
696.45,2.014e-5,4.335e-15,2.014e-5,9.539e-27,1.868e-15,,1.634e-21
696.48,1.113e-5,4.337e-15,1.113e-5,9.534e-27,1.868e-15,,6.593e-22
696.5,7.430e-6,4.338e-15,7.430e-6,9.532e-27,1.868e-15,,3.570e-22
696.52,4.929e-6,4.339e-15,4.929e-6,9.529e-27,1.868e-15,,1.920e-22
696.55,2.630e-6,4.341e-15,2.630e-6,9.525e-27,1.868e-15,,7.482e-23
696.57,1.716e-6,4.342e-15,1.716e-6,9.522e-27,1.868e-15,,3.959e-23
696.6,8.934e-7,4.343e-15,8.934e-7,9.518e-27,1.869e-15,,1.505e-23
696.62,5.733e-7,4.344e-15,5.733e-7,9.515e-27,1.869e-15,,7.829e-24
696.65,2.911e-7,4.346e-15,2.911e-7,9.511e-27,1.869e-15,,2.902e-24
696.67,1.838e-7,4.347e-15,1.838e-7,9.508e-27,1.869e-15,,1.485e-24
696.7,9.103e-8,4.349e-15,9.103e-8,9.504e-27,1.869e-15,,5.372e-25
696.72,5.652e-8,4.350e-15,5.652e-8,9.501e-27,1.869e-15,,2.704e-25
696.75,2.731e-8,4.351e-15,2.731e-8,9.497e-27,1.869e-15,,9.539e-26
696.77,1.668e-8,4.352e-15,1.668e-8,9.494e-27,1.870e-15,,4.723e-26
696.8,7.860e-9,4.354e-15,7.860e-9,9.490e-27,1.870e-15,,1.625e-26
696.82,4.721e-9,4.355e-15,4.721e-9,9.487e-27,1.870e-15,,7.913e-27
696.85,2.171e-9,4.356e-15,2.171e-9,9.483e-27,1.870e-15,,8.080e-27
696.87,1.283e-9,4.357e-15,1.283e-9,9.480e-27,1.870e-15,,8.192e-27
696.89,7.535e-10,4.358e-15,7.535e-10,9.478e-27,1.870e-15,,8.303e-27
696.92,3.362e-10,4.360e-15,3.362e-10,9.473e-27,1.870e-15,,8.470e-27
696.94,1.964e-10,4.361e-15,1.964e-10,9.471e-27,1.870e-15,,8.581e-27
696.97,9.189e-11,4.363e-15,9.189e-11,9.467e-27,1.871e-15,,8.748e-27
696.99,6.224e-11,4.364e-15,6.224e-11,9.464e-27,1.871e-15,,8.860e-27
697.02,5.472e-11,4.365e-15,5.472e-11,9.460e-27,1.871e-15,,9.027e-27
697.04,7.191e-11,4.366e-15,7.191e-11,9.457e-27,1.871e-15,,9.138e-27
697.07,1.436e-10,4.368e-15,1.436e-10,9.453e-27,1.871e-15,,9.305e-27
697.09,2.420e-10,4.369e-15,2.420e-10,9.450e-27,1.871e-15,,9.416e-27
697.12,5.360e-10,4.371e-15,5.360e-10,9.446e-27,1.871e-15,,9.583e-27
697.14,9.072e-10,4.372e-15,9.072e-10,9.443e-27,1.872e-15,,9.695e-27
697.17,1.976e-9,4.373e-15,1.976e-9,9.439e-27,1.872e-15,,9.862e-27
697.19,3.295e-9,4.374e-15,3.295e-9,9.436e-27,1.872e-15,,9.973e-27
697.22,7.007e-9,4.376e-15,7.007e-9,9.432e-27,1.872e-15,,1.014e-26
697.24,1.149e-8,4.377e-15,1.149e-8,9.429e-27,1.872e-15,,1.025e-26
697.27,2.385e-8,4.378e-15,2.385e-8,9.425e-27,1.872e-15,,1.042e-26
697.29,3.848e-8,4.379e-15,3.848e-8,9.422e-27,1.872e-15,,1.053e-26
697.31,6.169e-8,4.381e-15,6.169e-8,9.420e-27,1.872e-15,,1.064e-26
697.34,1.237e-7,4.382e-15,1.237e-7,9.415e-27,1.873e-15,,1.081e-26
697.36,1.950e-7,4.383e-15,1.950e-7,9.413e-27,1.873e-15,,1.092e-26
697.39,3.815e-7,4.385e-15,3.815e-7,9.408e-27,1.873e-15,,1.109e-26
697.41,5.919e-7,4.386e-15,5.919e-7,9.406e-27,1.873e-15,,1.120e-26
697.44,1.130e-6,4.387e-15,1.130e-6,9.402e-27,1.873e-15,,1.136e-26
697.46,1.724e-6,4.388e-15,1.724e-6,9.399e-27,1.873e-15,,1.148e-26
697.49,3.211e-6,4.390e-15,3.211e-6,9.395e-27,1.873e-15,,1.164e-26
697.51,4.821e-6,4.391e-15,4.821e-6,9.392e-27,1.873e-15,,1.175e-26
697.54,8.759e-6,4.393e-15,8.759e-6,9.388e-27,1.874e-15,,1.192e-26
697.56,1.294e-5,4.394e-15,1.294e-5,9.385e-27,1.874e-15,,1.203e-26
697.59,2.294e-5,4.395e-15,2.294e-5,9.381e-27,1.874e-15,,1.220e-26
697.61,3.333e-5,4.396e-15,3.333e-5,9.378e-27,1.874e-15,,1.231e-26
697.64,5.765e-5,4.398e-15,5.765e-5,9.374e-27,1.874e-15,,1.248e-26
697.66,8.241e-5,4.399e-15,8.241e-5,9.371e-27,1.874e-15,,1.259e-26
697.68,1.170e-4,4.400e-15,1.170e-4,9.368e-27,1.874e-15,,1.270e-26
697.71,1.956e-4,4.402e-15,1.956e-4,9.364e-27,1.875e-15,,1.287e-26
697.73,2.732e-4,4.403e-15,2.732e-4,9.361e-27,1.875e-15,,1.298e-26
697.76,4.456e-4,4.404e-15,4.456e-4,9.357e-27,1.875e-15,,1.315e-26
697.78,6.123e-4,4.405e-15,6.123e-4,9.354e-27,1.875e-15,,1.326e-26
697.81,9.744e-4,4.407e-15,9.744e-4,9.350e-27,1.875e-15,,1.342e-26
697.83,1.317e-3,4.408e-15,1.317e-3,9.348e-27,1.875e-15,,1.354e-26
697.86,2.045e-3,4.409e-15,2.045e-3,9.343e-27,1.875e-15,,1.370e-26
697.88,2.720e-3,4.410e-15,2.720e-3,9.341e-27,1.875e-15,,1.381e-26
697.91,4.120e-3,4.412e-15,4.120e-3,9.337e-27,1.876e-15,,1.398e-26
697.93,5.391e-3,4.413e-15,5.391e-3,9.334e-27,1.876e-15,,1.409e-26
697.96,7.968e-3,4.415e-15,7.968e-3,9.330e-27,1.876e-15,,1.426e-26
697.98,1.026e-2,4.416e-15,1.026e-2,9.327e-27,1.876e-15,,1.437e-26
698.01,1.479e-2,4.417e-15,1.479e-2,9.323e-27,1.876e-15,,1.454e-26
698.03,1.873e-2,4.418e-15,1.873e-2,9.320e-27,1.876e-15,,1.465e-26
698.05,2.356e-2,4.419e-15,2.356e-2,9.317e-27,1.876e-15,,1.476e-26
698.08,3.282e-2,4.421e-15,3.282e-2,9.313e-27,1.876e-15,,1.493e-26
698.1,4.062e-2,4.422e-15,4.062e-2,9.310e-27,1.877e-15,,1.504e-26
698.13,5.522e-2,4.424e-15,5.522e-2,9.306e-27,1.877e-15,,1.521e-26
698.15,6.722e-2,4.425e-15,6.722e-2,9.303e-27,1.877e-15,,1.532e-26
698.18,8.918e-2,4.426e-15,8.918e-2,9.299e-27,1.877e-15,,1.548e-26
698.2,1.068e-1,4.427e-15,1.068e-1,9.296e-27,1.877e-15,,1.560e-26
698.23,1.382e-1,4.429e-15,1.382e-1,9.292e-27,1.877e-15,,1.576e-26
698.25,1.629e-1,4.430e-15,1.629e-1,9.289e-27,1.877e-15,,1.587e-26
698.28,2.057e-1,4.431e-15,2.057e-1,9.285e-27,1.878e-15,,1.604e-26
698.3,2.384e-1,4.433e-15,2.384e-1,9.283e-27,1.878e-15,,1.615e-26
698.33,2.938e-1,4.434e-15,2.938e-1,9.278e-27,1.878e-15,,1.632e-26
698.35,3.349e-1,4.435e-15,3.349e-1,9.276e-27,1.878e-15,,1.643e-26
698.38,4.027e-1,4.437e-15,4.027e-1,9.271e-27,1.878e-15,,1.660e-26
698.4,4.516e-1,4.438e-15,4.516e-1,9.269e-27,1.878e-15,,1.671e-26
698.42,5.032e-1,4.439e-15,5.032e-1,9.266e-27,1.878e-15,,1.682e-26
698.45,5.846e-1,4.440e-15,5.846e-1,9.262e-27,1.878e-15,,1.699e-26
698.47,6.408e-1,4.441e-15,6.408e-1,9.259e-27,1.879e-15,,1.710e-26
698.5,7.263e-1,4.443e-15,7.263e-1,9.255e-27,1.879e-15,,1.727e-26
698.52,7.832e-1,4.444e-15,7.832e-1,9.252e-27,1.879e-15,,1.738e-26
698.55,8.662e-1,4.446e-15,8.662e-1,9.248e-27,1.879e-15,,1.754e-26
